"rownum","Id","bool_8","bool_9","Mainhand_AnimationKey","Offhand_AnimationKey","bool_26","Stat","AnimationStart","bool_51","AnimationEnd","[row]_60","bool_76","i32_77","bool_81","row_82","[row]_90"
73,"RainOfArrows","","","","","","","","","",[],"",7,"","",[]
74,"RainOfArrowsAdditive","","","","",1,"","","","",[],"",7,"","",[]
75,"BlastRain","","","","","","","","","",[],"",7,"","",[]
76,"CloneShot","","","","","","","","","",[],"",7,"","",[]
77,"Backstab","","","",78,"","","","","",[],"",7,"","",[]
78,"OffBackstab","","",77,"","","","","","",[],"",7,"","",[]
79,"Frenzy","","","",80,"","","","","",[],"",7,"","",[]
80,"OffFrenzy","","",79,"","","","","","",[],"",7,"","",[]
81,"PowerShot","","","",82,"","","","","",[],"",7,"","",[]
82,"OffPowerShot","","",81,"","","","","","",[],"",7,"","",[]
83,"Taunt","","","","","","","","","",[],"",7,"","",[]
84,"ChangeToStance1","","","","","","","","","",[],"",7,"","",[]
85,"ChangeToStance2","","","","","","","","","",[],"",7,"","",[]
86,"ChangeToStance3","","","","","","","","","",[],"",7,"","",[]
87,"Revive","","","","","","","","","",[],"",5,"","",[]
88,"ShadowProjectiles","","","","","","","","","",[],"",7,"","",[]
89,"HookOut","",1,"","","","","","","",[],"",7,"","",[]
90,"HookIn","",1,"","","","","","","",[],"",7,"","",[]
91,"HookInNear","",1,"","","","","","","",[],"",7,"","",[]
92,"Dance",1,"","","","","","","","",[],"",7,"","",[]
93,"Channel",1,1,"","","","",282,1,"",[],"",7,"","",[]
94,"AttackChannel",1,1,"","","","","",1,"",[],"",7,"","",[]
95,"Cyclone",1,1,"","","","","","","",[],"",7,"","",[]
96,"Hide","",1,"","","","","","","",[],"",7,"","",[]
97,"Hide2","",1,"","","","","","","",[],"",7,"","",[]
98,"Hide3","",1,"","","","","","","",[],"",7,"","",[]
99,"BarrageStart","",1,"","","","","","","",[],"",7,"","",[]
100,"BarrageFireMain","","","",101,"","","","","",[],"",7,"","",[]
101,"BarrageFireOff","","",100,"","","","","","",[],"",7,"","",[]
102,"BarrageActivate","","","","",1,"","","","",[103],"",7,"","",[]
103,"BarrageActivateFlipped","","","","",1,"","","","",[],"",7,"","",[]
104,"LongOpen",1,"","","","","","","","",[],"",7,"","",[]
105,"Submerge","",1,"","","","","","","",[],"",7,"","",[]
106,"Puncture","","","",107,"","","","","",[],"",7,"","",[]
107,"OffPuncture","","",106,"","","","","","",[],"",7,"","",[]
108,"DodgeLeft","",1,"","","","","","","",[],"",7,"","",[]
109,"DodgeRight","",1,"","","","","","","",[],"",7,"","",[]
110,"DodgeForward","",1,"","","","","","","",[],"",7,"","",[]
111,"DodgeBack","",1,"","","","","","","",[],"",7,"","",[]
112,"SpellBuffFast","","","","","","","","","",[],"",7,"","",[]
113,"IncreasingPulses","","","","","","","","","",[],"",7,"","",[]
114,"Pant","","","","","","","","","",[],"",7,"","",[]
115,"CastFast","","","","","","","","","",[],"",7,"","",[]
116,"ChannelEnd","","","","","","","","","",[],"",7,"","",[]
117,"ChannelUnleash","","","","","","","","","",[],"",7,"","",[]
118,"ChannelAttackUnleash","","","","","","","","","",[],"",7,"","",[]
119,"SpectralThrow","","","",120,"","","","","",[],"",7,"","",[]
120,"SpectralThrowOff","","",119,"","","","","","",[],"",7,"","",[]
121,"Teleport","","","","","","","","","",[],"",7,"","",[]
122,"Knockdown","",1,"","","","","","","",[],"",7,"","",[]
123,"ThrowOff","","",56,"","","","","","",[],"",7,"","",[]
124,"IdleRelaxed",1,"","","","","","","","",[],"",2,"","",[]
125,"ChannelBow","",1,"","","","","","","",[],"",7,"","",[]
126,"ChannelBowEnd","","","","","","","","","",[],"",7,"","",[]
127,"RainOfSpores","","","","","","","","","",[],"",7,"","",[]
128,"GroundSlamOffhand","","",13,"","","","","","",[],"",7,"","",[]
129,"LeapSlamOffhand","","",14,"","","","","","",[],"",7,"","",[]
130,"DoubleStrikeOffhand","","",26,"","","","","","",[],"",7,"","",[]
131,"AttackChannelEnd","","","","","","","","","",[],"",7,"","",[]
132,"ChangeToStance4","","","","","","","","","",[],"",7,"","",[]
133,"ChainStrikeThrow","","","","","","","","","",[],"",7,"","",[]
134,"SliceAndDice","","","","","","","","","",[],"",7,"","",[]
135,"ChargeStart","","","","","","","","","",[],"",7,"","",[]
136,"CoilingAssault","","","","","","","","","",[],"",7,"","",[]
137,"AttackProjectileUpward","","","","","","","","","",[],"",7,"","",[]
138,"ChannelBowUpwards","",1,"","","","","","","",[],"",7,"","",[]
139,"ChannelBowUpwardsEnd","","","","","","","","","",[],"",7,"","",[]
140,"DeathFromDegen",1,"",6,"","","","","","",[],"",4,"","",[]
141,"DeathWhileMoving",1,"",6,"","","","","","",[],"",4,"","",[]
142,"DeathForward",1,"",6,"","","","","","",[],"",4,"","",[]
143,"DeathBackward",1,"",6,"","","","","","",[],"",4,"","",[]
144,"DeathLeft",1,"",6,"","","","","","",[],"",4,"","",[]
145,"DeathRight",1,"",6,"","","","","","",[],"",4,"","",[]
146,"TakeHitForward",1,"",5,"","","","","","",[],1,7,"","",[]
147,"TakeHitBackward",1,"",5,"","","","","","",[],1,7,"","",[]
148,"TakeHitLeft",1,"",5,"","","","","","",[],1,7,"","",[]
149,"TakeHitRight",1,"",5,"","","","","","",[],1,7,"","",[]
150,"Warcry","","","","","","","","","",[],"",7,"","",[]
151,"RunBackwards",1,"",4,"","","","","","",[],"",3,"","",[]
152,"ChangeToStance5","","","","","","","","","",[],"",7,"","",[]
153,"SummonMinion","","",33,"","","","","","",[],"",7,"","",[]
154,"RunLeft",1,"",4,"","","","","","",[],"",3,"","",[]
155,"RunRight",1,"",4,"","","","","","",[],"",3,"","",[]
156,"ShieldBash","","",123,"","","","","","",[],"",7,"","",[]
157,"ReviveFromDegen","","",87,"","","","","","",[],"",5,"","",[]
158,"ReviveWhileMoving","","",87,"","","","","","",[],"",5,"","",[]
159,"ReviveForward","","",87,"","","","","","",[],"",5,"","",[]
160,"ReviveBackward","","",87,"","","","","","",[],"",5,"","",[]
161,"ReviveLeft","","",87,"","","","","","",[],"",5,"","",[]
162,"ReviveRight","","",87,"","","","","","",[],"",5,"","",[]
163,"Fling","","",56,"","","","","","",[],"",7,"","",[]
164,"ChargeEndLeft","","",11,"","","","","","",[],"",7,"","",[]
165,"ChargeEndRight","","",11,"","","","","","",[],"",7,"","",[]
166,"ChargeEnd180","","",11,"","","","","","",[],"",7,"","",[]
167,"WhirlwindSpear","","","","","","","","","",[338],"",7,"","",[]
168,"SpearCleaveRight","","","","","","","","","",[],"",7,"","",[]
169,"SpearCleaveLeft","","","","","","","","","",[],"",7,"","",[]
170,"GuardedAssaultChannel","","","","","","","","","",[],"",7,"","",[]
171,"GuardedAssaultChannelEnd","","","","","","","","","",[],"",7,"","",[]
172,"SpearWall","","","","","","","","","",[173],"",7,"","",[]
173,"SpearWallMoving","","","","","","","","","",[],"",7,"","",[]
174,"SpearDoubleThrow","","","","","","","","","",[],"",7,"","",[]
175,"FlinchForward","","","","",1,"","","","",[],"",7,"","",[]
176,"FlinchBackward","","","","",1,"","","","",[],"",7,"","",[]
177,"FlinchLeft","","","","",1,"","","","",[],"",7,"","",[]
178,"FlinchRight","","","","",1,"","","","",[],"",7,"","",[]
179,"ChangeAmmoDefault","","","","",1,"","","","","[180,634,635]","",7,"","",[]
180,"ChangeAmmoDefaultMoving","","","","",1,"","","","",[],"",7,"","",[]
181,"TreeToTreeJumpLeft","","","","","","","","","",[],"",7,"","",[]
182,"TreeToTreeJumpRight","","","","","","","","","",[],"",7,"","",[]
183,"TreeToVineJumpLeft","","","","","","","","","",[],"",7,"","",[]
184,"TreeToVineJumpRight","","","","","","","","","",[],"",7,"","",[]
185,"VineToTreeJump","","","","","","","","","",[],"",7,"","",[]
186,"VineToVineJump","","","","","","","","","",[],"",7,"","",[]
187,"TreeToGroundJumpLeft","","","","","","","","","",[],"",7,"","",[]
188,"TreeToGroundJumpRight","","","","","","","","","",[],"",7,"","",[]
189,"VineToGroundJumpLeft","","","","","","","","","",[],"",7,"","",[]
190,"VineToGroundJumpRight","","","","","","","","","",[],"",7,"","",[]
191,"InteractPlaceGemstone","","","","","","","","","",[],"",7,"","",[]
192,"Chop","","",1,"","","","","","",[],"",7,"","",[]
193,"Slash","","",1,"","","","","","",[],"",7,"","",[]
194,"Sunder","","",13,"","","","","","",[254],"",7,"","",[]
195,"FixedRun",1,"",4,"","","","","","",[],"",3,1,"",[]
196,"WhirlingAssault","","","","","","","","","",[303],"",7,"","",[]
197,"LightningStrike","","",1,"","","","","","","[256,257]","",7,"","",[]
198,"DoubleSlam","","",26,"","","","","","","[212,213]","",7,"","",[]
199,"WeaponSpell","","",1,"","","","","","",[],"",7,"","",[]
200,"EscapeShot","","","","","","","","","",[],"",7,"","",[]
201,"FlaskDash","","","","","","","","","",[],"",7,"","",[]
202,"InteractPullLever","","","","","","","","","",[],"",7,"","",[]
203,"SpellNovaEpic","","",47,"","","","","","",[],"",7,"","",[]
204,"SpellNovaEpicFire","","",203,"","","","","","",[],"",7,"","",[]
205,"SpellNovaEpicCold","","",203,"","","","","","",[],"",7,"","",[]
206,"SpellNovaEpicLightning","","",203,"","","","","","",[],"",7,"","",[]
207,"SpellNovaEpicChaos","","",203,"","","","","","",[],"",7,"","",[]
208,"SpreadShot","","","","","","","","","",[],"",7,"","",[]
209,"GaleStrike","","","","",1,"","","","",[],"",7,"","",[]
210,"BladeDance","","","","","","","","","",[],"",7,"","",[]
211,"ClawRake","","","","","","","","","",[],"",7,"","",[]
212,"DoubleSlamMoving","","",198,"","","","","","",[],"",7,"","",[]
213,"DoubleSlamMovingNear","","",212,"","","","","","",[],"",7,"","",[]
214,"LeapSlamMoving","","",14,"","","","","","",[],"",7,"","",[]
215,"LeapSlamMovingNear","","",214,"","","","","","",[],"",7,"","",[]
216,"GlacialStrikeChannel",1,"","","","","","","","",[],"",7,"","",[]
217,"GlacialStrikeChannelEnd","","","","","","","","","",[],"",7,"","",[]
218,"RingOfIce","","","","","","","","","",[],"",7,"","",[]
219,"RingOfIceStatueWindup","","","","","","","","","",[],"",7,"","",[]
220,"RingOfIceStatueAttack","","","","","","","","","",[],"",7,"","",[]
221,"Execute","","","","","","","","","",[],"",7,"","",[]
222,"LeapingChop","","","","","","","","","",[],"",7,"","",[]
223,"WhirlingSlash","","","","","","","","","",[],"",7,"","",[]
224,"RaisedChop","","","","","","","","","",[],"",7,"","",[]
225,"HeavyCleave","","","","","","","","","",[],"",7,"","",[]
226,"ThrowNear","","",56,"","","","","","",[],"",7,"","",[]
227,"ChannelUpward",1,"",94,"","","","","","",[],"",7,"","",[]
228,"ChannelUpwardEnd","","",131,"","","","","","",[],"",7,"","",[]
229,"ChannelProjectile",1,"",94,"","","","","","",[],"",7,"","",[]
230,"ChannelProjectileEnd","","",131,"","","","","","",[],"",7,"","",[]
231,"HeavyStun","","","","","","","","","",[],1,7,"","",[]
232,"HeavyStunBack","",1,231,"","","","","","",[],1,7,"","",[]
233,"HeavyStunForward","",1,231,"","","","","","",[],1,7,"","",[]
234,"HeavyStunDeath","","",6,"","","","","","",[],1,4,"","",[]
235,"HeavyStunBackDeath","","",234,"","","","","","",[],1,4,"","",[]
236,"HeavyStunForwardDeath","","",234,"","","","","","",[],1,4,"","",[]
237,"ShieldBuff","","",34,"","","","","","",[],"",7,"","",[]
238,"FlickerStrike","","","","","","","","","","[239,526]","",7,"","",[]
239,"FlickerStrikeFirst","","","","","","","","","",[],"",7,"","",[]
240,"PalmStrike","","",1,"","","","","","",[],"",7,"","",[]
241,"Vortex","","",30,"","","","","","",[],"",7,"","",[]
242,"BackflipKnifeThrow","","","","","","","","","",[],"",7,"","",[]
243,"WeaponBuff","","","","","","","","","",[],"",7,"","",[]
244,"WeaponAreaOfEffect","","","","","","","","","",[],"",7,"","",[]
245,"BurstShot","","","","","","","","","",[],"",7,"","",[]
246,"SpellAoeEpic","","",47,"","","","","","",[],"",7,"","",[]
247,"SpellAoeEpicBackflip","","",203,"","","","","","",[],"",7,"","",[]
248,"SpellAoeEpicFire","","",203,"","","","","","",[],"",7,"","",[]
249,"SpellAoeEpicCold","","",203,"","","","","","",[],"",7,"","",[]
250,"SpellAoeEpicLightning","","",203,"","","","","","",[],"",7,"","",[]
251,"SpellAoeEpicChaos","","",203,"","","","","","",[],"",7,"","",[]
252,"BladeNova","","",47,"","","","","","",[],"",7,"","",[]
253,"SpellWall","","",47,"","","","","","",[],"",7,"","",[]
254,"SunderMoving","","",194,"","","","","","",[],"",7,"","",[]
255,"GroundSlamMoving","","",13,"","","","","","",[],"",7,"","",[]
256,"LightningStrikeStationary","","",197,"","","","","","",[],"",7,"","",[]
257,"LightningStrikeMoving","","",197,"","","","","","",[],"",7,"","",[]
258,"WeaponSwap","","","","",1,"","","","",[],"",7,"","",[]
259,"Meditate",1,"",93,"",1,"","",1,260,[],"",7,"","",[]
260,"MeditateEnd","","",116,"",1,"","","","",[],"",7,"","",[]
261,"SpellChannelEpicEnd","","",153,"","","","","","",[],"",7,"","",[]
262,"ElectrocuteForward",1,"",146,"","","","","","",[],1,7,"","",[]
263,"ElectrocuteBackward",1,"",147,"","","","","","",[],1,7,"","",[]
264,"ElectrocuteLeft",1,"",148,"","","","","","",[],1,7,"","",[]
265,"ElectrocuteRight",1,"",149,"","","","","","",[],1,7,"","",[]
266,"PestilentSlash","","",1,"","","","","","",[],"",7,"","",[]
267,"ViperStrike","","",1,"","","","","","",[],"",7,"","",[]
268,"DodgeRoll","","","","","","","","","","[402,719,720,964,797,807,654,655,876,877]","",7,"","",[]
269,"IcePath","","",1,"","","","","","",[],"",7,"","",[]
270,"InteractPullLeverWallMounted","","","","","","","","","",[],"",7,"","",[]
271,"LeapingCatch","","","","","","","","","",[],"",7,"","",[]
272,"ShadowThiefSlash","","",1,"","","","","","",[],"",7,"","",[]
273,"PlungingBlade","","",1,"","","","","","",[274],"",7,"","",[]
274,"PlungingBladeMoving","","",273,"","","","","","",[],"",7,"","",[]
275,"ShadowDash","","",1,"","","","","","",[],"",7,"","",[]
276,"ShadowDashStationary","","",1,"","","","","","",[],"",7,"","",[]
277,"BearMaul","","",1,"","","","","","",[278],"",7,"",318,"[277,278]"
278,"BearMaulMoving","","",277,"","","","","","",[],"",7,"",319,"[277,278]"
279,"ShadowThiefSlashClone","","",272,"","","","","","",[],"",7,"","",[]
280,"ChannelVolcano",1,"",93,"",1,"","","","",[281],"",7,"","",[]
281,"ChannelVolcanoShake","","","","",1,"","","","",[],"",7,"","",[]
282,"ChannelStart","","","","","","","","","",[],"",7,"","",[]
283,"SpiralVolley","","",1,"","","","","","",[284],"",7,"","",[]
284,"SpiralVolleyEmpowered","","",283,"","","","","","",[],"",7,"","",[]
285,"HeatSeeking",1,"","","","","",287,1,"",[],"",7,"","",[]
286,"HeatSeekingEnd","","","","","","","","","",[],"",7,"","",[]
287,"HeatSeekingStart","","","","","","","","","",[],"",7,"","",[]
288,"LeapAttack","","",1,"","","","","","",[],"",7,"","",[]
289,"LeapAttackFar","","",1,"","","","","","",[],"",7,"","",[]
290,"SummonMinionLightning","","",153,"","","","","","",[],"",7,"","",[]
291,"SummonMinionCold","","",153,"","","","","","",[],"",7,"","",[]
292,"SummonMinionFire","","",153,"","","","","","",[],"",7,"","",[]
293,"SummonMinionChaos","","",153,"","","","","","",[],"",7,"","",[]
294,"SpellWallLightning","","",253,"","","","","","",[],"",7,"","",[]
295,"SpellWallCold","","",253,"","","","","","",[],"",7,"","",[]
296,"SpellWallFire","","",253,"","","","","","",[],"",7,"","",[]
297,"SpellWallChaos","","",253,"","","","","","",[],"",7,"","",[]
298,"Spark","","",45,"","","","","","",[],"",7,"","",[]
299,"SparkAdditive","","",45,"",1,"","","","",[300],"",7,"","",[]
300,"SparkInfused","","","","",1,"","","","",[],"",7,"","",[]
301,"Arc","","",37,"",1,"","","","",[],"",7,"","",[]
302,"IceNova","","",49,"",1,"","","","",[],"",7,"","",[]
303,"WhirlingAssaultMoving","","",196,"","","","","","",[],"",7,"","",[]
304,"RampageStart","","",282,"","","","","","",[],"",7,"",320,[]
305,"RampageLoop",1,"",93,"","","",304,"",306,[],"",7,"",321,[]
306,"RampageEnd","","",116,"","","","","","",[],"",7,"","",[]
307,"FrostBomb","","",291,"",1,"","","","",[],"",7,"","",[]
308,"DiveBomb","","","","","","","","","",[],"",7,"","",[]
309,"ComboAttack","","",1,"","","","","","",[310],"",7,"","",[]
310,"ComboAttackMoving","","","","","","","","","",[],"",7,"","",[]
311,"LightningStorm","","",45,"",1,"","","","",[],"",7,"","",[]
312,"MinionSurplusDeath","","",6,"","","","","","",[],"",4,"","",[]
313,"MinionDiedAfterTime","","",312,"","","","","","",[],"",4,"","",[]
314,"UnleashBuff","","",47,"",1,"","","","",[],"",7,"","",[]
315,"JumpOffBoat","","","","","","","","","",[],"",7,"","",[]
316,"ExitRowboat","","","","","","","","","",[],"",7,"","",[]
317,"ShapeshiftBearToHuman","","",778,"","","","","","",[],"",7,"","",[]
318,"ShapeshiftBearMaul","","",778,"","","","","","",[],"",7,"","",[]
319,"ShapeshiftBearMaulMoving","","",778,"","","","","","",[],"",7,"","",[]
320,"ShapeshiftBearRampageStart","","",778,"","","","","","",[],"",7,"","",[]
321,"ShapeshiftBearRampageLoop",1,"",778,"","","",320,"",306,[],"",7,"","",[]
322,"ShapeshiftBearSlam","","",778,"","","","","","",[],"",7,"","",[]
323,"ShapeshiftBearSlamEnraged","","",778,"","","","","","",[],"",7,"","",[]
324,"ShapeshiftBearWarcry","","",778,"","","","","","",[],"",7,"","",[]
325,"ShapeshiftWolfToHuman","","",778,"","","","","","",[],"",7,"","",[]
326,"ShapeshiftWolfHowl","","",778,"","","","","","",[],"",7,"","",[]
327,"ShapeshiftWolfLeapAttack","","",778,"","","","","","",[],"",7,"","",[]
328,"LookLeft","","","","",1,"","","","",[],"",7,"","",[]
329,"LookRight","","","","",1,"","","","",[],"",7,"","",[]
330,"ChannelVolcanoStart","","","","",1,"","","","",[],"",7,"","",[]
331,"Tornado","","",33,"",1,"","","","",[],"",7,"","",[]
332,"FungalTerrain","","",33,"",1,"","","","",[],"",7,"","",[]
333,"SummonWolf","","",153,"",1,"","","","",[],"",7,"","",[]
334,"LightningBolt","","",37,"","","","","","",[],"",7,"","",[]
335,"LightningBoltAdditive","","","","",1,"","","","",[],"",7,"","",[]
336,"InteractPlaceGemstoneJungleOutskirts","","","","","","","","","",[],"",7,"","",[]
337,"InteractPlaceGemstoneGenerator","","","","","","","","","",[],"",7,"","",[]
338,"WhirlwindSpearMoving","","",167,"","","","","","",[],"",7,"","",[]
339,"FrostWall","","",295,"",1,"","","","",[],"",7,"","",[]
340,"Comet","","",246,"",1,"","","","",[],"",7,"","",[]
341,"FoulEmergence","","",246,"",1,"","","","",[],"",7,"","",[]
342,"Engage","","","","","","","","","","[724,343,344]","",7,"","",[]
343,"EngageFar","","","","","","","","","",[],"",7,"","",[]
344,"EngageFarMoving","","","","","","","","","",[],"",7,"","",[]
345,"BearSlam","","",1,"","","","","","",[346],"",7,"",322,[]
346,"BearSlamEnraged","","",1,"","","","","","",[],"",7,"",323,[]
347,"CometStationary","","",246,"","","","","","",[340],"",7,"","",[]
348,"CrushingEarth","","",246,"",1,"","","","",[],"",7,"","",[]
349,"CrushingEarthStationary","","",246,"","","","","","",[348],"",7,"","",[]
350,"FoulEmergenceStationary","","",246,"","","","","","",[341],"",7,"","",[]
351,"ManaTempest","","",294,"",1,"","","","","[546,547,548,717,718]","",7,"","",[]
352,"DarkTempest","","",295,"",1,"","","","","[546,547,548,717,718]","",7,"","",[]
353,"TownPortal","","","","","","","","","",[],"",7,"","",[]
354,"InteractStabPrison","","","","","","","","","",[],"",7,"","",[]
355,"ArcticArmour","","",53,"","","","","","",[],"",7,"","",[]
356,"Hex","","",33,"","","","","","",[],"",7,"","",[]
357,"Bladestorm","","",30,"","","","","","",[],"",7,"","",[]
358,"PhalanxBash","","",1,"","","","","","",[],"",7,"","",[]
359,"AdvancingWhirlLoop","","",93,"","","","","","",[],"",7,"","",[]
360,"AdvancingWhirlEnd","","",116,"","","","","","",[],"",7,"","",[]
361,"PowerShotDefault","","","","",1,"","","","",[],"",7,"","",[]
362,"PowerShotPiercing","","","","",1,"","","","",[],"",7,"","",[]
363,"PowerShotFire","","","","",1,"","","","",[],"",7,"","",[]
364,"PowerShotLightning",1,"","","",1,"",672,1,389,[389],"",7,"","",[]
365,"PowerShotIce","","","","",1,"","","","",[],"",7,"","",[]
366,"BurstShotDefault","","","","",1,"","","","",[],"",7,"","",[]
367,"BurstShotPiercing","","","","",1,"","","","",[],"",7,"","",[]
368,"BurstShotFire","","","","",1,"","","","",[],"",7,"","",[]
369,"BurstShotLightning","","","","",1,"","","","",[],"",7,"","",[]
370,"BurstShotIce","","","","",1,"","","","",[],"",7,"","",[]
371,"RapidShotDefault","","","","",1,"","","","",[],"",7,"","",[]
372,"RapidShotPiercing","","","","",1,"","","","",[],"",7,"","",[]
373,"RapidShotFire","","","","",1,"","","","",[401],"",7,"","",[]
374,"RapidShotLightning","","","","",1,"","","","",[],"",7,"","",[]
375,"RapidShotIce","","","","",1,"","","","",[],"",7,"","",[]
376,"SiegeCascadeDefault","","","","",1,"","","","",[],"",7,"","",[]
377,"SiegeCascadePiercing","","","","",1,"","","","",[],"",7,"","",[]
378,"SiegeCascadeFire","","","","",1,"","","","",[],"",7,"","",[]
379,"SiegeCascadeLightning","","","","",1,"","","","",[],"",7,"","",[]
380,"SiegeCascadeIce","","","","",1,"","","","",[],"",7,"","",[]
381,"ChangeAmmoPiercing","","","","",1,"","","","","[385,636,640]","",7,"","",[]
382,"ChangeAmmoFire","","","","",1,"","","","","[386,637,641]","",7,"","",[]
383,"ChangeAmmoLightning","","","","",1,"","","","","[387,638,642]","",7,"","",[]
384,"ChangeAmmoIce","","","","",1,"","","","","[388,639,643]","",7,"","",[]
385,"ChangeAmmoPiercingMoving","","","","",1,"","","","",[],"",7,"","",[]
386,"ChangeAmmoFireMoving","","","","",1,"","","","",[],"",7,"","",[]
387,"ChangeAmmoLightningMoving","","","","",1,"","","","",[],"",7,"","",[]
388,"ChangeAmmoIceMoving","","","","",1,"","","","",[],"",7,"","",[]
389,"PowerShotLightningChannelEnd","","","","",1,"","","","",[],"",7,"","",[]
390,"RaiseSpectre","","",153,"","","","","","",[],"",7,"","",[]
391,"BindSpectre","","",153,"","","","","","",[],"",7,"","",[]
