"rownum","Id","Mod","PassiveSkill"
232,"Key233","",4428
233,"Key234","",""
234,"Key235","",4891
235,"Key236","",5605
236,"Key237","",5611
237,"Key238","",4430
238,"Key239","",4484
239,"Key240","",2146
240,"Key241","",4885
241,"Key242","",""
242,"Key243","",2080
243,"Key244","",""
244,"Key245","",1994
245,"Key246","",5171
246,"Key247","",1788
247,"Key248","",""
248,"Key249","",2069
249,"Key250","",""
250,"Key251","",2493
251,"Key252","",1054
252,"Key253","",4545
253,"Key254","",""
254,"Key255","",2163
255,"Key256","",""
256,"Key257","",3309
257,"Key258","",""
258,"Key259","",""
259,"Key260","",""
260,"Key261","",1734
261,"Key262","",851
262,"Key263","",4350
263,"Key264","",3198
264,"Key265","",1022
265,"Key266","",4367
266,"Key267","",2475
267,"Key268","",""
268,"Key269","",2081
269,"Key270","",2478
270,"Key271","",748
271,"Key272","",2015
272,"Key273","",5356
273,"Key274","",5515
274,"Key275","",5516
275,"Key276","",3540
276,"Key277","",3859
277,"Key278","",5242
278,"Key279","",""
279,"Key280","",5373
280,"Key281","",1336
281,"Key282","",""
282,"Key283","",""
283,"Key284","",""
284,"Key285","",3318
285,"Key286","",1347
286,"Key287","",1334
287,"Key288","",1363
288,"Key289","",1038
289,"Key290","",2331
290,"Key291","",3678
291,"Key292","",4213
292,"Key293","",2293
293,"Key294","",2790
294,"Key295","",2853
295,"Key296","",5321
296,"Key297","",1715
297,"Key298","",5323
298,"Key299","",5041
299,"Key300","",5325
300,"Key301","",1863
301,"Key302","",4378
302,"Key303","",3790
303,"Key304","",5210
304,"Key305","",739
305,"Key306","",1285
306,"Key307","",4402
307,"Key308","",4416
308,"Key309","",1693
309,"Key310","",4414
310,"Key311","",1288
311,"Key312","",4243
312,"Key313","",2234
313,"Key314","",3865
314,"Key315","",2343
315,"Key316","",2214
316,"Key317","",1850
317,"Key318","",5394
318,"Key319","",5180
319,"Key320","",2005
320,"Key321","",3657
321,"Key322","",2452
322,"Key323","",5205
323,"Key324","",1638
324,"Key325","",783
325,"Key326","",786
326,"Key327","",5243
327,"Key328","",5206
328,"Key329","",1270
329,"Key330","",5204
330,"Key331","",5203
331,"Key332","",2586
332,"Key333","",1235
333,"Key334","",5388
334,"Key335","",1097
335,"Key336","",1514
336,"Key337","",3541
337,"Key338","",4214
338,"Key339","",5307
339,"Key340","",4127
340,"Key341","",4128
341,"Key342","",4916
342,"Key343","",2084
343,"Key344","",""
344,"Key345","",1517
345,"Key346","",2468
346,"Key347","",2872
347,"Key348","",4023
348,"Key349","",3667
349,"Key350","",3431
350,"Key351","",1912
351,"Key352","",3346
352,"Key353","",1541
353,"Key354","",5043
354,"Key355","",2166
355,"Key356","",4381
356,"Key357","",1786
357,"Key358","",2587
358,"Key359","",2355
359,"Key360","",744
360,"Key361","",1024
361,"Key362","",2170
362,"Key363","",2988
363,"Key364","",3329
364,"Key365","",2079
365,"Key366","",5044
366,"Key367","",5593
367,"Key368","",5599
368,"Key369","",1025
369,"Key370","",3333
370,"Key371","",1695
371,"Key372","",2983
372,"Key373","",3948
373,"Key374","",5641
374,"Key375","",3471
375,"Key376","",1513
376,"Key377","",2660
377,"Key378","",5510
378,"Key379","",4245
379,"Key380","",5640
380,"Key381","",517
381,"Key382","",5309
382,"Key383","",1758
383,"Key384","",4934
384,"Key385","",831
385,"Key386","",4556
386,"Key387","",1004
387,"Key388","",3341
388,"Key389","",3611
389,"Key390","",5211
390,"Key391","",1682
391,"Key392","",2820
392,"Key393","",1473
393,"Key394","",2821
394,"Key395","",3576
395,"Key396","",1123
396,"Key397","",4244
397,"Key398","",5409
398,"Key399","",4379
399,"Key400","",5575
400,"Key401","",3123
401,"Key402","",1091
402,"Key403","",1074
403,"Key404","",5353
404,"Key405","",645
405,"Key406","",5354
406,"Key407","",3475
407,"Key408","",2854
408,"Key409","",5039
409,"Key410","",5355
410,"Key411","",1079
411,"Key412","",""
412,"Key413","",2600
413,"Key414","",3881
414,"Key415","",2147
415,"Key416","",2885
416,"Key417","",2904
417,"Key418","",2886
418,"Key419","",3830
419,"Key420","",2692
420,"Key421","",4145
421,"Key422","",5453
422,"Key423","",993
423,"Key424","",5286
424,"Key425","",1165
425,"Key426","",2104
426,"Key427","",4544
427,"Key428","",5587
428,"Key429","",5405
429,"Key430","",4910
430,"Key431","",3044
431,"Key432","",3626
432,"Key433","",1519
433,"Key434","",3144
434,"Key435","",4464
435,"Key436","",""
436,"Key437","",5090
437,"Key438","",4061
438,"Key439","",4713
439,"Key440","",""
440,"Key441","",4819
441,"Key442","",""
442,"Key443","",1468
443,"Key444","",4465
444,"Key445","",1018
445,"Key446","",1220
446,"Key447","",4143
447,"Key448","",4274
448,"Key449","",1760
449,"Key450","",1225
450,"Key451","",3041
451,"Key452","",5400
452,"Key453","",1073
453,"Key454","",""
454,"Key455","",2636
455,"Key456","",2085
456,"Key457","",3128
457,"Key458","",1582
458,"Key459","",5134
459,"Key460","",2472
460,"Key461","",4257
461,"Key462","",2337
462,"Key463","",3609
463,"Key464","",5617
464,"Key465","",2314
465,"Key466","",5496
466,"Key467","",1075
467,"Key468","",4025
468,"Key469","",3709
469,"Key470","",1645
470,"Key471","",2358
471,"Key472","",5563
472,"Key473","",3126
473,"Key474","",""
474,"Key475","",1626
475,"Key476","",1647
476,"Key477","",2262
477,"Key478","",1595
478,"Key479","",1028
479,"Key480","",2791
480,"Key481","",4047
481,"Key482","",4212
482,"Key483","",3492
483,"Key484","",""
484,"Key485","",2659
485,"Key486","",""
486,"Key487","",5147
487,"Key488","",5650
488,"Key489","",4048
489,"Key490","",""
490,"Key491","",2851
491,"Key492","",4185
492,"Key493","",1707
493,"Key494","",5379
494,"Key495","",2698
495,"Key496","",1690
496,"Key497","",2718
497,"Key498","",3729
498,"Key499","",3414
499,"Key500","",2909
500,"Key501","",3412
501,"Key502","",3735
502,"Key503","",4182
503,"Key504","",822
504,"Key505","",3408
505,"Key506","",3736
506,"Key507","",407
507,"Key508","",5138
508,"Key509","",2795
509,"Key510","",3361
510,"Key511","",4256
511,"Key512","",""
512,"Key513","",3207
513,"Key514","",1563
514,"Key515","",2444
515,"Key516","",4417
516,"Key517","",2431
517,"Key518","",4415
518,"Key519","",4403
519,"Key520","",4863
520,"Key521","",3039
521,"Key522","",883
522,"Key523","",3612
523,"Key524","",3232
524,"Key525","",4024
525,"Key526","",3890
526,"Key527","",3162
527,"Key528","",1129
528,"Key529","",3125
529,"Key530","",4426
530,"Key531","",3849
531,"Key532","",5021
532,"Key533","",""
533,"Key534","",3359
534,"Key535","",3130
535,"Key536","",3062
536,"Key537","",5070
537,"Key538","",4928
538,"Key539","",3542
539,"Key540","",3312
540,"Key541","",1282
541,"Key542","",5620
542,"Key543","",1472
543,"Key544","",3349
544,"Key545","",2593
545,"Key546","",5471
546,"Key547","",2294
547,"Key548","",2176
548,"Key549","",1970
549,"Key550","",2212
550,"Key551","",2594
551,"Key552","",3270
552,"Key553","",1433
553,"Key554","",1575
554,"Key555","",1699
555,"Key556","",3857
556,"Key557","",3710
557,"Key558","",3936
558,"Key559","",3193
559,"Key560","",1431
560,"Key561","",2143
561,"Key562","",5181
562,"Key563","",4666
563,"Key564","",4346
564,"Key565","",1990
565,"Key566","",3885
566,"Key567","",1166
567,"Key568","",1371
568,"Key569","",5088
569,"Key570","",5551
570,"Key571","",2985
571,"Key572","",5334
572,"Key573","",4186
573,"Key574","",5152
574,"Key575","",3937
575,"Key576","",1981
576,"Key577","",4053
577,"Key578","",2025
578,"Key579","",4904
579,"Key580","",4898
580,"Key581","",2461
581,"Key582","",3066
582,"Key583","",4347
583,"Key584","",5042
584,"Key585","",1272
585,"Key586","",735
586,"Key587","",1558
587,"Key588","",1619
588,"Key589","",1979
589,"Key590","",5380
590,"Key591","",3791
591,"Key592","",5581
592,"Key593","",2342
593,"Key594","",1674
594,"Key595","",3042
595,"Key596","",4965
596,"Key597","",4801
597,"Key598","",2416
598,"Key599","",3124
599,"Key600","",1122
600,"Key601","",2725
601,"Key602","",1571
602,"Key603","",1477
603,"Key604","",""
604,"Key605","",4091
605,"Key606","",3746
606,"Key607","",1444
607,"Key608","",3749
608,"Key609","",4552
609,"Key610","",3742
610,"Key611","",2503
611,"Key612","",3474
612,"Key613","",998
613,"Key614","",2042
614,"Key615","",1991
615,"Key616","",3860
616,"Key617","",2445
617,"Key618","",854
618,"Key619","",2500
619,"Key620","",4197
620,"Key621","",5143
621,"Key622","",5238
622,"Key623","",5659
623,"Key624","",3202
624,"Key625","",2205
625,"Key626","",1410
626,"Key627","",2899
627,"Key628","",5333
628,"Key629","",4309
629,"Key630","",4323
630,"Key631","",2495
631,"Key632","",4324
632,"Key633","",4246
633,"Key634","",""
634,"Key635","",3796
635,"Key636","",1605
636,"Key637","",1570
637,"Key638","",2517
638,"Key639","",5239
639,"Key640","",2520
640,"Key641","",2704
641,"Key642","",2522
642,"Key643","",1442
643,"Key644","",2525
644,"Key645","",1337
645,"Key646","",2527
646,"Key647","",5389
647,"Key648","",2242
648,"Key649","",3065
649,"Key650","",2667
650,"Key651","",4466
651,"Key652","",5529
652,"Key653","",4520
653,"Key654","",3074
654,"Key655","",4530
655,"Key656","",5470
656,"Key657","",2654
657,"Key658","",""
658,"Key659","",2320
659,"Key660","",4377
660,"Key661","",1443
661,"Key662","",4663
662,"Key663","",2235
663,"Key664","",1232
664,"Key665","",4818
665,"Key666","",3899
666,"Key667","",3043
667,"Key668","",867
668,"Key669","",4892
669,"Key670","",2261
670,"Key671","",1076
671,"Key672","",777
672,"Key673","",4057
673,"Key674","",5427
674,"Key675","",4089
675,"Key676","",5544
676,"Key677","",5534
677,"Key678","",5538
678,"Key679","",3793
679,"Key680","",5332
680,"Key681","",3831
681,"Key682","",5428
682,"Key683","",2432
683,"Key684","",1268
684,"Key685","",1823
685,"Key686","",1807
686,"Key687","",966
687,"Key688","",1808
688,"Key689","",2581
689,"Key690","",1809
690,"Key691","",971
691,"Key692","",""
692,"Key693","",3654
693,"Key694","",""
694,"Key695","",826
695,"Key696","",2192
696,"Key697","",2247
697,"Key698","",""
698,"Key699","",4746
699,"Key700","",1683
700,"Key701","",3817
701,"Key702","",3889
702,"Key703","",1518
703,"Key704","",""
704,"Key705","",2165
705,"Key706","",""
706,"Key707","",2574
707,"Key708","",3194
708,"Key709","",3191
709,"Key710","",4675
710,"Key711","",2402
711,"Key712","",2679
712,"Key713","",3048
713,"Key714","",3878
714,"Key715","",1170
715,"Key716","",""
716,"Key717","",4826
717,"Key718","",1228
718,"Key719","",2755
719,"Key720","",2575
720,"Key721","",4829
721,"Key722","",1611
722,"Key723","",2599
723,"Key724","",1587
724,"Key725","",2083
725,"Key726","",""
726,"Key727","",2548
727,"Key728","",5469
728,"Key729","",2580
729,"Key730","",1495
730,"Key731","",907
731,"Key732","",5040
732,"Key733","",2144
733,"Key734","",4068
734,"Key735","",2324
735,"Key736","",3566
736,"Key737","",1636
737,"Key738","",5308
738,"Key739","",3273
739,"Key740","",3136
740,"Key741","",2459
741,"Key742","",2743
742,"Key743","",872
743,"Key744","",1841
744,"Key745","",4187
745,"Key746","",3772
746,"Key747","",3771
747,"Key748","",3773
748,"Key749","",3313
749,"Key750","",5024
750,"Key751","",2298
751,"Key752","",5240
752,"Key753","",2531
753,"Key754","",1676
754,"Key755","",3038
755,"Key756","",2201
756,"Key757","",2310
757,"Key758","",3357
758,"Key759","",3197
759,"Key760","",3115
760,"Key761","",1379
761,"Key762","",3219
762,"Key763","",661
763,"Key764","",852
764,"Key765","",4830
765,"Key766","",2373
766,"Key767","",3769
767,"Key768","",2859
768,"Key769","",1169
769,"Key770","",5331
770,"Key771","",5133
771,"Key772","",3779
772,"Key773","",2305
773,"Key774","",1881
774,"Key775","",5112
775,"Key776","",4032
776,"Key777","",3658
777,"Key778","",4429
778,"Key779","",988
779,"Key780","",3781
780,"Key781","",2543
781,"Key782","",3783
782,"Key783","",1335
783,"Key784","",3692
784,"Key785","",2443
785,"Key786","",2757
786,"Key787","",3265
787,"Key788","",3962
788,"Key789","",1352
789,"Key790","",2031
790,"Key791","",3269
791,"Key792","",1269
792,"Key793","",4858
793,"Key794","",2227
794,"Key795","",2460
795,"Key796","",3347
796,"Key797","",4856
797,"Key798","",4677
798,"Key799","",5482
799,"Key800","",5485
800,"Key801","",3770
801,"Key802","",3319
802,"Key803","",2393
803,"Key804","",3673
804,"Key805","",4376
805,"Key806","",4671
806,"Key807","",1921
807,"Key808","",3141
808,"Key809","",3271
809,"Key810","",5212
810,"Key811","",4515
811,"Key812","",1678
812,"Key813","",3316
813,"Key814","",3915
814,"Key815","",4828
815,"Key816","",3047
816,"Key817","",1790
817,"Key818","",5419
818,"Key819","",4656
819,"Key820","",5420
820,"Key821","",2792
821,"Key822","",3362
822,"Key823","",4258
823,"Key824","",3161
824,"Key825","",4859
825,"Key826","",5475
826,"Key827","",916
827,"Key828","",2405
828,"Key829","",3046
829,"Key830","",5478
830,"Key831","",4609
831,"Key832","",4365
832,"Key833","",4796
833,"Key834","",4366
834,"Key835","",3407
835,"Key836","",3436
836,"Key837","",3272
837,"Key838","",3069
838,"Key839","",2978
839,"Key840","",3495
840,"Key841","",2893
841,"Key842","",3875
842,"Key843","",2653
843,"Key844","",3231
844,"Key845","",3311
845,"Key846","",""
846,"Key847","",3268
847,"Key848","",""
848,"Key849","",3415
849,"Key850","",3683
850,"Key851","",3129
851,"Key852","",2921
852,"Key853","",3314
853,"Key854","",3071
854,"Key855","",1996
855,"Key856","",880
856,"Key857","",868
857,"Key858","",5302
858,"Key859","",730
859,"Key860","",1367
860,"Key861","",3315
861,"Key862","",""
862,"Key863","",4857
863,"Key864","",3310
864,"Key865","",2403
865,"Key866","",2563
866,"Key867","",2556
867,"Key868","",5557
868,"Key869","",2552
869,"Key870","",5520
870,"Key871","",2384
871,"Key872","",5271
872,"Key873","",2139
873,"Key874","",""
874,"Key875","",4310
875,"Key876","",3200
876,"Key877","",2917
877,"Key878","",1072
878,"Key879","",4797
879,"Key880","",1880
880,"Key881","",675
881,"Key882","",3110
882,"Key883","",1372
883,"Key884","",1231
884,"Key885","",2433
885,"Key886","",3216
886,"Key887","",2490
887,"Key888","",4657
888,"Key889","",4610
889,"Key890","",5264
890,"Key891","",2140
891,"Key892","",4490
892,"Key893","",2705
893,"Key894","",4056
894,"Key895","",5163
895,"Key896","",1358
896,"Key897","",2241
897,"Key898","",3119
898,"Key899","",1995
899,"Key900","",4827
900,"Key901","",4717
901,"Key902","",""
902,"Key903","",4860
903,"Key904","",""
904,"Key905","",4799
905,"Key906","",1242
906,"Key907","",835
907,"Key908","",1243
908,"Key909","",2573
909,"Key910","",1244
910,"Key911","",2193
911,"Key912","",4861
912,"Key913","",2641
913,"Key914","",""
914,"Key915","",2142
915,"Key916","",""
916,"Key917","",3267
917,"Key918","",98
918,"Key919","",3201
919,"Key920","",4922
920,"Key921","",1791
921,"Key922","",413
922,"Key923","",626
923,"Key924","",3493
924,"Key925","",4090
925,"Key926","",1801
926,"Key927","",2351
927,"Key928","",5494
928,"Key929","",3036
929,"Key930","",5213
930,"Key931","",2981
931,"Key932","",""
932,"Key933","",4512
933,"Key934","",3927
934,"Key935","",1759
935,"Key936","",2404
936,"Key937","",3411
937,"Key938","",99
938,"Key939","",2349
939,"Key940","",1799
940,"Key941","",862
941,"Key942","",5237
942,"Key943","",3045
943,"Key944","",""
944,"Key945","",641
945,"Key946","",""
946,"Key947","",2648
947,"Key948","",3961
948,"Key949","",2141
949,"Key950","",""
950,"Key951","",2699
951,"Key952","",3712
952,"Key953","",3708
953,"Key954","",""
954,"Key955","",5164
955,"Key956","",""
956,"Key957","",671
957,"Key958","",""
958,"Key959","",3550
959,"Key960","",864
960,"Key961","",""
961,"Key962","",5569
962,"Key963","",726
963,"Key964","",2206
964,"Key965","",2512
965,"Key966","",2413
966,"Key967","",1164
967,"Key968","",""
968,"Key969","",3131
969,"Key970","",4196
970,"Key971","",1771
971,"Key972","",725
972,"Key973","",1761
973,"Key974","",4192
974,"Key975","",2634
975,"Key976","",3731
976,"Key977","",1648
977,"Key978","",3221
978,"Key979","",2391
979,"Key980","",""
980,"Key981","",5071
981,"Key982","",""
982,"Key983","",1167
983,"Key984","",4088
984,"Key985","",827
985,"Key986","",4030
986,"Key987","",2544
987,"Key988","",""
988,"Key989","",4798
989,"Key990","",""
990,"Key991","",3266
991,"Key992","",1875
992,"Key993","",2491
993,"Key994","",""
994,"Key995","",3195
995,"Key996","",""
996,"Key997","",4862
997,"Key998","",""
998,"Key999","",114
999,"Key1000","",1409
1000,"Key1001","",5982
1001,"Key1002","",5985
1002,"Key1003","",5984
1003,"Key1004","",5988
1004,"Key1005","",5979
1005,"Key1006","",5981
1006,"Key1007","",5976
1007,"Key1008","",5987
1008,"Key1009","",5989
1009,"Key1010","",5974
1010,"Key1011","",5983
1011,"Key1012","",5986
1012,"Key1013","",5980
1013,"Key1014","",5977
1014,"Key1015","",5975
1015,"Key1016","",5990
1016,"Key1017","",5978
