"rownum","Id","i32_8","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","MonsterResistances","bool_45","i32_46"
46,"MoveDaemon",100,"",0,0,0,0,[0],"",0
47,"CurseZoneArchnemesis",100,"",0,0,0,0,[0],"",0
48,"Double",100,1,0,0,0,0,[15],"",0
49,"MineBat",100,"",0,30,0,20,"[3,9]",1,0
50,"MineBatSanctumTrial",100,"",0,30,0,20,"[3,9]",1,0
51,"Miner",100,"",0,0,0,20,[0],1,0
52,"DummyFixedLife",100,"",0,0,0,0,[0],"",0
53,"SummonedPhantasmArchnemesis",100,"",0,0,25,20,[0],"",0
54,"DesertPhantasm",100,"",0,0,20,20,"[3,9]",1,0
55,"DesertPhantasmSanctumTrial",100,"",0,0,20,20,"[3,9]",1,0
56,"HusbandWifeSpiritPhantasm",100,"",0,0,0,20,"[10,3]",1,0
57,"Clone",340,1,0,0,0,0,[0],"",0
58,"Mirage",340,1,0,0,0,0,[0],"",0
59,"TukohamaMap",100,"",50,0,0,20,[0],"",0
60,"Gladiator_Tut_PoEM",100,"",0,0,0,20,[0],1,0
61,"SandLeaper",100,"",0,60,0,20,[9],1,0
62,"CrabCoconut",100,"",75,0,0,20,[0],1,0
63,"BloodWorm",100,"",0,0,0,10,[0],"",0
64,"BloodWormDreadworm",100,"",0,0,0,10,[0],"",0
65,"VolatileCore",100,"",0,0,0,20,[0],"",0
66,"VolatileCoreSlow",100,"",0,0,0,20,[0],"",0
67,"VolatileCoreFast",100,"",0,0,0,20,[0],"",0
68,"VolatileDeadCore",100,1,0,0,0,20,[0],"",0
69,"VolatileCoreNoMovement",100,"",0,0,0,0,[0],"",0
70,"AvariusCasticusDivineMap",100,"",100,0,50,20,[0],"",0
71,"BrineKingMap",100,"",80,20,0,5,[0],"",0
72,"PlagueCorpseWheel",100,"",0,0,0,20,[0],"",0
73,"LunarisMap",100,"",0,100,0,20,[0],"",0
74,"SolarisMap",100,"",100,0,0,20,[0],"",0
75,"ArakaaliMapStandalone",100,"",50,0,0,20,[0],"",0
76,"KitavaFinalMapStandalone",100,"",0,0,0,5,[0],"",0
77,"AbberathMap",100,"",100,0,0,20,[0],"",0
78,"GarukhanMap",100,"",0,100,0,20,[0],"",0
79,"TombStalker",100,"",0,0,0,20,[9],1,0
80,"ShakariMap",100,"",0,100,0,20,[0],"",0
81,"PitCrawler",100,"",0,0,18,20,[0],"",0
82,"VaalWraithRanged",100,"",0,0,10,20,[0],"",0
83,"VaalWraithUltimatum",100,"",0,0,10,20,[0],"",0
84,"OmnitectUltimatum",100,"",50,0,50,20,[0],"",0
85,"TurretUltimatum",100,"",0,0,0,20,[0],"",0
86,"PetrificationStatueUltimatum",100,"",0,0,0,20,[0],"",0
87,"AlvaValai",100,"",33,33,8,20,[0],"",0
88,"BoneGolemCultist",340,"",60,0,0,20,[9],1,0
89,"SnakeFlowerMan",100,"",0,20,0,20,[7],1,0
90,"AfflictionMonster",100,"",0,0,0,20,[0],1,0
91,"AfflictionMinion1",100,"",60,0,0,20,[0],1,0
92,"AfflictionMinion2",100,"",0,30,15,20,[9],1,0
93,"AfflictionMinion3",100,"",80,0,0,20,[1],1,0
94,"AfflictionMinion4",100,"",0,50,0,20,[1],1,0
95,"AfflictionMinion5",100,"",80,0,0,20,[0],1,0
96,"AfflictionMinion6",100,"",30,30,0,20,[5],1,0
97,"AfflictionMonsterBossWildPhys",100,"",0,0,0,20,[0],1,0
98,"Tangmazu",100,"",0,0,0,20,[0],"",0
99,"BeehiveBehemothVinePoEM",100,"",100,0,0,20,[0],1,0
100,"HeistAlliedNPCTullina",100,"",33,33,17,20,[0],"",0
101,"CrowBellBoss",100,"",0,0,0,20,[0],1,0
102,"CrowBellBossCRUEL",100,"",40,0,0,20,[0],1,0
103,"CrowBellBossMap",100,"",0,0,0,20,[0],1,0
104,"CrowBellBossSTANDALONE",100,"",0,0,0,20,[0],1,0
105,"GuillotineExecutioner",200,"",0,0,0,20,[5],1,0
106,"GuillotineExecutionerCRUEL",200,"",40,0,0,20,[5],1,0
107,"GuillotineExecutionerMap",200,"",40,0,0,20,[5],1,0
108,"GuillotineExecutionerSTANDALONE",200,"",40,0,0,20,[5],1,0
109,"CorruptedEliteGuardMage",100,"",0,0,30,20,[5],1,0
110,"CorruptedEliteToothy",100,"",50,50,0,20,[0],1,0
111,"CorruptedEliteSpear",100,"",50,50,0,20,[0],1,0
112,"CorruptedEliteRanger",100,"",0,60,0,20,[0],1,0
113,"CorruptedEliteBloater",100,"",0,0,0,20,[1],1,0
114,"BloodCretin",100,"",0,30,0,20,[0],1,0
115,"MudBurrowerBossTail",100,"",100,0,0,20,[0],1,0
116,"MudBurrowerBossHead",100,"",35,0,0,20,[0],1,0
117,"MudBurrowerBossHeadCRUEL",100,"",35,0,0,20,[9],1,0
118,"MudBurrowerBossHeadMAP2",100,"",35,0,0,20,[9],1,0
119,"MudBurrowerBossHeadSTANDALONE",100,"",35,0,0,20,[9],1,0
120,"MudBurrowerBossHeadTrap",100,"",100,0,0,20,[0],1,0
121,"FungusZombie",100,"",0,0,0,20,[0],1,0
122,"FungusZombieLarge",100,"",0,0,0,20,[0],1,0
123,"FungusZombieCaster",100,"",0,0,0,20,"[2,7]",1,0
124,"FungusZombieRitualHollow",100,"",50,0,0,20,"[7,1]","",0
125,"FungusZombieRitual",100,"",0,0,0,20,"[7,1]",1,0
126,"MudGolem",100,"",0,0,0,20,"[5,1,11]",1,0
127,"SwollenMiller",250,"",0,0,0,20,[0],1,0
128,"SwollenMillerCRUEL",250,"",40,0,0,20,[0],1,0
129,"SwollenMillerMapDuo",250,"",40,0,0,20,[0],1,0
130,"SwollenMillerSTANDALONE",250,"",40,0,0,20,[0],1,0
131,"BitterGuy",100,"",0,0,0,20,"[1,7]",1,0
132,"BitterGuyHuman",100,"",0,0,0,20,[0],1,0
133,"BitterGuyGhost",100,"",75,0,0,20,[0],1,0
134,"BitterGuyGhostCRUEL",100,"",75,0,0,20,"[2,7]",1,0
135,"BitterGuyGhostMap",100,"",75,0,0,20,"[2,7]",1,0
136,"BitterGuyGhostSTANDALONE",100,"",75,0,0,20,"[2,7]",1,0
137,"BitterGuyChildGhost",100,"",0,50,25,20,[0],1,0
138,"BitterGuyWifeGhost",100,"",0,0,50,20,[0],1,0
139,"BitterGuyWifeDaemon",100,"",0,0,0,20,[0],1,0
140,"QuillCrabFire",100,"",25,0,0,20,"[5,3]",1,0
141,"QuillCrabBigFire",100,"",25,0,0,20,"[5,3]",1,0
142,"QuillCrabPoison",100,"",25,0,0,20,[0],1,0
143,"QuillCrabBigPoison",100,"",25,0,0,20,[0],1,0
144,"QuillCrabTropical",100,"",25,0,0,20,"[1,7]",1,0
145,"QuillCrabBigTropical",100,"",25,0,0,20,"[1,7]",1,0
146,"LumberingDead",100,"",0,0,0,20,[0],1,0
147,"LumberingDrowned",100,"",0,0,0,20,[0],1,0
148,"UrchinKid",100,"",0,50,0,20,[0],1,0
149,"UrchinKidRanged",100,"",0,50,0,20,[0],1,0
150,"TwigMannequinBoss",100,"",15,0,0,20,[0],1,0
151,"SawyerBrothers",100,"",20,20,0,20,[0],1,0
152,"HuhuGrubLarvae",100,"",0,0,0,20,[0],1,0
153,"HuhuGrubLarvaeLarge",100,"",0,0,0,20,[0],1,0
154,"WerewolfPack",100,"",0,45,0,20,"[7,1]",1,0
155,"WerewolfMoonClan",100,"",0,45,0,20,"[7,1]",1,0
156,"WerewolfProwler",100,"",0,40,0,20,"[7,1]",1,0
157,"WerewolfProwlerSize130",100,"",0,30,0,20,"[7,1]",1,0
158,"Stalker",100,"",0,40,0,20,[0],1,0
159,"JowlingGhoul",100,"",15,5,0,20,[0],1,0
160,"BeastSeed",100,"",0,0,0,20,[0],1,0
161,"TheRustKing",200,"",100,0,0,20,"[5,11]",1,0
162,"TheRustKingCRUEL",200,"",100,0,0,20,"[5,11]",1,0
163,"TheRustKingSTANDALONE",200,"",100,0,0,20,"[5,11]",1,0
164,"WraithLightning",100,"",0,35,35,20,"[10,7]",1,0
165,"WraithLightningSpectre",100,"",0,35,35,20,"[10,7]",1,0
166,"WraithCold",100,"",0,35,35,20,"[2,7]",1,0
167,"WraithColdSpectre",100,"",0,35,35,20,"[2,7]",1,0
168,"WraithColdSanctumTrial",100,"",0,35,35,20,"[2,7]",1,0
169,"WraithColdBig",100,"",0,35,35,20,"[2,7]",1,0
170,"BloodCourtesan",100,"",0,20,20,20,[0],1,0
171,"BloodCarrier",100,"",0,25,0,30,[0],1,0
172,"DeathKnight",100,"",80,0,0,30,[0],1,0
173,"DeathKnightFire",100,"",70,0,0,30,[5],1,0
174,"GargoyleGolem",100,"",100,0,0,20,"[5,1]",1,0
175,"GargoyleGolemBoss",100,"",100,0,0,20,"[5,1]",1,0
176,"InfectedMercenaryOneHand",100,"",50,0,0,20,[0],1,0
177,"InfectedMercenaryTwoHand",100,"",50,0,0,20,[0],1,0
178,"InfectedMercenaryRanged",100,"",50,0,0,20,[0],1,0
179,"InfectedMercenaryOneHandIncin",100,"",50,0,0,20,[5],1,0
180,"InfectedMercenaryTwoHandIncin",100,"",50,0,0,20,[5],1,0
181,"InfectedMercenaryRangedIncin",100,"",50,0,0,20,[5],1,0
182,"BloodCollector",100,"",0,20,0,20,[0],1,0
183,"CrowCarrion",100,"",0,80,0,20,[11],1,0
184,"BrambleHulk",100,"",50,0,0,20,[0],1,0
185,"BrambleHulkRitual",100,"",50,0,0,20,[0],1,0
186,"GhoulCommander",100,"",0,30,0,20,[0],1,0
187,"GhoulCommanderBoss",100,"",0,35,0,20,[0],1,0
188,"QuillKiwi",100,"",0,25,0,20,[0],1,0
189,"QuillKiwiLarge",100,"",0,25,0,20,[0],1,0
190,"FungalArtillery",100,"",0,0,0,20,[1],1,0
191,"ChimeraBossOld",100,"",50,0,10,20,[0],1,0
192,"ChimeraWetlandsBoss",100,"",0,0,0,20,[13],1,0
193,"ChimeraUltimatumBossMap",100,"",0,0,0,20,[13],1,0
194,"ChimeraWetlandsBossSTANDALONE",100,"",0,0,0,20,[13],1,0
195,"ChimeraWetlandsPillar",100,"",0,0,0,20,[0],1,0
196,"MutantBird",100,"",0,0,0,20,[0],1,0
197,"MutantBirdDog",100,"",0,0,0,20,[0],1,0
198,"MutantBird2",100,"",0,0,0,20,"[7,1]",1,0
199,"MutantBird2NoUltimatum",100,"",0,0,0,20,"[7,1]",1,0
200,"MutantBird2Map",100,"",0,0,0,20,"[7,1]",1,0
201,"MutantBirdDog2",100,"",0,30,0,20,"[7,1]",1,0
202,"Hatchling",100,"",0,0,0,20,[0],1,0
203,"Ghoul",100,"",0,50,0,20,[0],1,0
204,"ParasiteShark",100,"",100,0,0,20,[0],1,0
205,"ParasiteJellyfish",100,"",0,0,0,20,[0],1,0
206,"ParasiteFish",100,"",0,25,0,20,[11],1,0
207,"Hag",100,"",0,0,10,20,"[7,1]",1,0
208,"HagBoss",100,"",0,0,20,20,"[2,7]",1,0
209,"HagBossCRUEL",100,"",0,0,20,20,"[2,7]",1,0
210,"HagBossMap",100,"",0,0,20,20,"[2,7]",1,0
211,"HagBossSTANDALONE",100,"",0,0,20,20,"[2,7]",1,0
212,"HagBossHagBattleMap",100,"",0,0,20,20,"[2,7]",1,0
213,"HagBossHagBattleInterlude",100,"",0,0,20,20,"[2,7]",1,0
214,"HagBossClone",100,"",0,30,20,20,"[2,7]",1,0
215,"TrenchHag",100,"",0,0,20,20,"[2,11]",1,0
216,"WretchStatue",100,"",0,0,0,20,[0],1,0
217,"WretchStatueElite",100,"",0,0,0,20,[0],1,0
218,"WretchCoffin",100,"",0,0,20,20,[1],1,0
219,"WretchCoffinBoss",100,"",0,20,20,20,[1],1,0
220,"CrowWalker",100,"",50,0,0,20,[0],1,0
221,"Vampire",100,"",50,0,0,20,[0],1,0
222,"WalkingHive",100,"",25,0,0,20,[0],1,0
223,"ExplodingBaby",100,"",0,0,0,20,[0],1,0
224,"PictFemaleBow",100,"",0,40,0,20,[0],1,0
225,"PictFemaleDaggerDagger",100,"",0,40,0,20,[0],1,0
226,"PictFemaleStaff",100,"",0,0,20,20,[0],1,0
227,"PictMaleAxe",100,"",0,0,0,20,[0],1,0
228,"PictMaleAxeAxe",100,"",0,0,0,20,[0],1,0
229,"PictMaleAxeDagger",100,"",0,0,0,20,[0],1,0
230,"PictMaleAxeShield",100,"",35,0,0,20,[0],1,0
231,"PictBigMale",100,"",25,0,0,20,[0],1,0
232,"PitifulFabrication_Summon1",100,"",0,0,0,20,[0],1,0
233,"PitifulFabrication_Summon2",100,"",0,0,0,20,[0],1,0
234,"PitifulFabrication_Summon3",100,"",0,0,0,20,[0],1,0
235,"AzmeriVoodooDoll",100,"",0,0,0,20,[0],1,0
236,"Sentinel",100,"",60,25,0,20,[0],1,0
237,"Wolf",100,"",0,30,0,20,[0],1,0
238,"WolfPlayerSummoned",100,1,0,30,0,20,[0],1,0
239,"FungalWolf",100,"",0,30,0,20,[0],1,0
240,"WolfPlayerPackleader",100,1,0,30,0,20,[0],1,0
241,"HyenaPlayerSummoned",100,1,0,30,0,20,[0],1,0
242,"PhantasmBlood",100,"",0,0,25,20,[0],1,0
243,"PhantasmBloodMinion",100,"",0,0,25,20,[0],1,0
244,"GEALMonster",100,"",0,0,0,0,[0],1,0
245,"SkullforgeBoss",100,"",100,0,0,20,[0],1,0
246,"BrambleMonkey",100,"",0,50,0,20,[7],1,0
247,"DogTrader",100,"",0,100,0,20,[0],1,0
248,"ForsakenSon",100,"",25,0,0,20,[6],1,0
249,"ForsakenSonCruel",100,"",25,0,0,20,[6],1,0
250,"ForsakenSonMap",100,"",25,0,0,20,[6],1,0
251,"ForsakenSonSTANDALONE",100,"",25,0,0,20,[6],1,0
252,"TitanBoss",100,"",100,0,0,20,"[6,4]",1,25
253,"TitanBossMap",100,"",100,0,0,20,"[6,4]",1,25
254,"TitanBossSTANDALONE",100,"",100,0,0,20,"[6,4]",1,25
255,"RisenArbalest",100,"",40,0,0,20,[0],1,0
256,"RisenArbalestSanctumTrial",100,"",40,0,0,20,[0],1,0
257,"Lark",100,"",0,100,0,20,[0],1,0
258,"Balbala",100,"",0,80,0,20,"[3,5]",1,0
259,"BalbalaMap",100,"",0,80,0,20,"[3,5]",1,0
260,"BalbalaSTANDALONE",100,"",0,80,0,20,"[3,5]",1,0
261,"BalbalaClone",100,"",0,35,0,20,"[3,5]",1,0
262,"ApparitionBoss",100,"",0,0,7,10,[13],1,0
263,"ApparitionBossSTANDALONE",100,"",0,0,7,10,[13],1,0
264,"Bugbot",100,"",60,0,0,20,"[5,1]",1,0
265,"BugbotSanctumTrial",100,"",60,0,0,20,"[5,1]",1,0
266,"BugbotPlayerSummoned",100,1,60,0,0,20,"[5,1]",1,0
267,"MutewindWomanSpear",100,"",0,80,0,20,[0],1,0
268,"MutewindWomanJavelin",100,"",0,80,0,20,[0],1,0
269,"MutewindWomanSpearShield",100,"",30,60,0,20,[0],1,0
270,"MutewindWomanDualSword",100,"",0,80,0,20,[0],1,0
271,"MutewindWomanDualDagger",100,"",0,80,0,20,[0],1,0
272,"MutewindManDualSword",100,"",30,65,0,20,[0],1,0
273,"MutewindManSpear",100,"",30,50,0,20,[0],1,0
274,"MutewindManSpearShield",100,"",30,50,0,20,[0],1,0
275,"MutewindBoy",100,"",0,50,0,20,[0],1,0
276,"MutewindGirl",100,"",0,50,0,20,[0],1,0
277,"FaridunLizard",100,"",0,25,0,20,[1],1,0
278,"FaridunLizardArmoured",100,"",80,0,0,20,"[1,11]",1,0
279,"MutewindBanditExecutioner",100,"",50,0,0,20,[0],1,0
280,"MarakethMatriarchGate",100,"",33,33,8,20,[0],1,0
281,"MarakethMatriarchDreadnought",100,"",33,33,8,20,[0],1,0
282,"DjinnOrder",100,"",33,33,8,20,[0],1,0
283,"ExpeditionApparition",100,"",0,0,0,20,[0],1,0
284,"ExpeditionReaperBoss",100,"",0,0,0,20,[0],1,0
285,"ExpeditionReaperVolatile",100,"",0,0,0,20,[0],1,0
286,"ExpeditionSkeletonBasicOneHandWeapon",100,"",0,0,0,30,[0],1,0
287,"ExpeditionSkeletonBasicRanged",100,"",0,0,0,30,[0],1,0
288,"ExpeditionZombie",100,"",0,0,0,20,[0],1,0
289,"ExpeditionZombieLarge",100,"",0,0,0,20,[1],1,0
290,"ExpeditionZombieHusk",100,"",0,0,0,20,[0],1,0
291,"ExpeditionZombieHuskTorso",100,"",0,0,0,20,[0],1,0
292,"ExpeditionMercurialArmourCaster",100,"",35,0,0,20,[0],1,0
293,"ExpeditionMercurialArmourAxeShield",100,"",50,0,0,20,[0],1,0
294,"ExpeditionUrchin",100,"",0,50,0,20,[0],1,0
295,"ExpeditionUrchinRanged",100,"",0,50,0,20,[0],1,0
296,"ExpeditionRisenArbalest",100,"",40,0,0,20,[0],1,0
297,"ExpeditionDeathKnight",100,"",80,0,0,30,[0],1,0
298,"ExpeditionArmourCaster",100,"",40,0,0,20,[0],1,0
299,"ExpeditionGolemancer",100,"",35,0,0,20,"[7,10]",1,0
300,"ExpeditionBoneCultist",100,"",0,0,0,20,"[2,7]",1,0
301,"ExpeditionRat",100,"",0,0,0,20,[0],1,0
302,"ExpeditionRatMinion",100,"",0,0,0,20,[0],1,0
303,"ExpeditionScytheHand",100,"",40,0,0,20,[0],1,0
304,"ExpeditionMegaSkeleton",100,"",60,0,0,20,"[1,9]",1,0
305,"ExpeditionOlroth",100,"",80,0,0,20,[2],1,0
306,"ExpeditionOlrothRelic",100,"",0,0,0,20,[0],1,0
307,"ExpeditionApparitionOrb",100,"",0,0,0,20,[0],1,0
308,"ExpeditionDannig",500,"",50,50,0,20,[0],1,0
309,"ExpeditionGwennen",500,"",100,0,0,20,[0],1,0
310,"ExpeditionRog",100,"",50,0,25,20,[0],1,0
311,"ExpeditionTujen",500,"",0,50,25,20,[0],1,0
312,"ExpeditionDannigSummon",500,"",50,50,0,20,[0],1,0
313,"Tornado",100,1,0,0,0,0,[0],1,0
314,"TwigMonster",100,"",20,0,10,20,"[1,7]",1,0
315,"TwigMonsterArchnemesis",100,"",30,20,10,20,"[1,7]",1,0
316,"TwigMonsterRitual",100,"",20,0,10,20,"[1,7]",1,0
317,"ArchnemesisHexPole",100,"",0,0,0,20,[0],1,0
318,"ArchnemesisVoodooDoll",100,"",0,0,0,20,[0],1,0
319,"MonsterLivingCrystals",100,"",0,0,0,20,[0],1,0
320,"MtxWasp",100,"",0,0,0,0,[0],1,0
321,"SanctumSentinelMaceBoss",100,"",100,0,0,10,"[2,7]",1,0
322,"SanctumSentinelUnarmedBoss",100,"",100,0,0,10,"[3,6]",1,0
323,"SanctumSentinelMaceBossGothic",100,"",100,0,0,10,"[2,7]",1,0
324,"SanctumSentinelUnarmedBossGothic",100,"",100,0,0,10,"[3,6]",1,0
325,"SanctumSentinelMaceBossSTANDALONE",100,"",100,0,0,10,"[2,7]",1,0
326,"SanctumSentinelUnarmedBossSTANDALONE",100,"",100,0,0,10,"[3,6]",1,0
327,"SanctumSentinelMaceBossGothicSTANDALONE",100,"",100,0,0,10,"[2,7]",1,0
328,"SanctumSentinelUnarmedBossGothicSTANDALONE",100,"",100,0,0,10,"[3,6]",1,0
329,"AncestralMoltenHulk",100,"",75,0,0,0,[0],1,0
330,"AncestralTurtle",100,"",75,0,0,0,[0],1,0
331,"AncestralTurtleSpiritPlayerSummoned",100,1,100,0,0,20,[0],1,0
332,"AncestralKuniKuni",100,"",75,50,0,0,[0],1,0
333,"AncestralThunderbird",100,"",0,75,0,0,[0],1,0
334,"AncestralThunderbirdStandalone",100,"",0,70,0,20,"[10,7]",1,0
335,"AncestralTuatara",100,"",25,25,0,0,[0],1,0
336,"AncestralKaruiSpear",100,"",0,50,0,0,[0],1,0
337,"AncestralJadeHulk",100,"",75,0,0,0,[0],1,0
338,"AncestralJadeHulkSpiritPlayerSummoned",100,1,70,0,0,20,[0],1,0
339,"AncestralKaruiDrunk",100,"",0,25,0,0,[0],1,0
340,"AncestralSpiritCaster",100,"",0,0,50,0,[0],1,0
341,"AncestralSpiritCasterSpiritPlayerSummoned",100,1,0,0,20,20,[0],1,0
342,"AncestralKaruiHorn",100,"",0,25,0,0,[0],1,0
343,"AncestralKaruiHornSpiritPlayerSummoned",100,1,35,15,0,20,[0],1,0
344,"DemonSpider",100,"",0,0,0,20,[7],1,0
345,"DemonSpiderSanctumTrial",100,"",0,0,0,20,[7],1,0
346,"SabreSpider",100,"",0,0,0,20,[0],1,0
347,"BlackStrider",100,"",0,0,0,20,[7],1,0
348,"BlackStriderSanctumTrial",100,"",0,0,0,20,[7],1,0
349,"EtchedBeetleSmall",100,"",50,0,0,20,"[3,9]",1,0
350,"EtchedBeetleSmallSanctumTrial",100,"",50,0,0,20,"[3,9]",1,0
351,"EtchedBeetleMedium",100,"",70,0,0,20,"[3,9]",1,0
352,"EtchedBeetleMediumPKSummoned",100,"",0,0,0,20,"[3,9]",1,0
353,"EtchedBeetleMediumSanctumTrial",100,"",70,0,0,20,"[3,9]",1,0
354,"EtchedBeetleLarge",100,"",100,0,0,20,"[3,9]",1,0
355,"EtchedBeetleLargeSanctumTrial",100,"",100,0,0,20,"[3,9]",1,0
356,"EtchedBeetleLargeBoss",100,"",100,0,0,20,"[3,9]",1,0
357,"EtchedBeetleLargeStrongbox",100,"",100,0,0,20,"[3,9]",1,0
358,"RamGiant",100,"",0,0,0,20,[0],1,0
359,"RamGiantHusk",100,"",30,0,0,20,[2],1,0
360,"RamGiantWheel",100,"",0,0,0,0,[0],1,0
361,"MaggotHusk",100,"",0,0,0,30,[0],1,0
362,"MaggotHuskTorso",100,"",0,0,0,20,[0],1,0
363,"SerpentClan",100,"",0,0,0,20,[1],1,0
364,"SerpentClanSanctumTrial",100,"",0,0,0,20,[1],1,0
365,"SerpentClanCaster",100,"",0,0,5,20,[1],1,0
366,"SerpentClanCasterSanctumTrial",100,"",0,0,5,20,[1],1,0
367,"SerpentClanCasterBoss",100,"",0,0,5,20,[2],1,0
368,"SerpentClanCasterBossMap",100,"",0,0,5,20,[2],1,0
369,"SerpentClanCasterBossMapSpring",100,"",0,0,5,20,[2],1,0
370,"SerpentClanCasterBossSTANDALONE",100,"",0,0,5,20,[2],1,0
371,"SerpentClanCasterBossInterlude",100,"",0,0,5,20,"[2,7]",1,0
372,"SerpentClanCasterBossBoneWall",100,"",0,0,0,0,[0],1,0
373,"SaltGolem",100,"",100,0,0,20,"[6,4]",1,0
374,"SaltGolemSanctumTrial",100,"",100,0,0,20,"[6,4]",1,0
375,"SaltGolemSanctumTrialRockWall",100,"",0,0,0,0,[0],1,0
376,"SaltGolemBoss",100,"",100,0,0,20,"[6,9,4]",1,0
377,"SaltGolemBossMap",100,"",100,0,0,20,"[6,9,4]",1,0
378,"SaltGolemBossSTANDALONE",100,"",100,0,0,20,"[6,9,4]",1,0
379,"MastodonBoss",100,"",0,0,0,20,[0],1,0
380,"MastodonBossMap",100,"",0,0,0,20,[0],1,0
381,"MastodonBossMap2",100,"",0,0,0,20,[0],1,0
382,"MastodonBossSTANDALONE",100,"",0,0,0,20,[0],1,0
383,"WaterDjinn",100,1,0,0,0,20,[0],1,0
384,"FireDjinn",100,1,0,0,0,20,[0],1,0
385,"SandDjinn",100,1,0,0,0,20,[0],1,0
386,"HyenaMonster",100,"",0,30,0,20,"[1,7]",1,0
387,"HyenaCentaur",100,"",0,0,0,20,"[1,7]",1,0
388,"HyenaCentaurBoss",100,"",0,0,0,20,"[1,7]",1,0
389,"HyenaCentaurBossMap",100,"",0,0,0,20,"[1,7]",1,0
390,"HyenaCentaurBossSTANDALONE",100,"",0,0,0,20,"[1,7]",1,0
391,"ShellMonster",100,"",100,0,0,20,"[5,11]",1,0
392,"ShellMonsterSmall",100,"",100,0,0,20,"[5,11]",1,0
393,"ShellMonsterSanctumTrial",100,"",100,0,0,20,"[5,11]",1,0
394,"ShellMonsterPoison",100,"",100,0,0,20,"[11,1]",1,0
395,"ShellMonsterGigantic",100,"",100,0,0,20,[5],1,0
396,"MundaneMagi",100,"",0,0,30,20,"[5,3]",1,0
397,"MundaneMagiSanctumTrial",100,"",0,0,30,20,"[5,3]",1,0
398,"VultureRegurgitator",100,"",0,0,0,20,"[1,11]",1,0
399,"PerennialKingHumanBoss",100,"",50,0,0,20,"[9,5,3]",1,0
400,"PerennialKingHumanBossMAP",100,"",50,0,0,20,[9],1,0
401,"PerennialKingCorruptionTotem",100,"",100,0,0,0,[0],1,0
402,"MarakethHomeGuard",100,"",30,30,0,20,[0],1,0
403,"MarakethHeroGuard",100,"",30,30,0,20,[0],1,0
