"rownum","Id","[string]_8","string_24","[string]_32","ItemVisualIdentity","string_64"
24,"FourUniqueQuiver2Arrow","[""Metadata/Items/Quivers/Blackgleam/BlackgleamArrowFlying.ao""]","Metadata/Items/Quivers/Blackgleam/BlackgleamArrowFlying.ao","[""Metadata/Items/Quivers/Blackgleam/BlackgleamArrowFlying.ao""]",15527,""
25,"FourUniqueQuiver3Arrow","[""Metadata/Items/Quivers/WaxAndWane/WaxAndWaneArrow01Flying.ao""]","Metadata/Items/Quivers/WaxAndWane/WaxAndWaneArrow01Flying.ao","[""Metadata/Items/Quivers/WaxAndWane/WaxAndWaneArrow01Flying.ao""]",15528,""
26,"FourUniqueQuiver4Arrow","[""Metadata/Items/Quivers/Uniques/TheLethalDraw/TheLethalDrawArrow01Flying.ao""]","Metadata/Items/Quivers/Uniques/TheLethalDraw/TheLethalDrawArrow01Flying.ao","[""Metadata/Items/Quivers/Uniques/TheLethalDraw/TheLethalDrawArrow01Flying.ao""]",15529,""
27,"FourUniqueQuiver5Arrow","[""Metadata/Items/Quivers/Uniques/Rearguard/RearguardArrowFlying.ao""]","Metadata/Items/Quivers/Uniques/Rearguard/RearguardArrowFlying.ao","[""Metadata/Items/Quivers/Uniques/Rearguard/RearguardArrowFlying.ao""]",15530,""
28,"FourUniqueQuiver6Arrow","[""Metadata/Items/Quivers/Uniques/Murkshaft/MurkshaftArrow01Flying.ao""]","Metadata/Items/Quivers/Uniques/Murkshaft/MurkshaftArrow01Flying.ao","[""Metadata/Items/Quivers/Uniques/Murkshaft/MurkshaftArrow01Flying.ao""]",15531,""
29,"FourUniqueQuiver7Arrow","[""Metadata/Items/Quivers/QuiversFour/SerratedQuiver/SerratedQuiverArrowFlying.ao""]","Metadata/Items/Quivers/QuiversFour/SerratedQuiver/SerratedQuiverArrowFlying.ao","[""Metadata/Items/Quivers/QuiversFour/SerratedQuiver/SerratedQuiverArrowFlying.ao""]",15532,""
30,"FourUniqueQuiver8Arrow","[""Metadata/Items/Quivers/QuiversFour/PrimedQuiver/PrimedQuiverArrowFlying.ao""]","Metadata/Items/Quivers/QuiversFour/PrimedQuiver/PrimedQuiverArrowFlying.ao","[""Metadata/Items/Quivers/QuiversFour/PrimedQuiver/PrimedQuiverArrowFlying.ao""]",15533,""
31,"FourUniqueQuiver9Arrow","[""Metadata/Items/Quivers/QuiversFour/PenetratingQuiver/PenetratingQuiverArrowFlying.ao""]","Metadata/Items/Quivers/QuiversFour/PenetratingQuiver/PenetratingQuiverArrowFlying.ao","[""Metadata/Items/Quivers/QuiversFour/PenetratingQuiver/PenetratingQuiverArrowFlying.ao""]",15534,""
32,"FourUniqueQuiver10Arrow","[""Metadata/Items/Quivers/QuiversFour/VolantQuiver/VolantQuiverArrowFlying.ao""]","Metadata/Items/Quivers/QuiversFour/VolantQuiver/VolantQuiverArrowFlying.ao","[""Metadata/Items/Quivers/QuiversFour/VolantQuiver/VolantQuiverArrowFlying.ao""]",15535,""
33,"FourUniqueQuiver11Arrow","[""Metadata/Items/Quivers/QuiversFour/VisceralQuiver/VisceralQuiverArrowFlying.ao""]","Metadata/Items/Quivers/QuiversFour/VisceralQuiver/VisceralQuiverArrowFlying.ao","[""Metadata/Items/Quivers/QuiversFour/VisceralQuiver/VisceralQuiverArrowFlying.ao""]",15536,""
34,"FourUniqueBreach3Arrow","[""Metadata/Items/Quivers/Uniques/BreachQuiver/BreachQuiverArrowFlying.ao""]","Metadata/Items/Quivers/Uniques/BreachQuiver/BreachQuiverArrowFlying.ao","[""Metadata/Items/Quivers/Uniques/BreachQuiver/BreachQuiverArrowFlying.ao""]",15537,""
35,"FourSpear1","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/HardwoodSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/HardwoodSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/HardwoodSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/HardwoodSpear/HardwoodSpear_shattered.fmt"
36,"FourSpear2","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/IronheadSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/IronheadSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/IronheadSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/IronheadSpear/IronheadSpear_shattered.fmt"
37,"FourSpear3","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BoarSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BoarSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BoarSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/BoarSpear/BoarSpear_shattered.fmt"
38,"FourSpear4","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/WingedSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/WingedSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/WingedSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/WingedSpear/WingedSpear_shattered.fmt"
39,"FourSpear5","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/WarSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/WarSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/WarSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/WarSpear/WarSpear_shattered.fmt"
40,"FourSpear6","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ForkedSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ForkedSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ForkedSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/ForkedSpear/ForkedSpear_shattered.fmt"
41,"FourSpear7","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BarbedSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BarbedSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BarbedSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/BarbedSpear/BarbedSpear_shattered.fmt"
42,"FourSpear8","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BroadSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BroadSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/BroadSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/BroadSpear/BroadSpear_shattered.fmt"
43,"FourSpear9","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/CrossbladeSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/CrossbladeSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/CrossbladeSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/CrossbladeSpear/CrossbladeSpear_shattered.fmt"
44,"FourSpear10","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SerratedSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SerratedSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SerratedSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/SerratedSpear/SerratedSpear_shattered.fmt"
45,"FourSpear11","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SwordSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SwordSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SwordSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/SwordSpear/SwordSpear_shattered.fmt"
46,"FourSpear12","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ElegantSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ElegantSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ElegantSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/ElegantSpear/ElegantSpear_shattered.fmt"
47,"FourSpear13","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/HelixSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/HelixSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/HelixSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/HelixSpear/HelixSpear_shattered.fmt"
48,"FourUniqueSpear1","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SplinterOfLoratta/SplinterOfLorattaHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SplinterOfLoratta/SplinterOfLorattaHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SplinterOfLoratta/SplinterOfLorattaHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SplinterOfLoratta/SplinterOfLorrata_shattered.fmt"
49,"FourUniqueSpear2","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/ArmsLength/ArmsLengthHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/ArmsLength/ArmsLengthHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/ArmsLength/ArmsLengthHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/ArmsLength/ArmsLength_shattered.fmt"
50,"FourUniqueSpear3","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Chainsting/ChainstingHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Chainsting/ChainstingHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Chainsting/ChainstingHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Chainsting/Chainsting_shattered.fmt"
51,"FourUniqueSpear4","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Skysliver/SkysliverHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Skysliver/SkysliverHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Skysliver/SkysliverHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Skysliver/Skysliver_shattered.fmt"
52,"FourUniqueSpear5","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/DaevatasWind/DaevatasWindHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/DaevatasWind/DaevatasWindHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/DaevatasWind/DaevatasWindHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/DaevatasWind/DaevatasWind_shattered.fmt"
53,"FourUniqueSpear6","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Tangletongue/TangletongueHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Tangletongue/TangletongueHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Tangletongue/TangletongueHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/Tangletongue/Tangletongue_shattered.fmt"
54,"FourUniqueSpear7","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SaithasSpear/SaithasSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SaithasSpear/SaithasSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SaithasSpear/SaithasSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SaithasSpear/SaithasSpear_shattered.fmt"
55,"FourUniqueSpear8","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/NapuatziSpear/NapuatziSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/NapuatziSpear/NapuatziSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/NapuatziSpear/NapuatziSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/NapuatziSpear/NapuatziSpear_shattered.fmt"
56,"FourUniqueSpear9","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/CrossbladeSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/CrossbladeSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/CrossbladeSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/CrossbladeSpear/CrossbladeSpear_shattered.fmt"
57,"FourUniqueSpear10","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SerratedSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SerratedSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SerratedSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/SerratedSpear/SerratedSpear_shattered.fmt"
58,"FourUniqueSpear11","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SwordSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SwordSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/SwordSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/SwordSpear/SwordSpear_shattered.fmt"
59,"FourUniqueSpear12","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ElegantSpearHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ElegantSpearHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/ElegantSpearHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Basetypes/ElegantSpear/ElegantSpear_shattered.fmt"
60,"FourUniqueSpear13","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SpireOfIre/SpireOfIreHeld.ao""]","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SpireOfIre/SpireOfIreHeld.ao","[""Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SpireOfIre/SpireOfIreHeld.ao""]","","Art/Models/Items/Weapons/OneHandWeapons/OneHandSpears/Uniques/SpireOfIre/SpireOfIre_shattered.fmt"
61,"AddedEffectTyrannysEndSpearSkin","[""Metadata/Items/Weapons/Microtransactions/PerennialKingSpear/PerennialKingSpearHeld.ao""]","Metadata/Items/Weapons/Microtransactions/PerennialKingSpear/PerennialKingSpearHeld.ao","[""Metadata/Items/Weapons/Microtransactions/PerennialKingSpear/PerennialKingSpearHeld.ao""]","","Art/Models/Items/Weapons/Microtransactions/PerennialKingSpear/PerennialKingSpear_shattered.fmt"
