"rownum","Id","HASH32","DisplayString","DisplayString (French)","DisplayString (German)","DisplayString (Japanese)","DisplayString (Korean)","DisplayString (Portuguese)","DisplayString (Russian)","DisplayString (Spanish)","DisplayString (Thai)","DisplayString (Traditional Chinese)","[rid]_20","UiHints","UiHints (French)","UiHints (German)","UiHints (Japanese)","UiHints (Korean)","UiHints (Portuguese)","UiHints (Russian)","UiHints (Spanish)","UiHints (Thai)","UiHints (Traditional Chinese)"
28,"relic",3144236702,"","","","","","","","","","",[],"","","","","","","","","",""
29,"not_str",1726095109,"","","","","","","","","","",[],"","","","","","","","","",""
30,"not_dex",1518814017,"","","","","","","","","","",[],"","","","","","","","","",""
31,"not_int",4204177021,"","","","","","","","","","",[],"","","","","","","","","",""
32,"ranged",2439474685,"","","","","","","","","","",[],"","","","","","","","","",""
33,"not_for_sale",298763543,"","","","","","","","","","",[],"","","","","","","","","",""
34,"caster",993687062,"Caster","Lanceur de sorts","Zauberer","キャスター","시전","Conjurador","Чародейский","Lanzador de hechizos","นักเวท","法術",[],"","","","","","","","","",""
35,"magic",4061094038,"","","","","","","","","","",[],"","","","","","","","","",""
36,"rare",809785191,"","","","","","","","","","",[],"","","","","","","","","",""
37,"sceptre",3807640350,"","","","","","","","","","",[],"","","","","","","","","",""
38,"str_armour",5047160,"","","","","","","","","","",[314],"","","","","","","","","",""
39,"dex_armour",4008173021,"","","","","","","","","","",[315],"","","","","","","","","",""
40,"int_armour",1534929092,"","","","","","","","","","",[316],"","","","","","","","","",""
41,"str_dex_armour",593525683,"","","","","","","","","","","[314,315]","","","","","","","","","",""
42,"str_int_armour",126758274,"","","","","","","","","","","[314,316]","","","","","","","","","",""
43,"dex_int_armour",3175190279,"","","","","","","","","","","[315,316]","","","","","","","","","",""
44,"str_dex_int_armour",249531404,"","","","","","","","","","","[314,315,316]","","","","","","","","","",""
45,"focus",3429016659,"","","","","","","","","","",[],"","","","","","","","","",""
46,"utility_flask",2981451131,"","","","","","","","","","",[],"","","","","","","","","",""
47,"critical_utility_flask",1559119753,"","","","","","","","","","",[],"","","","","","","","","",""
48,"humanoid",2827579785,"","","","","","","","","","",[],"","","","","","","","","",""
49,"mammal_beast",658107308,"","","","","","","","","","",[],"","","","","","","","","",""
50,"reptile_beast",259341384,"","","","","","","","","","",[],"","","","","","","","","",""
51,"skeleton",1934215573,"","","","","","","","","","",[],"","","","","","","","","",""
52,"zombie",2600842821,"","","","","","","","","","",[],"","","","","","","","","",""
53,"ghost",1711657501,"","","","","","","","","","",[],"","","","","","","","","",""
54,"earth_elemental",3677543486,"","","","","","","","","","",[],"","","","","","","","","",""
55,"water_elemental",2522463463,"","","","","","","","","","",[],"","","","","","","","","",""
56,"demon",526180268,"","","","","","","","","","",[],"","","","","","","","","",""
57,"map",117084118,"","","","","","","","","","",[],"","","","","","","","","",""
58,"rapier",3082615631,"","","","","","","","","","",[],"","","","","","","","","",""
59,"necromancer_raisable",2215483723,"","","","","","","","","","",[],"","","","","","","","","",""
60,"lots_of_life",2664853171,"","","","","","","","","","",[],"","","","","","","","","",""
61,"indoors_area",1812553362,"","","","","","","","","","",[],"","","","","","","","","",""
62,"beach",438557988,"","","","","","","","","","",[],"","","","","","","","","",""
63,"dungeon",2489792956,"","","","","","","","","","",[],"","","","","","","","","",""
64,"cave",3503134669,"","","","","","","","","","",[],"","","","","","","","","",""
65,"forest",3783971532,"","","","","","","","","","",[],"","","","","","","","","",""
66,"swamp",1271616055,"","","","","","","","","","",[],"","","","","","","","","",""
67,"mountain",801147916,"","","","","","","","","","",[],"","","","","","","","","",""
68,"temple",3448486726,"","","","","","","","","","",[],"","","","","","","","","",""
69,"urban",2525332784,"","","","","","","","","","",[],"","","","","","","","","",""
70,"high_level_map",2950052494,"","","","","","","","","","",[],"","","","","","","","","",""
71,"human",3805576075,"","","","","","","","","","",[],"","","","","","","","","",""
72,"beast",3060154994,"","","","","","","","","","",[],"","","","","","","","","",""
73,"undead",3070007763,"","","","","","","","","","",[],"","","","","","","","","",""
74,"construct",2758400495,"","","","","","","","","","",[],"","","","","","","","","",""
75,"insect",1629886372,"","","","","","","","","","",[],"","","","","","","","","",""
76,"spider",783329194,"","","","","","","","","","",[],"","","","","","","","","",""
77,"undying",551696512,"","","","","","","","","","",[],"","","","","","","","","",""
78,"goatman",3184492506,"","","","","","","","","","",[],"","","","","","","","","",""
79,"stone_construct",2317298064,"","","","","","","","","","",[],"","","","","","","","","",""
80,"fishing_rod",2331788840,"","","","","","","","","","",[],"","","","","","","","","",""
81,"one_hand_weapon",3050923532,"","","","","","","","","","",[],"","","","","","","","","",""
82,"two_hand_weapon",1851682530,"","","","","","","","","","",[],"","","","","","","","","",""
83,"atziri1",50885000,"","","","","","","","","","",[],"","","","","","","","","",""
84,"atziri2",3251231824,"","","","","","","","","","",[],"","","","","","","","","",""
85,"drops_no_mods",2230509583,"","","","","","","","","","",[],"","","","","","","","","",""
86,"drops_no_rares",3709823874,"","","","","","","","","","",[],"","","","","","","","","",""
87,"drops_no_quality",1047760583,"","","","","","","","","","",[],"","","","","","","","","",""
88,"drops_no_sockets",445386850,"","","","","","","","","","",[],"","","","","","","","","",""
89,"drops_not_dupeable",1792672519,"","","","","","","","","","",[],"","","","","","","","","",""
90,"shore",3190666502,"","","","","","","","","","",[],"","","","","","","","","",""
91,"darkshore",2974874401,"","","","","","","","","","",[],"","","","","","","","","",""
92,"inland",1049344822,"","","","","","","","","","",[],"","","","","","","","","",""
93,"prison",3272479446,"","","","","","","","","","",[],"","","","","","","","","",""
94,"axis",1802885338,"","","","","","","","","","",[],"","","","","","","","","",""
95,"cavern",655836606,"","","","","","","","","","",[],"","","","","","","","","",""
96,"southernforest",59198762,"","","","","","","","","","",[],"","","","","","","","","",""
97,"southernforest2",1016151459,"","","","","","","","","","",[],"","","","","","","","","",""
98,"church",1062674584,"","","","","","","","","","",[],"","","","","","","","","",""
99,"sins",9691936,"","","","","","","","","","",[],"","","","","","","","","",""
100,"forestdark",2245372748,"","","","","","","","","","",[],"","","","","","","","","",""
101,"weavers",3662156594,"","","","","","","","","","",[],"","","","","","","","","",""
102,"inca",728628710,"","","","","","","","","","",[],"","","","","","","","","",""
103,"city1",2246897790,"","","","","","","","","","",[],"","","","","","","","","",""
104,"city2",2634495308,"","","","","","","","","","",[],"","","","","","","","","",""
105,"city3",384312642,"","","","","","","","","","",[],"","","","","","","","","",""
106,"crematorium",1432887881,"","","","","","","","","","",[],"","","","","","","","","",""
107,"catacombs",1752138954,"","","","","","","","","","",[],"","","","","","","","","",""
108,"solaris",1916070207,"","","","","","","","","","",[],"","","","","","","","","",""
109,"docks",1393021754,"","","","","","","","","","",[],"","","","","","","","","",""
110,"sewers",308414390,"","","","","","","","","","",[],"","","","","","","","","",""
111,"barracks",2387399668,"","","","","","","","","","",[],"","","","","","","","","",""
112,"lunaris",3792456959,"","","","","","","","","","",[],"","","","","","","","","",""
113,"gardens",1433485813,"","","","","","","","","","",[],"","","","","","","","","",""
114,"library",468742873,"","","","","","","","","","",[],"","","","","","","","","",""
115,"scepter",2767662616,"","","","","","","","","","",[],"","","","","","","","","",""
116,"secret_area",3411349631,"","","","","","","","","","",[],"","","","","","","","","",""
117,"limited_strongbox_benefits",2374732350,"","","","","","","","","","",[],"","","","","","","","","",""
118,"red_blood",3505941353,"","","","","","","","","","",[],"","","","","","","","","",""
119,"ghost_blood",526951436,"","","","","","","","","","",[],"","","","","","","","","",""
120,"mud_blood",3401881799,"","","","","","","","","","",[],"","","","","","","","","",""
121,"insect_blood",1482412790,"","","","","","","","","","",[],"","","","","","","","","",""
122,"bones",2194767237,"","","","","","","","","","",[],"","","","","","","","","",""
123,"water",2580248971,"","","","","","","","","","",[],"","","","","","","","","",""
124,"noblood",889131235,"","","","","","","","","","",[],"","","","","","","","","",""
125,"unusable_corpse",3125842754,"","","","","","","","","","",[],"","","","","","","","","",""
126,"hidden_monster",2866106354,"","","","","","","","","","",[],"","","","","","","","","",""
127,"devourer",2631588503,"","","","","","","","","","",[],"","","","","","","","","",""
128,"wb_basic",1873912370,"","","","","","","","","","",[],"","","","","","","","","",""
129,"wb_support",597622042,"","","","","","","","","","",[],"","","","","","","","","",""
130,"wb_elite",3239668440,"","","","","","","","","","",[],"","","","","","","","","",""
131,"wb_leader",3801502174,"","","","","","","","","","",[],"","","","","","","","","",""
132,"rare_minion",3984597027,"","","","","","","","","","",[],"","","","","","","","","",""
133,"undeletable_corpse",3254643070,"","","","","","","","","","",[],"","","","","","","","","",""
134,"jewel",546488626,"","","","","","","","","","",[],"","","","","","","","","",""
135,"strjewel",285430845,"","","","","","","","","","",[],"","","","","","","","","",""
136,"dexjewel",2071899319,"","","","","","","","","","",[],"","","","","","","","","",""
137,"intjewel",714660582,"","","","","","","","","","",[],"","","","","","","","","",""
138,"gladiator",2269583338,"","","","","","","","","","",[],"","","","","","","","","",""
139,"karui",2283262456,"","","","","","","","","","",[],"","","","","","","","","",""
140,"flying",3598788775,"","","","","","","","","","",[],"","","","","","","","","",""
141,"large_model",2440512675,"","","","","","","","","","",[],"","","","","","","","","",""
142,"specific_weapon",4045508842,"","","","","","","","","","",[],"","","","","","","","","",""
143,"two_handed_mod",1740060125,"","","","","","","","","","",[],"","","","","","","","","",""
144,"dual_wielding_mod",2938122350,"","","","","","","","","","",[],"","","","","","","","","",""
145,"shield_mod",1461672553,"","","","","","","","","","",[],"","","","","","","","","",""
146,"one_handed_mod",2555387526,"","","","","","","","","","",[],"","","","","","","","","",""
147,"melee_mod",2826304829,"","","","","","","","","","",[],"","","","","","","","","",""
148,"twostonering",1568617313,"","","","","","","","","","",[],"","","","","","","","","",""
149,"poison_zombie",1662026400,"","","","","","","","","","",[],"","","","","","","","","",""
150,"divination_card",3769557683,"","","","","","","","","","",[],"","","","","","","","","",""
151,"currency",2746111447,"","","","","","","","","","",[],"","","","","","","","","",""
152,"no_divine",1957293956,"","","","","","","","","","",[],"","","","","","","","","",""
153,"unique_map",3621916414,"","","","","","","","","","",[],"","","","","","","","","",""
154,"low_tier_map",1785721432,"","","","","","","","","","",[],"","","","","","","","","",""
155,"mid_tier_map",4194411858,"","","","","","","","","","",[],"","","","","","","","","",""
156,"top_tier_map",1228175240,"","","","","","","","","","",[],"","","","","","","","","",""
157,"map_key_highest",397366954,"","","","","","","","","","",[],"","","","","","","","","",""
158,"old_map",910114632,"","","","","","","","","","",[],"","","","","","","","","",""
159,"act_boss_area",1739434203,"","","","","","","","","","",[],"","","","","","","","","",""
160,"no_tempests",1713491982,"","","","","","","","","","",[],"","","","","","","","","",""
161,"cannot_be_twinned",1485286773,"","","","","","","","","","",[],"","","","","","","","","",""
162,"no_shroud_walker",3529480986,"","","","","","","","","","",[],"","","","","","","","","",""
163,"no_echo",2848753908,"","","","","","","","","","",[],"","","","","","","","","",""
164,"immobile",1241743669,"","","","","","","","","","",[],"","","","","","","","","",""
165,"limited_tempests",470320466,"","","","","","","","","","",[],"","","","","","","","","",""
166,"small_staff",3901554542,"","","","","","","","","","",[],"","","","","","","","","",""
167,"support_gem",2299188997,"","","","","","","","","","",[],"","","","","","","","","",""
168,"level_capped_gem",2866944300,"","","","","","","","","","",[],"","","","","","","","","",""
169,"no_effect_flask_mod",1117565919,"","","","","","","","","","",[],"","","","","","","","","",""
170,"area_with_water",2008657150,"","","","","","","","","","",[],"","","","","","","","","",""
171,"no_bloodlines",4234080209,"","","","","","","","","","",[],"","","","","","","","","",""
172,"has_caster_mod",1366564317,"","","","","","","","","","",[],"","","","","","","","","",""
173,"has_attack_mod",3956602123,"","","","","","","","","","",[],"","","","","","","","","",""
174,"maraketh",1921258599,"","","","","","","","","","",[],"","","","","","","","","",""
175,"uses_suicide_explode",2051881677,"","","","","","","","","","",[],"","","","","","","","","",""
176,"cannot_be_monolith",859996387,"","","","","","","","","","",[],"","","","","","","","","",""
177,"no_zana_quests",919197219,"","","","","","","","","","",[],"","","","","","","","","",""
178,"atlas_base_type",4216199808,"","","","","","","","","","",[],"","","","","","","","","",""
179,"ringatlas1",2996876441,"","","","","","","","","","",[],"","","","","","","","","",""
180,"ringatlas2",1931690275,"","","","","","","","","","",[],"","","","","","","","","",""
181,"amuletatlas1",1730289393,"","","","","","","","","","",[],"","","","","","","","","",""
182,"amuletatlas2",2928256376,"","","","","","","","","","",[],"","","","","","","","","",""
183,"beltatlas1",324027794,"","","","","","","","","","",[],"","","","","","","","","",""
184,"beltatlas2",1598176761,"","","","","","","","","","",[],"","","","","","","","","",""
185,"helmetatlas1",4203455243,"","","","","","","","","","",[],"","","","","","","","","",""
186,"bootsatlas1",347287161,"","","","","","","","","","",[],"","","","","","","","","",""
187,"bootsatlas2",3837560781,"","","","","","","","","","",[],"","","","","","","","","",""
188,"bootsatlas3",165745133,"","","","","","","","","","",[],"","","","","","","","","",""
189,"glovesatlasstr",3272265787,"","","","","","","","","","",[],"","","","","","","","","",""
190,"glovesatlasdex",3933631540,"","","","","","","","","","",[],"","","","","","","","","",""
191,"glovesatlasint",1846595285,"","","","","","","","","","",[],"","","","","","","","","",""
192,"shaped_map",1462490800,"","","","","","","","","","",[],"","","","","","","","","",""
193,"no_boss",2643702517,"","","","","","","","","","",[],"","","","","","","","","",""
194,"no_monster_packs",202389593,"","","","","","","","","","",[],"","","","","","","","","",""
195,"no_strongboxes",2702225212,"","","","","","","","","","",[],"","","","","","","","","",""
196,"hall_of_grandmasters",3721970174,"","","","","","","","","","",[],"","","","","","","","","",""
197,"vaults_of_atziri",1685272438,"","","","","","","","","","",[],"","","","","","","","","",""
198,"cowards_trial",3102352307,"","","","","","","","","","",[],"","","","","","","","","",""
199,"breach_map",3133344108,"","","","","","","","","","",[],"","","","","","","","","",""
200,"breach_commander",827889309,"","","","","","","","","","",[],"","","","","","","","","",""
201,"breach_leaguestone",1019701551,"","","","","","","","","","",[],"","","","","","","","","",""
202,"breachstone",363287614,"","","","","","","","","","",[],"","","","","","","","","",""
203,"breachstone_splinter",3256202304,"","","","","","","","","","",[],"","","","","","","","","",""
204,"essence_leaguestone",1854853281,"","","","","","","","","","",[],"","","","","","","","","",""
205,"prophecy_leaguestone",3566098830,"","","","","","","","","","",[],"","","","","","","","","",""
206,"perandus_leaguestone",644031442,"","","","","","","","","","",[],"","","","","","","","","",""
207,"talisman_leaguestone",2264393055,"","","","","","","","","","",[],"","","","","","","","","",""
208,"warbands_leaguestone",3803516790,"","","","","","","","","","",[],"","","","","","","","","",""
209,"torment_leaguestone",2821605685,"","","","","","","","","","",[],"","","","","","","","","",""
210,"rampage_leaguestone",66162003,"","","","","","","","","","",[],"","","","","","","","","",""
211,"domination_leaguestone",413404014,"","","","","","","","","","",[],"","","","","","","","","",""
212,"tempest_leaguestone",4245854738,"","","","","","","","","","",[],"","","","","","","","","",""
213,"bloodlines_leaguestone",185339446,"","","","","","","","","","",[],"","","","","","","","","",""
214,"beyond_leaguestone",1860806544,"","","","","","","","","","",[],"","","","","","","","","",""
215,"ambush_leaguestone",3510474137,"","","","","","","","","","",[],"","","","","","","","","",""
216,"invasion_leaguestone",203535816,"","","","","","","","","","",[],"","","","","","","","","",""
217,"nemesis_leaguestone",4213378016,"","","","","","","","","","",[],"","","","","","","","","",""
218,"anarchy_leaguestone",2113851235,"","","","","","","","","","",[],"","","","","","","","","",""
219,"onslaught_leaguestone",1047435191,"","","","","","","","","","",[],"","","","","","","","","",""
220,"god",783163788,"","","","","","","","","","",[],"","","","","","","","","",""
221,"unset_ring",2028097609,"","","","","","","","","","",[],"","","","","","","","","",""
222,"no_leaguestone",4063964069,"","","","","","","","","","",[],"","","","","","","","","",""
223,"chaos_warband",2174286878,"","","","","","","","","","",[],"","","","","","","","","",""
224,"templar",2369077138,"","","","","","","","","","",[],"","","","","","","","","",""
225,"cultist",2575385025,"","","","","","","","","","",[],"","","","","","","","","",""
226,"female",3862231555,"","","","","","","","","","",[],"","","","","","","","","",""
227,"str_shield",764180665,"","","","","","","","","","",[],"","","","","","","","","",""
228,"dex_shield",4207540985,"","","","","","","","","","",[],"","","","","","","","","",""
229,"str_dex_shield",3539689010,"","","","","","","","","","",[],"","","","","","","","","",""
230,"str_int_shield",1475330806,"","","","","","","","","","",[],"","","","","","","","","",""
231,"dex_int_shield",4222620644,"","","","","","","","","","",[],"","","","","","","","","",""
232,"currency_shard",973261421,"","","","","","","","","","",[],"","","","","","","","","",""
233,"harbinger_orb_shard",224731394,"","","","","","","","","","",[],"","","","","","","","","",""
234,"not_harbinger_minion",3577625015,"","","","","","","","","","",[],"","","","","","","","","",""
235,"abyss_jewel_melee",1283177657,"","","","","","","","","","",[],"","","","","","","","","",""
236,"abyss_jewel_ranged",1781456528,"","","","","","","","","","",[],"","","","","","","","","",""
237,"abyss_jewel_caster",3569374005,"","","","","","","","","","",[],"","","","","","","","","",""
238,"abyss_jewel_summoner",387008749,"","","","","","","","","","",[],"","","","","","","","","",""
239,"abyss_jewel",3407368992,"","","","","","","","","","",[],"","","","","","","","","",""
240,"abyssal",4086739289,"","","","","","","","","","",[],"","","","","","","","","",""
241,"unarmed",1295226988,"","","","","","","","","","",[],"","","","","","","","","",""
242,"worlds_map",2787144002,"","","","","","","","","","",[],"","","","","","","","","",""
243,"shaper_item",2398365391,"","","","","","","","","","",[],"","","","","","","","","",""
244,"elder_item",1851580775,"","","","","","","","","","",[],"","","","","","","","","",""
245,"boots_shaper",835354659,"","","","","","","","","","",[],"","","","","","","","","",""
246,"boots_elder",3250107376,"","","","","","","","","","",[],"","","","","","","","","",""
247,"sword_shaper",84384007,"","","","","","","","","","",[],"","","","","","","","","",""
248,"sword_elder",384912521,"","","","","","","","","","",[],"","","","","","","","","",""
249,"gloves_shaper",483611526,"","","","","","","","","","",[],"","","","","","","","","",""
250,"gloves_elder",3387692748,"","","","","","","","","","",[],"","","","","","","","","",""
251,"helmet_shaper",1899678678,"","","","","","","","","","",[],"","","","","","","","","",""
252,"helmet_elder",429857474,"","","","","","","","","","",[],"","","","","","","","","",""
253,"body_armour_shaper",198594898,"","","","","","","","","","",[],"","","","","","","","","",""
254,"body_armour_elder",2737848137,"","","","","","","","","","",[],"","","","","","","","","",""
255,"amulet_shaper",164822342,"","","","","","","","","","",[],"","","","","","","","","",""
256,"amulet_elder",161987595,"","","","","","","","","","",[],"","","","","","","","","",""
257,"ring_shaper",848115939,"","","","","","","","","","",[],"","","","","","","","","",""
258,"ring_elder",936964861,"","","","","","","","","","",[],"","","","","","","","","",""
259,"belt_shaper",30346913,"","","","","","","","","","",[],"","","","","","","","","",""
260,"belt_elder",4275583334,"","","","","","","","","","",[],"","","","","","","","","",""
261,"quiver_shaper",412694232,"","","","","","","","","","",[],"","","","","","","","","",""
262,"quiver_elder",3401037495,"","","","","","","","","","",[],"","","","","","","","","",""
263,"shield_shaper",803375709,"","","","","","","","","","",[],"","","","","","","","","",""
264,"shield_elder",1969686996,"","","","","","","","","","",[],"","","","","","","","","",""
265,"2h_sword_shaper",1137784453,"","","","","","","","","","",[],"","","","","","","","","",""
266,"2h_sword_elder",2239217604,"","","","","","","","","","",[],"","","","","","","","","",""
267,"axe_shaper",1257485194,"","","","","","","","","","",[],"","","","","","","","","",""
268,"axe_elder",2116527869,"","","","","","","","","","",[],"","","","","","","","","",""
269,"mace_shaper",1011181819,"","","","","","","","","","",[],"","","","","","","","","",""
270,"mace_elder",951323250,"","","","","","","","","","",[],"","","","","","","","","",""
271,"claw_shaper",21171434,"","","","","","","","","","",[],"","","","","","","","","",""
272,"claw_elder",4134597831,"","","","","","","","","","",[],"","","","","","","","","",""
273,"bow_shaper",1060567650,"","","","","","","","","","",[],"","","","","","","","","",""
274,"bow_elder",622607930,"","","","","","","","","","",[],"","","","","","","","","",""
275,"dagger_shaper",3869810089,"","","","","","","","","","",[],"","","","","","","","","",""
276,"dagger_elder",3780821678,"","","","","","","","","","",[],"","","","","","","","","",""
277,"2h_axe_shaper",3932283298,"","","","","","","","","","",[],"","","","","","","","","",""
278,"2h_axe_elder",2154499475,"","","","","","","","","","",[],"","","","","","","","","",""
279,"2h_mace_shaper",1085972234,"","","","","","","","","","",[],"","","","","","","","","",""
280,"2h_mace_elder",3292744707,"","","","","","","","","","",[],"","","","","","","","","",""
281,"staff_shaper",355857584,"","","","","","","","","","",[],"","","","","","","","","",""
282,"staff_elder",1420046447,"","","","","","","","","","",[],"","","","","","","","","",""
283,"sceptre_shaper",2058359723,"","","","","","","","","","",[],"","","","","","","","","",""
284,"sceptre_elder",4131553276,"","","","","","","","","","",[],"","","","","","","","","",""
285,"wand_shaper",700700006,"","","","","","","","","","",[],"","","","","","","","","",""
286,"wand_elder",2313206155,"","","","","","","","","","",[],"","","","","","","","","",""
287,"rune_dagger_shaper",3352800597,"","","","","","","","","","",[],"","","","","","","","","",""
288,"rune_dagger_elder",1951820585,"","","","","","","","","","",[],"","","","","","","","","",""
289,"warstaff_shaper",2034346008,"","","","","","","","","","",[],"","","","","","","","","",""
290,"warstaff_elder",3319334286,"","","","","","","","","","",[],"","","","","","","","","",""
291,"grants_crit_chance_support",2059315499,"","","","","","","","","","",[],"","","","","","","","","",""
292,"no_legacy_of_zeal",1986477275,"","","","","","","","","","",[],"","","","","","","","","",""
293,"bestiary_beast_boss",1589109822,"","","","","","","","","","",[],"","","","","","","","","",""
294,"elder_occupied_map",2287793003,"","","","","","","","","","",[],"","","","","","","","","",""
295,"bestiary_wilds",76567804,"","","","","","","","","","",[],"","","","","","","","","",""
296,"bestiary_sands",2707942034,"","","","","","","","","","",[],"","","","","","","","","",""
297,"bestiary_caverns",1270889588,"","","","","","","","","","",[],"","","","","","","","","",""
298,"bestiary_deep",3725358701,"","","","","","","","","","",[],"","","","","","","","","",""
299,"no_cannot_die_aura",4263497427,"","","","","","","","","","",[],"","","","","","","","","",""
300,"bestiary_net",1358571060,"","","","","","","","","","",[],"","","","","","","","","",""
301,"up_to_level_2_gem",3527151252,"","","","","","","","","","",[],"","","","","","","","","",""
302,"up_to_level_8_gem",738930902,"","","","","","","","","","",[],"","","","","","","","","",""
303,"essence",62442745,"","","","","","","","","","",[],"","","","","","","","","",""
304,"talisman",2352294713,"","","","","","","","","","",[],"","","","","","","","","",""
305,"idol",2721521642,"","","","","","","","","","",[],"","","","","","","","","",""
306,"armour_divination",793287421,"","","","","","","","","","",[],"","","","","","","","","",""
307,"weapon_divination",2614289043,"","","","","","","","","","",[],"","","","","","","","","",""
308,"jewellery_divination",538815593,"","","","","","","","","","",[],"","","","","","","","","",""
309,"delve_chest",652155875,"","","","","","","","","","",[],"","","","","","","","","",""
310,"incursion_monster",202204071,"","","","","","","","","","",[],"","","","","","","","","",""
311,"fire",2265689363,"Fire","Feu","Feuer","火","화염","Fogo","Огонь","Fuego","ไฟ","火焰",[],"","","","","","","","","",""
312,"cold",3720703700,"Cold","Froid","Kälte","冷気","냉기","Frio","Холод","Hielo","น้ำแข็ง","冰冷",[],"","","","","","","","","",""
313,"lightning",2682029569,"Lightning","Foudre","Blitz","雷","번개","Eletricidade","Молния","Rayo","สายฟ้า","閃電",[],"","","","","","","","","",""
314,"chaos",2852612086,"Chaos","Chaos","Chaos","混沌","카오스","Caos","Хаос","Caos","เคออส","混沌",[],"","","","","","","","","",""
315,"physical",2518957198,"Physical","Physique","Physisch","物理","물리","Físico","Физический","Físico","กายภาพ","物理",[],"","","","","","","","","",""
316,"poison",3573769488,"","","","","","","","","","",[],"","","","","","","","","",""
317,"bleed",3467961796,"","","","","","","","","","",[],"","","","","","","","","",""
318,"life",2396078321,"Life","Vie","Leben","ライフ","생명력","Vida","Здоровье","Vida","พลังชีวิต","生命",[],"","","","","","","","","",""
319,"defences",2301351626,"","","","","","","","","","",[],"","","","","","","","","",""
320,"elemental",694886432,"Elemental","Élémentaire","Elementar","元素","원소","Elemental","Стихийный","Elemental","ธาตุ","元素",[],"","","","","","","","","",""
321,"attack",3864748574,"Attack","Attaque","Angriff","アタック","공격","Ataque","Атака","Ataque","โจมตี","攻擊",[],"","","","","","","","","",""
322,"minion",3756094748,"Minion","Créature","Kreatur","ミニオン","소환수","Lacaio","Приспешник","Esbirro","มิเนียน","召喚物",[],"","","","","","","","","",""
323,"aura",3130633380,"Aura","Aura","Aura","オーラ","오라","Aura","Аура","Aura","ออร่า","光環",[],"","","","","","","","","",""
324,"vaal",443230400,"","","Vaal","","바알","Vaal","Ваал","Vaal","","瓦爾",[],"","","","","","","","","",""
325,"mana",1813685179,"Mana","Mana","Mana","マナ","마나","Mana","Мана","Maná","มานา","魔力",[],"","","","","","","","","",""
326,"speed",3718659700,"Speed","Vitesse","Geschwindigkeit","スピード","속도","Velocidade","Скорость","Velocidad","ความเร็ว","速度",[],"","","","","","","","","",""
327,"flat_life_regen",1212793365,"","","","","","","","","","",[],"","","","","","","","","",""
328,"einharbeast",3311428459,"","","","","","","","","","",[],"","","","","","","","","",""
329,"einharmonkey",3134699188,"","","","","","","","","","",[],"","","","","","","","","",""
330,"einharcavespiders",3618051513,"","","","","","","","","","",[],"","","","","","","","","",""
331,"einhardropbear",1698151552,"","","","","","","","","","",[],"","","","","","","","","",""
