"rownum","Id","[i32]_8","[i32]_24","VolumePercentage","i32_44","i32_48","i32_52","i32_56","[rid]_60","[i32]_76","[i32]_92"
23,"Clarissa2","[26116,0,26190,0,26266,0,26342]",[],100,0,0,26702,0,[],[],[]
24,"Helena1","[26720,0]",[],100,0,0,26924,0,[],[],[]
25,"Helena2","[26942,0,27016,0,27096,0,27176,0,27256,0,27336,0,27416]",[],100,0,0,28080,0,[],[],[]
26,"Siosa1","[28096,0,28164,0,28234,0,28302,0]",[],100,0,0,28712,0,[],[],[]
27,"Siosa2","[28728,0,28796,0,28866,0,28934,0]",[],100,0,0,29344,0,[],[],[]
28,"Act3Fairgraves1","[29378,0,29490]",[],100,0,0,29738,0,[],[],[]
29,"Kira1","[29752,0,29828,0,29904,0,29980,0]",[],100,0,0,30424,0,[],[],[]
30,"Kira2","[30438,0,30518,0,30598,0,30678,0]",[],100,0,0,31142,0,[],[],[]
31,"Oyun1","[31156,0,31228,0,31300,0,31372,0,31444,0,31516,0]",[],100,0,0,32116,0,[],[],[]
32,"Oyun2","[32130,0,32202,0,32274,0,32346,0,32418]",[],100,0,0,32850,0,[],[],[]
33,"PetarusVanja1","[32880,0,33004,0,33128,0,33252,0,33376,0,33500,0]",[],100,0,0,34464,0,[],[],[]
34,"PetarusVanja2","[34494,0,34618,0,34742,0,34866,0,34990,0,35114,0,35238]",[],100,0,0,36210,0,[],[],[]
35,"Act4Dialla1","[36236,0,36348,0,36460]",[],100,0,0,36836,0,[],[],[]
36,"Act4Dialla2","[36862,0,36974,0,37086,0]",[],100,0,0,37582,0,[],[],[]
37,"Act4DiallaRapture1","[36236,0,36348,0,36460]",[],100,0,0,37662,0,[],[],[]
38,"Act4DiallaRapture2","[36862,0,36974,0,37086,0]",[],100,0,0,37750,0,[],[],[]
39,"WitheredDialla1","[37784,0,37912,0,38040,0]",[],100,0,0,38600,0,[],[],[]
40,"WitheredDialla2","[38634,0,38762,0,38890,0]",[],100,0,0,39450,0,[],[],[]
41,"Tasuni1","[39468,0,39552,0,39636,0,39720,0,39804,0,39888]",[],100,0,0,40480,0,[],[],[]
42,"Tasuni2","[40498,0,40586,0,40674,0,40762,0,40850,0,40938,0,41026,0,41114,0,41202,0,41290,0,41378]",[],100,0,0,42514,0,[],[],[]
43,"Tora1","[42528,0,42604,0,42680]",[],100,0,0,42948,0,[],[],[]
44,"Catarina1","[42970,0,43062,0]",[],100,0,0,43370,0,[],[],[]
45,"Haku1","[43384,0,43460]",[],100,0,0,43636,0,[],[],[]
46,"Vorici1","[43654,0,43738]",[],100,0,0,43930,0,[],[],[]
47,"Vagan1","[43946,0,44026]",[],100,0,0,44210,0,[],[],[]
48,"Elreon1","[44228,0,44312]",[],100,0,0,44504,0,[],[],[]
49,"Zana1","[44518,0,44616,0,44714,0,44812,0,44910,0,45008,0,45106,0,45204]",[],100,0,0,46108,0,[],[],[]
50,"Zana2","[46122,0,46220,0,46318,0,46416,0,46514,0,46612,0,46710,0,46808]",[],100,0,0,47614,0,[],[],[]
51,"ZanaSynth1","[47638,0,47708,0]","[7,7,1,1]",100,0,0,47970,0,[],[],[]
52,"ZanaSynth2","[47994,0,48064,0]","[7,7,1,1]",100,0,0,48310,0,[],[],[]
53,"Leo1","[48322,0,48396,0,48470,0]",[],100,0,0,48814,0,[],[],[]
54,"Leo2","[48826,0,48900,0,48974,0]",[],100,0,0,49318,0,[],[],[]
55,"Cadiro1","[49336,0,49416,0,49496,0,49576,0]",[],100,0,0,50040,0,[946],[],[]
56,"Cadiro2","[50074,0,50154,0,50234,0,50314,0]",[],100,0,0,50778,0,[946],[],[]
57,"Navali1","[50812,0,50890,0,50968,0,51046,0,51124]",[],100,0,0,51586,0,[],[],[]
58,"Navali2","[51604,0,51682,0,51760,0,51838,0,51916,0,51994,0,52072,0]",[],100,0,0,52808,0,[],[],[]
59,"LeoLevel1",[52830],[],100,0,0,52908,0,[],[],[]
60,"LeoLevel2",[52930],[],100,0,0,53008,0,[],[],[]
61,"LeoLevel3","[53030,0,53100,0,53170]",[],100,0,0,53420,0,[],[],[]
62,"Bannon1","[53438,0,53514,0,53590,0,53666,0]",[],100,0,0,54110,0,[],[],[]
63,"Bannon2","[54128,0,54204,0,54280,0,54356,0]",[],100,0,0,54800,0,[],[],[]
64,"Vilenta1","[54820,0,54898,0,54976,0,55054,0,55132]",[],100,0,0,55594,0,[],[],[]
65,"Vilenta2","[55614,0,55692,0,55770,0,55848,0]",[],100,0,0,56302,0,[],[],[]
66,"Utula1","[56318,0,56392,0,56466,0,56540,0,56614,0,56688,0,56762,0,56836,0,56910]",[],100,0,0,57712,0,[],[],[]
67,"Utula2","[57728,0,57802,0,57876,0,57950,0,58024,0,58098,0,58172,0,58246]",[],100,0,0,58958,0,[],[],[]
68,"Lani1","[58972,0,59046,0,59120,0,59194,0,59268,0]",[],100,0,0,59792,0,[],[],[]
69,"Lani2","[59806,0,59880,0,59954,0]",[],100,0,0,60298,0,[],[],[]
70,"Weylam1","[60316,0,60394,0,60472,0,60550,0,60628,0,60706,0,60784,0,60862]",[],100,0,0,61606,0,[],[],[]
71,"Weylam2","[61624,0,61702,0,61780,0,61858,0,61936,0,62014,0,62092,0]",[],100,0,0,62828,0,[],[],[]
72,"Sin1","[62840,0,62912,0,62984,0,63056,0,63128,0,63200,0]",[],100,0,0,63800,0,[],[],[]
73,"Sin2","[63812,0,63884,0,63956,0,64028]",[],100,0,0,64372,0,[],[],[]
74,"IzaroTaunt","[64396,0,64520,0,64644,0,64768,0,64892,0,65016,0,65140,0,65264,0,65388,0,65512,0,65636,0,65760,0,65884,0,66008,0,66132,0,66256,0,66380,0,66504,0,66628,0,66752,0,66876,0,67000,0,67124,0,67248,0,67372,0,67496,0,67620,0,67744,0,67868,0,67992,0,68116,0]",[],100,0,0,72352,0,[],[],[]
75,"Einhar1","[72370,0,72460,0,72550,0,72640,0,72730,0,72820,0]",[],100,0,0,73552,0,[],[],[]
76,"Einhar2","[73570,0,73658,0,73746,0,73834,0,73922,0,74010,0,74098,0,74186,0,74274,0]",[],100,0,0,75316,0,[],[],[]
77,"Alva1","[75330,0,75406,0,75482,0]",[],100,0,0,75834,0,[],[],[]
78,"Alva2","[75848,0,75924,0,76000,0,76076,0,76152,0,76228]",[],100,0,0,76772,0,[],[],[]
79,"Niko1_1","[76790,0,76866,0,76942,0]",[],100,0,0,77294,0,[],[],[24]
80,"Niko1_2","[77316,0,77392,0,77468,0]",[],100,0,0,77820,0,[],[],[24]
81,"Niko2_1","[77842,0,77918,0,77994,0]",[],100,0,0,78346,0,[],[24],[25]
82,"Niko2_2","[78372,0,78448,0,78524,0]",[],100,0,0,78876,0,[],[24],[25]
83,"Niko3_1","[78902,0,78978,0,79054,0,79130,0]",[],100,0,0,79574,0,[],[25],[26]
84,"Niko3_2","[79600,0,79676,0,79752,0,79828,0,79904]",[],100,0,0,80356,0,[],[25],[26]
85,"Niko4_1","[80382,0,80458,0,80534,0]",[],100,0,0,80886,0,[],[26],[27]
86,"Niko4_2","[80912,0,80988,0,81064,0]",[],100,0,0,81416,0,[],[26],[27]
87,"Niko5_1","[81442,0,81518,0,81594,0,81670]",[],100,0,0,82030,0,[],[27],[]
88,"Niko5_2","[82052,0,82128,0,82204,0,82280,0,82356]",[],100,0,0,82808,0,[],[27],[]
89,"JunOrtoi1","[82834,0,82916,0,82998,0,83080,0,83162,0,83244,0,83326,0,83408]",[],100,0,0,84184,0,[],[],[]
90,"JunOrtoi2","[84206,0,84288,0,84370,0,84452,0,84534,0,84616,0,84698,0,84780]",[],100,0,0,85556,0,[],[],[]
91,"Cavas1","[85572,0,85648,0,85724]",[],100,0,0,85992,0,[],[],[]
92,"Cavas2","[86008,0,86084,0]",[],100,0,0,86344,0,[],[],[]
93,"Cassia1","[86362,0,86444,0,86526,0,86608,0,86690,0,86772,0,86854,0,86936]",[],100,0,0,87712,0,[],[],[]
94,"Cassia2","[87730,0,87812,0,87894,0,87976,0,88058,0,88140,0,88222,0,88304]",[],100,0,0,89080,0,[],[],[]
95,"Tane1","[89094,0,89168]",[],100,0,0,89340,0,[],[],[]
96,"Tane2","[89354,0,89428]",[],100,0,0,89600,0,[],[],[]
97,"Kirac1","[89616,0,89694,0,89772,0,89850,0,89928,0]",[],100,0,0,90476,0,[],[],[]
98,"Kirac2","[90492,0,90570,0,90648,0]",[],100,0,0,91008,0,[],[],[]
99,"Adiyah1","[91026,0,91116,0,91206,0,91296,0,91386,0,91476,0,91566,0,91656]",[],100,0,0,92496,0,[],[],[]
100,"Adiyah2","[92514,0,92604,0,92694,0,92784,0,92874,0,92964,0,93054,0,93144]",[],100,0,0,93984,0,[],[],[]
101,"Kurai1","[94000,0,94090,0,94180,0,94270,0,94360,0,94450,0,94540,0,94630]",[],100,0,0,95470,0,[],[],[]
102,"Kurai2","[95486,0,95576,0,95666,0,95756,0,95846,0,95936,0,96026,0,96116]",[],100,0,0,96956,0,[],[],[]
103,"Tullina1","[96976,0,97072,0,97168,0,97264,0,97360,0,97456,0,97552,0,97648]",[],100,0,0,98536,0,[],[],[]
104,"Tullina2","[98556,0,98650,0,98744,0,98838,0,98932,0,99026,0,99120,0]",[],100,0,0,99984,0,[],[],[]
105,"Tibbs1","[100000,0,100082,0,100164,0,100246,0,100328,0]",[],100,0,0,100900,0,[],[],[]
106,"Tibbs2","[100000,0,100916,0,100998,0,101080,0,101162,0]",[],100,0,0,101734,0,[],[],[]
107,"Karst1","[101750,0,101838,0,101926,0,102014,0,102102,0,102190,0,102278,0,102366]",[],100,0,0,103190,0,[],[],[]
108,"Karst2","[103206,0,103294,0,103382,0,103470,0,103558,0,103646,0,103734,0,103822]",[],100,0,0,104646,0,[],[],[]
109,"Isla1","[104660,0,104746,0,104832,0,104918,0,105004,0,105090,0,105176,0,105262,0]",[],100,0,0,106078,0,[],[],[]
110,"Isla2","[106092,0,106178,0,106264,0,106350,0,106436,0,106522,0,106608,0,106694]",[],100,0,0,107502,0,[],[],[]
111,"Whakano1","[107522,0,107618,0,107714,0,107810,0,107906,0,108002,0,108098,0,108194]",[],100,0,0,109082,0,[],[],[]
112,"Whakano2","[109102,0,109198,0,109294,0,109390,0,109486,0,109582,0,109678,0,109774]",[],100,0,0,110662,0,[],[],[]
113,"Gianna1","[110680,0,110778,0,110876,0,110974,0,111072,0,111170,0,111268,0,111366,0]",[],100,0,0,112376,0,[],[],[]
114,"Gianna2","[112394,0,112492,0,112590,0,112688,0,112786,0,112884,0,112982,0,113080]",[],100,0,0,113984,0,[],[],[]
115,"Nenet1","[114000,0,114096,0,114192,0,114288,0,114384,0,114480,0,114576,0,114672]",[],100,0,0,115560,0,[],[],[]
116,"Nenet2","[115576,0,115672,0,115768,0,115864,0,115960,0,116056,0]",[],100,0,0,116824,0,[],[],[]
117,"Vinderi1","[116844,0,116946,0,117048,0,117150,0,117252,0,117354,0,117456,0,117558]",[],100,0,0,118494,0,[],[],[]
118,"Vinderi2","[118514,0,118616,0,118718,0,118820,0,118922,0,119024,0,119126,0,119228]",[],100,0,0,120164,0,[],[],[]
119,"Huck1","[120178,0,120268,0,120358,0,120448,0,120538,0,120628,0,120718,0,120808]",[],100,0,0,121648,0,[],[],[]
120,"Huck2","[121662,0,121752,0,121842,0,121932,0,122022,0,122112,0,122202,0,122292]",[],100,0,0,123132,0,[],[],[]
121,"Niles1","[123148,0,123242,0,123336,0,123430,0,123524,0,123618,0,123712,0,123806]",[],100,0,0,124678,0,[],[],[]
122,"Niles2","[124694,0,124788,0,124882,0,124976,0,125070,0,125164,0,125258,0,125352]",[],100,0,0,126224,0,[],[],[]
123,"Faustus1","[126244,0,126346,0,126448,0,126550,0,126652,0,126754,0,126856]",[],100,0,0,127674,0,[],[],[]
124,"Faustus2","[127694,0,127796,0,127898,0,128000,0,128102,0,128204,0,128306,0]",[],100,0,0,129234,0,[],[],[]
125,"WhakanoReveal","[129264,0,129354,0]",[],100,0,0,129656,0,[],[],[]
126,"WhakanoContract","[129690,0,129780,0]",[],100,0,0,130082,0,[],[],[]
127,"FaustusSell","[130108,0,130198,0,130288,0,130378,0,130468,0,130558,0,130648,0]",[],100,0,0,131480,0,[],[],[]
128,"Envoy1","[131496,0,131592,0,131688,0,131784,0,131880,0,131976,0,132072,0,132168]",[],100,0,0,133056,0,[],[],[]
129,"Envoy2","[133072,0,133168,0,133264,0,133360,0,133456,0,133552,0,133648,0]",[],100,0,0,134528,0,[],[],[]
130,"Oshabi1","[134546,0,134632,0,134718,0,134804,0,134890,0,134976,0]",[],100,0,0,135674,0,[],[],[]
131,"Oshabi2","[135692,0,135778,0,135864,0,135950,0,136036,0,136122,0,136208,0,136294]",[],100,0,0,137016,0,[],[],[]
132,"EnvoyMaven1","[132456,0]",[],100,0,0,137058,0,[],[],[]
133,"EnvoyMaven2","[133264,0,133456]",[],100,0,0,137108,0,[],[],[]
134,"Trialmaster1","[137136,0,137232,0,137328,0,137424,0,137520,0,137616,0]",[],100,0,0,138384,0,[],[],[]
135,"Trialmaster2",[138412],[],100,0,0,138512,0,[],[],[1099]
136,"Trialmaster3","[138544,0,138640,0,138736,0,138832,0,138928,0,139024,0]",[],100,0,0,139792,0,[],[1099],[]
137,"Dannig1","[139814,0,139908,0,140002,0,140096,0,140190,0,140284,0]",[],100,0,0,141038,0,[],[],[]
138,"Dannig2","[141056,0,141150,0,141244,0,141338,0,141432,0,141526,0]",[],100,0,0,142280,0,[],[],[]
139,"DannigNoHail","[139814,0,139908,0,140002,0,140096,0,140190]",[],100,0,0,142380,0,[],[],[]
140,"Rog1","[142392,0,142474,0,142556,0,142638,0,142720,0,142802,0]",[],100,0,0,143472,0,[],[],[]
141,"Rog2","[143484,0,143566,0,143648,0,143730,0]",[],100,0,0,144204,0,[],[],[]
142,"Rog3","[144216,0,144298,0,144380,0,144462,0,144544]",[],100,0,0,145026,0,[],[],[]
143,"Tujen1","[145042,0,145132,0,145222,0,145312,0,145402,0,145492]",[],100,0,0,146120,0,[],[],[]
144,"Tujen2","[146136,0,146226,0,146316,0,146406,0,146496,0,146586,0]",[],100,0,0,147312,0,[],[],[]
145,"Gwennen1","[147332,0,147430,0,147528,0,147626,0,147724,0,147822,0]",[],100,0,0,148604,0,[],[],[]
146,"Gwennen2","[148624,0,148722,0,148820,0,148918,0]",[],100,0,0,149472,0,[2487],[],[]
147,"Gwennen3",[149508],[],100,1,0,149612,0,[],[],[1154]
148,"Gwennen4",[149652],[],100,1,0,149754,0,[],[1154],[]
149,"TheLastToDie1","[149804,0,149926,0,150048,0,150170,0,150292]",[],100,0,0,150974,0,[],[],[]
150,"TheLastToDie2","[151004,0,151130,0,151256,0,151382,0]",[],100,0,0,152076,0,[],[],[]
151,"TheLastToDie3",[152106],[],100,0,0,152220,0,[],[],[]
152,"Lilly1GodslayerGreetings","[152272,0,152382,0,152492,0]",[],100,0,0,152980,0,[],[],[]
153,"Lilly2GoodTidingsGreetings","[153036,0,153146]",[],100,0,0,153390,0,[],[],[]
154,"Lilly3Farewells","[153424,0,153528,0]",[],100,0,0,153872,0,[],[],[]
155,"NewCadiroHellos","[153906,0,154016,0,154126,0,154236,0,154346,0,154456,0,154566,0,154676,0,154786,0,154896,0,155006,0,155116,0,155226,0,155336,0,155446,0,155556,0,155666,0,155776,0]",[],100,0,0,158154,0,[],[],[]
156,"NewCadiroGoodbyes","[158192,0,158302,0,158412,0,158522,0,158632,0,158742,0,158852,0,158962,0,159072,0,159182,0,159292,0,159402,0]",[],100,0,0,161024,0,[],[],[]
157,"DiviniaHelloTown","[161060,0,161180,0,161300,0,161420,0,161540,0,161660,0,161780,0,161900,0,162020,0,162140,0,162260,0,162380,0]",[],100,0,0,164132,0,[],[],[]
158,"DiviniaHelloFellshrineSanctumEntrance","[164210,0,164330,0,164450,0,164570]",[],100,0,0,165106,0,[],[],[]
159,"DiviniaHelloMerchant","[165150,0,165286,0,165422,0,165558,0,165694,0,165830,0,165966,0,166102,0,166238,0,166374]",[],100,0,0,167886,0,[],[],[]
160,"DiviniaGoodbyeTown","[167926,0,168050,0,168174,0,168298,0,168422,0,168546,0]",[],100,0,0,169590,0,[],[],[]
161,"DiviniaGoodbyeFellshrineSanctumEntrance","[169672,0,169796,0,169920,0,170044,0,170168,0,170292,0]",[],100,0,0,171320,0,[],[],[]
162,"DiviniaGoodbyeMerchant","[171368,0,171492,0,171616,0,171740,0,171864,0,171988,0,172112,0]",[],100,0,0,173344,0,[],[],[]
163,"UnaGreeting","[173370,0,173512,0,173654,0,173796,0,173938,0,174080,0]",[],100,0,0,175170,0,[],[],[]
164,"UnaGreetingLute","[175204,0,175366]",[],100,1,0,175714,0,[],[],[]
165,"UnaGreetingTreeNoRunes","[175778,0,175944,0,176110,0]",[],100,0,0,176822,0,[2947],[],[]
166,"UnaFarewellTreeNoRunes","[176886,0,177052,0,177218,0,177384,0]",[],100,0,0,178278,0,[2947],[],[]
167,"UnaFarewellTreeSomeRunes","[178346,0,178516,0,178686,0]",[],100,1,0,179414,0,[2948],[],[]
168,"UnaFarewell","[179472,0,179614,0,179756,0,179898,0,180040,0]",[],100,0,0,180972,0,[],[],[]
169,"UnaFarewellHoodedMet","[181016,0,181200]",[],100,1,0,181592,0,[],[],[]
170,"UnaFarewellLute","[181642,0,181804]",[],100,1,0,182152,0,[],[],[]
171,"UnaGrimHellos","[182198,0,182362,0,182526,0,182690]",[],100,0,0,183402,0,[],[],[]
172,"UnaGrimGoodbyes","[183436,0,183600,0,183764,0]",[],100,0,0,184468,0,[],[],[]
173,"Renly1","[184484,0,184616,0,184748,0,184880,0,185012,0,185144,0,185276,0,185408,0]",[],100,0,0,186724,0,[],[],[]
174,"Renly2","[186740,0,186872,0,187004,0,187136,0,187268,0,187400,0,187532,0,185408,0]",[],100,0,0,188848,0,[],[],[]
175,"Finn1_1","[188866,0,189014,0,189162,0,189310,0,189458,0,189606,0,189754,0,189902,0,190050]",[],100,0,0,191518,0,[2962],[],[]
176,"Finn1_2","[191552,0,191700,0,191848,0,191996]",[],100,1,0,192644,0,[2962],[],[]
177,"Finn1_3","[192694,0,192842,0,192990,0,193138]",[],100,1,0,193786,0,[2962],[],[]
178,"Finn1_4","[193836,0,193990,0,194144,0,194298,0,194452,0,194606,0,194760,0,194914]",[],100,1,0,196266,0,[],[],[]
179,"Finn2_1","[196300,0,196448,0,196596,0,196744,0,196892,0,197040,0,197188,0,197336]",[],100,0,0,198640,0,[2962],[],[]
180,"Finn2_2","[198674,0,198822,0,198970,0,199118,0]",[],100,1,0,199922,0,[2962],[],[]
181,"Finn2_3","[199972,0,200120,0,200268,0,200416,0]",[],100,1,0,201220,0,[2962],[],[]
182,"Finn2_4","[201270,0,201424,0,201578,0,201732,0,201886,0,202040,0,202194,0,202348,0,202502]",[],100,1,0,204024,0,[],[],[]
183,"LachlannGreeting","[204076,0,204238,0,204400,0,204562,0,204724,0,204886,0,205048,0,205210,0,205372,0,205534,0,205696,0,205858,0]",[],100,0,0,208156,0,"[4703,4704]",[],[]
184,"LachlannGreetingAsiniaKey","[208242,0,208418,0,208594,0,208770,0,208946,0,209122,0,209298,0]",[],100,1,0,210818,0,[],[],[]
185,"LachlannGreetingDravenKey","[208242,0,208418,0,208594,0,208770,0,208946,0,209122,0,209298,0]",[],100,1,0,211000,0,[],[],[]
186,"LachlannFarewell","[211052,0,211214,0,211376,0,211538,0,211700,0,211862,0,212024,0,212186,0,212348]",[],100,0,0,213942,0,"[4703,4704]",[],[]
187,"LachlannFarewellAsiniaKey","[214028,0,214204,0,214380,0,214556,0,214732,0,214908,0,215084,0,215260,0]",[],100,1,0,216972,0,[],[],[]
188,"LachlannFarewellDravenKey","[214028,0,214204,0,214380,0,214556,0,214732,0,214908,0,215084,0,215260,0]",[],100,1,0,217170,0,[],[],[]
189,"Risu1","[217200,0,217346,0,217492,0,217638,0,217784,0,217930,0,218076,0]",[],100,0,0,219356,0,[],[],[]
190,"Risu2","[219370,0,219516,0,219662,0,219808,0,219954,0,220100,0,220246,0,220392,0]",[],100,0,0,221834,0,[],[],[]
191,"Risu3","[217200,0,217346,0,217492,0,217638,0,217784,0,217930,0,218076,0]",[],100,0,0,221960,0,[],[],[]
192,"Risu4","[219370,0,219516,0,219662,0,219808,0,219954,0,220100,0,220246,0,220392,0]",[],100,0,0,222102,0,[],[],[]
193,"Shambrin1","[222124,0,222286,0,222448,0,222610,0,222772,0,222934,0,223096,0,223258]",[],100,0,0,224674,0,[],[],[]
194,"Shambrin1Happy","[224706,0,224878,0,225050,0,225222,0,225394,0,225566,0,225738,0,225910,0]",[],100,1,0,227586,0,[],[],[]
195,"Shambrin2","[227624,0,227786,0,227948,0,228110,0,228272,0,228434,0,228596,0,228758,0,228920,0,229082,0]",[],100,0,0,231024,0,[],[],[]
196,"Shambrin2Happy","[231056,0,231228,0,231400,0,231572,0,231744,0,231916,0,232088,0,232260]",[],100,1,0,233756,0,[],[],[]
197,"Asala1","[233788,0,233942,0,234096,0,234250,0,234404,0,234558,0,234712,0]",[],100,0,0,236056,0,[],[],[]
198,"Asala2","[236072,0,236226,0,236380,0,236534,0,236688,0,236842,0]",[],100,0,0,238016,0,[],[],[]
199,"AsalaEnergeticByes",[],[],100,0,0,238056,0,[],[],[]
200,"AsalaAllByes",[],[],100,0,0,238084,0,[],[],[]
201,"AsalaDivineHellos",[],[],100,0,0,238122,0,[],[],[]
202,"AsalaDivineByes",[],[],100,0,0,238156,0,[],[],[]
203,"Zarka1","[238172,0,238310,0,238448,0,238586,0,238724,0,238862,0,239000,0]",[],100,0,0,240216,0,[],[],[]
204,"Zarka2","[240232,0,240370,0,240508,0,240646,0,240784,0,240922,0]",[],100,0,0,241984,0,[],[],[]
205,"Mentor1","[242002,0,242150,0,242298,0,242446,0,242594,0,242742,0,242890,0,243038]",[],100,0,0,244342,0,[],[],[]
206,"Mentor1Injured","[244374,0,244542,0,244710,0,244878,0,245046,0,245214,0]",[],100,0,0,246486,0,[],[],[]
207,"Mentor2","[246504,0,246650,0,246796,0,246942,0,247088,0,247234,0,247380,0,247526]",[],100,0,0,248814,0,[],[],[]
208,"Mentor2Injured","[248846,0,249014,0,249182,0,249350,0,249518,0,249686]",[],100,0,0,250782,0,[],[],[]
209,"YoungZana1",[],[],100,0,0,250806,0,[],[],[]
210,"YoungZana2",[],[],100,0,0,250830,0,[],[],[]
211,"DominusMobile1","[250862,0,250972,0,251082,0,251192,0,251302]",[],100,0,0,251924,0,[],[],[]
212,"DominusMobile2","[251956,0,252066,0,252176,0,252286,0,252396]",[],100,0,0,253018,0,[],[],[]
213,"Oswald1","[253036,0,253190,0,253344,0,253498,0,253652,0,253806,0,253960,0,254114,0,254268,0,254422,0,254576,0]",[],100,0,0,256600,0,[],[],[]
214,"Oswald2","[256618,0,256772,0,256926,0,257080,0,257234,0,257388,0,257542,0,257696,0]",[],100,0,0,259210,0,[],[],[]
215,"Servi1","[259226,0,259376,0,259526,0,259676,0,259826,0,259976,0,260126,0]",[],100,0,0,261438,0,[],[],[]
216,"Servi2","[261454,0,261604,0,261754,0,261904,0,262054,0,262204,0,262354]",[],100,0,0,263508,0,[],[],[]
217,"Servi1Happy","[263534,0,263696,0,263858,0,264020,0,264182,0,264344,0]",[],100,1,0,265574,0,[],[],[]
218,"Servi2Happy","[265616,0,265778,0,265940,0,266102,0,266264,0,266426,0]",[],100,1,0,267656,0,[],[],[]
219,"Servi1Bog","[267694,0,267852,0,268010,0,268168]",[],100,0,0,268856,0,[4619],[],[]
220,"Servi2Bog","[268894,0,269052,0,269210,0]",[],100,0,0,269890,0,[4619],[],[]
221,"AlvaFour1","[269928,0,270074,0,270220,0,270366,0,270512,0,270658,0,270804,0,270950,0,271096,0,271242,0,271388,0]",[],100,0,0,273316,0,[],[],[]
222,"AlvaFour1_NoSoulCore","[273360,0,273520,0,273680,0,273840,0,274000,0,274160,0,274320,0,274480]",[],100,0,0,275880,0,[],[],[]
223,"AlvaFour1_SoulCore","[275920,0,276076]",[],100,1,0,276412,0,[],[],[]
224,"AlvaFour1_Generator","[276470,0,276636,0,276802,0,276968,0,277134,0,277300,0]",[],100,0,0,278558,0,[4423],[],[]
225,"AlvaFour1_KeyQuest","[278614,0,278778,0,278942,0,279106,0,279270]",[],100,0,0,280162,0,[],[],[]
226,"AlvaFour1_OutskirtsNoCore","[280216,0,280388]",[],100,0,0,280756,0,[3764],[],[]
227,"AlvaFour1_OutskirtsCore","[280822,0,280996,0,281170,0,281344]",[],100,1,0,282096,0,[],[],[]
228,"AlvaFour1_SunKeyFound","[282158,0,282322,0]",[],100,1,0,282846,0,[3807],[],[]
