"rownum","Id","MtxTypeGameSpecific","HASH16","HASH32","Size","bool_34","bool_35","HideoutTags","HideoutCategory","GrantedSkill","i32_84","bool_88","rid_89","bool_105","bool_106","bool_107","string_108","ReviveEffect"
23,"Metadata/Pet/Weta/Giant",4166,29172,1896349948,8,"","",[1],87,[],0,"","","","",1,"",""
24,"Metadata/Pet/Scorpion/fire_upgrade",4161,30851,493774317,8,"","",[1],76,[],0,"","","","",1,"",""
25,"Metadata/Pet/Scorpion/acid_upgrade",4162,37150,501714169,8,"","",[1],1,[],0,"","","","",1,"",""
26,"Metadata/Pet/Scorpion/Light_upgrade",4163,5815,3392920716,8,"","",[1],83,[],0,"","","","",1,"",""
27,"Metadata/Pet/Weta/Blood",4167,58150,2932428271,8,"","",[1],63,[],0,"","","","",1,"",""
28,"Metadata/Pet/Kiwi/Albino",4173,27785,495546624,8,"","",[1],27,[],0,"","","","",1,"",""
29,"Metadata/Pet/BabyRhoa/babyrhoa",4174,26930,2589651816,8,"","",[1],90,[],0,"","","","",1,"",""
30,"Metadata/Pet/BabyRhoa/babyrhoa_attach1",4175,17929,55199043,8,"","",[1],90,[],0,"","","","",1,"",""
31,"Metadata/Pet/BabyRhoa/babyrhoa_attach2",4176,25177,3137526107,8,"","",[1],90,[],0,"","","","",1,"",""
32,"Metadata/Pet/BabyRhoa/babyrhoa_attach3",4177,14091,2647173827,8,"","",[1],90,[],0,"","","","",1,"",""
33,"Metadata/Pet/BabyRhoaFlying/babyrhoaflying",4178,27061,2627859732,9,"","",[1],90,[],0,"","","","",1,"",""
34,"Metadata/Pet/Ferret/Ferret",4179,23993,3267141381,8,"","",[1],87,[],0,"","","","",1,"",""
35,"Metadata/Pet/Cat/Black",4180,45791,424651664,8,"","",[1],60,[],0,"","","","",1,"",""
36,"Metadata/Pet/DemonHand/Basic",4181,44454,3379651799,8,"","",[1],38,[],0,"","","","",1,"",""
37,"Metadata/Pet/Fox/infernal_fox/Infernal",4182,28741,4117726506,9,"","",[1],76,[],0,"","","","",1,"",""
38,"Metadata/Pet/Bat/Vampire_Bat/Lightning",4183,63077,1760403080,8,"","",[1],83,[],0,"","","","",1,"",""
39,"Metadata/Pet/Garena/Garena",4184,21065,1776958371,8,"","",[1],87,[],0,"","","","",1,"",""
40,"Metadata/Pet/BellLizard/BellLizard",4185,38215,3242153080,8,"","",[1],87,[],0,"","","","",1,"",""
41,"Metadata/Pet/Lion/Demon/DemonLion",4186,61331,2043582045,11,"","",[1],87,[],0,"","","","",1,"",""
42,"Metadata/Pet/Lion/Gem/GemLion",4187,51436,92786027,11,"","",[1],87,[],0,"","","","",1,"",""
43,"Metadata/Pet/Cobra/Cobra",4188,37676,2142825620,8,"","",[1],87,[],0,"","","","",1,"",""
44,"Metadata/Pet/Cockroach/Cockroach",4189,61480,4110091475,8,"","",[1],87,[],0,"","","","",1,"",""
45,"Metadata/Pet/FormosanBear/FormosanBear",4190,51230,4261361121,10,"","",[1],87,[],0,"","","","",1,"",""
46,"Metadata/Pet/SpiderLizard/SpiderLizard",4191,179,1059602331,8,"","",[1],87,[],0,"","","","",1,"",""
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",4192,32372,2015692369,8,"","",[1],87,[],0,"","","","",1,"",""
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",4193,37890,1447674443,8,"","",[1],87,[],0,"","","","",1,"",""
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",4194,236,2369883565,8,"","",[1],87,[],0,"","","","",1,"",""
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",4195,32726,107313587,8,"","",[1],87,[],0,"","","","",1,"",""
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",4196,38988,4124732822,8,"","",[1],87,[],0,"","","","",1,"",""
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",4197,35988,561753583,8,"","",[1],87,[],0,"","","","",1,"",""
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",4198,52732,1611509233,8,"","",[1],87,[],0,"","","","",1,"",""
54,"Metadata/Pet/Spider/spider",4199,55525,2796191311,8,"","",[1],87,[],0,"","","","",1,"",""
55,"Metadata/Pet/FormosanDeer/FormosanDeer",4200,24612,3775824170,10,"","",[1],87,[],0,"","","","",1,"",""
56,"Metadata/Pet/FlySwarm/FlySwarm",4201,21094,323895592,10,"","",[1],87,[],0,"","","","",1,"",""
57,"Metadata/Pet/DropBear/DropBear",4204,53741,2670153418,9,"","",[1],87,[],0,"","","","",1,"",""
58,"Metadata/Pet/BloodWorm/BloodWorm",4205,22385,250173848,8,"","",[1],63,[],0,"","","","",1,"",""
59,"Metadata/Pet/Rat_Black/Rat_Black",4206,12421,1561226635,8,"","",[1],95,[],0,"","","","",1,"",""
60,"Metadata/Pet/RollingHead/RollingHead",4207,39587,525305324,8,"","",[1],87,[],0,"","","","",1,"",""
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",4202,54607,2834202017,9,"","",[1],58,[],0,"","","","",1,"",""
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",4203,45808,65843484,9,"","",[1],87,[],0,"","","","",1,"",""
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",4208,61684,736025386,10,"","",[1],87,[],0,"","","","",1,"",""
64,"Metadata/Pet/Chicken/Chicken",4209,56633,4242022881,8,"","",[1],87,[],0,"","","","",1,"",""
65,"Metadata/Pet/WildTurkey/WildTurkey",4210,35129,3400156051,9,"","",[1],87,[],0,"","","","",1,"",""
66,"Metadata/Pet/Hedgehog/Hedgehog",4211,33648,4285955078,8,"","",[1],87,[],0,"","","","",1,"",""
67,"Metadata/Pet/Lemur/Lemur",4212,35010,4166676632,8,"","",[1],87,[],0,"","","","",1,"",""
68,"Metadata/Pet/PeacockMale/PeacockMale",4213,9926,466304269,10,"","",[1],87,[],0,"","","","",1,"",""
69,"Metadata/Pet/PeacockFemale/PeacockFemale",4214,33779,2305100438,9,"","",[1],87,[],0,"","","","",1,"",""
70,"Metadata/Pet/Pukeko/Pukeko",4215,42772,3384569512,8,"","",[1],87,[],0,"","","","",1,"",""
71,"Metadata/Pet/RockElemental/RockElemental",4216,4109,264118195,8,"","",[1],87,[],0,"","","","",1,"",""
72,"Metadata/Pet/DesertTortoise/DesertTortoise",4217,30319,1227767617,8,"","",[1],87,[],0,"","","","",1,"",""
73,"Metadata/Pet/Koala/KoalaBear",4218,1954,2851909214,9,"","",[1],87,[],0,"","","","",1,"",""
74,"Metadata/Pet/Basilisk/LargeInfernal",4219,41489,1345778215,10,"","",[1],76,[],0,"","","","",1,"",""
75,"Metadata/Pet/BabyElephant/BabyElephant",4220,59563,3707581526,10,"","",[1],87,[],0,"","","","",1,"",""
76,"Metadata/Pet/Wallaby/Wallaby",4221,49218,1542167465,9,"","",[1],87,[],0,"","","","",1,"",""
77,"Metadata/Pet/Merveil/Merveil",4222,13339,2646780377,8,"","",[2],87,[],0,"","","","",1,"",""
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",4223,11282,2288428148,9,"","",[1],8,[],0,"","","","",1,"",""
79,"Metadata/Pet/Centipede/Centipede",4224,44298,571772702,8,"","",[1],87,[],0,"","","","",1,"",""
80,"Metadata/Pet/Parasite/Parasite",4225,33592,3128572226,8,"","",[1],87,[],0,"","","","",1,"",""
81,"Metadata/Pet/Wolf/Wolf",4226,4978,1417889777,10,"","",[1],87,[],0,"","","","",1,"",""
82,"Metadata/Pet/GargoyleStone/GargoyleStone",4227,12813,4235644539,8,"","",[1],9,[],0,"","","","",1,"",""
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",4228,23066,1034053560,9,"","",[1],9,[],0,"","","","",1,"",""
84,"Metadata/Pet/GargoyleGold/GargoyleGold",4229,55450,644677366,11,"","",[1],9,[],0,"","","","",1,"",""
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",4230,62877,2878365197,12,1,"",[1],9,[],0,"","","","",1,"",""
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",4231,18325,2648955510,12,"",1,[1],9,[],0,"","","","",1,"",""
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",4232,16648,144263569,12,1,"",[1],9,[],0,"","","","",1,"",""
88,"Metadata/Pet/BladeSentry/BladeSentry",4233,57610,2307876997,9,"","",[1],9,[],0,"","","","",1,"",""
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4234,9254,4219985825,11,"","",[1],87,[],0,"","","","",1,"",""
90,"Metadata/Pet/Parrot/BrazilianParrot",4235,11327,1611287605,8,"","",[1],62,[],0,"","","","",1,"",""
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4236,38441,2672298337,8,"","",[1],23,[],0,"","","","",1,"",""
92,"Metadata/Pet/Rabbit/Rabbit",4238,18298,1273957525,8,"","",[1],87,[],0,"","","","",1,"",""
93,"Metadata/Pet/Beetle/Beetle",4237,62953,740153844,8,"","",[1],87,[],0,"","","","",1,"",""
94,"Metadata/Pet/HeiTiki/Spawner",4239,1422,2132179608,8,"","",[1],79,[],0,"","","","",1,"",""
95,"Metadata/Pet/GraspingHands/Spawner",4240,18807,505370472,8,"","",[1],87,[],0,"","","","",1,"",""
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4241,46209,2520588988,8,"","",[1],87,[],0,"","","","",1,"",""
97,"Metadata/Pet/Frog/PurpleCrown",4242,2373,3806981036,8,"","",[1],98,[],0,"","","","",1,"",""
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4243,37899,2161186010,8,"","",[1],83,[],0,"","","","",1,"",""
99,"Metadata/Pet/Tiger/Tiger",4244,42732,1136125275,8,1,"",[1],87,[],0,"","","","",1,"",""
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4245,29213,392127810,8,"","",[1],98,[],0,"","","","",1,"",""
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4246,43611,3646255886,8,1,"",[1],87,[],0,"","","","",1,"",""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4247,27891,39284388,10,"","",[1],8,[],0,"","","","",1,"",""
103,"Metadata/Pet/Cat/Orange",4248,39785,3350420698,8,"","",[1],87,[],0,"","","","",1,"",""
104,"Metadata/Pet/Devourling/Spawner",4249,37136,2035542083,8,"","",[1],87,[],0,"","","","",1,"",""
105,"Metadata/Pet/Taotie/Taotie",4250,53912,842260651,8,"","",[1],87,[],0,"","","","",1,"",""
106,"Metadata/Pet/TaowuPet/Taowu",4251,44003,249537852,12,"","",[1],87,[],0,"","","","",1,"",""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4252,41426,2799503119,8,"","",[1],97,[],0,"","","","",1,"",""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4253,15396,3377198447,8,"","",[1],115,[],0,"","","","",1,"",""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4254,22446,1606158354,8,"","",[1],66,[],0,"","","","",1,"",""
110,"Metadata/Pet/Crow/Crow",4255,15557,1089633335,8,"","",[1],115,[],0,"","","","",1,"",""
111,"Metadata/Pet/Dove/Dove",4256,23068,3580727153,8,"","",[1],97,[],0,"","","","",1,"",""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4257,959,769994330,8,1,"",[1],94,[],0,"","","","",1,"",""
113,"Metadata/Pet/Frog/Fire",4258,36691,2885035173,8,"","",[1],52,[],0,"","","","",1,"",""
114,"Metadata/Pet/Frog/Ice",4259,51649,1374853171,8,"","",[1],74,[],0,"","","","",1,"",""
115,"Metadata/Pet/Hundun/Hundun",4260,39330,4198982629,8,"","",[1],87,[],0,"","","","",1,"",""
116,"Metadata/Pet/Cat/Julio",4261,16366,35405298,8,"","",[1],87,[],0,"","","","",1,"",""
117,"Metadata/Pet/Qiongqi/Qiongqi",4262,31382,418931310,12,"","",[1],87,[],0,"","","","",1,"",""
118,"Metadata/Pet/Tiger/IceTiger",4263,39297,2727426832,8,"","",[1],74,[],0,"","","","",1,"",""
119,"Metadata/Pet/Lion/Fire",4264,46948,3079078115,8,"","",[1],52,[],0,"","","","",1,"",""
120,"Metadata/Pet/Eyeball/Eyeball1",4265,50864,2124331054,8,"","",[1],87,[],0,"","","","",1,"",""
121,"Metadata/Pet/Eyeball/Eyeball2",4266,40496,3719119773,8,"","",[1],87,[],0,"","","","",1,"",""
122,"Metadata/Pet/Eyeball/Eyeball3",4267,8802,2016893525,8,"","",[1],87,[],0,"","","","",1,"",""
123,"Metadata/Pet/Eyeball/Eyeball4",4268,9908,3951086900,8,"","",[1],87,[],0,"","","","",1,"",""
124,"Metadata/Pet/Eyeball/Eyeball5",4269,46914,659656723,8,"","",[1],87,[],0,"","","","",1,"",""
125,"Metadata/Pet/HellionCub/HellionCub",4270,32804,1176946178,8,"","",[1],14,[],0,"","","","",1,"",""
126,"Metadata/Pet/Cat/Celestial",4271,11232,2025345880,8,"","",[1],22,[],0,"","","","",1,"",""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4272,56837,693630802,8,"","",[1],3,[],0,"","","","",1,"",""
128,"Metadata/Pet/Harpy/Harpy",4273,12782,2224862578,8,"","",[1],14,[],0,"","","","",1,"",""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4274,51064,2748343464,8,"","",[1],106,[],0,"","","","",1,"",""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4275,27467,1653082563,8,"","",[1],106,[],0,"","","","",1,"",""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4276,788,2328201681,8,"","",[1],106,[],0,"","","","",1,"",""
132,"Metadata/Pet/Cherub/Sin",4277,31710,3675168976,8,"","",[1],106,[],0,"","","","",1,"",""
133,"Metadata/Pet/Cherub/Innocence",4278,2666,3460154455,8,"","",[1],106,[],0,"","","","",1,"",""
134,"Metadata/Pet/Beast/Beast",4279,61624,3988266240,8,"","",[1],3,[],0,"","","","",1,"",""
135,"Metadata/Pet/Goatman/Goatman",4280,18005,1412436581,8,"","",[2],3,[],0,"","","","",1,"",""
136,"Metadata/Pet/Monkey/Monkey",4281,16394,3327493727,8,"","",[1],3,[],0,"","","","",1,"",""
137,"Metadata/Pet/Raptor/Raptor",4282,33935,3786499390,8,"","",[1],4,[],0,"","","","",1,"",""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4283,22427,3563357183,8,"","",[1],4,[],0,"","","","",1,"",""
139,"Metadata/Pet/Copter/Copter",4284,16464,1729046367,8,"","",[1],4,[],0,"","","","",1,"",""
140,"Metadata/Pet/Scorpion/Machine",4285,59390,4171571035,8,"","",[1],4,[],0,"","","","",1,"",""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4286,33690,486252385,8,"","",[1],3,[],0,"","","","",1,"",""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4287,39119,4211696582,8,"","",[1],3,[],0,"","","","",1,"",""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4288,39562,1520549931,8,"","",[1],3,[],0,"","","","",1,"",""
144,"Metadata/Pet/Lion/Gold",4289,10237,2695464788,8,"","",[1],91,[],0,"","","","",1,"",""
145,"Metadata/Pet/Raven/BloodGuard",4291,25852,1125853159,8,"","",[1],91,[],0,"","","","",1,"",""
146,"Metadata/Pet/Eagle/FaithGuard",4292,4458,3248148720,8,"","",[1],91,[],0,"","","","",1,"",""
147,"Metadata/Pet/Raven/Oriath",4293,4468,26153211,8,"","",[1],91,[],0,"","","","",1,"",""
148,"Metadata/Pet/Pigeon/Dark",4295,33552,3181264526,8,"","",[1],91,[],0,"","","","",1,"",""
149,"Metadata/Pet/Pigeon/Light",4294,45470,1738135047,8,"","",[1],91,[],0,"","","","",1,"",""
150,"Metadata/Pet/BallTrio/Fire",4296,29403,652760115,8,"","",[1],52,[],0,"","","","",1,"",""
151,"Metadata/Pet/BallTrio/Cold",4297,52693,3113055320,8,"","",[1],74,[],0,"","","","",1,"",""
152,"Metadata/Pet/BallTrio/Lightning",4298,43310,2545958638,8,"","",[1],83,[],0,"","","","",1,"",""
153,"Metadata/Pet/Hound/BloodGuard",4290,38041,1258872721,8,"","",[1],91,[],0,"","","","",1,"",""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4299,59561,3791391061,8,"","",[1],37,[],0,"","","","",1,"",""
155,"Metadata/Pet/Canary/Canary",4300,44741,3590028094,8,"","",[1],37,[],0,"","","","",1,"",""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4301,194,2290583621,8,"","",[2],64,[],0,"","","","",1,"",""
157,"Metadata/Pet/Football/Football",4302,14839,1185185619,8,"","",[1],87,[],0,"","","","",1,"",""
158,"Metadata/Pet/Dragon/Dragon",4303,54673,1039853675,15,1,"",[1],40,[],0,"","","","",1,"",""
159,"Metadata/Pet/Dragon/DragonPremium",4304,64290,879152964,15,"",1,[1],40,[],0,"","","","",1,"",""
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4305,62840,1511829348,15,1,"",[1],40,[],0,"","","","",1,"",""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4306,80,1186416359,8,"","",[1],51,[],0,"","","","",1,"",""
162,"Metadata/Pet/Taniwha/Taniwha",4307,38520,1373816730,8,"","",[1],51,[],0,"","","","",1,"",""
163,"Metadata/Pet/CorsairPet/CorsairPet",4308,53120,590015658,8,"","",[1],51,[],0,"","","","",1,"",""
164,"Metadata/Pet/Mystic/Spawner",4309,42154,3356912828,8,"","",[1],51,[],0,"","","","",1,"",""
165,"Metadata/Pet/MadcapHare/MadcapHare",4310,8258,3507810646,8,"","",[1],59,[],0,"","","","",1,"",""
166,"Metadata/Pet/MadcapToad/MadcapToad",4311,23160,2111973274,8,"","",[1],59,[],0,"","","","",1,"",""
167,"Metadata/Pet/Dragonfly/Dragonfly",4312,12676,1222801766,8,"","",[1],59,[],0,"","","","",1,"",""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4313,2131,4233884680,8,"","",[1],59,[],0,"","","","",1,"",""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4314,60281,2372494864,8,"","",[1],111,[],0,"","","","",1,"",""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4315,14520,497952022,8,"","",[1],40,[],0,"","","","",1,"",""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4316,30652,2294021895,8,"","",[1],3,[],0,"","","","",1,"",""
172,"Metadata/Pet/IceDragon/IceDragon",4317,63368,130347084,15,1,"",[1],8,[],0,"","","","",1,"",""
173,"Metadata/Pet/IceDragon/IceDragonPremium",4318,27478,1247748361,15,"",1,[1],8,[],0,"","","","",1,"",""
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4319,33684,777235911,15,1,"",[1],8,[],0,"","","","",1,"",""
175,"Metadata/Pet/Viper/Viper",4320,31197,120815342,15,"","",[1],120,[],0,"","","","",1,"",""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4321,35180,533108394,12,1,"",[1],76,[],0,"","","","",1,"",""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4322,12740,3342464765,12,"",1,[1],22,[],0,"","","","",1,"",""
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4323,11626,1527543398,12,1,"",[1],22,[],0,"","","","",1,"",""
179,"Metadata/Pet/CruciblePet/CruciblePet",4324,36326,2640384135,8,"","",[1],35,[],0,"","","","",1,"",""
180,"Metadata/Pet/CultDarkness/CultDarkness",4325,49679,89311069,8,1,"",[1],81,[],0,"","","","",1,"",""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4326,58024,2889895656,12,"","",[1],56,[],0,"","","","",1,"",""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4327,59262,542164782,8,"","",[1],56,[],0,"","","","",1,"",""
183,"Metadata/Pet/WildPanther/WildPanther",4328,23886,575635201,8,"","",[1],56,[],0,"","","","",1,"",""
184,"Metadata/Pet/WildScorpion/WildScorpion",4329,1722,1975481093,8,"","",[1],56,[],0,"","","","",1,"",""
185,"Metadata/Pet/Plated/Plated",4330,8952,864162170,8,"","",[1],122,[],0,"","","","",1,"",""
186,"Metadata/Pet/WaterElemental/WaterElemental",4331,13003,3396860092,8,"","",[1],44,[],0,"","","","",1,"",""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4332,6191,2985732569,8,"","",[1],19,[],0,"","","","",1,"",""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4333,39940,722581269,12,"","",[1],20,[],0,"","","","",1,"",""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4334,61010,918280425,8,"","",[1],20,[],0,"","","","",1,"",""
190,"Metadata/Pet/CircusTroll/CircusTroll",4335,31034,3458316059,12,"","",[1],20,[],0,"","","","",1,"",""
191,"Metadata/Pet/JugglingPins/Spawner",4336,8765,3715235660,8,"","",[1],20,[],0,"","","","",1,"",""
192,"Metadata/Pet/Sentinel/Sentinel",4337,63249,563009183,8,"","",[1],17,[],0,"","","","",1,"",""
193,"Metadata/Pet/Chiyou/Chiyou",4338,14700,3979531358,12,1,"",[1],25,[],0,"","","","",1,"",""
194,"Metadata/Pet/Chiyou/ChiyouPremium",4339,56810,4050529412,12,"",1,[1],25,[],0,"","","","",1,"",""
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4340,8102,2154274753,12,1,"",[1],25,[],0,"","","","",1,"",""
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4341,65022,1004586526,10,"","",[1],69,[],0,"","","","",1,"",""
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4342,52671,2502973583,8,"","",[1],38,[],0,"","","","",1,"",""
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4343,17187,1018134412,8,"","",[1],38,[],0,"","","","",1,"",""
199,"Metadata/Pet/Cat/Halloween",4344,33316,2679971225,8,"","",[1],38,[],0,"","","","",1,"",""
200,"Metadata/Pet/BlackDragon/BlackDragon",4345,32429,2565006927,15,1,"",[1],95,[],0,"","","","",1,"",""
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4346,3333,3114775714,15,"",1,[1],95,[],0,"","","","",1,"",""
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4347,6130,664285290,15,1,"",[1],95,[],0,"","","","",1,"",""
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4348,18483,2559758497,15,1,"",[1],95,[],0,"","","","",1,"",""
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4349,2820,1203915974,15,"",1,[1],95,[],0,"","","","",1,"",""
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4350,607,4132434960,15,1,"",[1],95,[],0,"","","","",1,"",""
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4351,24464,1225987715,15,"","",[1],95,[],0,"","","","",1,"",""
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4352,854,2484180807,15,"",1,[1],95,[],0,"","","","",1,"",""
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4353,64454,1270526076,15,"","",[1],95,[],0,"","","","",1,"",""
209,"Metadata/Pet/Rat_White/Rat_White",4354,28161,2698956511,8,"","",[1],95,[],0,"","","","",1,"",""
210,"Metadata/Pet/Cat/EmpyreanCat",4356,60665,4161344752,8,1,"",[1],110,[],0,"","","","",1,"",""
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4357,14105,4112892476,8,"",1,[1],110,[],0,"","","","",1,"",""
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4358,46109,334407667,8,1,"",[1],110,[],0,"","","","",1,"",""
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4355,15166,2732890586,8,"","",[1],50,[],0,"","","","",1,"",""
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4359,41100,419215472,8,"","",[1],36,[],0,"","","","",1,"",""
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4360,36647,3849415254,8,"","",[1],113,[],0,"","","","",1,"",""
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4361,45132,2649632162,8,"","",[1],113,[],0,"","","","",1,"",""
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4362,9065,4182235694,8,"","",[2],113,[],0,"","","","",1,"",""
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4363,17946,4110791455,8,"","",[1],113,[],0,"","","","",1,"",""
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4364,20736,858743343,8,"","",[1],108,[],0,"","","","",1,"",""
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4365,23154,104684623,8,"","",[1],108,[],0,"","","","",1,"",""
