"rownum","Id","Projectile","Animation","bool_36","i32_37","bool_41"
173,175,1043,31,"",0,""
174,176,1046,31,"",0,""
175,177,1044,31,"",0,""
176,178,1045,31,"",0,""
177,179,10,38,"",0,""
178,180,1059,31,"",0,""
179,181,1060,31,"",0,""
180,182,1057,37,"",0,""
181,183,1058,31,"",0,""
182,184,1059,31,"",0,""
183,185,1060,31,"",0,""
184,186,1061,31,"",0,""
185,187,1065,31,"",0,1
186,188,1162,31,"",0,""
187,189,1170,31,"",0,""
188,190,1173,31,"",0,""
189,191,1172,31,1,0,""
190,192,1188,31,"",0,""
191,193,1191,31,1,0,""
192,194,1192,35,"",0,""
193,195,1192,37,"",0,""
194,196,1193,36,"",0,""
195,197,1203,31,"",0,""
196,198,1204,31,"",0,""
197,199,1205,35,"",0,""
198,200,793,31,"",0,""
199,201,1210,31,"",0,""
200,202,1223,31,"",0,""
201,203,1226,31,1,15,""
202,204,1227,31,1,15,""
203,205,1234,31,"",0,1
204,206,1235,31,"",0,""
205,207,1237,31,"",0,""
206,208,1243,31,1,0,""
207,209,504,31,"",0,""
208,210,1264,31,1,40,""
209,211,1265,31,1,40,""
210,212,1271,31,1,0,""
211,213,1277,31,1,0,""
212,214,1298,31,"",0,""
213,215,1299,31,1,0,""
214,216,1300,31,"",0,""
215,217,1163,31,"",0,""
216,218,850,31,"",0,""
217,219,577,31,"",0,""
218,220,278,31,"",0,""
219,221,398,31,"",0,""
220,222,399,31,"",0,""
221,223,537,35,"",0,""
222,230,1503,31,"",0,""
223,231,1684,31,"",0,""
224,232,1684,31,"",0,""
225,1000,1069,35,"",0,""
226,1001,1070,36,"",0,""
227,1002,1071,35,"",0,""
228,1003,1072,36,"",0,""
229,1004,1073,37,"",0,""
230,1005,1087,31,"",10,""
231,1006,1089,31,"",0,""
232,1007,1090,31,"",0,""
233,1008,1092,31,"",0,""
234,1009,1098,31,1,0,""
235,1010,1097,31,1,-12,""
236,1011,1100,36,"",0,""
237,1012,1108,31,"",0,""
238,1013,1118,31,1,0,""
239,1014,1119,31,1,0,""
240,1015,1120,31,1,0,""
241,1016,1132,31,"",0,""
242,1017,1141,31,"",0,""
243,1018,1143,31,"",0,""
244,1019,1144,31,"",0,""
245,1020,1148,31,"",0,""
246,1021,1156,31,"",0,""
247,1022,1320,31,"",0,""
248,1023,1340,31,"",0,""
249,1024,1341,31,"",0,""
250,1025,1343,31,"",0,""
251,1026,1344,31,"",0,""
252,1027,1352,31,1,-55,""
253,1028,1355,31,"",0,""
254,1029,1360,31,"",0,""
255,1030,1366,31,"",0,""
256,1031,1367,31,"",0,""
257,1032,1374,35,"",0,""
258,1033,1375,36,"",0,""
259,1034,1376,37,"",0,""
260,1035,1377,31,"",0,""
261,1036,1386,31,"",0,""
262,1037,1387,31,"",0,""
263,1038,1389,31,"",0,""
264,1039,1464,31,"",0,""
265,1040,1463,31,"",0,""
266,1041,1392,31,"",0,""
267,1042,1393,31,1,25,""
268,1043,1394,31,1,35,""
269,1044,1398,31,"",0,""
270,1045,1399,31,"",0,""
271,1046,1405,31,"",0,""
272,1047,1408,31,"",0,""
273,1048,1409,31,"",0,""
274,1049,1417,31,"",0,""
275,1050,1418,31,1,0,1
276,1051,1425,31,1,0,""
277,1053,1433,31,"",0,""
278,1054,1437,31,"",0,""
279,1055,1362,31,"",10,1
280,1056,1446,31,"",0,""
281,1057,1448,31,"",0,""
282,1058,1449,31,1,15,""
283,1059,1450,31,1,20,""
284,1060,1452,31,"",0,""
285,1061,1459,31,"",0,""
286,1062,1460,31,1,0,""
287,1063,1462,31,1,0,""
288,1064,1465,31,"",0,""
289,1065,1466,31,1,25,""
290,1066,1484,31,1,0,""
291,1067,1485,31,"",0,""
292,1068,1493,31,1,0,""
293,1069,1509,31,1,15,""
294,1070,1510,31,1,0,""
295,1071,1511,38,"",0,""
296,1072,1512,31,"",0,""
297,1073,1514,31,1,0,""
298,1074,1517,31,"",0,""
299,1075,1518,31,"",0,1
300,1076,1528,31,1,0,1
301,1077,1530,31,1,0,""
302,1078,1533,31,1,-7,""
303,1079,1536,31,1,0,""
304,1081,1547,31,"",0,""
305,1082,1548,31,"",0,""
306,1083,1352,31,"",0,""
307,1084,1549,31,"",0,""
308,1085,1557,31,"",15,""
309,1086,1302,31,1,0,""
310,1087,1099,31,"",0,""
311,1088,1561,31,1,4,""
312,1089,1157,31,"",10,""
313,1090,1566,31,1,30,""
314,1091,1094,37,"",0,""
315,1092,1570,31,"",0,""
316,1093,1585,31,"",10,""
317,1094,1586,31,"",10,""
318,1095,1587,31,"",0,""
319,1096,1592,31,"",0,""
320,1097,1601,31,"",0,""
321,1098,1602,31,"",0,""
322,1099,1605,31,"",0,""
323,1100,1606,31,"",0,""
324,1101,1611,31,"",0,""
325,1102,1613,31,1,0,""
326,1103,1630,31,"",0,""
327,1104,1615,35,"",0,""
328,1105,1616,37,"",0,""
329,1106,1617,36,"",0,""
330,1107,1668,31,"",0,""
331,1108,1633,31,"",0,""
332,1109,1634,31,"",0,""
333,1110,1637,31,1,0,""
334,1111,1662,31,"",0,""
335,1112,1086,31,"",0,""
336,1113,1319,31,"",0,""
337,1114,1682,31,"",0,""
338,1115,1688,31,"",0,""
339,1116,1690,31,"",0,""
340,1117,1692,31,1,0,""
341,1118,1385,31,"",0,""
342,1119,1388,31,"",0,""
343,1120,1084,31,"",20,""
344,1121,1701,31,"",0,""
345,1122,1434,31,"",15,""
346,1123,1702,31,"",0,""
347,1124,1706,31,1,0,""
348,1125,1712,31,"",0,""
349,1126,1716,31,1,0,""
350,1127,1717,31,1,0,""
351,1128,1426,31,1,0,""
352,1129,1718,31,1,0,""
353,1130,1719,31,1,10,""
354,1131,1720,31,"",0,""
355,1132,1722,31,"",0,""
356,1133,1345,31,1,8,""
357,1134,1733,31,"",0,""
358,1135,1734,31,"",0,""
359,1136,1346,31,"",0,""
360,1137,1380,31,1,10,""
361,1138,1738,31,"",0,""
362,1139,1739,31,"",0,""
363,1340,1349,31,"",10,""
364,1341,1411,31,"",0,""
365,1342,1412,31,"",0,""
366,1343,1413,31,"",0,""
367,1344,1348,31,"",0,""
368,1345,1159,31,1,0,""
369,1346,1414,31,"",0,""
370,1347,1415,31,"",0,""
371,1348,1740,31,"",10,""
372,1349,1741,31,"",10,""
373,1350,1742,31,"",10,""
374,1351,1747,31,1,10,""
375,1352,1748,31,"",0,""
376,1353,1750,31,"",40,""
377,1354,1751,31,"",0,""
378,1355,1754,31,1,0,""
379,1356,1755,31,1,0,""
380,1357,1756,31,1,0,""
381,1358,1758,31,"",0,""
382,1359,1761,31,1,0,""
383,1360,1763,31,1,0,""
384,1361,1774,31,"",0,""
385,1362,1766,31,"",0,""
386,1363,1759,31,"",0,""
387,1364,1770,31,1,0,""
388,1365,1771,31,"",0,""
389,1366,1772,31,"",0,""
390,1367,1773,31,"",0,""
391,1368,1775,31,"",0,""
392,1369,1776,31,1,0,""
393,1370,1782,31,1,5,""
394,1371,1785,31,1,0,""
395,1372,1353,31,1,0,""
396,1373,1786,31,1,0,""
397,1374,1743,31,"",0,""
398,1375,1807,31,"",0,""
399,1376,1795,31,"",0,""
400,1377,848,31,1,0,""
401,1378,849,31,1,0,""
402,1379,1804,31,"",0,""
403,1380,1744,31,"",0,""
404,1381,1745,31,1,0,""
405,1382,1746,31,"",0,""
406,1383,1805,31,1,10,""
407,1384,1769,31,"",20,""
408,1385,1808,31,"",0,""
409,1386,1809,31,1,0,""
410,1387,1753,31,"",0,""
411,1388,1811,31,1,0,""
412,1389,1504,31,"",0,""
413,1390,1812,31,1,0,""
414,1391,1321,31,"",0,""
415,1392,1222,31,1,0,""
416,1393,1814,31,"",0,""
417,1394,1815,31,"",0,""
418,1395,1823,31,"",0,""
419,1396,1247,31,"",0,""
420,1397,1248,31,"",0,""
421,1398,1238,31,"",0,""
422,1399,1239,31,"",0,""
423,1400,1240,31,"",0,""
424,1401,1241,31,"",0,""
425,1402,1242,31,"",0,""
426,1403,1231,31,"",0,""
427,1404,1548,31,"",0,""
428,1405,1258,31,"",0,""
429,1406,1848,31,"",0,""
430,1407,1851,31,"",0,""
431,1408,1854,31,"",0,""
432,1409,1861,36,1,10,""
433,1410,1877,31,"",0,""
434,1411,1876,31,"",0,""
435,1412,1878,31,"",0,""
436,1413,1871,31,1,0,""
437,1414,1871,31,1,0,""
438,1415,1899,31,"",0,""
439,1416,1901,31,"",0,""
440,1417,1904,31,"",0,""
441,1418,1892,31,1,0,""
442,1419,1911,31,1,0,""
443,1420,1913,31,"",0,""
444,1421,1914,31,1,10,""
445,1422,1915,31,"",0,""
446,1423,1916,31,"",0,""
447,1424,1922,31,"",10,""
448,1425,1921,31,"",0,""
449,1426,1923,31,"",0,""
450,1427,1925,31,"",10,""
451,1428,1926,31,1,0,""
452,1429,1927,31,"",10,""
453,1430,1924,31,"",0,""
454,1431,1929,31,"",0,""
455,1432,1930,31,"",20,""
456,1433,1932,31,1,0,""
457,1434,1933,31,1,0,1
458,1435,1713,31,"",0,""
459,1436,1946,31,1,15,""
460,1437,1947,31,"",0,""
461,1438,1949,31,1,20,""
462,1439,1950,31,"",20,""
463,1440,1952,31,"",0,1
464,1441,1957,31,"",0,""
465,1442,1961,31,"",0,""
466,1443,1963,31,1,0,""
467,1444,1969,31,1,20,""
468,1445,1970,31,1,0,""
469,1446,1975,31,"",0,""
470,1447,1976,31,"",0,""
471,1448,1977,31,"",0,""
472,1449,1978,31,"",0,""
473,1450,1979,31,1,0,""
474,1451,1960,31,1,0,""
475,1452,1964,31,1,0,""
476,1453,1980,31,"",0,""
477,1454,1982,31,"",0,""
478,1455,1962,31,1,0,""
479,1456,1984,31,"",0,""
480,1457,1689,31,"",0,""
481,1458,1691,31,"",0,""
482,1459,2000,31,"",0,""
483,1460,2002,31,"",20,""
484,1461,1996,31,"",0,""
485,1462,2004,31,1,0,""
486,1463,2005,31,1,30,""
487,1464,2008,31,1,30,""
488,1465,2013,31,"",0,""
489,1466,1880,31,"",0,""
490,1467,1879,31,"",0,""
491,1468,1881,31,"",0,""
492,1469,2015,31,"",0,""
493,1470,2007,31,"",0,""
494,1471,1996,31,1,5,""
495,1472,2006,31,"",0,""
496,1473,2016,31,"",0,""
497,1474,2017,31,"",0,""
498,1475,2001,31,"",0,""
499,1476,2018,31,"",0,""
500,1477,2010,31,"",0,""
501,1478,2003,31,"",0,""
502,1479,2019,31,1,0,""
503,1480,2021,31,"",0,""
504,1481,2022,31,"",0,""
505,1482,2023,31,"",0,""
506,1483,2032,33,"",0,""
507,1484,2024,31,"",0,""
508,1485,2009,31,"",0,""
509,1486,2029,31,1,0,""
510,1487,2020,31,"",0,""
511,1488,2034,32,"",40,""
512,1489,2037,31,"",0,""
513,1490,2038,31,1,0,""
514,1491,2039,31,"",0,""
515,1492,1995,31,1,0,""
516,1493,2040,31,"",10,""
517,1494,2041,31,"",0,""
518,1495,1142,31,"",0,""
519,1496,2042,31,1,10,""
520,1497,2044,36,1,25,""
521,1498,2045,31,1,5,""
522,1499,2046,31,1,0,""
523,1500,2047,31,"",0,""
524,1501,2048,31,"",0,""
525,1502,2049,31,"",0,""
526,1503,2050,31,"",0,""
527,1504,2052,31,"",0,""
528,1505,1749,31,"",0,""
529,1506,2054,31,"",0,""
530,1508,2055,31,"",0,""
531,1513,1951,31,"",20,""
