"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","i32_32","i32_36","i32_40"
30,"ServerResumingEffect","Metadata/Effects/ServerResumingEffect",[],839646389,2,-275409809
31,"MultiplexPortal","Metadata/MiscellaneousObjects/MultiplexPortal",[],1600303822,2,-394714071
32,"MapReturnPortal","Metadata/MiscellaneousObjects/MapReturnPortal",[],1970295591,4,113847331
33,"LoopEffect","Metadata/Effects/LoopEffect",[],1609411448,4,-913693711
34,"InsectMinionHole","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleSmall",[],327236885,4,1906524155
35,"SandstormRotateObject","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/sandstorm/SandstormRotateObject",[],89582683,4,-1220168624
36,"ArchitectMapDeviceSpawner","Metadata/Projectiles/IncursionMapDeviceSpawner",[],-1763102241,4,-998326289
37,"DelayedTriggerSkillObjectLightningEpic","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning_epic",[],614040851,4,1214939500
38,"DelvePathNode","Metadata/Terrain/Leagues/Delve/Objects/DelvePathNode",[],-1160182057,4,-1187502745
39,"DelvePathEndpoint","Metadata/Terrain/Leagues/Delve/Objects/DelvePathEndpoint",[],-616175816,4,1558029244
40,"RainOfSporesBloomPod","Metadata/Effects/Spells/rain_of_spores/BloomPod",[],-1639651818,4,1789114098
41,"ToolGizmo","Metadata/MiscellaneousObjects/Gizmo",[],-1439949816,4,-2086885020
42,"MavenBrainVoidsand","Metadata/Monsters/TheCollector/Voidsand",[],968302665,4,181905077
43,"BlightPump","Metadata/Terrain/Leagues/Blight/Objects/BlightPump",[49],-2092000448,4,1128982670
44,"ShatterSmall","Metadata/Effects/Spells/shatter/ShatterSmall",[],1713641240,3,610793864
45,"ShatterLarge","Metadata/Effects/Spells/shatter/ShatterLarge",[],-419376306,3,-1352847664
46,"ShatterEpic","Metadata/Effects/Spells/shatter/ShatterEpic",[],-1865831112,3,13473451
47,"BlightIceWallSegment","Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/ice/ice_prison/FrostWall",[],-1528121303,4,-1304967513
48,"ApparitionEffectEyrieDemon","Metadata/Effects/Microtransactions/Aura/EyrieDemon/EyrieApparition",[],84422266,3,184240864
49,"MicrotransactionOrionDemon","Metadata/Effects/Microtransactions/Aura/OrionDemon/OrionDemon",[],1705896123,3,-63806079
50,"MicrotransactionCrusaderDemon","Metadata/Effects/Microtransactions/Aura/CrusaderApp/CrusaderApparition",[],-154222137,3,2095987762
51,"MicrotransactionBasiliskDemon","Metadata/Effects/Microtransactions/Aura/BasiliskDemon/BasiliskDemon",[],464624771,3,-1105156018
52,"MicrotransactionJudicatorDemon","Metadata/Effects/Microtransactions/Aura/JudicatorDemon/JudicatorDemon",[],-2088639490,3,313469033
53,"MicrotransactionJudicatorGauntlet","Metadata/Effects/Microtransactions/Aura/Judicator/Judicator",[],-304379281,3,1247189657
54,"GroundBlade","Metadata/MiscellaneousObjects/GroundBlade",[],-688515235,4,-1262020487
55,"AfflictionBossLightningVolatile","Metadata/Monsters/LeagueAffliction/Demons/FinalBossDeathZones/LightningVolatileObject",[],571837573,4,-1944164188
56,"AfflictionWindDaemonServerMarker","Metadata/Monsters/Daemon/AfflictionFogWindDaemonServerMarker",[],-407556488,4,1378586881
57,"SpikeSlamSpike","Metadata/Effects/Spells/warrior_earthshatter/spike",[],-279644615,4,1865426240
58,"HarvestScatteredVines1","Metadata/MiscellaneousObjects/Harvest/VinesDoodadObject",[51],-1764076071,4,677962978
59,"ServerOnlyGroundEffect","Metadata/Effects/Spells/ground_effects/ServerOnlyGroundEffect",[],1050403295,1,595206468
60,"FillGroundEffect","Metadata/Effects/Spells/ground_effects/FillGroundEffect",[],316014466,1,-166484780
61,"ClientGroundEffect","Metadata/Effects/Spells/ground_effects/ClientOnlyGroundEffect",[],-140464413,1,1986625798
62,"ServerGroundEffect","Metadata/Effects/Spells/ground_effects/VisibleServerGroundEffect",[],1773597000,1,-1846330856
63,"CrownOfThornsGround","Metadata/Effects/Spells/ground_effects/crown_of_thorns/CrownOfThornsGround",[],471599983,4,-1113029786
64,"CircleOfPowerEffect","Metadata/Monsters/Anomalies/CircleOfPower",[],-1989017005,4,860762157
65,"FirewallEffect","Metadata/Monsters/Anomalies/Firewall",[],233793866,4,-1819660325
66,"CurseZoneBase","Metadata/Monsters/CurseZones/CurseZoneBase",[],1713250123,4,-1385123371
67,"HeistPathNode","Metadata/Terrain/Leagues/Heist/Objects/HeistPathNode",[],1996321959,4,-1214444386
68,"HeistPathStart","Metadata/Terrain/Leagues/Heist/Objects/HeistPathStart",[],-1425945050,4,257288231
69,"HeistPathEndpoint","Metadata/Terrain/Leagues/Heist/Objects/HeistPathEndpoint",[],30402300,4,1812660011
70,"HeistPathGoal","Metadata/Terrain/Leagues/Heist/Objects/HeistPathGoal",[],-1931360402,4,1597110152
71,"HeistThugOilGround","Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/torch/OilGround",[],-1044121613,4,-23331114
72,"TeleportMarker","Metadata/MiscellaneousObjects/TeleportMarker",[],-1171505017,4,1890630643
73,"SwampBehemothPod1","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod1",[],742050223,4,365926524
74,"SwampBehemothPod2","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod2",[],1702844406,4,-473463602
75,"SwampBehemothPod3","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod3",[],-1049854418,4,1164840534
76,"MicrotransactionWarlordStash","Metadata/MiscellaneousObjects/StashSkins/WarlordStash",[],-1819186575,1,788132797
77,"MicrotransactionWarlordGuildStash","Metadata/MiscellaneousObjects/StashSkins/WarlordGuildStash",[],835800797,1,139911489
78,"UltimatumChallengeInteractable","Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractable",[55],176937671,4,911384056
79,"InvisibleDevourerHole","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/InvisibleDevourerHole",[55],1183865031,4,-632696975
80,"TrialmasterTetherSpike","Metadata/Monsters/TrialMaster/Objects/TetherSpike",[55],352027166,4,785253876
81,"TrialmasterTetherBeam","Metadata/Monsters/TrialMaster/Objects/TetherBeam",[55],-796155783,4,1261309182
82,"TrialmasterTimestopProjectileMarker","Metadata/Monsters/TrialMaster/Objects/TimestopProjectileMarker",[55],-1903688066,4,978821170
83,"TrialmasterTimestopSlamMarker","Metadata/Monsters/TrialMaster/Objects/TimestopSlamMarker",[55],-1821875021,4,-1315936178
84,"TrialmasterTeleport","Metadata/Monsters/TrialMaster/Objects/TimestopTeleport",[55],1328449756,4,1277620991
85,"TrialMasterGroundSpear","Metadata/Monsters/TrialMaster/Objects/TrialMasterGroundSpear",[],625359538,4,-2142146120
86,"DoodadNoBlocking","Metadata/MiscellaneousObjects/DoodadNoBlocking",[],-1907065122,4,-540451080
87,"DoodadNoOverlap","Metadata/MiscellaneousObjects/DoodadNoOverlap",[],924170744,4,-642865695
88,"DoodadNoOverlap3","Metadata/MiscellaneousObjects/DoodadNoOverlap3",[],1503493041,4,-1850113039
89,"DoodadNoWobble","Metadata/MiscellaneousObjects/DoodadNoWobble",[],-1442993876,4,1143359933
90,"TileUpperDoodad","Metadata/MiscellaneousObjects/TileUpperDoodad",[],-1021149406,4,1749112481
91,"TileUpperDoodadNoOverlap","Metadata/MiscellaneousObjects/TileUpperDoodadNoOverlap",[],1410711279,4,-542684573
92,"UltimatumTrialMasterBossCutscene","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene",[55],69416948,4,-974610552
93,"MicrotransactionApollyonStash","Metadata/MiscellaneousObjects/StashSkins/ApollyonStash",[],-346644243,1,-85433169
94,"MicrotransactionApollyonGuildStash","Metadata/MiscellaneousObjects/StashSkins/ApollyonGuildStash",[],1274781722,1,-157700468
95,"ExpeditionMarker","Metadata/MiscellaneousObjects/Expedition/ExpeditionMarker",[56],-148658819,4,1674208320
96,"ExpeditionExplosive","Metadata/MiscellaneousObjects/Expedition/ExpeditionExplosive",[56],-490739283,4,-10366031
97,"ExpeditionConnectorPole","Metadata/MiscellaneousObjects/Expedition/ExpeditionConnectorPole",[56],-374957473,4,-900485420
98,"ExpeditionExplosiveFuse","Metadata/MiscellaneousObjects/Expedition/ExpeditionExplosiveFuse",[56],492492991,4,1814878675
99,"ExpeditionRelic","Metadata/MiscellaneousObjects/Expedition/ExpeditionRelic",[56],-456228823,4,44589000
100,"ExpeditionPlacementIndicator","Metadata/MiscellaneousObjects/Expedition/ExpeditionPlacementIndicator",[56],-949663606,4,-1938920161
101,"ExpeditionArbalestSnipeObject","Metadata/MiscellaneousObjects/ExpeditionArbalestSnipeObject",[],-2011989504,4,1706361689
102,"ExpeditionBoneCultistEgg","Metadata/MiscellaneousObjects/Expedition/ExpeditionBoneCultistEgg",[],723706605,4,-559614205
103,"ExpeditionCultistSpawnGround","Metadata/MiscellaneousObjects/Expedition/ExpeditionArbalestSpawnGround",[56],1917636675,4,359613403
104,"ExpeditionArmourVolatile","Metadata/Effects/Spells/monsters_effects/League_Expedition/general/armored_caster/LightningBall",[],-492648912,4,980008052
105,"MicrotransactionMidnightPactStash","Metadata/MiscellaneousObjects/StashSkins/MidnightPactStash",[],1245891165,1,-1295195896
106,"MicrotransactionMidnightPactGuildStash","Metadata/MiscellaneousObjects/StashSkins/MidnightPactGuildStash",[],1864834208,1,-410931900
107,"OlrothEmbeddedSword","Metadata/Monsters/LeagueExpedition/Olroth/Objects/OlrothSwordWallEmbed",[],649381106,4,-1087526671
108,"OlrothCrackedGround","Metadata/Monsters/LeagueExpeditionNew/Olroth/Objects/OlrothCrackedGround",[],2078057680,4,-364162847
109,"TwigMonsterPod","Metadata/Monsters/SaplingMonster/Objects/seed_Thorn",[],1439089658,4,711661724
110,"ArchnemesisGlacialCageCentre","Metadata/Monsters/LeagueArchnemesis/GlacialCageCentre",[],1504985595,4,816845031
111,"InfiniteHungerSludgeGround","Metadata/Terrain/EndGame/MapAtlasPrimordial/PrimordialBoss1/Objects/InfiniteHungerSludge",[],781925685,4,-2138096781
112,"MudBurrowerHole","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mudburrower_chasm",[],-1072768048,4,-196751142
113,"MudBurrowerBodyHole","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mudburrower_chasm_body",[],580972933,4,-1823630207
114,"FungalMine1","Metadata/Monsters/FungusZombie/FungalBurstMushrooms/FungalBurstCascade1",[],265900346,4,582020517
115,"FungalMine2","Metadata/Monsters/FungusZombie/FungalBurstMushrooms/FungalBurstCascade2",[],1864965459,4,-1903767965
116,"FungalMine3","Metadata/Monsters/FungusZombie/FungalBurstMushrooms/FungalBurstCascade3",[],-2134643811,4,1049590954
117,"FlankMarker","Metadata/MiscellaneousObjects/PathMarkers/FlankMarker",[],2133198551,4,1535703783
118,"SandstormSwipeStorm","Metadata/Effects/Spells/sandstorm_swipe/sandstorm_swipe_storm",[],1924550505,4,2067791894
119,"SaltGolemFissure","Metadata/Monsters/SaltGolem/GroundFissure",[],324062747,4,684087096
120,"SandGolemSpike","Metadata/Monsters/MudGolem/Effects/Ao/sand_slam",[],934426287,4,2008373564
121,"MastodonBoneSpike1","Metadata/Monsters/MastodonBoss/effects/MastodonSpikes",[],1800022404,4,-406833356
122,"MastodonBoneSpike2","Metadata/Monsters/MastodonBoss/effects/MastodonSpikes2",[],1999320407,4,-1920639351
123,"BoneStorm","Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MastadonBoss/ao/bone_storm",[],2116894925,4,2129725491
124,"MastodonFirestormMarker","Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/MeteorMarker",[],-1225776260,4,573659534
125,"MastodonLightningMarker","Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/StormcallArenaMarker",[],971160135,4,279386381
126,"FarudinSpearArenaSpear","Metadata/Monsters/Mutewind/BanditWoman/objects/FarudinArenaSpear",[],2017317900,4,-458351353
127,"FarudinSpearCascadeSpearElite","Metadata/Monsters/Mutewind/BanditWoman/objects/FarudinCascadeSpearElite",[],1282042554,4,162767496
128,"FireWakeSpearFlames","Metadata/Effects/Spells/spear_firewake/FireWake",[],-860193767,4,-606230530
129,"FarudinSpearArenaSpearFlipped","Metadata/Monsters/Mutewind/BanditWoman/objects/FarudinArenaSpearFlipped",[],1597396603,4,1176469076
130,"DoodadScrollNoJostle","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadScrollNoJostle",[],1377526410,4,933072751
131,"DoodadNoScrollNoJostle","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadNoScrollNoJostle",[],-795216413,4,1098859161
132,"DoodadScrollNoJostleExtendTallwall","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadScrollNoJostle_extend_tallwall",[],-2110326447,4,-1612926355
133,"DoodadNoScrollNoJostleExtendTallwall","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadNoScrollNoJostle_extend_tallwall",[],1077310514,4,-161422716
134,"Caravan1","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartRear",[],1637258831,4,-1015893744
135,"Caravan2","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartCenter",[],704516800,4,1671024622
136,"Caravan3","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartFront",[],1292846581,4,1934930162
137,"Caravan4","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartWaypoint",[],1082411037,4,-340100702
138,"Caravan5","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartWaypointFront",[],-770396496,4,534106994
139,"Caravan6","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartQuarters01",[],-1783086608,4,-1980053386
140,"Caravan7","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartQuarters02",[],-1702737172,4,-35117314
141,"Caravan8","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartArmourBack",[],806632065,4,1474561227
142,"Caravan9","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartArmourFront",[],904410973,4,2042822033
143,"Caravan0","Metadata/Terrain/Gallows/Act2/2_town/Objects/Caravan",[],-494372924,4,916086940
144,"Caravan10","Metadata/Terrain/Gallows/Act2/2_town/Objects/CaravanBoss",[],1334563355,4,1873507830
145,"BalbalaCloneRune","Metadata/Monsters/Balbala/ArenaObjects/clone_rune",[],-2099374361,4,794619008
146,"BalbalaCloneRuneMap","Metadata/Monsters/Balbala/ArenaObjects/clone_rune_map",[],1778482901,4,-607972786
147,"PerennialKingCorruptionGround","Metadata/Effects/Spells/ground_effects/crown_of_thorns/CrownOfThornsGround",[],471599983,4,-1754093743
148,"RattleCageFissure","Metadata/Monsters/SaltGolem/GroundFissureBoss",[],-1922892610,4,2121584919
149,"CrossbowIncendiaryFire","Metadata/Monsters/SaltGolem/GroundFissureBoss",[],-1922892610,4,2110185530
150,"CrossbowPermafrostWall","Metadata/MiscellaneousObjects/FrostWall/CrossbowPermafrostWall",[],1098986734,4,-1436495169
151,"TitanBossStalagmite","Metadata/Monsters/TitanBoss/BrainStalagmite",[],1598650319,4,1410868930
152,"IgnagdukBoneWallSegment","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall",[],-489207111,4,-1293722494
153,"IgnagdukBoneWallSegmentQuick","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick",[],-250647529,4,-823689299
154,"BlackJawSlamCrack1","Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack1",[],1946430453,4,-63324076
155,"BlackJawSlamCrack2","Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack2",[],1340401693,4,-345950026
156,"BlackJawSlamCrack3","Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack3",[],1706962980,4,1728686761
157,"IgnagdukBoneWallCorridorSegment","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],-2030295923,4,382844250
158,"IgnagdukBoneWallCorridorSegment2","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],-2030295923,4,-1569965037
159,"IgnagdukBoneWallCorridorSegment3","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],-2030295923,4,902002229
160,"IgnagdukBoneWallCorridorSegment4","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],-2030295923,4,256791576
161,"IgnagdukFlameWallSegment","Metadata/Monsters/IgnagdukBogWitch/objects/FlameWallSegment",[],-592220494,4,-301005318
162,"VaalArchivistFireRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneFire",[],-306054884,4,-1482586273
163,"VaalArchivistLightningRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneLightning",[],-941415099,4,1363024356
164,"VaalArchivistFlamewall","Metadata/Monsters/VaalMonsters/Living/objects/FlameWallSegment",[],1326035946,4,1743712257
165,"VaalArchivistSnakeRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneSnake",[],2078250004,4,-1538148863
166,"VaalArchivistMonkeyRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneMonkey",[],2025994040,4,1108172350
167,"VaalGuardOilGround","Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalGuards/OilGround",[],912361361,4,-239183466
168,"ProcessionBowArrowDown","Metadata/Monsters/Procession/Procession04/rain_of_arrow_down",[],789791420,4,199766503
169,"LegionnaireCausticRainOfArrowDown","Metadata/Monsters/VaalMonsters/ViperLegionnaire/rain_of_arrow_caustic",[],234232869,4,216626288
170,"LegionnaireSmokeRainOfArrow","Metadata/Monsters/VaalMonsters/ViperLegionnaire/rain_of_arrow_smoke",[],-1052991296,4,-1023923695
171,"VaalZealotLightningBlast","Metadata/Monsters/VaalMonsters/Zealots/Spear/Lightning/objects/lightnintblast",[],-781048483,4,-2083756443
172,"LegionnaireSmokeGround","Metadata/Monsters/VaalMonsters/ViperLegionnaire/LegionnaireSmokeGround",[],1372958298,4,1282628357
173,"QueenOfFilthMushroomSpawnPoint","Metadata/Terrain/Gallows/Act3/3_11/Objects/QueenOfFilthMushroomBlood",[],-1753776568,4,1675135642
174,"VaalHumanoidLightningArrow","Metadata/Monsters/VaalHumanoids/VaalHumanoidBow/objects/LightningArrow",[],1857125423,4,-849809177
175,"GoblinVoltaxicStorm","Metadata/Monsters/Goblins/objects/voltaxic_storm",[],678269534,4,-1706696088
176,"WaveSprayEmitterPoint","Metadata/MiscellaneousObjects/Environment/WaveSprayEmitterPoint",[],1967311393,4,1711189835
177,"WaveSprayEmitterMedium","Metadata/MiscellaneousObjects/Environment/WaveSprayEmitterMedium",[],975743884,4,1668606991
178,"WaveSprayEmitterLong","Metadata/MiscellaneousObjects/Environment/WaveSprayEmitterLong",[],-1489815477,4,-1339415148
179,"Chest","Metadata/Chests/Chest",[],1648619741,4,-2022029209
180,"PermanentServerEffect","Metadata/Effects/PermanentServerEffect",[],1494471944,4,1066532367
181,"SleepableServerEffect","Metadata/Effects/SleepableServerEffect",[],147346500,4,-28927078
182,"SleepableServerBeamEffect","Metadata/Effects/SleepableServerBeamEffect",[],978925438,4,-695718942
183,"Door","Metadata/MiscellaneousObjects/Door",[],1399266459,4,-1050879506
184,"DoorTriggerableNotarget","Metadata/MiscellaneousObjects/DoorTriggerableNotarget",[],-884443446,4,-768153504
185,"PortalTransition","Metadata/MiscellaneousObjects/PortalTransition",[],1475979710,4,2110316081
186,"BossTargetMarkerSerialized","Metadata/MiscellaneousObjects/BossTargetMarkerSerialized",[],-403977946,4,-1548521086
187,"BossTargetMarkerSerialized2","Metadata/MiscellaneousObjects/BossTargetMarkerSerialized2",[],-1837574200,4,153269663
188,"CooldownMarkerSerialised","Metadata/MiscellaneousObjects/CooldownMarkerSerialised",[],970688955,4,1545750353
189,"NPC","Metadata/NPC/NPC",[],-1200689704,4,757446359
190,"NPCBlocker","Metadata/NPC/Blocker",[],1980547395,4,599582228
191,"RedFlag","Metadata/Terrain/Leagues/CTF/Objects/RedFlag",[],137131977,4,-1463383473
192,"BlueFlag","Metadata/Terrain/Leagues/CTF/Objects/BlueFlag",[],-885567876,4,1140352444
193,"GreenFlag","Metadata/Terrain/Leagues/CTF/Objects/GreenFlag",[],-354094196,4,-1161383155
194,"ServerDoodad","Metadata/MiscellaneousObjects/ServerDoodad",[],-443687430,4,-1960791569
195,"HideoutDoodad","Metadata/MiscellaneousObjects/HideoutDoodad",[],-2070549867,4,1452666912
196,"StrDexIntMappingDevice","Metadata/Terrain/Missions/Hideouts/Objects/StrDexIntMappingDevice",[],-293601907,4,17655265
197,"HideoutCraftingBench","Metadata/Terrain/Missions/Hideouts/Objects/HideoutCraftingBench",[],60453592,4,-1558566125
198,"HideoutPowerSourcePrimevalCapture","Metadata/Terrain/Missions/Hideouts/Objects/HideoutPowerSource_PrimevalCapture",[],1490944268,4,1404148064
199,"HideoutPoweredLightPrimeval","Metadata/Terrain/Missions/Hideouts/Objects/HideoutPoweredLight_Primeval",[],-767608318,4,1446030516
200,"ServerBeamEffect","Metadata/Effects/ServerBeamEffect",[],-2090266547,4,1666387856
201,"ServerRandomEffect","Metadata/Effects/ServerRandomEffect",[],885898904,4,1975111951
202,"ServerChicken","Metadata/Critters/Chicken/ServerChicken",[],991917580,4,768606335
203,"SummonEffect","Metadata/Terrain/StoneCircles/SummonEffect",[],-1954860790,4,1684461222
204,"Smashable","Metadata/MiscellaneousObjects/Smashable",[],-928111383,4,11043083
205,"SmashableNoHighlight","Metadata/MiscellaneousObjects/SmashableNoHighlight",[],-1000491677,4,1485617522
206,"SmashableNoHighlightBlocking","Metadata/MiscellaneousObjects/SmashableNoHighlightBlocking",[],833807511,4,1439400939
207,"SmashableNoHighlightResetBlocking","Metadata/MiscellaneousObjects/SmashableNoHighlightResetBlocking",[],1903880999,4,1308299126
208,"SmashableNoHighlightHitbox","Metadata/MiscellaneousObjects/SmashableNoHighlightHitbox",[],-1321336709,4,-625468694
209,"SmashableNoHighlightResetHitbox","Metadata/MiscellaneousObjects/SmashableNoHighlightResetHitbox",[],-982052389,4,1230753622
210,"TargetMarker2","Metadata/MiscellaneousObjects/TargetMarker2",[],-1844390017,4,-666960189
211,"TreasurePile","Metadata/MiscellaneousObjects/Hideout/TreasurePile",[],-919325396,4,181167540
212,"HeistStashHideout","Metadata/MiscellaneousObjects/Heist/HeistStash_Hideout",[],-1574223219,4,-267854907
213,"RitualRuneObject","Metadata/Terrain/Leagues/Ritual/RitualRuneObject",[53],-1496317588,4,796599582
214,"RitualRuneInteractable","Metadata/Terrain/Leagues/Ritual/RitualRuneInteractable",[53],-627129234,4,-313826935
215,"RitualBlocker","Metadata/Terrain/Leagues/Ritual/RitualBlocker",[53],-1500900342,4,1670143995
216,"RitualRuneLight","Metadata/Terrain/Leagues/Ritual/RitualRuneLight",[53],-2037097018,4,-1162651323
217,"RitualBloodPool","Metadata/Terrain/Leagues/Ritual/BloodPool",[53],-574299181,4,950505012
218,"CraftingSiloHideout","Metadata/MiscellaneousObjects/Harvest/CraftingSilo_Hideout",[],45087824,4,1485393562
219,"ExpeditionStashHideout","Metadata/MiscellaneousObjects/Expedition/ExpeditionStash_Hideout",[],-1399230278,4,10820019
220,"HideoutRhoaDinner","Metadata/MiscellaneousObjects/HideoutRhoaDinner",[],-1952682949,4,293976007
221,"ExpeditionNPCHome","Metadata/Monsters/LeagueExpedition/NPC/Home",[],-87164547,4,-782806747
222,"ExpeditionTujenGrenadeBomb","Metadata/Projectiles/ExpeditionTujenGrenadeBomb",[],1819175011,4,1571806793
223,"OlrothAddSpawnerPhase1","Metadata/Monsters/LeagueExpedition/Olroth/Objects/OlrothAddSpawnerPhase1",[],-858405198,4,-466955031
224,"TeleportBlue","Metadata/MiscellaneousObjects/Hideout/TeleportBlue",[],-1870632540,4,2141875015
225,"TeleportRed","Metadata/MiscellaneousObjects/Hideout/TeleportRed",[],-299012610,4,2128980291
226,"TeleportYellow","Metadata/MiscellaneousObjects/Hideout/TeleportYellow",[],1177116511,4,237533034
227,"TeleportOrange","Metadata/MiscellaneousObjects/Hideout/TeleportOrange",[],-2060521272,4,796450375
228,"TeleportPurple","Metadata/MiscellaneousObjects/Hideout/TeleportPurple",[],415222739,4,-354600099
229,"TeleportGreen","Metadata/MiscellaneousObjects/Hideout/TeleportGreen",[],-179645604,4,146559381
230,"TeleportWhite","Metadata/MiscellaneousObjects/Hideout/TeleportWhite",[],-1478173906,4,254062556
231,"MudBurrowerBodyBoss","Metadata/Monsters/MudBurrower/MudBurrowerBodyBoss",[],1624320796,4,-264040635
232,"HideoutMaleMannequin","Metadata/MiscellaneousObjects/Hideout/MannequinMale",[],-1932860061,4,632426568
