"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","[i32]_44","i32_60","i32_64"
68,"HideoutArcaneIsle","Metadata/Terrain/Hideouts/ArcaneIsle/Graphs/ArcaneIsleHideout.dgr",100,50,100,[],[0],85,57
69,"HideoutSacrifice","Metadata/Terrain/Hideouts/Sacrifice/Graphs/HideoutSacrifice.dgr",100,50,100,[],[0],85,57
70,"HideoutVerdant","Metadata/Terrain/Hideouts/Verdant/Graphs/HideoutVerdant.dgr",100,50,100,[],[0],85,57
71,"HideoutSunkenPalace","Metadata/Terrain/Hideouts/SunkenPalace/Graphs/hideout_SunkenPalace.dgr",100,50,100,[],[0],85,57
72,"HideoutColossalTitan","Metadata/Terrain/Hideouts/ColossalTitan/Graphs/ColossalTitan.dgr",100,50,100,[],[0],85,57
73,"HideoutBlankJungle","Metadata/Terrain/Hideouts/BlankJungle/Graphs/hideout.dgr",100,50,100,[],[0],85,57
74,"HideoutBlankVolcanicCave","Metadata/Terrain/Hideouts/BlankVolcanicCave/Graphs/hideout.dgr",100,50,100,[],[0],85,57
75,"HideoutVampireManor","Metadata/Terrain/Hideouts/VampireManor/Graphs/HideoutVampireManor.dgr",100,50,100,[],[0],85,57
76,"HideoutRemidusMonastery","Metadata/Terrain/Hideouts/RemidusMonastery/Graphs/hideout_RemidusMonastery.dgr",100,50,100,[],[0],85,57
77,"HideoutBlankIce","Metadata/Terrain/Hideouts/BlankIce/Graphs/hideout.dgr",100,50,100,[],[0],85,57
78,"HideoutBlankFire","Metadata/Terrain/Hideouts/BlankFire/Graphs/hideout.dgr",100,50,100,[],[0],85,57
79,"HideoutShip","Metadata/Terrain/Hideouts/Ship/Graphs/hideout_ship.dgr",100,50,100,[],[0],85,57
80,"TestTown_1","Metadata/Terrain/TestAreas/TownTest/Graph/testtown1.dgr",100,50,100,[],[0],85,57
81,"RoomTest","",100,50,100,[],[0],85,57
82,"AnimationTest","Metadata/Terrain/TestAreas/Animation/Graphs/anim_test.dgr",100,50,100,[],[0],85,57
83,"MaterialsTest","Metadata/Terrain/TestAreas/MaterialsTest/Graphs/mat_test.dgr",100,50,100,[],[0],85,57
84,"AllBlackTest","Metadata/Terrain/TestAreas/AllBlack/Graphs/black_test.dgr",100,50,100,[],[0],85,57
85,"PhysicsTest","Metadata/Terrain/TestAreas/Physics/Graphs/physics_test.dgr",100,50,100,[],[0],85,57
86,"AssetShow","Metadata/Terrain/TestAreas/AssetShowcase/Graphs/asset_showcase.dgr",100,50,100,[],[0],85,57
87,"Designer1","Metadata/Terrain/TestAreas/DesignerTestArea/Graphs/designergraph1.tgr",100,50,0,[],[0],85,57
88,"DesignerLite","Metadata/Terrain/TestAreas/DesignLite/Graphs/designlite.dgr",100,50,100,[],[0],85,57
89,"NewLoginTest","Metadata/Terrain/TestAreas/NewLoginTest/Graphs/CharacterSelection.dgr",100,50,100,[],[0],85,57
90,"CinematicKitava1","Metadata/Terrain/TestAreas/KitavaFilming/Graphs/KitavaFilming.dgr",100,50,100,[],[0],85,57
91,"Programmer1","Metadata/Terrain/TestAreas/Programming/Graphs/programming.dgr",100,50,100,[],[0],85,57
92,"Programmer2","Metadata/Terrain/TestAreas/ProgrammingLite/Graphs/programming.dgr",100,50,100,[],[0],85,57
93,"AncestralTrialTest","Metadata/Terrain/TestAreas/AncestralTrialTest/Graphs/programming.dgr",100,50,100,[],[0],85,57
94,"ParticleShower1","Metadata/Terrain/TestAreas/ParticleShower/Graphs/particleshower.dgr",100,50,100,[],[0],85,57
95,"SubsceneTest","Metadata/Terrain/TestAreas/SubsceneTest/Graphs/scene_1.dgr",100,50,100,[],[0],85,57
96,"AnimatedDungeon","Metadata/Terrain/TestAreas/DungeonAnimated/Graphs/dungeon_1.dgr",100,50,100,[],[0],85,57
97,"DynamicMultitileTGR1","Metadata/Terrain/TestAreas/DynamicMultitilesTGR/Graphs/multiTGR_1.tgr",100,50,100,[],[0],85,57
98,"DynamicMultitileDGR1","Metadata/Terrain/TestAreas/DynamicMultitilesDGR/Graphs/multiDGR_1.dgr",100,50,100,[],[0],85,57
99,"DoodadTest","Metadata/Terrain/TestAreas/TestFlat/_testflat.tgr",100,50,0,[],[0],85,57
100,"MaterialAudioTest","Metadata/Terrain/TestAreas/MatAudioTest/Graphs/MatAudioTest_01.dgr",100,50,100,[],[0],85,57
101,"GB_Pyramid","Metadata/Terrain/TestAreas/GreyBox/Pyramid/Graphs/Pyramid_1.dgr",100,50,100,[],[0],85,57
102,"IncursionAtziriTest","Metadata/Terrain/TestAreas/IncursionAtziriBossTest/Graphs/incursion.dgr",100,50,100,[],[0],85,57
103,"Act1Login_Marketing","Metadata/Terrain/CharacterSelection/GallowsAreas/Marketing/Graphs/characterselect_act1.dgr",100,50,100,[],[0],85,57
104,"Act2Login_Marketing","Metadata/Terrain/CharacterSelection/GallowsAreas/Marketing/Graphs/characterselect_act2.dgr",100,50,100,[],[0],85,57
105,"Act3Login_Marketing","Metadata/Terrain/CharacterSelection/GallowsAreas/Marketing/Graphs/characterselect_act3.dgr",100,50,100,[],[0],85,57
106,"Act4Login_Marketing","Metadata/Terrain/CharacterSelection/GallowsAreas/Marketing/Graphs/characterselect_act4.dgr",100,50,100,[],[0],85,57
107,"Act5Login_Marketing","Metadata/Terrain/CharacterSelection/GallowsAreas/Marketing/Graphs/characterselect_act5.dgr",100,50,100,[],[0],85,57
108,"Act6Login_Marketing","Metadata/Terrain/CharacterSelection/GallowsAreas/Marketing/Graphs/characterselect_act6.dgr",100,50,100,[],[0],85,57
109,"Gallows_Login_1","Metadata/Terrain/CharacterSelection/GallowsAreas/Graphs/login_gallows.dgr",100,50,100,[],[0],85,57
110,"G1_WorldMap_NE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_NE_01.dgr",100,50,0,[],[0],85,57
111,"G1_WorldMap_NW_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_NW_01.dgr",100,50,0,[],[0],85,57
112,"G1_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SN_01.dgr",100,50,0,[],[0],85,57
113,"G1_WorldMap_SE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SE_01.dgr",100,50,0,[],[0],85,57
114,"G1_WorldMap_SW_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SW_01.dgr",100,50,0,[],[0],85,57
115,"G1_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_WE_01.dgr",100,50,0,[],[0],85,57
116,"G2_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_SN_01.dgr",100,50,0,[],[0],85,57
117,"G2_WorldMap_SN_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_SN_02.dgr",100,50,0,[],[0],85,57
118,"G2_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_WE_01.dgr",100,50,0,[],[0],85,57
119,"G2_WorldMap_WE_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_WE_02.dgr",100,50,0,[],[0],85,57
120,"G2_WorldMap_NS_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_NS_01.dgr",100,50,0,[],[0],85,57
121,"G2_WorldMap_NS_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_NS_02.dgr",100,50,0,[],[0],85,57
122,"G2_WorldMap_EW_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_EW_01.dgr",100,50,0,[],[0],85,57
123,"G2_WorldMap_EW_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_EW_02.dgr",100,50,0,[],[0],85,57
124,"G3_WorldMap_EW_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_EW_01.dgr",100,50,0,[],[0],85,57
125,"G3_WorldMap_NS_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_NS_01.dgr",100,50,0,[],[0],85,57
126,"G3_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_SN_01.dgr",100,50,0,[],[0],85,57
127,"G3_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_WE_01.dgr",100,50,0,[],[0],85,57
128,"G4_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act4/Graphs/Act4_WE_01.dgr",100,50,0,[],[0],85,57
129,"G5_WorldMap_EW_1","Metadata/Terrain/WorldMaps/Act5/Graphs/Act5_EW_01.dgr",100,50,0,[],[0],85,57
130,"G6_WorldMap1","Metadata/Terrain/WorldMaps/Act6/Graphs/interlude_01.dgr",100,50,0,[],[0],85,57
131,"TN_WorldMap1","Metadata/Terrain/WorldMaps/Maps/Graphs/maps_test_01.dgr",100,50,0,[],[0],85,57
132,"Riverbed_1","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_1.tgr",100,50,70,[1],"[0,7]",85,57
133,"Riverbed_2","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_2.tgr",100,50,70,[1],"[0,7]",85,57
134,"Riverbed_3","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_3.tgr",100,50,70,[1],"[0,7]",85,57
135,"Riverbed_4","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_4.tgr",100,50,70,[1],"[0,7]",85,57
136,"Riverbed_5","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_5.tgr",100,50,70,[1],"[0,7]",85,57
137,"Riverbed_6","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_6.tgr",100,50,70,[1],"[0,7]",85,57
138,"Lumbermill_W","Metadata/Terrain/Gallows/Act1/1_town_ExileEncampment/Graphs/town_W_1.tgr",100,50,100,"[3,8]",[0],85,57
139,"ClearFell_N_E_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_E_S.tgr",100,50,60,"[2,1,0]",[0],85,1
140,"ClearFell_N_E_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_E_W.tgr",100,50,60,"[2,1,3]",[0],85,1
141,"ClearFell_N_S_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_S_E.tgr",100,50,60,"[2,0,1]",[0],85,1
142,"ClearFell_N_S_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_S_W.tgr",100,50,60,"[2,0,3]",[0],85,1
143,"ClearFell_N_W_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_W_E.tgr",100,50,60,"[2,3,1]",[0],85,1
144,"ClearFell_N_W_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_W_S.tgr",100,50,60,"[2,3,0]",[0],85,1
145,"ClearFell_S_E_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_E_N.tgr",100,50,60,"[0,1,2]",[0],85,1
146,"ClearFell_S_E_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_E_W.tgr",100,50,60,"[0,1,3]",[0],85,1
147,"ClearFell_S_N_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_N_W.tgr",100,50,60,"[0,2,3]",[0],85,1
148,"ClearFell_S_N_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_N_E.tgr",100,50,60,"[0,2,1]",[0],85,1
149,"ClearFell_S_W_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_W_E.tgr",100,50,60,"[0,3,1]",[0],85,1
150,"ClearFell_S_W_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_W_N.tgr",100,50,60,"[0,3,2]",[0],85,1
151,"ClearFell_W_E_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_E_N.tgr",100,50,60,"[3,1,2]",[0],85,1
152,"ClearFell_W_E_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_E_S.tgr",100,50,60,"[3,1,0]",[0],85,1
153,"ClearFell_W_N_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_N_E.tgr",100,50,60,"[3,2,1]",[0],85,1
154,"ClearFell_W_N_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_N_S.tgr",100,50,60,"[3,2,0]",[0],85,1
155,"ClearFell_W_S_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_S_E.tgr",100,50,60,"[3,0,1]",[0],85,1
156,"ClearFell_W_S_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_S_N.tgr",100,50,60,"[3,0,2]",[0],85,1
157,"ClearFell_N_E_S_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_N_E_S.tgr",100,50,60,"[2,1,0]",[0],85,54
158,"ClearFell_N_E_W_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_N_E_W.tgr",100,50,60,"[2,1,3]",[0],85,54
159,"ClearFell_N_S_E_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_N_S_E.tgr",100,50,60,"[2,0,1]",[0],85,54
160,"ClearFell_N_S_W_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_N_S_W.tgr",100,50,60,"[2,0,3]",[0],85,54
161,"ClearFell_N_W_E_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_N_W_E.tgr",100,50,60,"[2,3,1]",[0],85,54
162,"ClearFell_N_W_S_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_N_W_S.tgr",100,50,60,"[2,3,0]",[0],85,54
163,"ClearFell_S_E_N_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_S_E_N.tgr",100,50,60,"[0,1,2]",[0],85,54
164,"ClearFell_S_E_W_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_S_E_W.tgr",100,50,60,"[0,1,3]",[0],85,54
165,"ClearFell_S_N_W_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_S_N_W.tgr",100,50,60,"[0,2,3]",[0],85,54
166,"ClearFell_S_N_E_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_S_N_E.tgr",100,50,60,"[0,2,1]",[0],85,54
167,"ClearFell_S_W_E_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_S_W_E.tgr",100,50,60,"[0,3,1]",[0],85,54
168,"ClearFell_S_W_N_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_S_W_N.tgr",100,50,60,"[0,3,2]",[0],85,54
169,"ClearFell_W_S_E_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_W_S_E.tgr",100,50,60,"[3,0,1]",[0],85,54
170,"ClearFell_W_S_N_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_W_S_N.tgr",100,50,60,"[3,0,2]",[0],85,54
171,"ClearFell_W_E_S_League","Metadata/Terrain/Gallows/Act1/1_2/Graphs/league_felling_W_E_S.tgr",100,50,60,"[3,1,0]",[0],85,54
172,"MudBurrow_N_E","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_NE.dgr",100,50,80,[2],[8],85,57
173,"MudBurrow_N_W","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_NW.dgr",100,50,80,[2],[8],85,57
174,"MudBurrow_S_E","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_SE.dgr",100,50,80,[0],[8],85,57
175,"MudBurrow_S_W","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_SW.dgr",100,50,80,[0],[8],85,57
176,"OldForest_E_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_N.tgr",100,100,80,"[1,2,8,8]","[0,1,2,3]",85,57
177,"OldForest_E_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_S.tgr",100,100,80,"[1,0,8,8]","[4,5,6,7]",85,57
178,"OldForest_E_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_W.tgr",100,100,80,"[1,3,8,8]","[4,5,6,7]",85,57
179,"OldForest_N_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_E.tgr",100,100,80,"[2,1,8,8]","[0,1,2,3]",85,57
180,"OldForest_N_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_S.tgr",100,100,80,"[2,0,8,8]","[4,5,6,7]",85,57
181,"OldForest_N_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_W.tgr",100,100,80,"[2,3,8,8]","[4,5,6,7]",85,57
182,"OldForest_S_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_E.tgr",100,100,80,"[0,1,8,8]","[0,1,2,3]",85,57
183,"OldForest_S_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_N.tgr",100,100,80,"[0,2,8,8]","[0,1,2,3]",85,57
184,"OldForest_S_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_W.tgr",100,100,80,"[0,3,8,8]","[4,5,6,7]",85,57
185,"OldForest_W_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_E.tgr",100,100,80,"[3,1,8,8]","[0,1,2,3]",85,57
186,"OldForest_W_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_N.tgr",100,100,80,"[3,2,8,8]","[0,1,2,3]",85,57
187,"OldForest_W_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_S.tgr",100,100,80,"[3,0,8,8]","[4,5,6,7]",85,57
188,"RootHollow_1","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_1.dgr",100,50,70,[],[8],85,57
189,"RootHollow_2","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_2.dgr",100,50,70,[],[8],85,57
190,"RootHollow_3","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_3.dgr",100,50,70,[],[8],85,57
191,"RootHollow_4","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_4.dgr",100,50,70,[],[8],85,57
192,"RedVale_E1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_E1.tgr",100,50,70,[1],"[4,5,6,7]",85,57
