185,1011,2,[12373],[100],100,[]
186,1018,0,[1386],[500],50,[]
187,1018,1,[2023],[1000],100,[]
188,1018,2,[12381],[500],100,[]
189,1023,0,[2023],[1000],50,[]
190,1023,1,[2072],[1000],100,[]
191,1023,2,[837],[500],100,[]
192,1036,0,[12573],[250],50,[]
193,1036,1,[477],[200],100,[]
194,1036,2,[9041],[1000],100,[]
195,1044,0,[730],[250],50,[]
196,1044,1,[837],[1000],100,[]
197,1044,2,[541],[2000],100,[]
198,1049,0,[14773],[500],50,[]
199,1049,1,[1386],[500],100,[]
200,1049,2,[7248],[500],100,[]
201,1079,0,[216],[1000],50,[]
202,1079,1,[434],[1000],100,[]
203,1079,2,"[215,24]","[1000,3000]",100,[]
204,1079,3,[12953],[-500],100,[]
205,1082,0,[216],[1000],50,[]
206,1112,0,[24],[1000],50,[]
207,1112,1,[12613],[100000],50,[]
208,1112,2,"[548,6286]","[200,50000]",50,[]
209,1112,3,[12615],[5000],50,"[2,0,0]"
210,1114,0,[24],[1000],50,[]
211,264,0,[215],[1000],50,[]
212,264,1,[3336],[1000],100,[]
213,264,2,"[9373,12629]","[10000,-10000]",10,[]
214,266,0,[215],[1000],50,[]
215,1144,0,"[341,24]","[1000,1000]",50,[]
216,1144,1,[402],[1000],50,[]
217,1144,2,[402],[-5000],10,[]
218,1157,0,[24],[1000],50,[]
219,1157,1,[4472],[1500],100,[]
220,1157,2,[12100],[1000],50,[]
221,1157,3,[8072],[100],10,[]
222,10676,0,[462],[0],50,[]
223,1169,0,[619],[500],50,[]
224,1169,1,[2711],[-500],10,[]
225,1169,2,[108],[500],50,[]
226,1171,0,[488],[500],50,[]
227,1171,1,[7387],[150],100,[]
228,1171,2,[12879],[2000],20,[]
229,1172,0,[215],[500],50,[]
230,1172,1,"[213,13979,215]","[1000,-1000,-500]",20,[]
231,1172,2,[6068],[1000],50,[]
232,1174,0,"[49,42]","[500,500]",50,[]
233,1174,1,[1104],[500],100,[]
234,1174,2,[3361],[3000],10,[]
235,1175,0,[42],[500],50,[]
236,1175,1,[1327],[250],100,[]
237,1175,2,"[1327,42]","[-500,1000]",50,[]
238,1177,0,[617],[500],50,[]
239,1177,1,[4472],[-2000],100,[]
240,1177,2,[12881],[1000],20,[]
241,1178,0,[159],[750],50,[]
242,1178,1,[2093],[3000],20,[]
243,1178,2,[12880],[1000],100,[]
244,1179,0,[6039],[500],50,[]
245,1179,1,[1872],[250],100,[]
246,1179,2,[2207],[2500],10,[]
247,1180,0,[343],[500],50,[]
248,1180,1,[584],[2000],100,[]
249,1180,2,[1300],[100],10,[]
250,1181,0,[24],[1000],100,[]
251,1181,1,[611],[500],50,[]
252,1181,2,[108],[1000],20,[]
253,10678,0,[24],[1000],100,[]
254,1323,0,[175],[1000],50,[]
255,1323,1,[6235],[100],100,[]
256,1323,2,[659],[1000],100,[]
257,1323,3,[1102],[1000],100,[]
258,3319,0,[42],[1000],50,[]
259,3319,1,[175],[1000],100,[]
260,3319,2,[1230],[100],20,[]
261,3319,3,[1973],[2000],100,[]
262,3321,0,[42],[1000],50,[]
263,1380,0,[659],[1000],50,[]
264,1380,1,[172],[100],100,[]
265,1380,2,[2356],[100],10,[]
266,1384,0,[215],[1000],50,[]
267,1384,1,[9518],[250],50,[]
268,1384,2,[12636],[1000],50,[]
269,1385,0,[215],[1000],50,[]
270,1397,0,[24],[1000],50,[]
271,1397,1,[173],[50],20,[]
272,1397,2,[6054],[1000],20,[]
273,1398,0,[24],[1000],50,[]
274,1710,0,[9080],[500],50,[]
275,1710,1,[6235],[100],20,[]
276,1710,2,[6880],[100],20,[]
277,1710,3,[5412],[500],50,[]
278,1726,0,[659],[1000],50,[]
279,1726,1,[434],[1000],100,[]
280,1726,2,[1102],[1000],100,[]
281,1726,3,[12634],[1000],10,[]
282,10674,0,[659],[1000],50,[]
283,1735,0,[434],[2000],50,[]
284,1735,1,[1341],[500],100,[]
285,1735,2,[175],[200],100,[]
286,1735,3,[13029],[250],10,[]
287,1740,0,[434],[2000],50,[]
288,1744,0,[434],[2000],50,[]
289,1744,1,[1932],[500],100,[]
290,1744,2,[596],[50],5,[]
291,1746,0,[434],[2000],50,[]
292,1746,1,[3089],[2000],10,[]
293,1746,2,[584],[200],100,[]
294,1752,0,[434],[2000],50,[]
295,1752,1,[8856],[250],100,[]
296,1752,2,"[139,138]","[-500,500]",20,[]
297,1753,0,[434],[2000],50,[]
298,1757,0,[434],[2000],50,[]
299,1757,1,[620],[100],20,[]
300,1757,2,[3635],[50],100,[]
301,1762,0,[434],[2000],50,[]
302,1758,0,[434],[2000],50,[]
303,1758,1,[620],[100],20,[]
304,1758,2,[3635],[50],100,[]
305,1765,0,[434],[2000],50,[]
306,1765,1,[6076],[250],100,[]
307,1765,2,[12947],[100],10,[]
308,1766,0,[434],[2000],50,[]
309,1766,1,[6076],[250],100,[]
310,1766,2,[12947],[100],10,[]
311,1769,0,[434],[2000],50,[]
312,1769,1,[209],[250],100,[]
313,1769,2,[177],[50],5,[]
314,1776,0,[434],[2000],50,[]
315,1776,1,[6465],[500],100,[]
316,1776,2,[13030],[500],20,[]
317,1784,0,[434],[2000],50,[]
318,1784,1,[1932],[250],100,[]
319,1784,2,[14719],[200],1,[]
320,1793,0,[42],[1000],50,[]
321,1793,1,[554],[3000],100,[]
322,1793,2,[6235],[100],100,[]
323,1799,0,[2657],[500],50,[]
324,1799,1,[434],[1000],100,[]
325,1799,2,[1871],[1000],20,[]
326,1800,0,[1932],[250],100,[]
327,1800,1,[14721],[200],50,[]
328,1800,2,[24],[500],50,[]
329,1806,0,[434],[2000],50,[]
330,1806,1,[400],[250],100,[]
331,1806,2,[12929],[250],100,[]
332,1808,0,[434],[2000],50,[]
333,1809,0,[24],[500],50,[]
334,1809,1,[2612],[3000],100,[]
335,1809,2,[12871],[100],50,[]
336,1810,0,[498],[500],50,[]
337,1810,1,[12888],[2000],100,[]
338,1810,2,[13174],[1000],5,[]
339,1812,0,[498],[500],50,[]
340,1812,1,"[70,24]","[-500,2000]",100,[]
341,1812,2,[175],[500],100,[]
342,1813,0,[25],[500],50,[]
343,1813,1,"[216,24]","[-500,2000]",100,[]
344,1813,2,[175],[500],100,[]
345,1814,0,[24],[500],50,[]
346,1814,1,[2691],[2500],20,[]
347,1814,2,[12954],[2000],100,[]
348,1815,0,[1341],[1000],50,[]
349,1815,1,[430],[1000],100,[]
350,1815,2,[167],[1000],100,[]
351,1825,0,[1838],[500],50,[]
352,1825,1,[14719],[2000],50,[]
353,1825,2,[10016],[1000],20,[]
354,1828,0,[10016],[1000],1000,[]
355,1828,1,[12949],[1000],1,[]
356,1829,0,[166],[1000],50,[]
357,1829,1,"[1341,216]","[1000,500]",100,[]
358,1829,2,[1101],[2000],20,[]
359,1829,3,[479],[1000],100,[]
360,1839,0,[844],[3000],50,[]
361,1839,1,[430],[5000],100,[]
362,1839,2,[1932],[1000],100,[]
363,10686,0,[844],[3000],50,[]
364,1845,0,[215],[1000],50,[]
365,1845,1,[12966],[1000],100,[]
366,1845,2,[12967],[20000],100,[]
367,1846,0,[26],[1000],50,[]
368,1846,1,[215],[2000],100,[]
369,1846,2,[3336],[500],100,[]
370,1846,3,[12980],[1000],20,[]
371,1858,0,[680],[1000],10000,[]
372,1858,1,[216],[-500],1,[]
373,1859,0,[42],[1000],50,[]
374,1859,1,[215],[1000],100,[]
375,1859,2,"[611,3881]","[3000,-1000]",20,[]
376,1918,0,[166],[1000],50,[]
377,1918,1,[1341],[2000],100,[]
378,1918,2,[12976],[60000],100,[]
379,1918,3,[12977],[2000],10,[]
380,1919,0,[166],[1000],50,[]
381,1919,1,[430],[5000],100,[]
382,1919,2,[1341],[2000],100,[]
383,1964,0,[175],[1000],50,[]
384,1964,1,[173],[100],100,[]
385,1964,2,[12825],[500],20,[]
386,1996,0,[977],[1000],50,[]
387,1996,1,[973],[500],100,[]
388,1996,2,[3660],[2000],50,[]
389,1998,0,[49],[1000],50,[]
390,1998,1,[434],[500],100,[]
391,1998,2,[1101],[1000],100,[]
392,10677,0,[49],[1000],50,[]
393,2010,0,[434],[500],50,[]
394,2010,1,[215],[1000],100,[]
395,2010,2,[173],[50],10,[]
396,2010,3,[8743],[2000],50,[]
397,2035,0,[659],[500],50,[]
398,2035,1,[11825],[1000],100,[]
399,2035,2,[7947],[500],50,[]
400,2035,3,[108],[1000],20,[]
401,3010,0,[12569],[1500],50,[]
402,2060,0,[215],[1000],50,[]
403,2060,1,[12905],[1000],100,[]
404,2060,2,"[3061,3062]","[-50,-50]",10,[]
405,10671,0,[215],[1000],50,[]
406,2071,0,[175],[1000],50,[]
407,2071,1,[173],[50],20,[]
408,2071,2,[1100],[1000],100,[]
409,2071,3,"[1341,430]","[1000,1000]",100,[]
410,2112,0,[1341],[1000],50,[]
411,2112,1,[430],[1000],100,[]
412,2112,2,[167],[1000],50,[]
413,2112,3,[12635],[500],10,[]
414,2115,0,[42],[500],50,[]
415,2115,1,[209],[3000],100,[]
416,2115,2,[12865],[5000],10,[]
417,2116,0,[49],[500],50,[]
418,2116,1,[455],[500],100,[]
419,2116,2,[12420],[1000],100,[]
420,2117,0,[56],[500],50,[]
421,2117,1,[659],[500],100,[]
422,2117,2,[12421],[1000],100,[]
423,2119,0,[11825],[500],100,[]
424,2119,1,[175],[500],50,[]
425,2119,2,[13172],[4000],50,[]
426,2122,0,[498],[500],50,[]
427,2122,1,[12063],[1000],100,[]
428,2122,2,[6235],[50],10,[]
429,2123,0,[175],[500],50,[]
430,2123,1,[18713],[1000],50,[]
431,2123,2,[6235],[50],20,[]
432,2124,0,[207],[-500],50,[]
433,2124,1,[1386],[500],100,[]
434,2124,2,[536],[1000],100,[]
435,2137,0,[206],[-1000],50,[]
436,2137,1,[1386],[500],100,[]
437,2137,2,[535],[1000],100,[]
438,2145,0,[205],[-1000],50,[]
439,2145,1,[1386],[500],100,[]
440,2145,2,[533],[1000],100,[]
441,2171,0,[56],[1000],50,[]
442,2171,1,[216],[500],100,[]
443,2171,2,[12907],[500],20,[]
444,2239,0,[434],[500],50,[]
445,2239,1,[479],[1000],100,[]
446,2239,2,[1231],[250],100,[]
447,2239,3,[12973],[1000],100,[]
448,2249,0,[434],[500],50,[]
449,2292,0,[490],[500],50,[]
450,2292,1,"[70,12506]","[-1000,1000]",50,[]
451,2292,2,[70],[500],100,[]
452,2294,0,[25],[500],50,[]
453,2294,1,[216],[500],100,[]
454,2294,2,"[2358,12892]","[-1000,3000]",20,[]
455,2297,0,[434],[500],50,[]
456,2297,1,[1360],[1000],100,[]
457,2297,2,[1249],[2000],50,[]
458,2299,0,[554],[1000],50,[]
459,2299,1,[1250],[1000],100,[]
460,2299,2,[6128],[100],10,[]
461,2300,0,[166],[1000],50,[]
462,2300,1,[430],[2000],100,[]
463,2300,2,[24],[1000],100,[]
464,2300,3,[953],[100],50,[]
465,2311,0,[209],[500],50,[]
466,2311,1,[202],[1000],100,[]
467,2311,2,[6300],[2000],100,[]
468,2312,0,[10241],[100],50,[]
469,2312,1,[2670],[500],100,[]
470,2312,2,[12863],[2000],20,[]
471,2320,0,[462],[0],50,[]
472,2320,1,[2652],[1000],100,[]
473,2320,2,[462],[0],100,[]
474,2321,0,[2023],[500],50,[]
475,2321,1,[462],[0],100,[]
476,2321,2,"[1386,2023]","[-500,2000]",100,[]
477,2355,0,[70],[500],50,[]
478,2355,1,[12645],[5000],20,[]
479,2355,2,[3626],[1000],100,[]
480,2355,3,[2281],[100],10,[]
481,2356,0,[70],[500],50,[]
482,2431,0,[9302],[1000],50,[]
483,2431,1,[12503],[1000],50,[]
484,2431,2,[70],[500],100,[]
485,2432,0,[556],[1000],50,[]
486,2432,1,[462],[0],100,[]
487,2432,2,[462],[0],100,[]
488,2433,0,[2603],[500],50,[]
489,2433,1,[2603],[3000],100,[]
490,2433,2,[462],[0],100,[]
491,2434,0,[25],[500],50,[]
492,2434,1,[462],[0],100,[]
493,2434,2,[3336],[1000],20,[]
494,2435,0,[312],[1000],50,[]
495,2435,1,[949],[100],20,[]
496,2435,2,[12885],[200],50,[]
497,2436,0,[231],[5000],50,[]
498,2436,1,[13008],[-3000],5,[]
499,2451,0,"[56,12421]","[1000,500]",50,[]
500,2451,1,[175],[1000],100,[]
501,2451,2,[12635],[1000],10,[]
502,2453,0,[6459],[250],50,[]
503,2493,0,[434],[2000],50,[]
504,2493,1,[215],[1000],100,[]
505,2493,2,[12960],[500],20,[]
506,2516,0,[341],[1000],50,[]
507,2516,1,[3387],[100],20,[]
508,2516,2,[12864],[1000],100,[]
509,2544,0,[177],[2000],50,[]
510,2544,1,[2670],[3000],100,[]
511,2544,2,[159],[2000],100,[]
512,2546,0,[70],[500],50,[]
513,2546,1,[175],[1000],100,[]
514,2546,2,"[175,173]","[-500,50]",20,[]
515,2553,0,[70],[500],50,[]
516,2617,0,[498],[500],50,[]
517,2617,1,[11103],[750],100,[]
518,2617,2,[13172],[3000],20,[]
519,2618,0,[2963],[-500],50,[]
520,2618,1,[6068],[500],100,[]
521,2618,2,[9080],[500],20,[]
522,2621,0,[2476],[3000],50,[]
523,2621,1,[12856],[50000],100,[]
524,2621,2,[12857],[3000],100,[]
525,2623,0,[24],[500],50,[]
526,2623,1,[215],[1000],100,[]
527,2623,2,[13002],[-1000],20,[]
528,2624,0,[1841],[1000],50,[]
529,2624,1,[215],[1000],100,[]
530,2624,2,[24],[500],100,[]
531,2631,0,[177],[1000],50,[]
532,2631,1,[8282],[500],100,[]
533,2631,2,[4283],[1000],50,[]
534,2631,3,[6738],[5000],20,[]
535,10673,0,[177],[1000],50,[]
536,2689,0,[231],[5000],50,[]
537,2689,1,[13009],[-3000],5,[]
538,2691,0,[434],[2000],50,[]
539,2691,1,[192],[250],100,[]
540,2691,2,[593],[50],10,[]
541,2694,0,[434],[2000],50,[]
542,2694,1,[191],[250],100,[]
543,2694,2,[594],[50],10,[]
544,2697,0,[434],[2000],50,[]
545,2697,1,[193],[250],100,[]
546,2697,2,[595],[50],10,[]
547,2700,0,[434],[500],50,[]
548,2700,1,"[434,216]","[2000,-2000]",100,[]
549,2700,2,[215],[-500],100,[]
550,2700,3,[12611],[250],20,[]
551,2711,0,[434],[500],50,[]
552,2772,0,[24],[1000],50,[]
553,2772,1,"[1486,3365]","[2000,1000]",10,[]
554,2772,2,"[13021,1211]","[100,-1000]",20,[]
555,2772,3,"[5709,13022]","[500,-500]",50,[]
556,2773,0,[24],[1000],50,[]
557,2822,0,[498],[500],50,[]
558,2822,1,[479],[1000],100,[]
559,2822,2,[70],[500],100,[]
560,2822,3,[10626],[5000],20,[]
561,2844,0,[26],[500],50,[]
562,2844,1,"[3626,3365]","[500,500]",100,[]
563,2844,2,[8413],[500],100,[]
564,2845,0,[617],[1000],50,[]
565,2845,1,[215],[1000],100,[]
566,2845,2,[2101],[100],50,[]
567,2845,3,[12613],[100000],20,[]
568,2878,0,[216],[500],50,[]
569,2878,1,[8662],[500],10,[]
570,2878,2,[9061],[250],100,[]
571,2898,0,[231],[5000],50,[]
572,2898,1,[13010],[-3000],5,[]
573,2906,0,[216],[1000],50,[]
574,2906,1,[63],[10000],100,[]
575,2906,2,[12945],[3000],100,[]
576,2906,3,[12946],[1000],10,[]
577,2940,0,[215],[500],50,[]
578,2940,1,[105],[2000],20,[]
579,2940,2,[8436],[500],100,[]
580,2949,0,[859],[500],50,[]
581,2949,1,"[12953,3053]","[-2000,5000]",20,[]
582,2949,2,"[1085,2089]","[100,100]",5,[]
583,2954,0,[24],[1000],50,[]
584,2954,1,[434],[500],100,[]
585,2954,2,"[434,12442]","[-1000,2000]",20,[]
586,3017,0,[10173],[500],50,[]
587,3318,0,[2271],[250],50,[]
588,3318,1,[12853],[2000],20,[]
589,3346,0,"[215,3336]","[1000,1000]",50,[]
590,3346,1,[177],[2000],100,[]
591,3346,2,"[3336,12969]","[-2000,200000]",5,[]
592,3506,0,[498],[1000],50,[]
593,3506,1,[12645],[3000],20,[]
594,3506,2,[70],[500],100,[]
595,3540,0,[844],[2000],50,[]
596,3540,1,[3835],[250],10,[]
597,3540,2,"[844,14719]","[5000,-1000]",50,[]
598,3542,0,[2452],[750],50,[]
599,3542,1,"[434,209]","[-1000,3000]",100,[]
600,3542,2,[434],[1000],100,[]
601,3543,0,[2493],[750],50,[]
602,3543,1,[434],[500],100,[]
603,3543,2,[12958],[500],100,[]
604,3544,0,[2494],[750],50,[]
605,3544,1,[215],[1000],100,[]
606,3544,2,"[12959,477]","[1500,500]",20,[]
607,3545,0,[617],[1000],50,[]
608,3545,1,"[650,9761]","[-2000,1000]",50,[8]
609,3545,2,[8353],[1000],100,[]
610,3546,0,[617],[1000],50,[]
611,3546,1,[10011],[500],100,[]
612,3546,2,[12100],[1000],50,[]
613,3554,0,[12575],[250],50,[]
614,3554,1,[477],[200],100,[]
615,3554,2,[1034],[-250],100,[]
616,3752,0,[56],[1000],50,[]
617,3752,1,[434],[500],100,[]
618,3752,2,[216],[500],100,[]
619,3752,3,"[634,6507]","[-1500,7500]",50,[]
620,4061,0,[434],[500],50,[]
621,4061,1,[6235],[100],10,[]
622,4061,2,[12632],[1500],100,[]
623,4072,0,[175],[1500],50,[]
624,4072,1,[215],[1000],100,[]
625,4072,2,[159],[3000],100,[]
626,4072,3,[9890],[50],20,[]
627,4076,0,[175],[1500],50,[]
628,4076,1,[215],[1000],100,[]
629,4076,2,[159],[3000],100,[]
630,4076,3,[9890],[100],20,[]
631,4167,0,[24],[1000],50,[]
632,4167,1,[3336],[1000],50,[]
633,4167,2,[12647],[1000],20,[]
634,4169,0,[434],[500],50,[]
635,4169,1,[12646],[2000],20,[]
636,4169,2,[3336],[1000],50,[]
637,4169,3,[24],[1000],100,[]
638,4171,0,[215],[1000],50,[]
639,4171,1,[24],[1000],100,[]
640,4171,2,"[172,24]","[50,-2000]",5,[]
641,4171,3,"[8088,434]","[1000,-1000]",50,[]
642,4181,0,"[26,56]","[500,500]",50,[]
643,4181,1,[1102],[500],100,[]
644,4181,2,[12886],[500],20,[]
645,4190,0,[2543],[500],50,[]
646,4190,1,[3336],[1000],50,[]
647,4190,2,[24],[1000],100,[]
648,4190,3,[12619],[2000],20,[]
649,4198,0,[488],[1000],50,[]
650,4198,1,[5122],[1000],100,[]
651,4198,2,[5121],[1000],100,[]
652,4201,0,[488],[1000],50,[]
653,4201,1,[5122],[1000],100,[]
654,4201,2,[5121],[1000],100,[]
655,4204,0,[488],[1000],50,[]
656,4204,1,[5122],[1000],100,[]
657,4204,2,[5121],[1000],100,[]
658,4243,0,[2072],[1000],50,[]
659,4243,1,"[1386,434]","[-500,2000]",100,[]
660,4243,2,[14719],[200],10,[]
661,4245,0,[24],[1000],50,[]
662,4245,1,[455],[500],100,[]
663,4245,2,[7565],[3000],100,[]
664,4245,3,"[12628,3050]","[-2000,1500]",50,[]
665,4262,0,[434],[1000],50,[]
666,4262,1,[3478],[2000],100,[]
667,4262,2,[12088],[2000],10,[]
668,4262,3,[13227],[500],50,[]
669,4259,0,[3017],[500],50,[]
670,4259,1,[12854],[500],20,[]
671,4259,2,[12855],[500],5,[]
672,4312,0,[434],[1000],50,[]
673,4312,1,[3478],[2000],100,[]
674,4312,2,[13227],[500],50,[]
675,4312,3,[462],[0],10,[]
676,9824,0,[462],[0],50,[]
677,9824,1,[462],[0],100,[]
678,9824,2,[462],[0],100,[]
679,9824,3,[7854],[1000],10,[]
680,4400,0,[3336],[500],50,[]
681,4400,1,[11672],[1000],100,[]
682,4400,2,"[611,13020]","[2000,2000]",50,[]
683,4444,0,[24],[1000],50,[]
684,4444,1,[434],[2000],100,[]
685,4444,2,[3336],[500],50,[]
686,4444,3,[14131],[100000],100,[]
687,4445,0,[2603],[500],100,[]
688,4445,1,[2950],[500],50,[]
689,4445,2,[12868],[250],50,[]
690,4463,0,[175],[1000],50,[]
691,4463,1,[173],[100],20,[]
692,4463,2,[12568],[1000],100,[]
693,4511,0,[2912],[1000],50,[]
694,4511,1,[1653],[100],100,[]
695,4511,2,[2911],[1000],100,[]
696,4512,0,[199],[1500],50,[]
697,4512,1,[2914],[1000],100,[]
698,4512,2,[12869],[-200],100,[]
699,4513,0,[200],[1500],50,[]
700,4513,1,[6266],[100000],100,[]
701,4513,2,[12875],[200],10,[]
702,4515,0,[24],[1000],50,[]
703,4515,1,[434],[500],100,[]
704,4515,2,[175],[1000],50,[]
705,4515,3,[13179],[500],20,[]
706,4555,0,[24],[500],50,[]
707,4555,1,"[213,13979,14719]","[500,-500,1000]",100,[]
708,4555,2,[6128],[100],10,[]
709,4571,0,[498],[1000],50,[]
710,4571,1,"[173,70]","[100,-1000]",100,[]
711,4571,2,[175],[1000],100,[]
712,4571,3,[8413],[1000],100,[]
713,4576,0,[486],[1000],50,[]
714,4576,1,[434],[1000],50,[]
715,4576,2,[173],[100],50,[]
