"rownum","Buff","[rid]_8","i32_24"
226,"blood_rage",[1627],1
227,"lightning_strike_vaal_debuff",[886],0
228,"lightning_strike_vaal_debuff",[886],1
229,"lightning_strike_vaal_debuff",[1631],2
230,"lightning_strike_vaal_debuff",[1734],3
231,"lightning_strike_vaal_debuff",[1884],4
232,"lightning_strike",[1967],5
233,"herald_of_ash_buff",[926],-1
234,"herald_of_ash_buff",[338],0
235,"herald_of_ash_burning_buff",[176],0
236,"herald_of_ash_buff",[515],1
237,"herald_of_ash_burning_buff",[484],1
238,"herald_of_ash_buff",[514],2
239,"herald_of_ash_burning_buff",[176],2
240,"herald_of_ash_buff",[695],3
241,"herald_of_ash_burning_buff",[390],3
242,"herald_of_ash_buff",[699],4
243,"herald_of_ash_burning_buff",[176],4
244,"herald_of_ash_buff",[743],5
245,"herald_of_ash_burning_buff",[176],5
246,"herald_of_ash_buff",[831],6
247,"herald_of_ash_burning_buff",[839],6
248,"herald_of_ash_buff",[835],7
249,"herald_of_ash_burning_buff",[176],7
250,"herald_of_ash_buff",[907],8
251,"herald_of_ash_burning_buff",[176],8
252,"herald_of_ash_buff",[911],9
253,"herald_of_ash_burning_buff",[176],9
254,"herald_of_ash_buff",[920],10
255,"herald_of_ash_burning_buff",[176],10
256,"herald_of_ash_buff",[931],11
257,"herald_of_ash_burning_buff",[176],11
258,"herald_of_ash_buff",[936],12
259,"herald_of_ash_burning_buff",[176],12
260,"herald_of_ash_buff",[1064],13
261,"herald_of_ash_burning_buff",[176],13
262,"herald_of_ash_buff",[1087],14
263,"herald_of_ash_burning_buff",[1120],14
264,"herald_of_ash_buff",[1185],15
265,"herald_of_ash_burning_buff",[1189],15
266,"herald_of_ash_buff",[1265],16
267,"herald_of_ash_burning_buff",[176],16
268,"herald_of_ash_buff",[1312],17
269,"herald_of_ash_burning_buff",[176],17
270,"herald_of_ash_buff",[1334],18
271,"herald_of_ash_burning_buff",[1338],18
272,"herald_of_ash_buff",[1404],19
273,"herald_of_ash_burning_buff",[176],19
274,"herald_of_ash_buff",[1476],20
275,"herald_of_ash_burning_buff",[1480],20
276,"herald_of_ash_buff",[2327],21
277,"herald_of_ash_burning_buff",[2328],21
278,"herald_of_thunder_buff",[926],-1
279,"herald_of_thunder_buff",[340],0
280,"herald_of_thunder_buff",[340],1
281,"herald_of_thunder_buff",[620],2
282,"herald_of_thunder_buff",[697],3
283,"herald_of_thunder_buff",[701],4
284,"herald_of_thunder_buff",[745],5
285,"herald_of_thunder_buff",[833],6
286,"herald_of_thunder_buff",[837],7
287,"herald_of_thunder_buff",[909],8
288,"herald_of_thunder_buff",[913],9
289,"herald_of_thunder_buff",[922],10
290,"herald_of_thunder_buff",[933],11
291,"herald_of_thunder_buff",[938],12
292,"herald_of_thunder_buff",[1066],13
293,"herald_of_thunder_buff",[1089],14
294,"herald_of_thunder_buff",[1187],15
295,"herald_of_thunder_buff",[1267],16
296,"herald_of_thunder_buff",[1313],17
297,"herald_of_thunder_buff",[1335],18
298,"herald_of_thunder_buff",[1405],19
299,"herald_of_thunder_buff",[1477],20
300,"herald_of_thunder_buff",[2335],21
301,"herald_of_thunder_buff",[2337],22
302,"herald_of_ice_buff",[926],-1
303,"herald_of_ice_buff",[339],0
304,"herald_of_ice_buff",[339],1
305,"herald_of_ice_buff",[619],2
306,"herald_of_ice_buff",[696],3
307,"herald_of_ice_buff",[700],4
308,"herald_of_ice_buff",[744],5
309,"herald_of_ice_buff",[832],6
310,"herald_of_ice_buff",[836],7
311,"herald_of_ice_buff",[908],8
312,"herald_of_ice_buff",[912],9
313,"herald_of_ice_buff",[921],10
314,"herald_of_ice_buff",[932],11
315,"herald_of_ice_buff",[937],12
316,"herald_of_ice_buff",[1065],13
317,"herald_of_ice_buff",[1088],14
318,"herald_of_ice_buff",[1186],15
319,"herald_of_ice_buff",[1266],16
320,"herald_of_ice_buff",[1314],17
321,"herald_of_ice_buff",[1336],18
322,"herald_of_ice_buff",[1406],19
323,"herald_of_ice_buff",[1478],20
324,"herald_of_thunder_active_buff",[0],-1
325,"herald_of_thunder_active_buff",[341],0
326,"herald_of_thunder_active_buff",[341],1
327,"herald_of_thunder_active_buff",[704],2
328,"herald_of_thunder_active_buff",[703],3
329,"herald_of_thunder_active_buff",[702],4
330,"herald_of_thunder_active_buff",[746],5
331,"herald_of_thunder_active_buff",[834],6
332,"herald_of_thunder_active_buff",[838],7
333,"herald_of_thunder_active_buff",[910],8
334,"herald_of_thunder_active_buff",[914],9
335,"herald_of_thunder_active_buff",[923],10
336,"herald_of_thunder_active_buff",[934],11
337,"herald_of_thunder_active_buff",[939],12
338,"herald_of_thunder_active_buff",[1067],13
339,"herald_of_thunder_active_buff",[1090],14
340,"herald_of_thunder_active_buff",[1188],15
341,"herald_of_thunder_active_buff",[1268],16
342,"herald_of_thunder_active_buff",[1315],17
343,"herald_of_thunder_active_buff",[1337],18
344,"herald_of_thunder_active_buff",[1407],19
345,"herald_of_thunder_active_buff",[1479],20
346,"herald_of_thunder_active_buff",[2336],21
347,"herald_of_thunder_active_buff",[2338],22
348,"herald_of_agony_buff",[926],-1
349,"herald_of_agony_buff",[943],0
350,"herald_of_agony_buff",[943],1
351,"herald_of_agony_buff",[943],2
352,"herald_of_agony_buff",[943],3
353,"herald_of_agony_buff",[943],4
354,"herald_of_agony_buff",[943],5
355,"herald_of_agony_buff",[943],6
356,"herald_of_agony_buff",[943],7
357,"herald_of_agony_buff",[943],8
358,"herald_of_agony_buff",[943],9
359,"herald_of_agony_buff",[946],10
360,"herald_of_agony_buff",[944],11
361,"herald_of_agony_buff",[945],12
362,"herald_of_agony_buff",[947],13
363,"herald_of_agony_buff",[948],14
364,"herald_of_agony_buff",[1183],15
365,"herald_of_agony_buff",[1270],16
366,"herald_of_agony_buff",[1311],17
367,"herald_of_agony_buff",[1333],18
368,"herald_of_agony_buff",[1403],19
369,"herald_of_agony_buff",[1475],20
370,"herald_of_light_buff",[926],-1
371,"herald_of_light_buff",[950],0
372,"herald_of_light_buff",[950],1
373,"herald_of_light_buff",[950],2
374,"herald_of_light_buff",[950],3
375,"herald_of_light_buff",[950],4
376,"herald_of_light_buff",[950],5
377,"herald_of_light_buff",[950],6
378,"herald_of_light_buff",[950],7
379,"herald_of_light_buff",[950],8
380,"herald_of_light_buff",[950],9
381,"herald_of_light_buff",[953],10
382,"herald_of_light_buff",[951],11
383,"herald_of_light_buff",[952],12
384,"herald_of_light_buff",[954],13
385,"herald_of_light_buff",[955],14
386,"herald_of_light_buff",[1184],15
387,"herald_of_light_buff",[1269],16
388,"herald_of_light_buff",[1310],17
389,"herald_of_light_buff",[1332],18
390,"herald_of_light_buff",[1402],19
391,"herald_of_light_buff",[1474],20
392,"herald_of_light_buff",[2329],21
393,"herald_of_the_breach_buff",[926],-1
394,"herald_of_the_breach_buff",[342],0
395,"burning_arrow_debuff",[1199],0
396,"burning_arrow_debuff",[1200],1
397,"mortar_barrage_mine_aura",[1155],0
398,"mortar_barrage_mine_aura",[1650],2
399,"mine_lightning_explosion_aura",[1145],0
400,"mine_lightning_explosion_aura",[1651],2
401,"cold_projectile_mine_aura",[1154],0
402,"cold_projectile_mine_aura",[1652],2
403,"vaal_arc_buff",[916],6
404,"vaal_arc_buff",[964],7
405,"vaal_arc_buff",[1127],8
406,"flame_wall_burning",[176],0
407,"flame_wall_burning",[1075],1
408,"flame_wall_burning",[1594],2
409,"flame_wall_burning",[1657],3
410,"plague_bearer_at_max_damage",[926],-1
411,"plague_bearer_at_max_damage",[1141],0
412,"plague_bearer_at_max_damage",[1141],1
413,"plague_bearer_at_max_damage",[1141],2
414,"plague_bearer_buff_active_aura",[926],-1
415,"plague_bearer_buff_active_aura",[1142],0
416,"plague_bearer_buff_active_aura",[1142],1
417,"plague_bearer_buff_active_aura",[1142],2
418,"plague_bearer_accumulating",[926],-1
419,"plague_bearer_accumulating",[1151],0
420,"plague_bearer_accumulating",[1658],1
421,"plague_bearer_accumulating",[1780],2
422,"plague_bearer_aura",[926],-1
423,"plague_bearer_aura",[1152],0
424,"plague_bearer_aura",[1659],1
425,"plague_bearer_aura",[1781],2
426,"penance_brand_magma_pustule",[1330],0
427,"penance_brand_magma_pustule",[1660],2
428,"penance_brand_many_charges",[1347],0
429,"penance_brand_many_charges",[1661],2
430,"winter_brand_burn",[1348],0
431,"winter_brand_burn",[1662],2
432,"winter_brand_secondary_burn",[1349],0
433,"winter_brand_secondary_burn",[1663],2
434,"winter_brand_orb",[1353],0
435,"winter_brand_orb",[1664],2
436,"divine_cry_buff",[1597],0
437,"divine_cry_buff",[1667],2
438,"divine_cry_buff",[1668],3
439,"blight_channel_main",[550],0
440,"blight_channel_main",[1119],1
441,"blight_channel_main",[1557],2
442,"blight_channel_main",[1558],3
443,"blight_channel_main",[1591],4
444,"blight_channel_hinder",[1671],3
445,"blight_channel_hinder",[1596],4
446,"wither_channelled_main",[505],1
447,"wither_channelled_main",[1150],2
448,"wither_channelled_main",[1559],3
449,"wither_channelled_main",[1560],4
450,"wither_channelled_main",[1561],5
451,"wither_channelled_main",[1592],6
452,"wither_channelled_hinder",[1671],4
453,"wither_channelled_hinder",[1596],6
454,"soul_link_source",[1673],0
455,"soul_link_target",[1674],0
456,"storm_blade",[1672],0
457,"flame_link_source",[1675],0
458,"flame_link_target",[1676],0
459,"remora_link_source",[1677],0
460,"remora_link_target",[1678],0
461,"bulwark_link_source",[1679],0
462,"bulwark_link_target",[1680],0
463,"trigger_link_source",[1681],0
464,"trigger_link_target",[1682],0
465,"critical_link_source",[1683],0
466,"critical_link_target",[1684],0
467,"explosive_concoction_flask_attach",[1665],0
468,"poisonous_concoction_flask_attach",[1666],0
469,"poisonous_concoction_flask_attach",[1769],1
470,"poisonous_concoction_flask_attach",[1885],2
471,"bubble_shield",[0],0
472,"flask_effect",[1764],1
473,"flask_effect",[1765],2
474,"flask_effect",[1766],3
475,"flask_effect",[1767],4
476,"flask_effect",[1773],5
477,"flask_effect",[1813],6
478,"flask_effect",[1843],7
479,"flask_effect",[1859],8
480,"flask_effect",[1860],9
481,"flask_effect",[1861],10
482,"flask_effect",[1896],11
483,"flask_effect",[1905],12
484,"flask_effect",[1906],13
485,"flask_effect",[1907],14
486,"flask_effect",[1908],15
487,"flask_effect",[1909],16
488,"flask_effect",[1935],17
489,"flask_effect",[1943],18
490,"flask_effect",[1991],19
491,"flask_effect",[2022],20
492,"flask_effect",[2023],21
493,"flask_effect",[2024],22
494,"flask_effect",[2195],23
495,"flask_effect",[2200],24
496,"flask_effect",[2207],25
497,"flask_effect",[2208],26
498,"flask_effect",[2209],27
499,"flask_effect",[2210],28
500,"flask_effect",[2211],29
501,"flask_effect",[2306],30
502,"flask_effect",[2307],31
503,"flask_effect",[2308],32
504,"flask_effect",[2315],33
505,"flask_effect",[2321],34
506,"flask_effect",[2325],35
507,"flask_effect",[2347],36
508,"corrupting_fever_buff",[1528],0
509,"corrupting_fever_buff",[1775],1
510,"corrupting_fever_corrupted_blood",[239],0
511,"corrupting_fever_corrupted_blood",[1776],1
512,"slither_slither_buff",[1545],1
513,"slither_elusive_buff",[1546],1
514,"slither_wither_buff",[1561],1
515,"monster_dd_area_corpse_mark",[819],0
516,"monster_dd_area_corpse_mark",[820],1
517,"monster_dd_area_corpse_mark",[1441],2
518,"monster_dd_area_corpse_mark",[1719],3
519,"monster_dd_area_corpse_mark",[2119],4
520,"monster_dd_area_corpse_fade",[1742],3
521,"monster_soulrend_debuff",[1021],0
522,"monster_soulrend_debuff",[1023],1
523,"monster_soulrend_debuff",[1993],2
524,"monster_soulrend_debuff",[2067],3
525,"monster_soulrend_fadeout",[1022],0
526,"monster_soulrend_fadeout",[1024],1
527,"monster_soulrend_fadeout",[1994],2
528,"monster_soulrend_fadeout",[2068],3
529,"arcane_surge",[735],0
530,"arcane_surge",[1839],1
531,"phasing_buff",[335],0
532,"phasing_buff",[1837],1
533,"fortify_buff",[414],0
534,"fortify_buff",[1838],1
535,"onslaught_buff",[215],0
536,"onslaught_buff",[1840],1
537,"onslaught_buff",[1974],2
538,"galvanic_field_player_buff",[1844],0
539,"galvanic_field_player_buff",[1871],1
540,"galvanic_field_player_buff",[1877],2
541,"galvanic_field_shock_debuff",[1845],0
542,"galvanic_field_shock_debuff",[1872],1
543,"galvanic_field_shock_debuff",[1878],2
544,"lightning_conduit_hit_buff",[1842],0
545,"lightning_conduit_hit_buff",[1874],1
546,"lightning_conduit_hit_buff",[1876],2
547,"lightning_conduit_pause_buff",[1841],0
548,"lightning_conduit_pause_buff",[1873],1
549,"lightning_conduit_pause_buff",[1875],2
550,"alchemists_mark_buff",[82],0
551,"alchemists_mark_buff",[1867],1
552,"alchemists_mark_buff",[2146],2
553,"righteous_fire_buff_visual",[395],2
554,"righteous_fire_buff_visual",[464],3
555,"righteous_fire_buff_visual",[464],4
556,"righteous_fire_buff_visual",[17],5
557,"righteous_fire_buff_visual",[17],6
558,"righteous_fire_buff_visual",[18],7
559,"righteous_fire_buff_visual",[1588],8
560,"righteous_fire_buff_visual",[1880],9
561,"righteous_fire_buff_visual",[2127],10
562,"righteous_fire_aura_visual",[396],2
563,"righteous_fire_aura_visual",[396],3
564,"righteous_fire_aura_visual",[396],4
565,"righteous_fire_aura_visual",[22],5
566,"righteous_fire_aura_visual",[25],6
567,"righteous_fire_aura_visual",[23],7
568,"righteous_fire_aura_visual",[1589],8
569,"righteous_fire_aura_visual",[1881],9
570,"righteous_fire_aura_visual",[2128],10
571,"righteous_fire_aura_visual_totem",[20],0
572,"righteous_fire_aura_visual_totem",[396],2
573,"righteous_fire_aura_visual_totem",[396],3
574,"righteous_fire_aura_visual_totem",[396],4
575,"righteous_fire_aura_visual_totem",[25],5
576,"righteous_fire_aura_visual_totem",[25],6
577,"righteous_fire_aura_visual_totem",[24],7
578,"righteous_fire_aura_visual_totem",[1590],8
579,"righteous_fire_aura_visual_totem",[1882],9
580,"righteous_fire_aura_visual_totem",[2129],10
581,"reap_debuff",[1547],0
582,"reap_debuff",[1891],1
583,"reap_debuff",[1980],2
584,"reap_charges",[1548],0
585,"reap_charges",[1892],1
586,"reap_charges",[1981],2
587,"vaal_charged_attack_buff",[1916],0
588,"vaal_charged_attack_buff",[1917],1
589,"vaal_charged_attack_buff",[1918],2
590,"dominating_blow_normal",[957],0
591,"dominating_blow_normal",[1451],1
592,"dominating_blow_normal",[2326],2
593,"dominating_blow_magic",[958],0
594,"dominating_blow_magic",[1452],1
595,"dominating_blow_rare",[959],0
596,"dominating_blow_rare",[1453],1
597,"vaal_ice_shot",[1931],0
598,"vaal_ice_shot",[1932],3
599,"vaal_ice_shot",[1933],4
600,"vaal_arctic_armour_secondary",[1928],0
601,"vaal_arctic_armour_secondary",[1929],2
602,"vaal_arctic_armour_secondary",[1930],4
603,"covered_in_ash",[677],0
604,"covered_in_ash",[1970],1
605,"covered_in_frost",[1709],0
606,"covered_in_frost",[1971],1
607,"smite_aura_buff",[930],1
608,"smite_aura_buff",[1983],3
609,"smite_vaal_aura_buff",[1919],0
610,"frigid_bond",[1990],0
611,"devour_support",[1951],-1
612,"devour_support",[1261],0
613,"freeze",[2019],5
614,"flamewood_support",[1995],0
615,"freeze",[2037],6
616,"freeze",[2038],7
617,"chill",[2039],6
618,"chill",[2040],7
619,"chill",[2041],8
620,"arctic_armour_buff",[429],0
621,"arctic_armour_buff",[430],1
622,"arctic_armour_buff",[431],2
623,"arctic_armour_buff",[0],3
624,"arctic_armour_buff",[2134],4
625,"retaliation_rage_warcry_buff_visual",[421],0
626,"retaliation_rage_warcry_buff_visual",[1385],2
627,"retaliation_rage_warcry_buff_visual",[1368],3
628,"revenant_revive_explode",[819],0
629,"revenant_revive_possesed",[426],0
630,"poachers_mark",[81],0
631,"poachers_mark",[2191],1
632,"assassins_mark",[77],0
633,"assassins_mark",[2192],1
634,"snipers_mark",[78],0
635,"snipers_mark",[2193],1
636,"warlords_mark",[72],0
637,"warlords_mark",[2194],1
638,"bladefall_self_buff",[2277],0
639,"bladefall_self_buff",[2277],1
640,"bladefall_self_buff",[2277],2
641,"bladefall_self_buff",[2277],3
642,"bladefall_self_buff",[2277],4
643,"bladefall_self_buff",[2277],5
644,"bladefall_self_buff",[2277],6
645,"bladefall_self_buff",[2277],7
646,"misty_reflection",[1132],0
