"rownum","Id","i32_8","i32_12","i32_16","i32_20","i32_24","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","i32_60","i32_64","i32_68","i32_72","i32_76","i32_80","i32_84","i32_88","i32_92","i32_96","i32_100","i32_104","i32_108","i32_112","i32_116","i32_120","i32_124","i32_128","i32_132","i32_136","i32_140","i32_144","i32_148","i32_152","i32_156","i32_160","i32_164","i32_168","i32_172","i32_176","i32_180","i32_184"
12,"1_1_4_0",0,0,0,4,0,320,0,20,0,0,0,0,13,0,0,0,0,0,0,0,100,100,0,0,0,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
13,"1_1_4_1",0,0,0,4,0,320,0,20,0,0,0,0,13,0,0,0,0,0,0,0,100,100,0,0,0,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
14,"1_1_5",0,0,0,4,0,320,0,15,0,0,0,0,13,0,0,0,0,0,0,0,100,100,0,0,0,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
15,"1_1_6",0,0,0,4,0,320,0,20,0,0,0,0,13,0,0,0,0,0,0,0,100,100,0,0,0,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
16,"1_1_7_1",0,0,0,4,0,320,0,20,0,0,0,0,13,0,0,0,0,0,0,0,100,100,0,20,0,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
17,"1_1_7_2",0,0,0,4,0,320,0,20,0,0,0,0,13,0,0,0,0,0,0,0,100,100,0,51,18,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
18,"1_1_8",0,0,0,4,0,320,0,20,0,0,0,0,13,10,0,0,0,0,0,0,100,100,12,36,12,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
19,"1_1_9",5,0,0,4,0,320,0,20,0,0,0,0,13,10,0,0,0,0,0,0,100,100,16,36,12,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
20,"1_1_9a",5,0,0,4,0,320,0,20,0,0,0,0,6,0,0,0,0,0,0,0,100,100,0,36,12,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
21,"1_1_11_1",5,0,0,4,0,320,0,20,0,0,0,0,13,10,0,0,0,0,0,0,100,100,12,36,12,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
22,"1_1_11_2",5,0,0,4,0,320,0,20,0,0,0,0,13,10,0,0,0,0,0,0,100,100,12,36,12,0,100,0,8,100,20,100,0,0,0,0,8,0,0,0,0,100,100,100,0
23,"1_2_1",5,0,0,4,0,516,0,0,0,0,0,0,6,0,0,0,0,0,0,0,100,100,0,0,0,0,100,0,8,100,18,100,12,0,0,0,8,0,0,0,0,100,100,100,0
24,"Act2DefaultOutdoor",5,30,12,4,0,516,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,12,51,18,0,100,0,8,100,18,100,12,0,0,0,8,0,0,0,0,100,100,100,0
25,"Act2DefaultIndoor",5,30,12,4,0,516,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,12,51,18,0,100,0,8,100,18,100,0,0,0,0,8,0,0,0,0,100,100,100,0
26,"1_2_11",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,12,51,18,0,100,0,8,100,18,100,0,0,0,0,8,0,0,0,0,100,100,100,0
27,"1_2_12",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,15,51,18,0,100,0,8,100,18,100,12,0,0,0,8,0,0,0,0,100,100,100,0
28,"1_2_13",5,30,12,4,0,94,0,20,0,0,0,0,13,10,0,0,0,0,0,0,100,100,15,51,18,0,100,0,8,100,18,100,12,0,0,0,8,0,0,0,0,100,100,100,0
29,"1_2_14_2",5,30,12,4,0,94,0,10,0,0,0,0,13,10,0,0,0,0,0,0,100,100,10,30,0,0,100,0,8,100,18,100,0,0,0,0,8,0,0,0,0,100,100,100,0
30,"1_2_14_3",5,30,12,4,0,94,0,7,0,0,0,0,13,10,0,0,0,0,0,0,100,100,10,30,0,0,100,0,8,100,18,100,0,0,0,0,8,0,0,0,0,100,100,100,0
31,"1_2_15",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,0,15,51,18,0,100,0,8,100,18,100,12,0,0,0,8,0,0,0,0,100,100,100,0
32,"1_3_1",5,14,0,4,0,94,0,0,0,0,0,0,6,0,0,0,0,0,0,0,100,100,0,51,18,0,100,0,8,100,16,100,9,0,0,0,8,0,0,16,0,100,100,100,0
33,"Act3DefaultOutdoor",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,16,100,9,0,0,0,8,0,0,16,0,100,100,100,0
34,"Act3DefaultIndoor",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,16,100,0,0,0,0,8,0,0,16,0,100,100,100,0
35,"1_3_15",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,100,0,0,0,100,100,18,51,18,0,100,0,8,100,16,100,9,0,0,0,8,0,0,14,0,100,100,100,0
36,"1_3_18_1",5,30,12,4,0,94,0,7,0,0,0,0,13,10,0,0,0,0,0,0,100,100,12,20,0,0,100,0,8,100,16,100,0,0,0,0,8,0,0,100,0,100,100,100,0
37,"1_3_18_2",5,30,12,4,0,94,0,7,0,0,0,0,13,10,0,0,0,0,0,0,100,100,12,20,0,0,100,0,8,100,16,100,0,0,0,0,8,0,0,14,0,100,100,100,0
38,"1_4_1",5,14,0,4,0,94,0,0,0,0,0,0,10,0,0,0,0,0,0,0,100,100,18,20,0,0,100,0,8,100,15,100,8,0,0,0,8,0,0,14,0,100,100,100,0
39,"1_4_2",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,15,100,8,0,0,0,8,0,0,14,0,100,100,100,0
40,"Act4Mines",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,15,100,0,0,12,0,8,0,0,14,0,100,100,100,0
41,"Act4Dreams",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,8,51,18,0,100,0,8,100,15,100,8,0,0,0,8,0,0,14,0,100,100,100,0
42,"1_4_5_2",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,8,51,18,0,100,0,8,100,15,100,8,0,0,0,8,0,0,100,0,100,100,100,0
43,"Act4Belly",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,0,51,18,0,100,0,8,100,15,100,0,0,0,0,8,0,0,14,0,100,100,100,0
44,"1_4_7",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,15,100,8,0,0,0,8,0,0,14,0,100,100,100,0
45,"1_5_1",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,0,51,18,0,100,0,8,100,14,100,0,0,8,0,8,0,0,12,0,100,100,100,0
46,"Act5FirstHalfDefaultOutdoor",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,14,100,8,0,8,0,8,0,0,12,0,100,100,100,0
47,"Act5FirstHalfDefaultIndoor",5,30,12,4,0,94,0,20,10,0,0,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,14,100,0,0,8,0,8,0,0,12,0,100,100,100,0
48,"Act5SecondHalfDefaultOutdoor",5,30,12,4,0,94,0,20,10,0,10,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,14,100,8,0,8,0,8,0,0,12,0,100,100,100,0
49,"Act5SecondHalfDefaultIndoor",5,30,12,4,0,94,0,20,10,0,10,0,13,10,0,0,0,0,0,0,100,100,18,51,18,0,100,0,8,100,14,100,0,0,8,0,8,0,0,12,0,100,100,100,0
50,"2_6_1",5,30,12,4,0,94,0,20,10,0,10,0,13,10,0,10,0,15,0,15,100,100,0,51,18,0,100,0,8,100,14,100,8,0,8,0,8,0,0,10,0,100,100,100,0
51,"2_6_4",5,30,12,4,0,94,0,20,10,0,10,0,13,10,100,10,0,12,0,15,100,100,18,51,18,0,100,0,8,100,14,100,8,0,8,0,8,0,0,10,0,100,100,100,0
52,"Act6EarlyDefault",5,30,12,4,0,94,0,20,10,0,10,0,13,10,0,10,0,15,0,15,100,100,12,51,18,0,100,0,8,100,14,100,8,0,8,0,8,0,0,10,0,100,100,100,0
53,"Act6DefaultOutdoor",5,30,12,4,0,94,0,20,10,0,10,0,13,10,12,10,0,12,0,15,100,100,18,51,18,0,100,0,8,100,14,100,8,0,8,0,8,0,0,10,0,100,100,100,0
54,"2_6_6",5,30,12,4,0,94,0,20,10,0,10,0,13,10,12,10,0,12,0,15,100,100,18,51,18,0,100,0,8,100,14,100,8,0,8,0,8,0,0,100,0,100,100,100,0
55,"Act6DefaultIndoor",5,30,12,4,0,94,0,20,10,0,10,0,13,10,12,10,0,12,0,15,100,100,18,51,18,0,100,0,8,100,14,100,0,0,8,0,8,0,0,10,0,100,100,100,0
56,"Act7DefaultOutdoor",5,30,12,4,0,94,0,20,10,0,9,0,13,10,12,10,0,12,0,14,100,100,18,51,18,0,100,0,8,100,12,100,6,10,6,0,8,0,0,10,0,100,100,100,0
57,"Act7DefaultIndoor",5,30,12,4,0,94,0,20,10,0,9,0,13,10,12,10,0,12,0,14,100,100,18,51,18,0,100,0,8,100,12,100,0,10,6,0,8,0,0,10,0,100,100,100,0
58,"2_7_5_map",5,30,12,4,0,94,0,20,10,0,9,0,13,10,12,10,0,12,0,14,100,100,0,51,18,0,100,0,8,100,12,100,6,10,6,0,8,0,0,10,0,100,100,100,0
59,"2_7_3",5,30,12,4,0,94,0,20,10,0,10,0,13,10,15,10,0,15,0,15,100,0,0,51,18,0,100,0,8,100,12,100,6,10,6,0,8,0,0,10,0,100,100,100,0
60,"Act8DefaultOutdoor",5,30,12,4,0,94,0,20,10,0,9,0,13,10,12,10,0,12,0,13,100,100,18,51,18,0,100,0,8,100,12,100,8,8,8,0,8,0,0,10,0,100,100,100,0
61,"Act8DefaultIndoor",5,30,12,4,0,94,0,20,10,0,9,0,13,10,12,10,0,12,0,13,100,100,18,51,18,0,100,0,8,100,12,100,0,8,8,0,8,0,0,10,0,100,100,100,0
62,"Act8Underbelly",5,30,12,4,0,94,0,20,10,0,9,0,13,10,12,10,0,12,0,13,100,100,18,51,18,0,100,0,8,100,12,0,0,8,8,0,8,0,0,100,0,100,100,100,0
63,"Act9DefaultOutdoor",5,30,12,4,0,94,0,20,10,0,8,0,13,10,11,10,0,11,0,12,100,100,18,51,18,0,100,0,8,100,12,100,6,6,6,10,8,0,0,10,0,100,100,100,0
64,"Act9DefaultIndoor",5,30,12,4,0,94,0,20,10,0,8,0,13,10,11,10,0,11,0,12,100,100,18,51,18,0,100,0,8,100,12,100,0,6,6,10,8,0,0,10,0,100,100,100,0
65,"Act10DefaultOutdoor",5,30,12,4,0,94,0,20,10,0,8,0,13,10,11,10,0,11,0,12,100,100,18,51,18,0,100,0,8,100,12,100,8,8,8,8,8,0,0,10,0,100,100,100,0
66,"Act10DefaultIndoor",5,30,12,4,0,94,0,20,10,0,8,0,13,10,11,10,0,11,0,12,100,100,18,51,18,0,100,0,8,100,12,100,0,8,8,8,8,0,0,10,0,100,100,100,0
67,"2_10_9",5,30,12,4,0,94,0,20,10,0,0,0,13,10,11,10,0,11,0,12,100,100,18,51,18,0,100,0,8,100,12,100,0,8,8,8,8,0,0,10,0,100,100,100,0
68,"2_10_6",5,30,12,4,0,94,0,20,10,0,8,0,13,10,11,10,0,11,0,12,100,100,18,51,18,0,100,0,8,0,0,100,8,8,8,8,8,0,0,10,0,100,100,100,0
69,"Incursion",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"Delve_Hub",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Delve_Endless",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"Delve_Main",0,0,0,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Delve_Empty",0,0,0,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"Delve1",5,10,10,4,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"Delve2",5,15,15,4,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Delve3",5,20,20,4,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"Delve4",5,25,20,4,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"Delve5",5,30,20,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"DelveCity1",5,10,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"DelveCity2",5,15,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"DelveCity3",5,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"DelveCity4",5,25,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"DelveCity5",5,30,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"BetrayalStoryVault",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"BetrayalLaboratory",5,30,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"BetrayalSafeHouse",5,30,20,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"BetrayalMastermindFight",0,30,20,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Synthesis_Main2",5,15,10,4,0,94,0,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"Synthesis_Main3",5,30,20,4,0,94,0,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"Synthesis_Main4",5,30,20,4,0,94,0,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"Synthesis_Main5",5,30,20,4,0,94,0,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"Synthesis_Single2",0,15,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"Synthesis_Single3",0,30,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"SynthesisBoss",0,0,0,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"MapAtziri",5,24,16,4,0,94,0,0,0,0,0,0,10,8,0,8,0,0,0,0,0,0,0,66,36,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"MapTierLess",5,24,16,4,0,94,0,6,0,8,0,8,10,8,8,8,8,8,8,8,100,100,8,24,0,10,100,8,8,100,10,100,2,2,2,2,8,16,33,8,0,100,100,100,20
97,"OldAtlasDefault",5,24,16,4,0,94,0,16,8,8,0,8,10,8,8,8,8,8,8,8,100,100,8,43,12,10,100,8,8,100,10,100,2,2,2,2,8,16,33,8,0,100,100,100,20
98,"UniqueMapCowardsTrial",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"MapTier1_7Unique",5,0,0,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"UniqueMapMaelstromOfChaos",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"MapTier3_3Unique",5,24,16,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"UniqueMapMaoKun",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"MapTier4_1Unique",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"UniqueMapActonsNightmare",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"UniqueMapPoorjoysAsylum",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"UniqueMapWhakawairuaTuahu",5,24,16,4,0,94,0,0,0,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"UniqueMapBlackguardSalute",5,24,16,4,0,94,0,0,0,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"UniqueMapObasCursedTrove",5,24,16,4,0,3128,0,0,0,0,0,0,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"UniqueMapOlmecsSanctum",5,24,16,4,0,94,0,4,0,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"UniqueMapDeathAndTaxes",5,24,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"UniqueMapWraeclastPantheon",5,24,16,4,0,94,0,0,0,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"Map2TierLess",5,24,16,4,0,94,0,6,0,8,0,8,10,8,8,8,8,8,8,8,100,100,8,24,0,10,100,8,8,100,10,100,2,2,2,2,8,16,33,8,0,100,100,100,20
113,"UniqueMapUntaintedParadise",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"UniqueMapVaultsOfAtziri",5,24,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"UniqueMapCaerBlaidd",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"UniqueMapPerandusManor",5,24,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"UniqueMapVinktarSquare",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"UniqueMapHallowedGround",5,0,0,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"MapAtlasVaalPyramid",5,24,16,4,0,94,0,6,0,8,0,8,10,8,8,8,8,8,8,8,100,100,8,24,0,10,100,8,8,100,10,100,2,2,2,2,8,16,33,8,0,100,100,100,20
120,"UniqueMapPutridCloister",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"MapAtlasPitUnique",5,24,16,4,0,94,0,16,8,8,0,8,10,8,0,8,0,0,0,0,0,0,0,43,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"MapAtlasScriptorium",5,50,33,4,0,94,0,16,8,8,0,8,10,8,8,8,8,8,8,8,100,100,8,43,12,10,100,8,8,100,10,100,2,2,2,2,8,16,33,8,0,100,100,100,20
123,"ShapersRealm",5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"BreachBoss",5,30,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"MapHarbinger",5,24,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"MapWorldsDefault",5,24,16,4,0,94,0,16,8,8,8,8,10,8,8,8,8,8,8,8,100,100,8,43,12,10,100,8,8,100,10,100,2,2,2,2,8,16,33,8,7,100,100,100,20
127,"MapWorldsMazeUnique",5,24,16,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"MapWorldsDunesUnique",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,0,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"MapWorldsMoonTempleUnique",5,24,16,4,0,94,0,16,8,0,0,0,10,8,0,8,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"MapWorldsPitUnique",5,24,16,4,0,94,0,16,8,8,8,8,10,8,0,8,0,0,0,0,0,0,0,43,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
