"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32_32","bool_36","bool_37","i32_38","i32_42","rid_46","i32_62","i32_66","i32_70","i32_74","i32_78","i32_82","i32_86","i32_90","i32_94","i32_98","i32_102","bool_106"
28,"Metadata/Pet/Kiwi/Albino",4710,1895853193,531849,0,1,"",0,137756672,0,0,0,0,138805248,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
29,"Metadata/Pet/BabyRhoa/babyrhoa",4711,-211261134,563802,0,1,"",0,142999552,0,0,0,0,144048128,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
30,"Metadata/Pet/BabyRhoa/babyrhoa_attach1",4712,1162036745,525130,0,1,"",0,149291008,0,0,0,0,150339584,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
31,"Metadata/Pet/BabyRhoa/babyrhoa_attach2",4713,-648322471,572162,0,1,"",0,155582464,0,0,0,0,156631040,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
32,"Metadata/Pet/BabyRhoa/babyrhoa_attach3",4714,-1430046965,564680,0,1,"",0,161873920,0,0,0,0,162922496,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
33,"Metadata/Pet/BabyRhoaFlying/babyrhoaflying",4715,-183211595,629921,0,1,"",0,168689664,0,0,0,0,169738240,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
34,"Metadata/Pet/Ferret/Ferret",4716,-1627038279,574140,0,1,"",0,173408256,0,0,0,0,174456832,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
35,"Metadata/Pet/Cat/Black",4717,-1416580385,530767,0,1,"",0,177602560,0,0,0,0,178651136,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
36,"Metadata/Pet/DemonHand/Basic",4718,1691856294,575857,0,1,"",0,182583296,0,0,0,0,183631872,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
37,"Metadata/Pet/Fox/infernal_fox/Infernal",4719,-2060816315,652655,0,1,"",0,188874752,0,0,0,0,189923328,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
38,"Metadata/Pet/Bat/Vampire_Bat/Lightning",4720,-1635191195,551149,0,1,"",0,195166208,0,0,0,0,196214784,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
39,"Metadata/Pet/Garena/Garena",4721,1000559177,551402,0,1,"",0,199884800,0,0,0,0,200933376,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
40,"Metadata/Pet/BellLizard/BellLizard",4722,1417188679,573759,0,1,"",0,205651968,0,0,0,0,206700544,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
41,"Metadata/Pet/Lion/Demon/DemonLion",4723,-1772228717,752078,0,1,"",0,211288064,0,0,0,0,212336640,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
42,"Metadata/Pet/Lion/Gem/GemLion",4724,-848574228,722311,0,1,"",0,216399872,0,0,0,0,217448448,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
43,"Metadata/Pet/Cobra/Cobra",4725,-325807316,556984,0,1,"",0,220856320,0,0,0,0,221904896,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
44,"Metadata/Pet/Cockroach/Cockroach",4726,80998440,587003,0,1,"",0,226361344,0,0,0,0,227409920,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
45,"Metadata/Pet/FormosanBear/FormosanBear",4727,903989278,720383,0,1,"",0,232652800,0,0,0,0,233701376,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
46,"Metadata/Pet/SpiderLizard/SpiderLizard",4728,1067122867,540456,0,1,"",0,238944256,0,0,0,0,239992832,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",4729,106004084,555045,0,1,"",0,245235712,0,0,0,0,246284288,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",4730,-1035234302,546377,0,1,"",0,251920384,0,0,0,0,252968960,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",4731,-1918041876,560449,0,1,"",0,258605056,0,0,0,0,259653632,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",4732,2041806806,525925,0,1,"",0,265289728,0,0,0,0,266338304,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",4733,1838585932,587226,0,1,"",0,271974400,0,0,0,0,273022976,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",4734,-1376809836,532859,0,1,"",0,278659072,0,0,0,0,279707648,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",4735,-1376662020,548877,0,1,"",0,285343744,0,0,0,0,286392320,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
54,"Metadata/Pet/Spider/spider",4736,2119162085,566954,0,1,"",0,290062336,0,0,0,0,291110912,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
55,"Metadata/Pet/FormosanDeer/FormosanDeer",4737,-2127929308,712974,0,1,"",0,296353792,0,0,0,0,297402368,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
56,"Metadata/Pet/FlySwarm/FlySwarm",4738,1093161574,660302,0,1,"",0,301596672,0,0,0,0,302645248,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
57,"Metadata/Pet/DropBear/DropBear",4741,1321914861,630567,0,1,"",0,306839552,0,0,0,0,307888128,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
58,"Metadata/Pet/BloodWorm/BloodWorm",4742,1503156081,528105,0,1,"",0,312344576,0,0,0,0,313393152,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
59,"Metadata/Pet/Rat_Black/Rat_Black",4743,1837838469,548110,0,1,"",0,317849600,0,0,0,0,318898176,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
60,"Metadata/Pet/RollingHead/RollingHead",4744,-2048091485,532303,0,1,"",0,323878912,0,0,0,0,324927488,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",4739,2107757903,633070,0,1,"",0,329777152,0,0,0,0,330825728,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",4740,-1323519248,590828,0,1,"",0,335806464,0,0,0,0,336855040,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",4745,-617942796,666590,0,1,"",0,342622208,0,0,0,0,343670784,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
64,"Metadata/Pet/Chicken/Chicken",4746,568450361,589016,0,1,"",0,347602944,0,0,0,0,348651520,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
65,"Metadata/Pet/WildTurkey/WildTurkey",4747,1133742393,641706,0,1,"",0,353370112,0,0,0,0,354418688,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
66,"Metadata/Pet/Hedgehog/Hedgehog",4748,2080801648,589686,0,1,"",0,358612992,0,0,0,0,359661568,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
67,"Metadata/Pet/Lemur/Lemur",4749,1889044674,587866,0,1,"",0,363069440,0,0,0,0,364118016,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
68,"Metadata/Pet/PeacockMale/PeacockMale",4750,1024272070,662475,0,1,"",0,369098752,0,0,0,0,370147328,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
69,"Metadata/Pet/PeacockFemale/PeacockFemale",4751,177636339,624997,0,1,"",0,375652352,0,0,0,0,376700928,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
70,"Metadata/Pet/Pukeko/Pukeko",4752,1856546580,575932,0,1,"",0,380370944,0,0,0,0,381419520,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
71,"Metadata/Pet/RockElemental/RockElemental",4753,531828749,528318,0,1,"",0,386924544,0,0,0,0,387973120,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
72,"Metadata/Pet/DesertTortoise/DesertTortoise",4754,1061254767,543022,0,1,"",0,393740288,0,0,0,0,394788864,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
73,"Metadata/Pet/Koala/KoalaBear",4755,-1369569374,633340,0,1,"",0,398721024,0,0,0,0,399769600,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
74,"Metadata/Pet/Basilisk/LargeInfernal",4756,-232283631,675894,0,1,"",0,404619264,0,0,0,0,405667840,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
75,"Metadata/Pet/BabyElephant/BabyElephant",4757,878110891,711933,0,1,"",0,410910720,0,0,0,0,411959296,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
76,"Metadata/Pet/Wallaby/Wallaby",4758,-1683374014,613355,0,1,"",0,415891456,0,0,0,0,416940032,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
77,"Metadata/Pet/Merveil/Merveil",4759,-1445383141,564674,0,1,"",0,420872192,0,0,0,0,421920768,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",4760,-1535890414,624742,0,1,"",0,427032576,0,0,0,0,428081152,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
79,"Metadata/Pet/Centipede/Centipede",4761,-1893815030,533012,0,1,"",0,432537600,0,0,0,0,433586176,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
80,"Metadata/Pet/Parasite/Parasite",4762,960660280,572026,0,1,"",0,437780480,0,0,0,0,438829056,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
81,"Metadata/Pet/Wolf/Wolf",4763,1206981490,676995,0,1,"",0,441974784,0,0,0,0,443023360,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
82,"Metadata/Pet/GargoyleStone/GargoyleStone",4764,-830787059,588918,0,1,"",0,448528384,0,0,0,0,449576960,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",4765,1740134938,605602,0,1,"",0,455344128,0,0,0,0,456392704,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
84,"Metadata/Pet/GargoyleGold/GargoyleGold",4766,-17377126,730732,0,1,"",0,461635584,0,0,0,0,462684160,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",4767,1577973149,830352,65536,1,"",0,469762048,0,0,0,0,470810624,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",4768,-629782635,826851,16777216,1,"",0,478806016,0,0,0,0,479854592,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",4769,1234256136,788633,65536,1,"",0,488767488,0,0,0,0,489816064,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
88,"Metadata/Pet/BladeSentry/BladeSentry",4770,1753604362,625039,0,1,"",0,494796800,0,0,0,0,495845376,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4771,-543087578,785287,0,1,"",0,500563968,0,0,0,0,501612544,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
90,"Metadata/Pet/Parrot/BrazilianParrot",4772,1278553151,548874,0,1,"",0,506462208,0,0,0,0,507510784,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4773,157390377,565064,0,1,"",0,513146880,0,0,0,0,514195456,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
92,"Metadata/Pet/Rabbit/Rabbit",4775,211109754,543727,0,1,"",0,517865472,0,0,0,0,518914048,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
93,"Metadata/Pet/Beetle/Beetle",4774,-638257687,535581,0,1,"",0,522584064,0,0,0,0,523632640,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
94,"Metadata/Pet/HeiTiki/Spawner",4776,2056783246,556822,0,1,"",0,527564800,0,0,0,0,528613376,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
95,"Metadata/Pet/GraspingHands/Spawner",4777,1466452343,531999,0,1,"",0,533331968,0,0,0,0,534380544,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4778,582792321,562749,0,1,"",0,539885568,0,0,0,0,540934144,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
97,"Metadata/Pet/Frog/PurpleCrown",4779,-341046971,582377,0,1,"",0,544997376,0,0,0,0,546045952,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4780,349869067,557265,0,1,"",0,551419904,0,0,0,0,552468480,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
99,"Metadata/Pet/Tiger/Tiger",4781,-446978324,541623,65536,1,"",0,555876352,0,0,0,0,556924928,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4782,1698853405,530271,0,1,"",0,562561024,0,0,0,0,563609600,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4783,1930340955,579925,65536,1,"",0,570294272,0,0,0,0,571342848,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4784,1856269555,655959,0,1,"",0,575799296,0,0,0,0,576847872,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
103,"Metadata/Pet/Cat/Orange",4785,1557830505,575411,0,1,"",0,580124672,0,0,0,0,581173248,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
104,"Metadata/Pet/Devourling/Spawner",4786,-398225136,555347,0,1,"",0,585498624,0,0,0,0,586547200,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
105,"Metadata/Pet/Taotie/Taotie",4787,-525610344,537139,0,1,"",0,590217216,0,0,0,0,591265792,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
106,"Metadata/Pet/TaowuPet/Taowu",4788,-1522750493,790239,0,1,"",0,595066880,0,0,0,0,596115456,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4789,118464978,567005,0,1,"",0,600965120,0,0,0,0,602013696,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4790,-177259484,575819,0,1,"",0,606732288,0,0,0,0,607780864,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4791,135419822,548796,0,1,"",0,613548032,0,0,0,0,614596608,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
110,"Metadata/Pet/Crow/Crow",4792,2083994821,540914,0,1,"",0,617742336,0,0,0,0,618790912,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
111,"Metadata/Pet/Dove/Dove",4793,-1888396772,578925,0,1,"",0,621936640,0,0,0,0,622985216,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4794,777651135,536037,65536,1,"",0,628228096,0,0,0,0,629276672,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
113,"Metadata/Pet/Frog/Fire",4795,614829907,568310,0,1,"",0,632422400,0,0,0,0,633470976,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
114,"Metadata/Pet/Frog/Ice",4796,-1741436479,545266,0,1,"",0,636485632,0,0,0,0,637534208,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
115,"Metadata/Pet/Hundun/Hundun",4797,1675991458,588359,0,1,"",0,641204224,0,0,0,0,642252800,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
116,"Metadata/Pet/Cat/Julio",4798,1039286254,524828,0,1,"",0,645398528,0,0,0,0,646447104,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
117,"Metadata/Pet/Qiongqi/Qiongqi",4799,1651407510,792824,0,1,"",0,650379264,0,0,0,0,651427840,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
118,"Metadata/Pet/Tiger/IceTiger",4800,990943617,565905,0,1,"",0,655228928,0,0,0,0,656277504,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
119,"Metadata/Pet/Lion/Fire",4801,14923620,571271,0,1,"",0,659423232,0,0,0,0,660471808,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
120,"Metadata/Pet/Eyeball/Eyeball1",4802,-1204894032,556702,0,1,"",0,664535040,0,0,0,0,665583616,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
121,"Metadata/Pet/Eyeball/Eyeball2",4803,1134403120,581037,0,1,"",0,669646848,0,0,0,0,670695424,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
122,"Metadata/Pet/Eyeball/Eyeball3",4804,1515528802,555063,0,1,"",0,674758656,0,0,0,0,675807232,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
123,"Metadata/Pet/Eyeball/Eyeball4",4805,-852220236,584576,0,1,"",0,679870464,0,0,0,0,680919040,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
124,"Metadata/Pet/Eyeball/Eyeball5",4806,-1877756094,534353,0,1,"",0,684982272,0,0,0,0,686030848,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
125,"Metadata/Pet/HellionCub/HellionCub",4807,-972914652,542246,0,1,"",0,690749440,0,0,0,0,691798016,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
126,"Metadata/Pet/Cat/Celestial",4808,1398287328,555192,0,1,"",0,695468032,0,0,0,0,696516608,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4809,-145564155,534871,0,1,"",0,701497344,0,0,0,0,702545920,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
128,"Metadata/Pet/Harpy/Harpy",4810,-1250807314,558236,0,1,"",0,705953792,0,0,0,0,707002368,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4811,1688782712,566224,0,1,"",0,713162752,0,0,0,0,714211328,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4812,163801931,549512,0,1,"",0,721158144,0,0,0,0,722206720,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4813,-1982790892,559813,0,1,"",0,729546752,0,0,0,0,730595328,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
132,"Metadata/Pet/Cherub/Sin",4814,-1596949538,580366,0,1,"",0,733872128,0,0,0,0,734920704,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
133,"Metadata/Pet/Cherub/Innocence",4815,-1000928662,577085,0,1,"",0,738983936,0,0,0,0,740032512,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
134,"Metadata/Pet/Beast/Beast",4816,486600888,585144,0,1,"",0,743440384,0,0,0,0,744488960,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
135,"Metadata/Pet/Goatman/Goatman",4817,308627029,545840,0,1,"",0,748421120,0,0,0,0,749469696,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
136,"Metadata/Pet/Monkey/Monkey",4818,-2040578038,575061,0,1,"",0,753139712,0,0,0,0,754188288,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
137,"Metadata/Pet/Raptor/Raptor",4819,1698595983,582065,0,1,"",0,757858304,0,0,0,0,758906880,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4820,-2080417893,578660,0,1,"",0,763625472,0,0,0,0,764674048,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
139,"Metadata/Pet/Copter/Copter",4821,660553808,550671,0,1,"",0,768344064,0,0,0,0,769392640,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
140,"Metadata/Pet/Scorpion/Machine",4822,526116862,587941,0,1,"",0,773455872,0,0,0,0,774504448,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4823,-1620999270,531707,0,1,"",0,780795904,0,0,0,0,781844480,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4824,1673959631,588553,0,1,"",0,788267008,0,0,0,0,789315584,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4825,-1070884214,547489,0,1,"",0,795607040,0,0,0,0,796655616,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
144,"Metadata/Pet/Lion/Gold",4826,-2024527875,565417,0,1,"",0,799801344,0,0,0,0,800849920,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
145,"Metadata/Pet/Raven/BloodGuard",4828,669476092,541467,0,1,"",0,804913152,0,0,0,0,805961728,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
146,"Metadata/Pet/Eagle/FaithGuard",4829,-789573270,573850,0,1,"",0,810024960,0,0,0,0,811073536,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
147,"Metadata/Pet/Raven/Oriath",4830,284889460,524687,0,1,"",0,814612480,0,0,0,0,815661056,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
148,"Metadata/Pet/Pigeon/Dark",4832,1049527056,572830,0,1,"",0,819068928,0,0,0,0,820117504,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
149,"Metadata/Pet/Pigeon/Light",4831,-704138850,550809,0,1,"",0,823656448,0,0,0,0,824705024,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
150,"Metadata/Pet/BallTrio/Fire",4833,1412657883,534248,0,1,"",0,828375040,0,0,0,0,829423616,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
151,"Metadata/Pet/BallTrio/Cold",4834,1951976917,571789,0,1,"",0,833093632,0,0,0,0,834142208,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1
