"rownum","MtxTypeGameSpecific","Index","AOFile","MapAOFile","f32_34","MiscObject","PortalEffect","f32_62","OTFile","PortalEffectLarge","i32_82","i32_86","Script"
17,440,18,"Metadata/Effects/Microtransactions/Town_Portals/prophecy_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/prophecy_portal/rig_map.ao",1,"","",1,"","",0,0,""
18,442,19,"Metadata/Effects/Microtransactions/Town_Portals/DemonkingPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DemonkingPortal/rig_map.ao",1,"","",1,"","",0,0,""
19,505,20,"Metadata/Effects/Microtransactions/Town_Portals/essence_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/essence_portal/rig_map.ao",1,"","",1,"","",0,0,""
20,205,21,"Metadata/Effects/Microtransactions/Town_Portals/ShaperPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ShaperPortal/rig_map.ao",1,"","",1,"","",0,0,""
21,518,22,"Metadata/Effects/Microtransactions/Town_Portals/GorePortal/GorePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GorePortal/GorePortal_map.ao",1,"","",1,"","",0,0,""
22,562,23,"Metadata/Effects/Microtransactions/Town_Portals/BreachSupporterPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachSupporterPortal/rig_map.ao",1,"","",1,"","",0,0,""
23,544,24,"Metadata/Effects/Microtransactions/Town_Portals/Breach_portal/Breach_portal_player.ao","Metadata/Effects/Microtransactions/Town_Portals/Breach_portal/Breach_portal_player_map.ao",1,"","",1,"","",0,0,""
24,199,25,"Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal_inmap.ao","Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal_inmap.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal.ao",0,0,""
25,570,26,"Metadata/Effects/Microtransactions/Town_Portals/KaomPortal/KaomPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KaomPortal/KaomPortalMap.ao",1,"","",1,"","",0,0,""
26,571,27,"Metadata/Effects/Microtransactions/Town_Portals/DaressoPortal/DaressoPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DaressoPortal/DaressoPortalMap.ao",1,"","",1,"","",0,0,""
27,576,28,"Metadata/Effects/Microtransactions/Town_Portals/classic/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/classic/rig_map.ao",1,"","",1,"","",0,0,""
28,581,29,"Metadata/Effects/Microtransactions/Town_Portals/supporter_purple/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/supporter_purple/rig_map.ao",1,"","",1,"","",0,0,""
29,670,30,"Metadata/Effects/Microtransactions/Town_Portals/twitch_portal/twitch_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/twitch_portal/twitch_portal.ao",1,"","",1,"","",0,0,""
30,738,31,"Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Dark/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Dark/rig_map.ao",1,"","",1,"","",0,0,""
31,739,32,"Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Light/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Light/rig_map.ao",1,"","",1,"","",0,0,""
32,875,33,"Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortalMap.ao",1,"","",1,"","",0,0,""
33,883,34,"Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao",1,"","",1,"","",0,0,""
34,891,35,"Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal_map.ao",1,"","",1,"","",0,0,""
35,777,36,"Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue.ao","Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue_map.ao",1,"","",1,"","",0,0,""
36,894,37,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortalMap.ao",1,"","",1,"","",0,0,""
37,895,38,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortalMap.ao",1,"","",1,"","",0,0,""
38,896,39,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal_Map.ao",1,"","",1,"","",0,0,""
39,930,40,"Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal_map.ao",1,"","",1,"","",0,0,""
40,931,41,"Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal_map.ao",1,"","",1,"","",0,0,""
41,1250,42,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortalMap.ao",1,"","",1,"","",0,0,""
42,1265,43,"Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig_map.ao",1,"","",1,"","",0,0,""
43,1280,44,"Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal_map.ao",1,"","",1,"","",0,0,""
44,1289,45,"Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig_map.ao",1,"","",1,"","",0,0,""
45,1316,46,"Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig_map.ao",1,"","",1,"","",0,0,""
46,1324,47,"Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal_map.ao",1,"","",1,"","",0,0,""
47,1338,48,"Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig_map.ao",1,"","",1,"","",0,0,""
48,1361,49,"Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig_map.ao",1,"","",1,"","",0,0,""
49,1366,50,"Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig_map.ao",1,"","",1,"","",0,0,""
50,1355,51,"Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig_map.ao",1,"","",1,"","",0,0,""
51,1387,52,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal_map.ao",1,"","",1,"","",0,0,""
52,1402,53,"Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal_map.ao",1,"","",1,"","",0,0,""
53,1414,54,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal_map.ao",1,"","",1,"","",0,0,""
54,1431,55,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal_map.ao",1,"","",1,"","",0,0,""
55,1478,56,"Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig_map.ao",1,"","",1,"","",0,0,""
56,1479,57,"Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao",1,"","",1,"","",0,0,""
57,1480,58,"Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig_map.ao",1,"","",1,"","",0,0,""
58,1519,59,"Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig_map.ao",1,"","",1,"","",0,0,""
59,1520,60,"Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig_map.ao",1,"","",1,"","",0,0,""
60,1536,61,"Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal_map.ao",1,"","",1,"","",0,0,""
61,1563,62,"Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig_map.ao",1,"","",1,"","",0,0,""
62,1637,63,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig_map.ao",1.25,"","",1,"","",0,0,""
63,1646,64,"Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig_map.ao",1,"","",1,"","",0,0,""
64,1559,65,"Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig_map.ao",1,"","",1,"","",0,0,""
65,1698,66,"Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig_map.ao",1,"","",1,"","",0,0,""
66,1626,67,"Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/SpectrePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/rig_map.ao",1,"","",1,"","",0,0,""
67,1614,68,"Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig_map.ao",1,"","",1,"","",0,0,""
68,1599,69,"Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portalmap.ao",1,"","",1,"","",0,0,""
69,1688,70,"Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig_map.ao",1,"","",1,"","",0,0,""
70,1578,71,"Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig_map.ao",1,"","",1,"","",0,0,""
71,1585,72,"Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig_map.ao",1,"","",1,"","",0,0,""
72,1703,73,"Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig_map.ao",1,"","",1,"","",0,0,""
73,1742,74,"Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2_map.ao",1,"","",1,"","",0,0,""
74,1745,75,"Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig_map.ao",1,292,"",1,"","",0,0,""
75,1780,76,"Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal_map.ao",1,"","",1,"","",0,0,""
76,1794,77,"Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig_map.ao",1,"","",1,"","",0,0,""
77,1808,78,"Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao",1,"","",1,"","",0,0,""
78,1828,79,"Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao",1,"","",1,"","",0,0,""
79,1839,80,"Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao","Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao",1,"","",1,"","",0,0,""
80,1843,81,"Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx_map.ao",1,"","",1,"","",0,0,""
81,1871,82,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig_map.ao",1.25,"","",1,"","",0,0,""
82,1892,83,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal_map.ao",1,"","",1,"","",0,0,""
83,1904,84,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal_map.ao",1,"","",1,"","",0,0,""
84,1915,85,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal_map.ao",1,308,"",1,"","",0,0,""
85,1927,86,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal_map.ao",1,308,"",1,"","",0,0,""
86,1961,87,"Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortalMap.ao",1,"","",1,"","",0,0,""
87,1962,88,"Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig_map.ao",1,"","",1,"","",0,0,""
88,1938,89,"Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal_map.ao",1,"","",1,"","",0,0,""
89,1965,90,"Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig_map.ao",1,"","",1,"","",0,0,""
90,2007,91,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_map.ao",1,322,"",1,"","",0,0,""
91,2019,92,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt_map.ao",1,322,"",1,"","",0,0,""
92,2030,93,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_map.ao",1,"","",1,"","",0,0,""
93,2042,94,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple _map.ao",1,"","",1,"","",0,0,""
94,2045,95,"Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal_map.ao",1,"","",1,"","",0,0,""
95,2074,96,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortal_Divine.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortalMap_Divine.ao",1,"","",1,"","",0,0,""
96,2061,97,"Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig_map.ao",1,337,"",1,"","",0,0,""
97,2053,98,"Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig_map.ao",1,320,"",1,"","",0,0,""
98,2091,99,"Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig_map.ao",1,"","",1,"","",0,0,""
99,2100,100,"Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rigmap.ao",1,343,"",1,"","",0,0,""
100,2072,101,"Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal_Map.ao",1,"","",1,"","",0,0,""
101,2103,102,"Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal_map.ao",0.9,"","",1,"","",0,0,""
102,2120,103,"Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig_map.ao",1,"","",1,"","",0,0,""
103,2149,104,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig_map.ao",1,"","",1,"","",0,0,""
104,2175,105,"Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao",1,365,"",1,"","",0,0,""
105,2187,106,"Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal_map.ao",1,"","",1,"","",0,0,""
106,2201,107,"Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal_map.ao",1,"","",1,"","",0,0,""
107,2214,108,"Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig_map.ao",1,"","",1,"","",0,0,""
108,206,109,"Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal_map.ao",1,"","",1,"","",0,0,""
109,2255,110,"Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig_map.ao",1,"","",1,"","",0,0,""
110,2150,111,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao",1,"","",1,"","",0,0,""
111,2268,112,"Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig_map.ao",1,"","",1,"","",0,0,""
112,2322,113,"Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal_map.ao",1,"","",1,"","",0,0,""
113,2303,114,"Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal_map.ao",1,"","",1,"","",0,0,""
114,2337,115,"Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal_map.ao",1,"","",1,"","",0,0,""
115,2346,116,"Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal_map.ao",1,"","",1,"","",0,0,""
116,2363,117,"Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal_map.ao",1,"","",1,"","",0,0,""
117,2376,118,"Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal_map.ao",1,"","",1,"","",0,0,""
118,2474,119,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig_map.ao",1,"","",1,"","",0,0,""
119,2475,120,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig_map.ao",1,"","",1,"","",0,0,""
120,2476,121,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig_map.ao",1,"","",1,"","",0,0,""
121,2477,122,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig_map.ao",1,"","",1,"","",0,0,""
122,2479,123,"Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig_map.ao",1,"","",1,"","",0,0,""
123,2513,124,"Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal.ao","Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal_map.ao",1,"","",1,"","",0,0,""
124,2514,125,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig_map.ao",1,"","",1,"","",0,0,""
125,2515,126,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig_map.ao",1,"","",1,"","",0,0,""
126,2516,127,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig_map.ao",1,"","",1,"","",0,0,""
127,2517,128,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig_map.ao",1,"","",1,"","",0,0,""
128,2518,129,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig_map.ao",1,"","",1,"","",0,0,""
129,2374,130,"Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal_map.ao",1,"","",1,"","",0,0,""
