"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","[rid]_32","[rid]_48","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","u16_112","bool_114","u16_115"
85,"3_1","Metadata/EnvironmentSettings/1_3_1.env",[],[],[],[],"","",0,"",0
86,"3_2","Metadata/EnvironmentSettings/1_3_2.env",[],[],[],[],"","",0,"",0
87,"3_3_1","Metadata/EnvironmentSettings/1_3_3_1.env",[],[],[],[],"","",0,"",0
88,"3_4","Metadata/EnvironmentSettings/1_3_4.env",[],[],[],[],"","",0,"",0
89,"3_5","Metadata/EnvironmentSettings/1_3_5.env",[],[],[],[],"","",0,"",0
90,"3_6_1","Metadata/EnvironmentSettings/1_3_6_1.env",[],[],[],[],"","",0,"",0
91,"3_7","Metadata/EnvironmentSettings/1_3_7.env",[],[],[],[],"","",0,"",0
92,"3_8_1","Metadata/EnvironmentSettings/1_3_8_1.env",[],[],[],[],"","",0,"",0
93,"3_8_2","Metadata/EnvironmentSettings/1_3_8_2.env",[],[],[],[],"","",0,"",0
94,"3_9","Metadata/EnvironmentSettings/1_3_9.env",[],[],[],[],"","",0,"",0
95,"3_10_0","Metadata/EnvironmentSettings/1_3_10_0.env",[],[],[],[],"","",0,"",0
96,"3_10_1","Metadata/EnvironmentSettings/1_3_10_1.env",[],[],[],[],"","",0,"",0
97,"3_10_2","Metadata/EnvironmentSettings/1_3_10_2.env",[],[],[],[],"","",0,"",0
98,"3_10_3","Metadata/EnvironmentSettings/1_3_10_3.env",[],[],[],[],"","",0,"",0
99,"3_13","Metadata/EnvironmentSettings/1_3_13.env",[],[],[],[],"","",0,"",0
100,"3_14_1","Metadata/EnvironmentSettings/1_3_14_1.env",[],[],[],[],"","",0,"",0
101,"3_14_1_synthesis","Metadata/EnvironmentSettings/1_3_14_1_synthesis.env",[],[],[],[],"","",0,"",0
102,"3_14_2","Metadata/EnvironmentSettings/1_3_14_2.env",[],[],[],[],"","",0,"",0
103,"3_14_3","Metadata/EnvironmentSettings/1_3_14_3.env",[],[],[],[],"","",0,"",0
104,"3_14_3_silent","Metadata/EnvironmentSettings/boss_silent.env",[],[],[],[],"","",0,"",0
105,"3_14_3_boss","Metadata/EnvironmentSettings/1_3_14_3_boss.env",[],[],[],[],"","",0,"",0
106,"3_15","Metadata/EnvironmentSettings/1_3_15.env",[],[],[],[],"","",0,"",0
107,"3_16","Metadata/EnvironmentSettings/1_3_16.env",[],[],[],[],"","",0,"",0
108,"3_17_1","Metadata/EnvironmentSettings/1_3_17_1.env",[],[],[],[],"","",0,"",0
109,"3_17_2","Metadata/EnvironmentSettings/1_3_17_2.env",[],[],[],[],"","",0,"",0
110,"3_18_1","Metadata/EnvironmentSettings/1_3_18_1.env",[],[],[],[],"","",0,"",0
111,"3_18_1_entrance","Metadata/EnvironmentSettings/1_3_18_1_entrance.env",[],[],[],[],"","",0,"",0
112,"3_18_2","Metadata/EnvironmentSettings/1_3_18_2.env",[],[],[],[],"","",0,"",0
113,"3_18_3","Metadata/EnvironmentSettings/1_3_18_3.env",[],[],[],[],"","",0,"",0
114,"3_18_3_bossmusic","Metadata/EnvironmentSettings/1_3_18_3_bossmusic.env",[],[],[],[],"","",0,"",0
115,"3_18_3_demon","Metadata/EnvironmentSettings/1_3_18_3_demon.env",[],[],[],[],"","",0,"",0
116,"3_18_3_demon_rain","Metadata/EnvironmentSettings/1_3_18_3_demon_rain.env",[],[],[],[],"",49,0,"",0
117,"3_18_3_silent","Metadata/EnvironmentSettings/1_3_18_3_silent.env",[],[],[],[],"","",0,"",0
118,"3_town","Metadata/EnvironmentSettings/1_3_town.env",[],[],[],[],"","",0,"",0
119,"3_town_v2","Metadata/EnvironmentSettings/1_3_town_v2.env",[],[],[],[],"","",0,"",0
120,"3_town_v2_clean","Metadata/EnvironmentSettings/1_3_town_v2_clean.env",[],[],[],[],"","",0,"",0
121,"3_town_v2_toxic","Metadata/EnvironmentSettings/1_3_town_v2_toxic.env",[],[],[],[],"","",0,"",0
122,"4_1","Metadata/EnvironmentSettings/1_4_1.env",[],[],[],[],"","",0,"",0
123,"4_2_silent","Metadata/EnvironmentSettings/1_4_2.env",[],[],[],[],"","",0,"",0
124,"4_2","Metadata/EnvironmentSettings/1_4_2.env",[],[],[],[],"","",0,"",0
125,"4_3_1","Metadata/EnvironmentSettings/1_4_3_1.env",[],[],[],[],"","",0,"",0
126,"4_3_2","Metadata/EnvironmentSettings/1_4_3_2.env",[],[],[],[],"","",0,"",0
127,"4_3_3","Metadata/EnvironmentSettings/1_4_3_3.env",[],[],[],[],"","",0,"",0
128,"4_3_3_prophecy","Metadata/EnvironmentSettings/1_4_3_3_prophecy.env",[],[],[],[],"","",0,"",0
129,"4_4_1","Metadata/EnvironmentSettings/1_4_4_1.env",[],[],[],[],"","",0,"",0
130,"4_4_2","Metadata/EnvironmentSettings/1_4_4_2.env",[],[],[],[],"","",0,"",0
131,"4_4_3","Metadata/EnvironmentSettings/1_4_4_3.env",[],[],[],[],"","",0,"",0
132,"4_4_3_outside_silent","Metadata/EnvironmentSettings/1_4_4_3.env",[],[],[],[],"","",0,"",0
133,"4_4_3_boss","Metadata/EnvironmentSettings/1_4_4_3_boss.env",[],[],[],[],"","",0,"",0
134,"4_4_3_silent","Metadata/EnvironmentSettings/boss_silent.env",[],[],[],[],"","",0,"",0
135,"4_5_1","Metadata/EnvironmentSettings/1_4_5_1.env",[],[],[],[],"","",0,"",0
136,"4_5_2_inside","Metadata/EnvironmentSettings/1_4_5_2_inside.env",[],[],[],[],"","",0,"",0
137,"4_5_2_inside_silent","Metadata/EnvironmentSettings/1_4_5_2_inside.env",[],[],[],[],"","",0,"",0
138,"4_5_2_outside","Metadata/EnvironmentSettings/1_4_5_2_outside.env",[],[],[],[],"","",0,"",0
139,"4_5_2_outside_silent","Metadata/EnvironmentSettings/1_4_5_2_outside.env",[],[],[],[],"","",0,"",0
140,"4_5_2_bossarena","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env",[],[],[],[],"","",0,"",0
141,"4_5_2_mumble","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env",[],[],[],[],"","",0,"",0
142,"4_5_2_bossarena_silent","Metadata/EnvironmentSettings/boss_silent.env",[],[],[],[],"","",0,"",0
143,"4_6_1","Metadata/EnvironmentSettings/1_4_6_1.env",[],[],[],[],"","",0,"",0
144,"4_6_2","Metadata/EnvironmentSettings/1_4_6_2.env",[],[],[],[],"","",0,"",0
145,"4_6_3","Metadata/EnvironmentSettings/1_4_6_3.env",[],[],[],[],"","",0,"",0
146,"4_6_3_boss1","Metadata/EnvironmentSettings/1_4_6_3_boss1.env",[],[],[],[],"","",0,"",0
147,"4_6_3_boss1_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
148,"4_6_3_boss2","Metadata/EnvironmentSettings/1_4_6_3_boss2.env",[],[],[],[],"","",0,"",0
149,"4_6_3_boss2_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
150,"4_7","Metadata/EnvironmentSettings/1_4_7.env",[],[],[],[],"","",0,"",0
151,"4_town_silent","Metadata/EnvironmentSettings/1_4_town.env",[],[],[],[],"","",0,"",0
152,"4_town","Metadata/EnvironmentSettings/1_4_town.env",[],[],[],[],"","",0,"",0
153,"5_town","Metadata/EnvironmentSettings/1_5_town.env",[],[],[],[],"","",0,"",0
154,"5_1","Metadata/EnvironmentSettings/1_5_1.env",[],[],[],[],"","",0,"",0
155,"5_2","Metadata/EnvironmentSettings/1_5_2.env",[],[],[],[],"","",0,"",0
156,"5_3","Metadata/EnvironmentSettings/1_5_3.env",[],[],[],[],"","",0,"",0
157,"5_4","Metadata/EnvironmentSettings/1_5_4.env",[],[],[],[],"","",0,"",0
158,"5_4b","Metadata/EnvironmentSettings/1_5_4b.env",[],[],[],[],"","",0,"",0
159,"5_4b_synthesis","Metadata/EnvironmentSettings/1_5_4b_synthesis.env",[],[],[],[],"","",0,"",0
160,"5_5","Metadata/EnvironmentSettings/1_5_5.env",[],[],[],[],"","",0,"",0
161,"5_5_boss","Metadata/EnvironmentSettings/1_5_5_boss.env",[],[],[],[],"","",0,"",0
162,"5_5_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
163,"5_3b","Metadata/EnvironmentSettings/1_5_3b.env",[],[],[],[],"","",0,"",0
164,"5_6","Metadata/EnvironmentSettings/1_5_6_ossuary.env",[],[],[],[],"","",0,"",0
165,"5_7","Metadata/EnvironmentSettings/1_5_7_reliquary.env",[],[],[],[],"","",0,"",0
166,"5_8","Metadata/EnvironmentSettings/1_5_8_CathedralRoof.env",[],[],[],[],"","",0,"",0
167,"5_8_synthesis","Metadata/EnvironmentSettings/1_5_8_synthesis.env",[],[],[],[],"","",0,"",0
168,"5_8_boss","Metadata/EnvironmentSettings/1_5_8_Boss.env",[],[],[],[],"","",0,"",0
169,"5_8_boss_end","Metadata/EnvironmentSettings/1_5_8_BossEnd.env",[],[],[],[],"","",0,"",0
170,"5_8_sin","Metadata/EnvironmentSettings/1_5_8_SinDock.env",[],[],[],[],"","",0,"",0
171,"6_town","Metadata/EnvironmentSettings/2_6_town.env",[],[],[],[],"","",0,"",0
172,"AfflictionTown","Metadata/EnvironmentSettings/AfflictionTown.env",[],[],[],[],"","",0,"",0
173,"6_1","Metadata/EnvironmentSettings/2_6_1.env",[],[],[],[],"","",0,"",0
174,"6_2","Metadata/EnvironmentSettings/2_6_2.env",[],[],[],[],"","",0,"",0
175,"6_3","Metadata/EnvironmentSettings/2_6_3.env",[],[],[],[],"","",0,"",0
176,"6_4","Metadata/EnvironmentSettings/2_6_4.env",[],[],[],[],"","",0,"",0
177,"6_4_synthesis","Metadata/EnvironmentSettings/2_6_4_synthesis.env",[],[],[],[],"","",0,"",0
178,"6_5","Metadata/EnvironmentSettings/2_6_5.env",[],[],[],[],"","",0,"",0
179,"6_5_boss","Metadata/EnvironmentSettings/2_6_5_boss.env",[],[],[],[],"","",0,"",0
180,"6_5_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
181,"6_6","Metadata/EnvironmentSettings/2_6_6.env",[],[],[],[],"","",0,"",0
182,"6_7_1","Metadata/EnvironmentSettings/2_6_7_1.env",[],[],[],[],"","",0,"",0
183,"6_7_2","Metadata/EnvironmentSettings/2_6_7_2_Env1.env",[],[],[],[],"","",0,"",0
184,"6_7_2_boss","Metadata/EnvironmentSettings/2_6_7_2_boss.env",[],[],[],[],"","",0,"",0
185,"6_7_2_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
186,"6_8","Metadata/EnvironmentSettings/2_6_8.env",[],[],[],[],"","",0,"",0
187,"6_8_boss","Metadata/EnvironmentSettings/2_6_8_boss.env",[],[],[],[],"","",0,"",0
188,"6_8_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
189,"6_9","Metadata/EnvironmentSettings/2_6_9.env",[],[],[],[],"","",0,"",0
190,"6_10","Metadata/EnvironmentSettings/2_6_10.env",[],[],[],[],"","",0,"",0
191,"6_11","Metadata/EnvironmentSettings/2_6_11.env",[],[],[],[],"","",0,"",0
192,"6_11_boss","Metadata/EnvironmentSettings/2_6_11_boss.env",[],[],[],[],"","",0,"",0
193,"6_11_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
194,"6_12","Metadata/EnvironmentSettings/2_6_12.env",[],[],[],[],"","",0,"",0
195,"6_13","Metadata/EnvironmentSettings/2_6_13.env",[],[],[],[],"","",0,"",0
196,"6_14","Metadata/EnvironmentSettings/2_6_14.env","[""Metadata/EnvironmentSettings/2_6_14Black.env""]",[],[1160],[],"","",0,"",16384
197,"2_6_15","Metadata/EnvironmentSettings/2_6_15.env",[],[],[],[],"","",0,"",0
198,"2_6_15_preboss","Metadata/EnvironmentSettings/2_6_15_preboss.env",[],[],[],[],"","",0,"",0
199,"2_6_15_boss","Metadata/EnvironmentSettings/2_6_15_boss.env",[],[],[],[],"","",0,"",0
200,"2_6_15_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
201,"7_town","Metadata/EnvironmentSettings/2_2_town.env",[],[],[],[],"","",0,"",0
202,"7_1","Metadata/EnvironmentSettings/2_2_1.env",[],[],[],[],"","",0,"",0
203,"7_2","Metadata/EnvironmentSettings/2_2_2.env",[],[],[],[],"","",0,"",0
204,"7_3","Metadata/EnvironmentSettings/2_2_3.env",[],[],[],[],"","",0,"",0
205,"7_4","Metadata/EnvironmentSettings/2_2_4.env",[],[],[],[],"","",0,"",0
206,"7_5_1","Metadata/EnvironmentSettings/2_2_5_1.env",[],[],[],[],"","",0,"",0
207,"7_5_2","Metadata/EnvironmentSettings/2_2_5_2.env",[],[],[],[],"","",0,"",0
208,"7_5_map","Metadata/EnvironmentSettings/2_2_5_map.env",[],[],[],[],"","",0,"",0
209,"7_5_map_boss","Metadata/EnvironmentSettings/2_2_5_map_boss.env",[],[],[],[],"","",0,"",0
210,"7_5_map_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
211,"7_6","Metadata/EnvironmentSettings/2_2_6.env",[],[],[],[],"","",0,"",0
212,"7_7","Metadata/EnvironmentSettings/2_2_7.env",[],[],[],[],"","",0,"",0
213,"7_7_boss","Metadata/EnvironmentSettings/2_2_7_boss.env",[],[],[],[],"","",0,"",0
214,"7_7_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
215,"7_8","Metadata/EnvironmentSettings/2_2_8.env",[],[],[],[],"","",0,"",0
216,"7_9","Metadata/EnvironmentSettings/2_2_9.env",[],[],[],[],"","",0,"",0
217,"7_9_boss","Metadata/EnvironmentSettings/2_2_9_despairboss.env",[],[],[],[],"","",0,"",0
218,"7_9_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
219,"7_10","Metadata/EnvironmentSettings/2_2_10.env",[],[],[],[],"","",0,"",0
220,"7_10_synthesis","Metadata/EnvironmentSettings/2_2_10_synthesis.env",[],[],[],[],"","",0,"",0
221,"7_11","Metadata/EnvironmentSettings/2_2_11.env",[],[],[],[],"","",0,"",0
222,"7_12_1","Metadata/EnvironmentSettings/2_2_12_1.env",[],[],[],[],"","",0,"",0
223,"7_12_1_synthesis","Metadata/EnvironmentSettings/2_2_12_1_synthesis.env",[],[],[],[],"","",0,"",0
224,"7_12_2a","Metadata/EnvironmentSettings/2_2_12_2a.env",[],[],[],[],"","",0,"",0
225,"7_12_2b","Metadata/EnvironmentSettings/2_2_12_2b.env",[],[],[],[],"","",0,"",0
226,"7_12_2c","Metadata/EnvironmentSettings/2_2_12_2c.env",[],[],[],[],"","",0,"",0
227,"7_12_2_boss","Metadata/EnvironmentSettings/2_2_12_2_boss.env",[],[],[],[],"","",0,"",0
228,"7_12_2_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
229,"8_1","Metadata/EnvironmentSettings/2_3_1.env",[],[],[],[],"","",0,"",0
230,"8_town","Metadata/EnvironmentSettings/2_3_town_toxic.env","[""Metadata/EnvironmentSettings/2_3_town_clean.env""]",[],[1423],[],"","",0,"",16384
231,"8_2_1","Metadata/EnvironmentSettings/2_3_2_default.env","[""Metadata/EnvironmentSettings/2_3_2_clean.env""]",[],[1423],[],"","",0,"",16384
232,"8_2_2","Metadata/EnvironmentSettings/2_3_2_default.env","[""Metadata/EnvironmentSettings/2_3_2_clean.env""]",[],[1423],[],"","",0,"",16384
233,"8_2_2_boss","Metadata/EnvironmentSettings/2_3_2_2_boss.env",[],[],[],[],"","",0,"",0
234,"8_2_2_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
235,"8_3","Metadata/EnvironmentSettings/2_3_3.env",[],[],[],[],"","",0,"",0
236,"8_4","Metadata/EnvironmentSettings/2_3_4.env",[],[],[],[],"","",0,"",0
237,"8_4_boss","Metadata/EnvironmentSettings/2_3_4_boss.env",[],[],[],[],"","",0,"",0
238,"8_4_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",0,"",0
239,"8_5","Metadata/EnvironmentSettings/2_3_5.env",[],[],[],[],"","",0,"",0
240,"8_6","Metadata/EnvironmentSettings/2_3_6.env",[],[],[],[],"","",0,"",0
241,"8_7_1","Metadata/EnvironmentSettings/2_3_7_1.env",[],[],[],[],"","",0,"",0
242,"8_7_2","Metadata/EnvironmentSettings/2_3_7_2.env",[],[],[],[],"","",0,"",0
243,"8_8","Metadata/EnvironmentSettings/2_3_8.env",[],[],[],[],"","",0,"",0
244,"8_9","Metadata/EnvironmentSettings/2_3_9.env",[],[],[],[],"","",0,"",0
245,"8_10","Metadata/EnvironmentSettings/2_3_10.env",[],[],[],[],"","",0,"",0
246,"8_10_synthesis","Metadata/EnvironmentSettings/2_3_10_synthesis.env",[],[],[],[],"","",0,"",0
247,"8_11","Metadata/EnvironmentSettings/2_3_11.env",[],[],[],[],"","",0,"",0
248,"8_12_1","Metadata/EnvironmentSettings/2_3_12_1.env",[],[],[],[],"","",0,"",0
