"rownum","MtxTypesKey","BK2File","BoxId","BundleId","bool_40","Logo","Gradient","Gradient (French)","Gradient (German)","Gradient (Japanese)","Gradient (Korean)","Gradient (Portuguese)","Gradient (Russian)","Gradient (Spanish)","Gradient (Thai)","Gradient (Traditional Chinese)"
31,7646,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackHasinaPouch","","","","","","","","","","","","",""
32,7648,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackBladeSoul","","","","","","","","","","","","",""
33,7612,"Art/Videos/MysteryBox_Opening_Midnight_Pact.bk2","MysteryPackMidnightPactBox","MysteryPackMidnightPactBoxBundle","","","","","","","","","","","",""
34,7615,"Art/Videos/MysteryBox_Opening_Atlantis.bk2","MysteryPackAtlantisBox","MysteryPackAtlantisBoxBundle","","","","","","","","","","","",""
35,7647,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackSkadiPetBowl","","","","","","","","","","","","",""
36,7618,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackHarmonyBox","MysteryPackHarmonyBoxBundle","","","","","","","","","","","",""
37,7621,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackSentinelBox","MysteryPackSentinelBoxBundle","","","","","","","","","","","",""
38,7604,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTwilightBox","MysteryPackTencentTwilightBoxBundleFive","","","","","","","","","","","",""
39,7607,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentWarlordBox","MysteryPackTencentWarlordBoxBundleFive","","","","","","","","","","","",""
40,7598,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentThaumaturgyBox","MysteryPackTencentThaumaturgyBoxBundleFive","","","","","","","","","","","",""
41,7595,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentPolarisBox","MysteryPackTencentPolarisBoxBundleFive","","","","","","","","","","","",""
42,7571,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentOriathBox","MysteryPackTencentOriathFireworksBundleFive","","","","","","","","","","","",""
43,7613,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentMidnightPactBox","MysteryPackTencentMidnightPactBoxBundleFive","","","","","","","","","","","",""
44,7619,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentHarmonyBox","MysteryPackTencentHarmonyBoxBundleFive","","","","","","","","","","","",""
45,7577,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentGlimmerwoodBox","MysteryPackTencentGlimmerwoodBoxBundleFive","","","","","","","","","","","",""
46,7580,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentFrontierBox","MysteryPackTencentFrontierBoxBundleFive","","","","","","","","","","","",""
47,7562,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentFireAndIceBox","MysteryPackTencentFireAndIceBoxBundle","","","","","","","","","","","",""
48,7574,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentFairgravesBox","MysteryPackTencentFairgravesFireworksBundleFive","","","","","","","","","","","",""
49,7583,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentCircusBox","MysteryPackTencentCircusBoxBundleFive","","","","","","","","","","","",""
50,7616,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAtlantisBox","MysteryPackTencentAtlantisBoxBundleFive","","","","","","","","","","","",""
51,7610,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentApollyonBox","MysteryPackTencentApollyonBoxBundleFive","","","","","","","","","","","",""
52,7568,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentApocalypseBox","MysteryPackTencentApocalypseBoxBundleFive","","","","","","","","","","","",""
53,7601,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAngelsAndDemonsBox","MysteryPackTencentAngelsAndDemonsBoxBundleFive","","","","","","","","","","","",""
54,7622,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentSentinelBox","MysteryPackTencentSentinelBoxBundleFive","","","","","","","","","","","",""
55,7569,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableApocalypseBox","MysteryPackTencentTradeableApocalypseBoxBundleFive","","","","","","","","","","","",""
56,7572,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableOriathBox","MysteryPackTencentTradeableOriathFireworksBundleFive","","","","","","","","","","","",""
57,7575,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableFairgravesBox","MysteryPackTencentTradeableFairgravesFireworksBundleFive","","","","","","","","","","","",""
58,7578,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableGlimmerwoodBox","MysteryPackTradeableGlimmerwoodFireworksBundleFive","","","","","","","","","","","",""
59,7581,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableFrontierBox","MysteryPackTencentTradeableFrontierFireworksBundleFive","","","","","","","","","","","",""
60,7584,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableCircusBox","MysteryPackTencentTradeableCircusFireworksBundleFive","","","","","","","","","","","",""
61,7596,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeablePolarisBox","MysteryPackTencentTradeablePolarisFireworksBundleFive","","","","","","","","","","","",""
62,7599,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableThaumaturgyBox","MysteryPackTencentTradeableThaumaturgyFireworksBundleFive","","","","","","","","","","","",""
63,7602,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableAngelsAndDemonsBox","MysteryPackTencentTradeableAngelsAndDemonsFireworksBundleFive","","","","","","","","","","","",""
64,7605,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableTwilightBox","MysteryPackTencentTradeableTwilightFireworksBundleFive","","","","","","","","","","","",""
65,7608,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableWarlordBox","MysteryPackTencentTradeableWarlordFireworksBundleFive","","","","","","","","","","","",""
66,7611,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableApollyonBox","MysteryPackTencentTradeableApollyonFireworksBundleFive","","","","","","","","","","","",""
67,7614,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableMidnightPactBox","MysteryPackTencentTradeableMidnightPactFireworksBundleFive","","","","","","","","","","","",""
68,7617,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableAtlantisBox","MysteryPackTencentTradeableAtlantisFireworksBundleFive","","","","","","","","","","","",""
69,7620,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableHarmonyBox","MysteryPackTencentTradeableHarmonyFireworksBundleFive","","","","","","","","","","","",""
70,7623,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackLakeOfKalandraBox","MysteryPackLakeOfKalandraBoxBundle","","","","","","","","","","","",""
71,7624,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentKalandraBox","MysteryPackTencentKalandraBoxBundleFive","","","","","","","","","","","",""
72,7625,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackSanctumBox","MysteryPackSanctumBoxBundle","","","","","","","","","","","",""
73,7626,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentSanctumBox","MysteryPackTencentSanctumBoxBundleFive","","","","","","","","","","","",""
74,7591,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentLunarBox","","","","","","","","","","","","",""
75,7627,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackCrucibleBox","MysteryPackCrucibleBoxBundle","","","","","","","","","","","",""
76,7628,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentCrucibleBox","MysteryPackTencentCrucibleBoxBundleFive","","","","","","","","","","","",""
77,7585,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAltDeicideBox","","","","","","","","","","","","",""
78,7586,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAltDeicideTradeableBox","","","","","","","","","","","","",""
79,7629,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackAncestorBox","MysteryPackAncestorBoxBundle","","","","","","","","","","","",""
80,7630,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAncestorBox","MysteryPackTencentAncestorBoxBundleFive","","","","","","","","","","","",""
81,7631,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackAfflictionBox","MysteryPackAfflictionBoxBundle","","","","","","","","","","","",""
82,7632,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAfflictionBox","MysteryPackTencentAfflictionBoxBundleFive","","","","","","","","","","","",""
83,7633,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackNecropolisBox","MysteryPackNecropolisBoxBundle","","","","","","","","","","","",""
84,7634,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentNecropolisBox","MysteryPackTencentNecropolisBoxBundle","","","","","","","","","","","",""
85,7592,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentWuzhiqiBox","","","","","","","","","","","","",""
86,7635,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackSettlersBox","MysteryPackSettlersBoxBundle","","","","","","","","","","","",""
87,7636,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentSettlersBox","MysteryPackTencentSettlersBoxBundle","","","","","","","","","","","",""
88,7637,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackDawnoftheHuntBox","MysteryPackDawnoftheHuntBoxBundle","","Art/2DArt/Logos/POELeagueLogoDawnoftheHunt.dds","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Mystery Box}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Boîte mystère}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Überraschungskiste}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{ミステリーボックス}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{미스터리 박스}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Caixa Misteriosa}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Загадочная коробка}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Caja misteriosa}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{กล่องปริศนา}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{神秘寶箱}}"
89,7638,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentDawnoftheHuntBoxBundle","MysteryPackTencentDawnoftheHuntBoxBundleFive","","","","","","","","","","","",""
90,7639,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTheThirdEdictBox","MysteryPackTheThirdEdictBoxBundle","","Art/2DArt/Logos/POELeagueLogoRiseoftheAbyssal.dds","","","","","","","","","",""
91,7640,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTheThirdEdictBoxBundle","MysteryPackTencentTheThirdEdictBoxBundleFive","","","","","","","","","","","",""
92,7641,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTheLastOfTheDruidsBox","MysteryPackTheLastOfTheDruidsBoxBundle","","","","","","","","","","","",""
93,7642,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTheLastOfTheDruidsBoxBundle","MysteryPackTencentTheLastOfTheDruidsBoxBundleFive","","","","","","","","","","","",""
94,7643,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackReturnOfTheAncientsBox","MysteryPackReturnOfTheAncientsBoxBundle","","","","","","","","","","","",""
