"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","f32_60","IncrementalEffectiveness"
102,"ShrineIceNovaPlayer","[620,1890,10024]","[18548,358,2748,5869]","[26,4000,-25,15]",0.9727,0,0.0333
103,"EssenceDaemonIceNova","[620,1890,857,1824]","[18548,358,2748,863,884,5869]","[26,4000,-25,10000,20,15]",0.9727,0,0.0333
104,"WestIceNovaDaemon","[620,1333,1975]","[18548,358,5869]","[26,1500,15]",1.5,0,0.038
105,"WestIceNovaAttachedDaemon","[620,1333,1975]","[18548,358,5869]","[26,1500,50]",2.5,0,0.04
106,"WestIceNovaTriggered","[620,1975,110]","[18548,596,5869]","[26,10,125]",0.9313,0,0.05
107,"ChestIceNova","[620,1890]","[18548,358,2748]","[26,6000,-25]",3.1818,0,0.062
108,"VaalIncursionIceNova",[620],"[18548,5869]","[26,73]",3.1818,0,0.062
109,"AncestralFieldItemIceNova","[620,200]","[18548,203,5869,201]","[26,500,80,500]",2,0,0.05
110,"LeapSlamMercenary","[620,3640,10007]","[8710,18548]","[550,15]",1,0,0
111,"LeapSlamMercenaryAlt","[620,3640,10007]",[18548],[20],1,0,0
112,"LeapSlamMercenaryAltMirage","[620,3640,10007]",[18548],[20],1,0,0
113,"LeapSlam","[620,3640,10007]","[8710,18548]","[550,15]",0,0,0
114,"LeapSlamAltX","[620,3640,10007]",[18548],[25],0,0,0
115,"LeapSlamAltY","[620,3640,10007]","[8710,18548]","[550,15]",0,0,0
116,"LeapSlamHardMode","[620,3640,10007]","[8710,18548]","[550,15]",0,0,0
117,"LeapSlamRoyale","[620,3640,10007]","[8710,18548]","[1200,15]",0,0,0
118,"DarkExileLeapSlam","[620,1118]","[481,26,18548]","[24,68,15]",0,0,0
119,"KaomLeapSlam","[620,1118]","[636,613,1105,1967,5869,18548]","[50,100,100,-53,40,15]",0,0,0
120,"SweepMercenary","[620,9756,9226]","[18551,1107,18553,16643,22368]","[12,50,9,2,-35]",1,0,0
121,"Sweep","[620,9756,9226]","[18551,1107,18553,16643,22368]","[12,50,9,2,-35]",1,0,0
122,"SweepAltX","[620,9756,9226,2042,1754]","[18551,1107,18553,16643,358,22310,18548,22868,22368,22820]","[12,50,9,2,3000,3,5,1,-50,700]",1,0,0
123,"SweepAltY","[620,9756,9226]","[18551,1107,18553,16643,22368]","[12,50,9,2,-35]",1,0,0
124,"SweepRoyale","[620,9756,110]",[],[],0.67,0,0.023
125,"VaalSweep","[110,620,1118,20742]","[222,2341,1967]","[10,60,50]",0,0,0
126,"ExileSweep","[620,1118]",[],[],0,0,0
127,"WbLightningEliteSweep","[620,1118]","[481,26,70,1107,5869]","[100,24,40,50,25]",0,0,0
128,"BanditSweep","[620,1118]","[2748,5869]","[-20,-16]",0,0,0
129,"AzmeriOakSweep","[620,1118]","[108,342]","[30,100]",0,0,0
130,"SkeletonBossCrossroadsSweep","[620,1118]","[2748,1106,5869]","[-20,40,-16]",0,0,0
131,"ExileVaalGroundSlam","[199,110,620]","[26,636,404,1308]","[29,50,100,-1]",0,0,0
132,"GladiatorBossEliteVaalGroundSlam","[110,620,2711]","[26,636,404,1308,5869]","[-15,-20,200,-1,40]",0,0,0
133,"WbVaalGroundSlam","[199,110,620]","[636,404,1308]","[50,100,-1]",0,0,0
134,"DarkExileVaalGroundSlam","[199,110,620]","[26,636,404,1308,216,70]","[29,20,50,-1,1,80]",0,0,0
135,"BullBossVaalGroundSlam","[199,110,620]","[636,404,1967,342]","[36,300,-25,150]",0,0,0
136,"RockGolemSlam",[620],"[1967,3471,5869]","[-20,33,200]",0,0,0
137,"RockGolemMonsterSlam",[620],"[1967,3471,5869]","[-20,33,200]",0,0,0
138,"RockGolemSlamTriggered1",[620],"[1967,3471,5869]","[-20,33,60]",0,0,0
139,"RockGolemSlamTriggered2",[620],"[1967,3471,5869]","[-20,33,90]",0,0,0
140,"RockGolemSlamTriggered3",[620],"[1967,3471,5869]","[-20,33,120]",0,0,0
141,"RockGolemSlamTriggered4",[620],"[1967,3471,5869]","[-20,33,150]",0,0,0
142,"RockGolemSlamTriggered5",[620],"[1967,3471,5869]","[-20,33,180]",0,0,0
143,"RockGolemSlamTriggered6",[620],"[1967,3471,5869]","[-20,33,210]",0,0,0
144,"ScorpionBurrowSlam",[620],[636],[-80],0,0,0
145,"GoatmanMonsterSlam",[620],"[1967,5869]","[-20,200]",0,0,0
146,"RockGolemSlamMinotaur",[620],"[1967,5869]","[-20,200]",0,0,0
147,"CoralGolemSlam",[620],"[1967,5869]","[-20,200]",0,0,0
148,"DemonModularSlam",[620],"[1967,5869]","[-20,100]",0,0,0
149,"BestiaryBeastMonsterSlam",[620],"[1967,3471,5869]","[-20,33,200]",0,0,0
150,"SentinelHolySlam",[620],"[1967,5869]","[-33,130]",0,0,0
151,"SentinelHolySlamZana",[620],"[1967,5869]","[-33,130]",0,0,0
152,"SentinelHolySlamBloodGuard",[620],"[1967,5869]","[-33,130]",0,0,0
153,"SentinelHolySlamFaithGuard",[620],"[1967,5869]","[-33,130]",0,0,0
154,"SentinelHolySlamCelestial",[620],"[1967,5869]","[-33,130]",0,0,0
155,"SentinelHolySlamCelestialDominating",[620],"[1967,5869]","[-33,130]",0,0,0
156,"SentinelHolySlamDemonic",[620],"[1967,5869]","[-33,130]",0,0,0
157,"SentinelHolySlamEmpyrean",[620],"[1967,5869]","[-33,130]",0,0,0
158,"SentinelHolySlamPolarisWhite",[620],"[1967,5869]","[-33,130]",0,0,0
159,"SentinelHolySlamDragonHunter",[620],"[1967,5869]","[-33,130]",0,0,0
160,"BetrayalSentinelUnholySlam",[620],"[1967,5869]","[-33,80]",0,0,0
161,"DjinnSlam",[620],[5869],[200],0,0,0
162,"GroundSlamBrute","[199,620]","[70,636,2748]","[-33,80,-30]",0,0,0
163,"GroundSlamStatue",[620],"[108,636]","[35,50]",0,0,0
164,"GroundSlamStatueInvasion",[620],"[108,636]","[35,50]",0,0,0
165,"BloodlinesMudElementalGroundSlam",[620],"[636,1967,5869]","[20,-55,200]",0,0,0
166,"BloodlinesBloodElementalBloodGroundSlam","[620,2410]","[636,1967]","[-30,-55]",0,0,0
167,"ProphecyBloodGroundSlam",[620],"[636,1967]","[-30,-55]",0,0,0
168,"ExileGroundSlam",[],"[108,636,1257,1244,5869]","[15,-20,4,150,40]",0,0,0
169,"AxisBossGroundSlam",[620],[],[],0,0,0
170,"DropBearSummonedGroundSlam",[620],[],[],0,0,0
171,"ShieldCrabGroundSlam",[620],"[108,5869]","[15,-30]",0,0,0
172,"WbGroundSlam",[],"[108,636,5869]","[15,-20,40]",0,0,0
173,"WbGroundSlamFireElite",[],"[108,636,1257,1244,5869]","[15,-20,4,150,40]",0,0,0
174,"ProphecyZombieGroundSlam",[620],"[108,636,5869]","[15,-20,40]",0,0,0
175,"KaruiSpiritGroundSlam",[620],"[108,636,5869]","[15,-20,40]",0,0,0
176,"TalismanGroundSlam",[620],"[1967,5869]","[-55,150]",0,0,0
177,"DarkExileGroundSlam",[],"[108,636,1257,1244,5869]","[15,-20,4,100,20]",0,0,0
178,"BestiaryKiwethGroundSlam","[620,620]","[108,636]","[35,50]",0,0,0
179,"KaomWarriorGroundSlam",[620],"[108,636]","[10,20]",0,0,0
180,"KaomWarriorGroundSlamSynthesis",[620],"[108,636,1967]","[10,20,-35]",0,0,0
181,"HellionGreustGroundSlam","[620,197]","[3499,1105,1967,5869]","[-50,50,-35,20]",0,0,0
182,"GroundSlamBeast","[620,12730]","[108,7854,5869]","[25,20,10]",0,0,0
183,"GroundSlamFormosanBeastiary",[620],"[108,636,1967]","[10,15,-23]",0,0,0
184,"AbyssBoneHuskSpellNova",[620],[5869],[-50],2,0,0.03
185,"AbyssUndyingSpellNova",[620],[5869],[-50],1.5,0,0.033
186,"BestiaryChimeraSpiritSpellNova",[620],[5869],[-50],1.5,0,0.033
187,"AbyssLichBoss2SpellNova",[620],"[2748,5869]","[-30,-20]",1.25,0,0.04
188,"CleaveMercenary","[620,1122,9756]",[1950],[-40],1,0,0
189,"CleaveMercenaryMirage","[620,1122,9756]",[1950],[-40],1,0,0
190,"CleaveMercenaryEncounter","[620,1122,9756]",[1950],[-40],1,0,0
191,"Cleave","[620,1122,9756]",[1950],[-40],1,0,0
192,"CleaveAltX","[620,1122,9756]","[1950,9490,20828]","[-40,5,2]",1,0,0
193,"CleaveAltY","[620,1122,9756]",[1950],[-40],1,0,0
194,"CleaveRoyale","[620,1122,9756]",[1950],[-20],0.67,0,0.0233
195,"MonsterCleave","[620,1122]","[1950,26,2748]","[-40,31,-20]",0,0,0
196,"MonsterCleaveWithEffect","[620,1122]","[1950,26,2748]","[-40,31,-20]",0,0,0
197,"VaalSideAreaBossVendigoCleave","[620,1122]","[1950,26,2748]","[-40,31,-20]",0,0,0
198,"TaniwhaCleave",[620],[],[],0,0,0
199,"BreachBossCleavePhysical",[620],[],[],0,0,0
200,"WbCleave","[620,1122]",[1950],[-40],0,0,0
201,"WbChaosLeaderCleave","[620,1122]","[1950,1308]","[-40,1]",0,0,0
202,"BeastCleave","[620,1122]","[1950,26,70]","[-40,31,-30]",0,0,0
203,"ExileCleave","[620,1122]","[1950,1308]","[-40,1]",0,0,0
204,"ExileCleaveStun","[620,1122]","[1950,108]","[-40,30]",0,0,0
205,"KitavaDemonCleave","[620,1122]","[3690,6155,1967]","[100,-44,-25]",0,0,0
206,"VultureBossCleave","[620,1122,695,2696]","[1967,636,662,5869]","[-44,80,-35,120]",0,0,0
207,"BanditBearCleave","[620,1122]","[1950,26,2748]","[-40,35,-20]",0,0,0
208,"ArakaaliCleave",[],"[2748,5869]","[-25,100]",0,0,0
209,"UnholyTrioCleave","[620,2696]","[1967,662,2748,5869]","[-30,20,-30,20]",1,0,0
210,"AbyssLichCleave","[620,2696]","[1967,662,2748]","[-38,200,-50]",1,0,0
211,"BestiaryLynxCleave","[620,1122]","[1950,26,2748]","[-40,35,-20]",0,0,0
212,"HeraldOfAgonyMinionCleave","[620,12602]",[5869],[30],1,0,0
213,"LegionEternalEmpireMeleeCleave","[620,3876]",[1967],[-44],1,0,0
214,"ShieldChargeMercenary","[1892,620,10015,10026]","[4166,474]","[75,100]",2.05,0,0.0246
215,"ShieldChargeMercenaryEncounter","[1892,620,10015,10026]","[4166,474]","[40,20]",1.5,0,0.0175
216,"ShieldCharge","[1892,620,10015,10026]","[4166,474]","[75,100]",2.05,0,0.0246
217,"ShieldChargeAltX","[1892,620,10015,10026]","[4166,474]","[75,100]",2.05,0,0.0246
218,"ShieldChargeAltY","[1892,620,10015,10026]","[4166,474]","[75,100]",2.05,0,0.0246
219,"ShieldChargeHardMode","[1892,620,10015,10026]","[4166,474]","[75,100]",1.78,0,0.0173
220,"ShieldChargeRoyale","[1892,620,10015,10026]","[4166,474,5457,5458]","[75,100,5,7]",2,0,0.0178
221,"ShieldChargeOld","[1892,2042]","[472,636]","[200,-50]",0,0,0
222,"RhoaShieldCharge","[1892,695]","[472,465,466]","[50,30,41]",0,0,0
223,"RhoaTableChargeTaunt","[1892,695]","[472,474]","[50,50]",0,0,0
224,"RhoaShieldChargeTaunt","[1892,695]","[472,474,465,466]","[50,50,30,41]",0,0,0
225,"RhoaShieldChargeTauntHarvest","[1892,695]","[472,465,466]","[50,20,41]",0,0,0
226,"RhoaShieldChargeTauntUnique","[1892,695]","[472,474,465,466]","[100,100,20,62]",0,0,0
227,"HarvestBearBossChargeNear","[1892,3026,627,2695]","[179,474,465]","[30,50,50]",0,0,0
228,"HarvestBearBossChargeMediumNear","[1892,3026,627,2695]","[179,474,465]","[30,50,25]",0,0,0
229,"HarvestBearBossChargeFar","[1892,3026,627,2695]","[179,474]","[30,50]",0,0,0
230,"HarvestBeastCharge","[1892,3026,627,2695]","[179,474,465,404]","[215,50,20,50]",0,0,0
231,"BestiaryRhoaShieldCharge","[1892,695]","[472,474,465,466]","[90,70,30,41]",0,0,0
232,"SpectralSkullShieldCharge",[1892],"[472,179,474,636]","[200,500,300,-50]",0,0,0
233,"RhoaMapBossShieldCharge",[1892],"[472,474,465,466]","[90,30,30,41]",0,0,0
234,"AxisShieldCharge","[1892,695]","[179,4166,465,1236]","[120,50,-10,-10]",0,0,0
235,"DominatingBlowMinionCharge","[1892,695]","[4166,179,474,5869]","[25,400,30,-40]",0,0,0
236,"BetrayalElreonMinionCharge","[1892,695]","[4166,179,474,5869]","[25,400,30,-40]",0,0,0
237,"RhoaShieldChargeInvasion",[1892],"[472,474,465,466]","[90,70,30,41]",0,0,0
238,"RhoaShieldChargeUntainted","[1892,627]","[472,474,465,466]","[90,70,90,62]",0,0,0
239,"GuardianShieldCharge","[1189,1892]","[179,474,465]","[70,35,30]",0,0,0
240,"AnimatedBustShieldCharge",[1892],"[4166,179,474,70,465]","[50,100,20,10,10]",0,0,0
241,"ExileShieldCharge",[1892],"[4166,179,465]","[50,50,10]",0,0,0
242,"ExileShieldChargeWeak",[1892],"[179,474,70,465]","[50,25,10,10]",0,0,0
243,"ExileShieldChargeKitava",[1892],"[4166,179,474,70,449,465]","[50,50,65,20,15,10]",0,0,0
244,"VaganShieldCharge",[1892],"[4166,179,465]","[50,50,10]",0,0,0
245,"ProphecyRhoaShieldCharge",[1892],"[4166,179,451,465]","[50,100,15,41]",0,0,0
246,"SummonedRhoaShieldCharge",[1892],"[4166,179,474,70,451]","[50,100,10,20,15]",0,0,0
247,"BoarBanditShieldCharge",[1892],"[4166,179,465]","[50,100,10]",0,0,0
248,"AnimalPackShieldCharge",[1892],"[4166,179,474,70,465]","[50,100,50,25,15]",0,0,0
249,"TemplarShieldCharge",[1892],"[4166,179,474,70,465,2812]","[50,50,20,15,15,100]",0,0,0
250,"TemplarCultistShieldCharge",[1892],"[4166,179,474,70,465,5519]","[50,50,20,15,15,50]",0,0,0
251,"AnimatedShieldShieldCharge",[1892],"[4166,179,474,70,465]","[100,75,20,15,10]",0,0,0
252,"InvisibleDaemonShieldCharge","[1189,627]","[179,465,466]","[50,50,50]",0,0,0
253,"HeistMilitaryEliteShieldCharge","[1892,695]","[179,472,465]","[62,50,15]",0,0,0
254,"HeistMilitaryMinibossShieldCharge","[1892,695]","[179,472,465]","[-50,50,30]",0,0,0
255,"SanctumMilitaryShieldCharge","[1892,695]","[179,472,465,17185]","[-50,50,30,30]",1,0,0
256,"HeistRoboDogCharge","[1892,695]","[179,472,465]","[104,50,20]",0,0,0
257,"SpikerBullCharge","[1892,695,110,620]","[179,472,474,465,404,10818,636]","[87,50,50,100,500,300,-50]",0,0,0
258,"SpikerBullChargePast","[1892,695,110,620,627]","[179,472,474,465,404,10818,636]","[87,50,50,100,500,300,-50]",0,0,0
259,"ReaperWraithCharge","[1892,3026]",[179],[366],0,0,0
260,"AncestralKuniCharge","[1892,695,14653]","[472,179,465]","[50,77,-10]",1,0,0
261,"AncestralKuniTableCharge","[1892,620,7428,7429,7430,110,12730]","[179,5519]","[77,50]",1,0,0
262,"UtulaTableCharge","[1892,620,7428,7429,7430,110,12730]",[179],[21],1,0,0
263,"BoarStampedeTableCharge","[1892,620,7428,7429,7430,110,12730,13700]","[179,404]","[77,100]",1,0,0
264,"TCAncestralLeagueKaruiHulk","[1892,620,110,12730,686]","[404,10818]","[50,100]",1,0,0
265,"TCAzmeriHulk","[1892,620,110,12730]","[404,10818]","[100,100]",1,0,0
266,"TCAzmeriFallenStag","[1892,620,12730,110]","[404,10818]","[100,100]",1,0,0
267,"EnduringCryMercenary","[1746,1744,1745]","[12473,358,453]","[3,1000,600]",0,0,0
268,"EnduringCry","[1746,1744,1745,9671,12279]","[317,20939]","[5,120]",0,0,0
269,"EnduringCryRoyale","[1746,1744,1745,9671,12279]","[317,144,448,358]","[5,2,2,2000]",0,0,0
270,"ExileEnduringCry",[],"[12473,358,453]","[2,1000,600]",0,0,0
271,"MonsterEnduringCry",[],"[12473,358,453]","[2,1000,600]",0,0,0
272,"GemlingEnduringCry",[],"[12473,358,453]","[6,1000,1200]",0,0,0
273,"AzmeriOakEnduringCry",[],"[12473,358,453]","[3,1000,2400]",0,0,0
274,"EnduringCryBanditMapBoss",[],"[317,358,126,216]","[300,1000,1000000,20]",0,0,0
275,"MonsterEnduringCryInvasion",[],"[12473,358,453]","[2,1000,600]",0,0,0
276,"WbEnduringCry",[],"[12473,358,453]","[2,1000,600]",0,0,0
277,"ProphecyEnduringCry",[],"[12473,358,453]","[2,1000,600]",0,0,0
278,"BeastEnduringCry",[],"[12473,358,453]","[2,1000,600]",0,0,0
279,"WestEnduringCry",[],"[12473,358,453,5869]","[2,1000,600,200]",0,0,0
280,"DoubleStrike",[],"[1120,3690]","[1,25]",1,0,0
281,"DoubleStrikeAltX",[],"[1120,8568,19430]","[1,40,100]",1,0,0
282,"DoubleStrikeAltY",[],"[1120,19368]","[1,10]",1,0,0
283,"MonsterDoubleStrike",[],[1120],[1],0,0,0
284,"AxisDoubleStrike",[],[636],[-40],0,0,0
285,"AxisDoubleStrikeTrigger",[],[1120],[1],0,0,0
286,"MonsterDoubleStrikeKitavaCleric",[],[1120],[1],0,0,0
287,"WbDoubleStrike",[],"[26,1120]","[-15,1]",0,0,0
288,"AbyssLich2DoubleStrike",[],"[1120,1967]","[1,-48]",0,0,0
289,"BestiaryTigerSpiritBossDoubleStrike",[],"[1120,1967]","[1,-75]",1,0,0
290,"ElementalHitColdOnlyMercenary","[8065,8137,20454,19806,8057,8059]","[8064,18548,1106]","[10,14,100]",3.24,0,0.036
