"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","f32_60","IncrementalEffectiveness"
41,"PyroFireball",[501],"[662,18547]","[-50,9]",1.1889,0,0.0394
42,"PyroFireballInvasion",[],"[662,18547]","[-50,9]",1.1889,0,0.0394
43,"BloodlinesYellowElementalPyroFireball",[501],"[662,2166,2167,2168,2520,18547]","[-50,8,800,30,-15,9]",0.4467,0,0.034
44,"PyroFireballBossSideArea",[501],"[662,218,18547]","[-50,120,9]",1.0222,0,0.0394
45,"PyroChaosFireball",[501],"[662,18547]","[-50,9]",1.3556,0,0.0285
46,"WbAnimatedItemChaosFireball","[501,2521,12601]","[1493,2166,2167,2168,1217,18547]","[35,3,700,20,-60,9]",1.3556,0,0.0285
47,"GladiatorBossFireball",[501],"[662,175,18547]","[-50,2,9]",0.9444,0,0.048
48,"ExileFireball",[501],"[662,18547]","[-50,9]",0.9444,0,0.048
49,"GemlingFireball",[501],"[662,613,175,18547]","[-50,100,2,9]",0.7778,0,0.04
50,"ProphecyDragonFireball",[501],"[662,177,175,5869,18547]","[-50,-50,2,75,9]",1.7778,0,0.0414
51,"FrostfireMageDragonFireball",[501],"[662,177,175,5869,18547]","[-50,-50,2,75,9]",1.7778,0,0.0414
52,"WestFireball","[501,4655,7213,5943]","[175,1217,177,18547]","[2,150,-70,9]",3,0,0.0414
53,"KitavaClericFireball",[501],"[662,177,613,5869,18547]","[-50,20,25,50,9]",1.7778,0,0.041
54,"MonsterFireballRepeat",[501],"[662,18547]","[-50,9]",1.1889,0,0.0394
55,"ReliquaryMonsterFireball","[501,197]","[2166,2167,2168,2520,1828,211,5869,18547]","[3,65,30,-15,80,167,-40,9]",3.8889,0,0.04
56,"FireballIncusionFire",[501],"[662,18547]","[-40,9]",0.9722,0,0.05
57,"FireballIncusionLightning",[501],"[662,18547]","[-40,9]",1.0938,0,0.05
58,"FireballIncursionChaos",[501],"[662,18547]","[-40,9]",2,0,0.025
59,"FireballIncursionChaosAtlasUber",[501],"[662,18547,177]","[-40,9,-50]",2,0,0.025
60,"FireballTaowuDash","[501,4655,197]","[7944,5869,18547]","[150,300,9]",6.2,0,0.04
61,"FireballTaowuCombo","[501,4655]",[18547],[9],2.33,0,0.038
62,"IceNovaMercenary",[620],[18547],[26],2.26,0,0.0436
63,"IceNovaProjectedMercenary","[620,10859]",[18547],[20],2.26,0,0.0436
64,"IceNova",[620],"[18547,457]","[26,25]",2.501,0,0.044
65,"IceNovaAltX",[620],"[18547,457,8551,19333]","[18,25,2,50]",1.35,0,0.0436
66,"IceNovaAltY",[620],"[457,18547]","[100,28]",1.82,0,0.044
67,"IceNovaTriggered",[620],"[18547,18072]","[26,100]",2.501,0,0.044
68,"IceNovaRoyale",[620],"[18547,8551,8624]","[26,2,-20]",1.76,0,0.0364
69,"BloodNovaStrIntBoss",[620],"[18547,2748,5869]","[26,-25,15]",1.7727,0,0.042
70,"IceNovaOnDamageTakenInvasion","[620,6662]","[18547,1887,1888,2748]","[26,100,35,-25]",1.7727,0,0.042
71,"IceNovaOnHitCannibalMaleMapBoss",[620],"[18547,2440,5869]","[26,100,73]",1.7727,0,0.042
72,"IceNovaOnDeathWaterElemental","[620,1872,1993,10023]","[18547,1820,2748,5869]","[26,100,-25,15]",1.7727,0,0.042
73,"IceNovaOnDeathStrMission","[620,1872,1993]","[18547,1820,2748,5869]","[26,100,-25,15]",2.7273,0,0.03
74,"DarkSeawitchIceNova",[620],"[18547,2748,5869]","[26,-25,246]",1.7727,0,0.042
75,"ProphecyBloodNova",[620],"[18547,2748,5869]","[26,-25,27]",1.95,0,0.042
76,"VaalIceNova","[620,9670,20741]","[18547,2170,2171,457]","[26,5,-15,25]",1.87,0,0.043
77,"TormentSpiritVaalIceNova","[620,10023]","[18547,2170,2171,2748,5869]","[26,5,-20,-25,15]",1.98,0,0.045
78,"StrMissionIceNovaTotem","[620,1975,10023]","[18547,216,218,2748,5869]","[26,4,100,-25,73]",1.2727,0,0.0455
79,"WbIceNova","[620,10023]","[18547,2748,5869]","[26,-25,73]",1.2727,0,0.0455
80,"NecropolisIceNova","[620,10023]",[18547],[24],1,0,0
81,"GhostIceNova",[620],"[18547,218,2748,5869]","[26,-40,-25,56]",2.7273,0,0.035
82,"EssenceDaemonIceNovaRepeat",[620],"[18547,2748,5869]","[26,-25,73]",1.2727,0,0.0455
83,"ProphecyIceNovaTotems","[620,1824,857]","[18547,863,865,1227]","[26,8000,50,5]",0.9727,0,0.0333
84,"TotemMapBossIceNovaTotems","[620,1824,857]","[18547,863,865,2272]","[26,8000,50,6]",0.9727,0,0.0333
85,"IceNovaTrapSideAreaBoss","[1822,620,331,8074,5968,2608]","[18547,870,1217,1185,2748]","[26,6000,-40,9,-25]",1.8182,0,0.034
86,"IceNovaWaterElementalMap",[620],"[18547,2748,8551,5869]","[26,-25,1,15]",1.0873,0,0.034
87,"IceNovaWaterElemental","[12729,620]","[18547,2748,5869]","[26,-25,15]",0.8364,0,0.0304
88,"IceNovaWaterElementalHellscape","[12729,620]",[5869],[15],0.8364,0,0.0304
89,"IceNovaWaterElementalInvasion",[620],"[18547,2748,5869]","[26,-25,15]",0.8364,0,0.0304
90,"MonsterTotemIceNova","[10023,620]","[18547,2748,5869]","[26,-25,15]",0.9727,0,0.0333
91,"PopUpTotemIceNova","[10023,620]","[18547,2748,218,5869]","[26,-25,30,15]",1.4545,0,0.052
92,"WbIceNovaSupport",[620],"[18547,2748,5869]","[26,-25,15]",0.9727,0,0.0333
93,"WbIceNovaSupport2","[620,1890]","[18547,358,2748,5869]","[26,4000,-25,15]",0.9727,0,0.0333
94,"TotemBossTeamAAtollIceNovaChilledGround","[620,1890]","[18547,358,2748,4891,8551,5869]","[26,4000,-25,100,1,62]",2.9455,0,0.06
95,"IzaroDaemonIceNova",[620],"[18547,2748,5869]","[26,-25,15]",1.3636,0,0.035
96,"TempestDaemonIceNova",[620],"[18547,2748,5869]","[26,-25,15]",4.5,0,0.06
97,"ShrineIceNova","[620,1890,10023]","[18547,358,2748,5869]","[26,4000,-25,15]",0.9727,0,0.0333
98,"ShrineIceNovaPlayer","[620,1890,10023]","[18547,358,2748,5869]","[26,4000,-25,15]",0.9727,0,0.0333
99,"EssenceDaemonIceNova","[620,1890,857,1824]","[18547,358,2748,863,884,5869]","[26,4000,-25,10000,20,15]",0.9727,0,0.0333
100,"WestIceNovaDaemon","[620,1333,1975]","[18547,358,5869]","[26,1500,15]",1.5,0,0.038
101,"WestIceNovaAttachedDaemon","[620,1333,1975]","[18547,358,5869]","[26,1500,50]",2.5,0,0.04
102,"WestIceNovaTriggered","[620,1975,110]","[18547,596,5869]","[26,10,125]",0.9313,0,0.05
103,"ChestIceNova","[620,1890]","[18547,358,2748]","[26,6000,-25]",3.1818,0,0.062
104,"VaalIncursionIceNova",[620],"[18547,5869]","[26,73]",3.1818,0,0.062
105,"AncestralFieldItemIceNova","[620,200]","[18547,203,5869,201]","[26,500,80,500]",2,0,0.05
106,"LeapSlamMercenary","[620,3640,10006]","[8709,18547]","[550,15]",1,0,0
107,"LeapSlamMercenaryAlt","[620,3640,10006]",[18547],[20],1,0,0
108,"LeapSlamMercenaryAltMirage","[620,3640,10006]",[18547],[20],1,0,0
109,"LeapSlam","[620,3640,10006]","[8709,18547]","[550,15]",0,0,0
110,"LeapSlamAltX","[620,3640,10006]",[18547],[25],0,0,0
111,"LeapSlamAltY","[620,3640,10006]","[8709,18547]","[550,15]",0,0,0
112,"LeapSlamHardMode","[620,3640,10006]","[8709,18547]","[550,15]",0,0,0
113,"LeapSlamRoyale","[620,3640,10006]","[8709,18547]","[1200,15]",0,0,0
114,"DarkExileLeapSlam","[620,1118]","[481,26,18547]","[24,68,15]",0,0,0
115,"KaomLeapSlam","[620,1118]","[636,613,1105,1967,5869,18547]","[50,100,100,-53,40,15]",0,0,0
116,"SweepMercenary","[620,9755,9225]","[18550,1107,18552,16642,22366]","[12,50,9,2,-35]",1,0,0
117,"Sweep","[620,9755,9225]","[18550,1107,18552,16642,22366]","[12,50,9,2,-35]",1,0,0
118,"SweepAltX","[620,9755,9225,2042,1754]","[18550,1107,18552,16642,358,22308,18547,22866,22366,22818]","[12,50,9,2,3000,3,5,1,-50,700]",1,0,0
119,"SweepAltY","[620,9755,9225]","[18550,1107,18552,16642,22366]","[12,50,9,2,-35]",1,0,0
120,"SweepRoyale","[620,9755,110]",[],[],0.67,0,0.023
121,"VaalSweep","[110,620,1118,20741]","[222,2341,1967]","[10,60,50]",0,0,0
122,"ExileSweep","[620,1118]",[],[],0,0,0
123,"WbLightningEliteSweep","[620,1118]","[481,26,70,1107,5869]","[100,24,40,50,25]",0,0,0
124,"BanditSweep","[620,1118]","[2748,5869]","[-20,-16]",0,0,0
125,"AzmeriOakSweep","[620,1118]","[108,342]","[30,100]",0,0,0
126,"SkeletonBossCrossroadsSweep","[620,1118]","[2748,1106,5869]","[-20,40,-16]",0,0,0
127,"ExileVaalGroundSlam","[199,110,620]","[26,636,404,1308]","[29,50,100,-1]",0,0,0
128,"GladiatorBossEliteVaalGroundSlam","[110,620,2711]","[26,636,404,1308,5869]","[-15,-20,200,-1,40]",0,0,0
129,"WbVaalGroundSlam","[199,110,620]","[636,404,1308]","[50,100,-1]",0,0,0
130,"DarkExileVaalGroundSlam","[199,110,620]","[26,636,404,1308,216,70]","[29,20,50,-1,1,80]",0,0,0
131,"BullBossVaalGroundSlam","[199,110,620]","[636,404,1967,342]","[36,300,-25,150]",0,0,0
132,"RockGolemSlam",[620],"[1967,3471,5869]","[-20,33,200]",0,0,0
133,"RockGolemMonsterSlam",[620],"[1967,3471,5869]","[-20,33,200]",0,0,0
134,"RockGolemSlamTriggered1",[620],"[1967,3471,5869]","[-20,33,60]",0,0,0
135,"RockGolemSlamTriggered2",[620],"[1967,3471,5869]","[-20,33,90]",0,0,0
136,"RockGolemSlamTriggered3",[620],"[1967,3471,5869]","[-20,33,120]",0,0,0
137,"RockGolemSlamTriggered4",[620],"[1967,3471,5869]","[-20,33,150]",0,0,0
138,"RockGolemSlamTriggered5",[620],"[1967,3471,5869]","[-20,33,180]",0,0,0
139,"RockGolemSlamTriggered6",[620],"[1967,3471,5869]","[-20,33,210]",0,0,0
140,"ScorpionBurrowSlam",[620],[636],[-80],0,0,0
141,"GoatmanMonsterSlam",[620],"[1967,5869]","[-20,200]",0,0,0
142,"RockGolemSlamMinotaur",[620],"[1967,5869]","[-20,200]",0,0,0
143,"CoralGolemSlam",[620],"[1967,5869]","[-20,200]",0,0,0
144,"DemonModularSlam",[620],"[1967,5869]","[-20,100]",0,0,0
145,"BestiaryBeastMonsterSlam",[620],"[1967,3471,5869]","[-20,33,200]",0,0,0
146,"SentinelHolySlam",[620],"[1967,5869]","[-33,130]",0,0,0
147,"SentinelHolySlamZana",[620],"[1967,5869]","[-33,130]",0,0,0
148,"SentinelHolySlamBloodGuard",[620],"[1967,5869]","[-33,130]",0,0,0
149,"SentinelHolySlamFaithGuard",[620],"[1967,5869]","[-33,130]",0,0,0
150,"SentinelHolySlamCelestial",[620],"[1967,5869]","[-33,130]",0,0,0
151,"SentinelHolySlamCelestialDominating",[620],"[1967,5869]","[-33,130]",0,0,0
152,"SentinelHolySlamDemonic",[620],"[1967,5869]","[-33,130]",0,0,0
153,"SentinelHolySlamEmpyrean",[620],"[1967,5869]","[-33,130]",0,0,0
154,"SentinelHolySlamPolarisWhite",[620],"[1967,5869]","[-33,130]",0,0,0
155,"SentinelHolySlamDragonHunter",[620],"[1967,5869]","[-33,130]",0,0,0
156,"BetrayalSentinelUnholySlam",[620],"[1967,5869]","[-33,80]",0,0,0
157,"DjinnSlam",[620],[5869],[200],0,0,0
158,"GroundSlamBrute","[199,620]","[70,636,2748]","[-33,80,-30]",0,0,0
159,"GroundSlamStatue",[620],"[108,636]","[35,50]",0,0,0
160,"GroundSlamStatueInvasion",[620],"[108,636]","[35,50]",0,0,0
161,"BloodlinesMudElementalGroundSlam",[620],"[636,1967,5869]","[20,-55,200]",0,0,0
162,"BloodlinesBloodElementalBloodGroundSlam","[620,2410]","[636,1967]","[-30,-55]",0,0,0
163,"ProphecyBloodGroundSlam",[620],"[636,1967]","[-30,-55]",0,0,0
164,"ExileGroundSlam",[],"[108,636,1257,1244,5869]","[15,-20,4,150,40]",0,0,0
165,"AxisBossGroundSlam",[620],[],[],0,0,0
166,"DropBearSummonedGroundSlam",[620],[],[],0,0,0
167,"ShieldCrabGroundSlam",[620],"[108,5869]","[15,-30]",0,0,0
168,"WbGroundSlam",[],"[108,636,5869]","[15,-20,40]",0,0,0
169,"WbGroundSlamFireElite",[],"[108,636,1257,1244,5869]","[15,-20,4,150,40]",0,0,0
170,"ProphecyZombieGroundSlam",[620],"[108,636,5869]","[15,-20,40]",0,0,0
171,"KaruiSpiritGroundSlam",[620],"[108,636,5869]","[15,-20,40]",0,0,0
172,"TalismanGroundSlam",[620],"[1967,5869]","[-55,150]",0,0,0
173,"DarkExileGroundSlam",[],"[108,636,1257,1244,5869]","[15,-20,4,100,20]",0,0,0
174,"BestiaryKiwethGroundSlam","[620,620]","[108,636]","[35,50]",0,0,0
175,"KaomWarriorGroundSlam",[620],"[108,636]","[10,20]",0,0,0
176,"KaomWarriorGroundSlamSynthesis",[620],"[108,636,1967]","[10,20,-35]",0,0,0
177,"HellionGreustGroundSlam","[620,197]","[3499,1105,1967,5869]","[-50,50,-35,20]",0,0,0
178,"GroundSlamBeast","[620,12729]","[108,7854,5869]","[25,20,10]",0,0,0
179,"GroundSlamFormosanBeastiary",[620],"[108,636,1967]","[10,15,-23]",0,0,0
180,"AbyssBoneHuskSpellNova",[620],[5869],[-50],2,0,0.03
181,"AbyssUndyingSpellNova",[620],[5869],[-50],1.5,0,0.033
182,"BestiaryChimeraSpiritSpellNova",[620],[5869],[-50],1.5,0,0.033
183,"AbyssLichBoss2SpellNova",[620],"[2748,5869]","[-30,-20]",1.25,0,0.04
184,"CleaveMercenary","[620,1122,9755]",[1950],[-40],1,0,0
185,"CleaveMercenaryMirage","[620,1122,9755]",[1950],[-40],1,0,0
186,"CleaveMercenaryEncounter","[620,1122,9755]",[1950],[-40],1,0,0
187,"Cleave","[620,1122,9755]",[1950],[-40],1,0,0
188,"CleaveAltX","[620,1122,9755]","[1950,9489,20827]","[-40,5,2]",1,0,0
189,"CleaveAltY","[620,1122,9755]",[1950],[-40],1,0,0
190,"CleaveRoyale","[620,1122,9755]",[1950],[-20],0.67,0,0.0233
191,"MonsterCleave","[620,1122]","[1950,26,2748]","[-40,31,-20]",0,0,0
192,"MonsterCleaveWithEffect","[620,1122]","[1950,26,2748]","[-40,31,-20]",0,0,0
193,"VaalSideAreaBossVendigoCleave","[620,1122]","[1950,26,2748]","[-40,31,-20]",0,0,0
194,"TaniwhaCleave",[620],[],[],0,0,0
195,"BreachBossCleavePhysical",[620],[],[],0,0,0
196,"WbCleave","[620,1122]",[1950],[-40],0,0,0
197,"WbChaosLeaderCleave","[620,1122]","[1950,1308]","[-40,1]",0,0,0
198,"BeastCleave","[620,1122]","[1950,26,70]","[-40,31,-30]",0,0,0
199,"ExileCleave","[620,1122]","[1950,1308]","[-40,1]",0,0,0
200,"ExileCleaveStun","[620,1122]","[1950,108]","[-40,30]",0,0,0
201,"KitavaDemonCleave","[620,1122]","[3690,6155,1967]","[100,-44,-25]",0,0,0
202,"VultureBossCleave","[620,1122,695,2696]","[1967,636,662,5869]","[-44,80,-35,120]",0,0,0
203,"BanditBearCleave","[620,1122]","[1950,26,2748]","[-40,35,-20]",0,0,0
204,"ArakaaliCleave",[],"[2748,5869]","[-25,100]",0,0,0
205,"UnholyTrioCleave","[620,2696]","[1967,662,2748,5869]","[-30,20,-30,20]",1,0,0
206,"AbyssLichCleave","[620,2696]","[1967,662,2748]","[-38,200,-50]",1,0,0
207,"BestiaryLynxCleave","[620,1122]","[1950,26,2748]","[-40,35,-20]",0,0,0
208,"HeraldOfAgonyMinionCleave","[620,12601]",[5869],[30],1,0,0
209,"LegionEternalEmpireMeleeCleave","[620,3876]",[1967],[-44],1,0,0
210,"ShieldChargeMercenary","[1892,620,10014,10025]","[4166,474]","[75,100]",2.05,0,0.0246
211,"ShieldChargeMercenaryEncounter","[1892,620,10014,10025]","[4166,474]","[40,20]",1.5,0,0.0175
212,"ShieldCharge","[1892,620,10014,10025]","[4166,474]","[75,100]",2.05,0,0.0246
213,"ShieldChargeAltX","[1892,620,10014,10025]","[4166,474]","[75,100]",2.05,0,0.0246
214,"ShieldChargeAltY","[1892,620,10014,10025]","[4166,474]","[75,100]",2.05,0,0.0246
215,"ShieldChargeHardMode","[1892,620,10014,10025]","[4166,474]","[75,100]",1.78,0,0.0173
216,"ShieldChargeRoyale","[1892,620,10014,10025]","[4166,474,5457,5458]","[75,100,5,7]",2,0,0.0178
217,"ShieldChargeOld","[1892,2042]","[472,636]","[200,-50]",0,0,0
218,"RhoaShieldCharge","[1892,695]","[472,465,466]","[50,30,41]",0,0,0
219,"RhoaTableChargeTaunt","[1892,695]","[472,474]","[50,50]",0,0,0
220,"RhoaShieldChargeTaunt","[1892,695]","[472,474,465,466]","[50,50,30,41]",0,0,0
221,"RhoaShieldChargeTauntHarvest","[1892,695]","[472,465,466]","[50,20,41]",0,0,0
222,"RhoaShieldChargeTauntUnique","[1892,695]","[472,474,465,466]","[100,100,20,62]",0,0,0
223,"HarvestBearBossChargeNear","[1892,3026,627,2695]","[179,474,465]","[30,50,50]",0,0,0
224,"HarvestBearBossChargeMediumNear","[1892,3026,627,2695]","[179,474,465]","[30,50,25]",0,0,0
225,"HarvestBearBossChargeFar","[1892,3026,627,2695]","[179,474]","[30,50]",0,0,0
226,"HarvestBeastCharge","[1892,3026,627,2695]","[179,474,465,404]","[215,50,20,50]",0,0,0
227,"BestiaryRhoaShieldCharge","[1892,695]","[472,474,465,466]","[90,70,30,41]",0,0,0
228,"SpectralSkullShieldCharge",[1892],"[472,179,474,636]","[200,500,300,-50]",0,0,0
229,"RhoaMapBossShieldCharge",[1892],"[472,474,465,466]","[90,30,30,41]",0,0,0
230,"AxisShieldCharge","[1892,695]","[179,4166,465,1236]","[120,50,-10,-10]",0,0,0
231,"DominatingBlowMinionCharge","[1892,695]","[4166,179,474,5869]","[25,400,30,-40]",0,0,0
232,"BetrayalElreonMinionCharge","[1892,695]","[4166,179,474,5869]","[25,400,30,-40]",0,0,0
233,"RhoaShieldChargeInvasion",[1892],"[472,474,465,466]","[90,70,30,41]",0,0,0
234,"RhoaShieldChargeUntainted","[1892,627]","[472,474,465,466]","[90,70,90,62]",0,0,0
235,"GuardianShieldCharge","[1189,1892]","[179,474,465]","[70,35,30]",0,0,0
236,"AnimatedBustShieldCharge",[1892],"[4166,179,474,70,465]","[50,100,20,10,10]",0,0,0
237,"ExileShieldCharge",[1892],"[4166,179,465]","[50,50,10]",0,0,0
238,"ExileShieldChargeWeak",[1892],"[179,474,70,465]","[50,25,10,10]",0,0,0
239,"ExileShieldChargeKitava",[1892],"[4166,179,474,70,449,465]","[50,50,65,20,15,10]",0,0,0
240,"VaganShieldCharge",[1892],"[4166,179,465]","[50,50,10]",0,0,0
241,"ProphecyRhoaShieldCharge",[1892],"[4166,179,451,465]","[50,100,15,41]",0,0,0
242,"SummonedRhoaShieldCharge",[1892],"[4166,179,474,70,451]","[50,100,10,20,15]",0,0,0
243,"BoarBanditShieldCharge",[1892],"[4166,179,465]","[50,100,10]",0,0,0
244,"AnimalPackShieldCharge",[1892],"[4166,179,474,70,465]","[50,100,50,25,15]",0,0,0
245,"TemplarShieldCharge",[1892],"[4166,179,474,70,465,2812]","[50,50,20,15,15,100]",0,0,0
246,"TemplarCultistShieldCharge",[1892],"[4166,179,474,70,465,5519]","[50,50,20,15,15,50]",0,0,0
247,"AnimatedShieldShieldCharge",[1892],"[4166,179,474,70,465]","[100,75,20,15,10]",0,0,0
248,"InvisibleDaemonShieldCharge","[1189,627]","[179,465,466]","[50,50,50]",0,0,0
249,"HeistMilitaryEliteShieldCharge","[1892,695]","[179,472,465]","[62,50,15]",0,0,0
250,"HeistMilitaryMinibossShieldCharge","[1892,695]","[179,472,465]","[-50,50,30]",0,0,0
251,"SanctumMilitaryShieldCharge","[1892,695]","[179,472,465,17184]","[-50,50,30,30]",1,0,0
252,"HeistRoboDogCharge","[1892,695]","[179,472,465]","[104,50,20]",0,0,0
253,"SpikerBullCharge","[1892,695,110,620]","[179,472,474,465,404,10817,636]","[87,50,50,100,500,300,-50]",0,0,0
254,"SpikerBullChargePast","[1892,695,110,620,627]","[179,472,474,465,404,10817,636]","[87,50,50,100,500,300,-50]",0,0,0
255,"ReaperWraithCharge","[1892,3026]",[179],[366],0,0,0
256,"AncestralKuniCharge","[1892,695,14652]","[472,179,465]","[50,77,-10]",1,0,0
257,"AncestralKuniTableCharge","[1892,620,7428,7429,7430,110,12729]","[179,5519]","[77,50]",1,0,0
258,"UtulaTableCharge","[1892,620,7428,7429,7430,110,12729]",[179],[21],1,0,0
259,"BoarStampedeTableCharge","[1892,620,7428,7429,7430,110,12729,13699]","[179,404]","[77,100]",1,0,0
260,"TCAncestralLeagueKaruiHulk","[1892,620,110,12729,686]","[404,10817]","[50,100]",1,0,0
261,"TCAzmeriHulk","[1892,620,110,12729]","[404,10817]","[100,100]",1,0,0
262,"TCAzmeriFallenStag","[1892,620,12729,110]","[404,10817]","[100,100]",1,0,0
263,"EnduringCryMercenary","[1746,1744,1745]","[12472,358,453]","[3,1000,600]",0,0,0
264,"EnduringCry","[1746,1744,1745,9670,12278]","[317,20938]","[5,120]",0,0,0
265,"EnduringCryRoyale","[1746,1744,1745,9670,12278]","[317,144,448,358]","[5,2,2,2000]",0,0,0
266,"ExileEnduringCry",[],"[12472,358,453]","[2,1000,600]",0,0,0
267,"MonsterEnduringCry",[],"[12472,358,453]","[2,1000,600]",0,0,0
268,"GemlingEnduringCry",[],"[12472,358,453]","[6,1000,1200]",0,0,0
269,"AzmeriOakEnduringCry",[],"[12472,358,453]","[3,1000,2400]",0,0,0
270,"EnduringCryBanditMapBoss",[],"[317,358,126,216]","[300,1000,1000000,20]",0,0,0
271,"MonsterEnduringCryInvasion",[],"[12472,358,453]","[2,1000,600]",0,0,0
272,"WbEnduringCry",[],"[12472,358,453]","[2,1000,600]",0,0,0
273,"ProphecyEnduringCry",[],"[12472,358,453]","[2,1000,600]",0,0,0
274,"BeastEnduringCry",[],"[12472,358,453]","[2,1000,600]",0,0,0
275,"WestEnduringCry",[],"[12472,358,453,5869]","[2,1000,600,200]",0,0,0
276,"DoubleStrike",[],"[1120,3690]","[1,25]",1,0,0
277,"DoubleStrikeAltX",[],"[1120,8567,19429]","[1,40,100]",1,0,0
278,"DoubleStrikeAltY",[],"[1120,19367]","[1,10]",1,0,0
279,"MonsterDoubleStrike",[],[1120],[1],0,0,0
280,"AxisDoubleStrike",[],[636],[-40],0,0,0
281,"AxisDoubleStrikeTrigger",[],[1120],[1],0,0,0
282,"MonsterDoubleStrikeKitavaCleric",[],[1120],[1],0,0,0
283,"WbDoubleStrike",[],"[26,1120]","[-15,1]",0,0,0
284,"AbyssLich2DoubleStrike",[],"[1120,1967]","[1,-48]",0,0,0
285,"BestiaryTigerSpiritBossDoubleStrike",[],"[1120,1967]","[1,-75]",1,0,0
286,"ElementalHitColdOnlyMercenary","[8064,8136,20453,19805,8056,8058]","[8063,18547,1106]","[10,14,100]",3.24,0,0.036
287,"ElementalHitColdOnlyMercenaryEncounter","[8064,8136,20453,19805,8056,8058]","[8063,18547,1106]","[10,14,100]",1,0,0
288,"ElementalHit","[8064,8136,20453,19805]","[8063,18547]","[10,14]",2.7,0,0.036
