"rownum","Projectile","Variant","[rid]_12","i32_28","rid_32"
102,"eye_of_winter_ball",2,[1248],3,""
103,"eye_of_winter_shard",0,[1121],3,""
104,"eye_of_winter_shard",1,[1148],3,""
105,"eye_of_winter_shard",2,[1249],3,""
106,"spectral_helix",0,[1110],3,""
107,"spectral_helix",1,[1149],3,""
108,"mortar_barrage_mine",0,[749],3,""
109,"mortar_barrage_mine",1,[764],3,""
110,"mortar_barrage_mine",2,[1152],3,""
111,"cold_projectile_mine",0,[753],3,""
112,"cold_projectile_mine",1,[763],3,""
113,"cold_projectile_mine",2,[1151],3,""
114,"poisonous_concoction",0,[1155],3,""
115,"poisonous_concoction",1,[1155],3,""
116,"poisonous_concoction",2,[1155],3,""
117,"barrage_bow",0,[60],3,""
118,"barrage_bow",1,[333],3,""
119,"barrage_bow",2,[504],3,""
120,"barrage_bow",3,[562],3,""
121,"barrage_bow",4,[61],3,""
122,"barrage_wand",0,[805],3,""
123,"barrage_wand",1,[333],3,""
124,"barrage_wand",2,[855],3,""
125,"barrage_wand",3,[562],3,""
126,"virulent_arrow_main",0,[514],3,""
127,"virulent_arrow_main",1,[517],3,""
128,"virulent_arrow_main",2,[1168],3,""
129,"virulent_arrow_main",3,[1178],3,""
130,"virulent_arrow_lesser",0,[516],3,""
131,"virulent_arrow_lesser",1,[519],3,""
132,"virulent_arrow_lesser",2,[1170],3,""
133,"virulent_arrow_lesser",3,[1180],3,""
134,"virulent_arrow_neither",0,[515],3,""
135,"virulent_arrow_neither",1,[518],3,""
136,"virulent_arrow_neither",2,[1169],3,""
137,"virulent_arrow_neither",3,[1179],3,""
138,"lightning_arrow",0,[68],3,""
139,"lightning_arrow",1,[67],3,""
140,"lightning_arrow",2,[69],3,""
141,"lightning_arrow",3,[1205],3,""
142,"lightning_arrow",4,[1287],3,""
143,"lightning_arrow",5,[1288],3,""
144,"lightning_arrow",6,[1291],3,""
145,"lightning_arrow",7,[1308],3,""
146,"tornado_shot_bow_primary",0,[108],3,""
147,"tornado_shot_bow_primary",1,[236],3,""
148,"tornado_shot_bow_primary",2,[360],3,""
149,"tornado_shot_bow_primary",3,[1172],3,""
150,"tornado_shot_bow_primary",4,[1193],3,""
151,"tornado_shot_bow_secondary",0,[114],3,""
152,"tornado_shot_bow_secondary",1,[235],3,""
153,"tornado_shot_bow_secondary",2,[359],3,""
154,"tornado_shot_bow_secondary",3,[1171],3,""
155,"tornado_shot_bow_secondary",4,[1192],3,""
156,"tornado_shot_wand_primary",0,[109],3,""
157,"tornado_shot_wand_primary",1,[109],3,""
158,"tornado_shot_wand_primary",2,[109],3,""
159,"tornado_shot_wand_primary",3,[109],3,""
160,"tornado_shot_wand_primary",4,[109],3,""
161,"tornado_shot_wand_secondary",0,[115],3,""
162,"tornado_shot_wand_secondary",1,[115],3,""
163,"tornado_shot_wand_secondary",2,[115],3,""
164,"tornado_shot_wand_secondary",3,[115],3,""
165,"fireball",0,[0],3,""
166,"fireball",1,[2],3,""
167,"fireball",2,[1],3,""
168,"fireball",3,[3],3,""
169,"fireball",4,[4],3,""
170,"fireball",5,[5],3,""
171,"fireball",6,[231],3,""
172,"fireball",7,[288],3,""
173,"fireball",8,[298],3,""
174,"fireball",9,[311],3,""
175,"fireball",10,[345],3,""
176,"fireball",11,[346],3,""
177,"fireball",12,[361],3,""
178,"fireball",13,[454],3,""
179,"fireball",14,[457],3,""
180,"fireball",15,[458],3,""
181,"fireball",16,[462],3,""
182,"fireball",17,[508],3,""
183,"fireball",18,[509],3,""
184,"fireball",19,[750],3,""
185,"fireball",20,[768],3,""
186,"fireball",21,[770],3,""
187,"fireball",22,[6],3,""
188,"fireball",23,[1141],3,""
189,"fireball",24,[1173],3,""
190,"fireball",25,[1176],3,""
191,"fireball",26,[1177],3,""
192,"fireball",27,[1203],3,""
193,"ice_shot",0,[70],3,""
194,"ice_shot",1,[71],3,""
195,"ice_shot",2,[72],3,""
196,"ice_shot",3,[73],3,""
197,"ice_shot",4,[1174],3,""
198,"explosive_arrow",0,[66],3,""
199,"explosive_arrow",1,[837],3,""
200,"explosive_arrow",2,[980],3,""
201,"explosive_arrow",3,[1198],3,""
202,"explosive_arrow",4,[1204],3,""
203,"explosive_arrow",5,[1312],3,""
204,"ice_spear",0,[22],3,""
205,"ice_spear",1,[111],3,""
206,"ice_spear",2,[23],3,""
207,"ice_spear",3,[614],3,""
208,"ice_spear",4,[668],3,""
209,"ice_spear",5,[677],3,""
210,"ice_spear",6,[769],3,""
211,"ice_spear",7,[835],3,""
212,"ice_spear",8,[1207],3,""
213,"ice_spear",9,[1307],3,""
214,"ball_lightning",0,[104],3,""
215,"ball_lightning",1,[78],3,""
216,"ball_lightning",2,[156],3,""
217,"ball_lightning",3,[287],3,""
218,"ball_lightning",4,[377],3,""
219,"ball_lightning",5,[664],3,""
220,"ball_lightning",6,[792],3,""
221,"ball_lightning",7,[664],3,""
222,"ball_lightning",8,[927],3,""
223,"ball_lightning",9,[951],3,""
224,"ball_lightning",10,[989],3,""
225,"ball_lightning",11,[1328],3,""
226,"monster_soulrend",0,[667],3,""
227,"monster_soulrend",1,[721],3,""
228,"monster_soulrend",2,[1269],3,""
229,"monster_soulrend",3,[1297],3,""
230,"cobra_lash_projectile_default",0,[747],3,""
231,"cobra_lash_projectile_default",1,[1208],3,""
232,"cobra_lash_projectile_claw",0,[758],3,""
233,"cobra_lash_projectile_claw",1,[1209],3,""
234,"venom_gyre_projectile_default",0,[759],3,""
235,"venom_gyre_projectile_default",1,[1210],3,""
236,"venom_gyre_projectile_released",0,[766],3,""
237,"volcanic_slam",0,[1236],3,""
238,"volcanic_slam_lite",0,[1241],3,""
239,"venom_gyre_projectile_released",1,[1211],3,""
240,"caustic_arrow",0,[63],3,""
241,"caustic_arrow",1,[205],3,""
242,"caustic_arrow",2,"[207,208]",3,""
243,"caustic_arrow",3,[964],3,""
244,"caustic_arrow",4,[1212],3,""
245,"caustic_arrow",5,[206],3,""
246,"kinetic_blast",0,[62],3,""
247,"kinetic_blast",1,[456],3,""
248,"kinetic_blast",2,[1213],3,""
249,"caustic_arrow_vaal",0,[1237],3,""
250,"caustic_arrow_vaal",1,[1238],3,""
251,"caustic_arrow_vaal",2,[1239],3,""
252,"caustic_arrow_vaal",3,[1237],3,""
253,"caustic_arrow_vaal",4,[1240],3,""
254,"caustic_arrow_vaal",5,[1238],3,""
255,"vaal_lightning_arrow",0,[1242],3,""
256,"vaal_lightning_arrow",1,[1243],3,""
257,"vaal_lightning_arrow",3,[1244],3,""
258,"vaal_lightning_arrow",4,[1246],3,""
259,"vaal_lightning_arrow",5,[1245],3,""
260,"vaal_lightning_arrow",6,[1247],3,""
261,"vaal_lightning_arrow",7,[1309],3,""
262,"split_arrow",0,[202],3,""
263,"split_arrow",1,[199],3,""
264,"split_arrow",2,[200],3,""
265,"split_arrow",3,[201],3,""
266,"vaal_split_arrow",0,[1250],3,""
267,"arctic_breath",0,[50],3,""
268,"arctic_breath",1,[191],3,""
269,"arctic_breath",2,[330],3,""
270,"arctic_breath_skull",0,[51],3,""
271,"arctic_breath_skull",1,[192],3,""
272,"arctic_breath_skull",2,[331],3,""
273,"arctic_breath_skull",3,[1253],3,""
274,"arctic_breath_skull",4,[1271],3,""
275,"arctic_breath_lesser",0,[52],3,""
276,"arctic_breath_grenade",0,[874],3,""
277,"fire_wake_arrow",0,[714],3,""
278,"fire_wake_arrow",1,[1313],3,""
279,"fire_wake_secondary_arrow",0,[715],3,""
280,"fire_wake_secondary_arrow",1,[1314],3,""
281,"shaper_projectile",0,[219],3,""
282,"shaper_projectile",1,[220],3,""
283,"shaper_projectile",2,[223],3,""
284,"piety_corrupted_ball_lightning_orb",0,[132],3,""
285,"piety_corrupted_ball_lightning_orb",1,[1331],3,""
286,"frostbolt",0,[195],3,""
287,"frostbolt",1,[194],3,""
288,"frostbolt",2,[228],3,""
289,"frostbolt",3,[725],3,""
290,"frostbolt",4,[220],3,""
291,"frostbolt",5,[221],3,""
292,"avarius_super_projectile",0,[239],3,""
293,"avarius_super_projectile_nova",0,[274],3,""
294,"avarius_super_projectile",1,[240],3,""
295,"avarius_super_projectile_nova",1,[275],3,""
296,"graft_xoph_fire_shield_projectile",0,[1346],3,""
297,"graft_xoph_fire_shield_projectile",1,[1346],3,""
298,"graft_xoph_fire_shield_projectile",2,[1346],3,""
299,"graft_xoph_fire_shield_projectile",3,[1346],3,""
300,"graft_xoph_fire_shield_projectile",4,[1346],3,""
301,"graft_xoph_fire_shield_projectile",5,[1346],3,""
302,"graft_xoph_fire_shield_projectile",6,[1346],3,""
303,"graft_xoph_fire_shield_projectile",7,[1346],3,""
304,"graft_xoph_fire_shield_projectile",8,[1346],3,""
305,"graft_tul_tornado_projectile",0,[776],3,""
306,"graft_tul_mortar",0,[1348],3,""
307,"xoph_geyser_projectile",0,[1347],3,""
308,"arrow_swarm",0,[1369],3,""
309,"windstorm_mini_tornado_proj",0,[367],3,""
310,"support_triggered_tornado",0,[366],3,""
311,"kinetic_fusillade",0,[1370],3,""
312,"kinetic_shell_projectile",0,[1355],3,""
