"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","i32_44"
42,"FloodedDepths4","Metadata/Terrain/Act1/Area4Level0/Graphs/cavetest4.dgr",105,30,50,[0],59
43,"TidalPassage1_1","Metadata/Terrain/Act1/Area4Level1/Graphs/cave1_1.dgr",105,30,50,[0],59
44,"TidalPassage1_2","Metadata/Terrain/Act1/Area4Level1/Graphs/cave1_2.dgr",105,30,50,[0],59
45,"TidalPassage1_3","Metadata/Terrain/Act1/Area4Level1/Graphs/cave1_3.dgr",105,30,50,[0],59
46,"TidalPassage1_4","Metadata/Terrain/Act1/Area4Level1/Graphs/cave1_4.dgr",105,30,50,[0],59
47,"TidalPassage2_1","Metadata/Terrain/Act1/Area4Level1/Graphs/cave2_1.dgr",105,30,50,[0],59
48,"TidalPassage2_2","Metadata/Terrain/Act1/Area4Level1/Graphs/cave2_2.dgr",105,30,50,[0],59
49,"Ledge1_1","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge1_1.tgr",95,100,100,[0],59
50,"Ledge1_2","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge1_2.tgr",95,100,100,[0],59
51,"Ledge1_3","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge1_3.tgr",95,100,100,[0],59
52,"Ledge1_4","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge1_4.tgr",95,100,100,[0],59
53,"Ledge2_1","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge2_1.tgr",95,100,100,[0],59
54,"Ledge2_2","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge2_2.tgr",95,100,100,[0],59
55,"Ledge2_3","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge2_3.tgr",95,100,100,[0],59
56,"Ledge2_4","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge2_4.tgr",95,100,100,[0],59
57,"Ledge3_1","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge3_1.tgr",95,100,100,[0],59
58,"Ledge3_2","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge3_2.tgr",95,100,100,[0],59
59,"Ledge3_3","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge3_3.tgr",95,100,100,[0],59
60,"Ledge3_4","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge3_4.tgr",95,100,100,[0],59
61,"Ledge4_1","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge4_1.tgr",95,100,100,[0],59
62,"Ledge4_2","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge4_2.tgr",95,100,100,[0],59
63,"Ledge4_3","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge4_3.tgr",95,100,100,[0],59
64,"Ledge4_4","Metadata/Terrain/Act1/Area5/Graphs/macro_ledge4_4.tgr",95,100,100,[0],59
65,"RockyClimb1_1","Metadata/Terrain/Act1/Area6/Graphs/macro_climb1_1.tgr",120,100,100,[0],59
66,"RockyClimb1_2","Metadata/Terrain/Act1/Area6/Graphs/macro_climb1_2.tgr",120,100,100,[0],59
67,"RockyClimb1_3","Metadata/Terrain/Act1/Area6/Graphs/macro_climb1_3.tgr",120,100,100,[0],59
68,"RockyClimb2_1","Metadata/Terrain/Act1/Area6/Graphs/macro_climb2_1.tgr",120,100,100,[0],59
69,"RockyClimb2_2","Metadata/Terrain/Act1/Area6/Graphs/macro_climb2_2.tgr",120,100,100,[0],59
70,"RockyClimb2_3","Metadata/Terrain/Act1/Area6/Graphs/macro_climb2_3.tgr",120,100,100,[0],59
71,"LowerPrison1","Metadata/Terrain/Act1/Area7Level1/Graphs/prisonlower_1_1.dgr",105,100,50,[0],59
72,"LowerPrison2","Metadata/Terrain/Act1/Area7Level1/Graphs/prisonlower_2_1.dgr",105,100,50,[0],59
73,"LowerPrison3","Metadata/Terrain/Act1/Area7Level1/Graphs/prisonlower_3_1.dgr",105,100,50,[0],59
74,"LowerPrison4","Metadata/Terrain/Act1/Area7Level1/Graphs/prisonlower_4_1.dgr",105,100,50,[0],59
75,"LowerPrison5","Metadata/Terrain/Act1/Area7Level1/Graphs/prisonlower_5_1.dgr",105,100,50,[0],59
76,"LowerPrison6","Metadata/Terrain/Act1/Area7Level1/Graphs/prisonlower_6_1.dgr",105,100,50,[0],59
77,"Prison1","Metadata/Terrain/Act1/Area7Level2/Graphs/prisonmain_1_1.dgr",105,100,50,[0],59
78,"PrisonersGate1_1","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_1_1.tgr",105,100,100,[0],59
79,"PrisonersGate1_2","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_1_2.tgr",105,100,100,[0],59
80,"PrisonersGate1_3","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_1_3.tgr",105,100,100,[0],59
81,"PrisonersGate1_4","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_1_4.tgr",105,100,100,[0],59
82,"PrisonersGate2_1","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_2_1.tgr",105,100,100,[0],59
83,"PrisonersGate2_2","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_2_2.tgr",105,100,100,[0],59
84,"PrisonersGate2_3","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_2_3.tgr",105,100,100,[0],59
85,"PrisonersGate2_4","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_2_4.tgr",105,100,100,[0],59
86,"PrisonersGate3_1","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_3_1.tgr",105,100,100,[0],59
87,"PrisonersGate3_2","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_3_2.tgr",105,100,100,[0],59
88,"PrisonersGate3_3","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_3_3.tgr",105,100,100,[0],59
89,"PrisonersGate3_4","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_3_4.tgr",105,100,100,[0],59
90,"PrisonersGate4_1","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_4_1.tgr",105,100,100,[0],59
91,"PrisonersGate4_2","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_4_2.tgr",105,100,100,[0],59
92,"PrisonersGate4_3","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_4_3.tgr",105,100,100,[0],59
93,"PrisonersGate4_4","Metadata/Terrain/Act1/Area8/Graphs/prisoners_gate_4_4.tgr",105,100,100,[0],59
94,"ShipGraveyard1_1","Metadata/Terrain/Act1/Area9/Graphs/macro_ships1_1.tgr",105,100,100,[0],59
95,"ShipGraveyard1_2","Metadata/Terrain/Act1/Area9/Graphs/macro_ships1_2.tgr",105,100,100,[0],59
96,"ShipGraveyard1_3","Metadata/Terrain/Act1/Area9/Graphs/macro_ships1_3.tgr",105,100,100,[0],59
97,"ShipGraveyard2_1","Metadata/Terrain/Act1/Area9/Graphs/macro_ships2_1.tgr",105,100,100,[0],59
98,"ShipGraveyard2_2","Metadata/Terrain/Act1/Area9/Graphs/macro_ships2_2.tgr",105,100,100,[0],59
99,"ShipGraveyard2_3","Metadata/Terrain/Act1/Area9/Graphs/macro_ships2_3.tgr",105,100,100,[0],59
100,"ShipGraveyard2_4","Metadata/Terrain/Act1/Area9/Graphs/macro_ships2_4.tgr",105,100,100,[0],59
101,"ShipGraveyard3_1","Metadata/Terrain/Act1/Area9/Graphs/macro_ships3_1.tgr",105,100,100,[0],59
102,"ShipGraveyard3_2","Metadata/Terrain/Act1/Area9/Graphs/macro_ships3_2.tgr",105,100,100,[0],59
103,"ShipGraveyard3_3","Metadata/Terrain/Act1/Area9/Graphs/macro_ships3_3.tgr",105,100,100,[0],59
104,"ShipGraveyard3_4","Metadata/Terrain/Act1/Area9/Graphs/macro_ships3_4.tgr",105,100,100,[0],59
105,"ShipGraveyard3_6","Metadata/Terrain/Act1/Area9/Graphs/macro_ships3_6.tgr",105,100,100,[0],59
106,"ShipGraveyard4_1","Metadata/Terrain/Act1/Area9/Graphs/macro_ships4_1.tgr",105,100,100,[0],59
107,"ShipGraveyard4_2","Metadata/Terrain/Act1/Area9/Graphs/macro_ships4_2.tgr",105,100,100,[0],59
108,"ShipGraveyard4_3","Metadata/Terrain/Act1/Area9/Graphs/macro_ships4_3.tgr",105,100,100,[0],59
109,"ShipGraveyard4_4","Metadata/Terrain/Act1/Area9/Graphs/macro_ships4_4.tgr",105,100,100,[0],59
110,"ShipGraveyard4_5","Metadata/Terrain/Act1/Area9/Graphs/macro_ships4_5.tgr",105,100,100,[0],59
111,"ShipGraveyard5_1","Metadata/Terrain/Act1/Area9/Graphs/macro_ships5_1.tgr",105,100,100,[0],59
112,"ShipGraveyard5_3","Metadata/Terrain/Act1/Area9/Graphs/macro_ships5_3.tgr",105,100,100,[0],59
113,"HideoutBeaconOfSalvation","Metadata/Terrain/Hideouts/BeaconOfSalvation/Graphs/HideoutBeaconOfSalvation.dgr",100,50,100,[0],59
114,"ShipGraveyardDungeon1_1","Metadata/Terrain/Act1/Area9a/Graphs/shipdungeon1_1.dgr",105,100,100,[0],59
115,"ShipGraveyardDungeon1_2","Metadata/Terrain/Act1/Area9a/Graphs/shipdungeon1_2.dgr",105,100,100,[0],59
116,"ShipGraveyardDungeon1_3","Metadata/Terrain/Act1/Area9a/Graphs/shipdungeon1_3.dgr",105,100,100,[0],59
117,"ShipGraveyardDungeon1_4","Metadata/Terrain/Act1/Area9a/Graphs/shipdungeon1_4.dgr",105,100,100,[0],59
118,"CavernWoe1_1","Metadata/Terrain/Act1/Area11Level1/Graphs/cave_river1.dgr",105,100,50,[0],59
119,"CavernWoe2_1","Metadata/Terrain/Act1/Area11Level1/Graphs/cave_river2.dgr",105,100,50,[0],59
120,"CavernWoe3_1","Metadata/Terrain/Act1/Area11Level1/Graphs/cave_river3.dgr",105,100,50,[0],59
121,"CavernWoe4_1","Metadata/Terrain/Act1/Area11Level1/Graphs/cave_river4.dgr",105,100,50,[0],59
122,"CavernAnger1_1","Metadata/Terrain/Act1/Area11Level2/Graphs/cave_river1.dgr",105,100,50,[0],59
123,"CavernAnger2_1","Metadata/Terrain/Act1/Area11Level2/Graphs/cave_river2.dgr",105,100,50,[0],59
124,"CavernAnger3_1","Metadata/Terrain/Act1/Area11Level2/Graphs/cave_river3.dgr",105,100,50,[0],59
125,"CavernAnger4_1","Metadata/Terrain/Act1/Area11Level2/Graphs/cave_river4.dgr",105,100,50,[0],59
126,"p2_1_town","Metadata/Terrain/Act6/BeachTown/Graphs/p2_beachtown.dgr",105,150,100,[0],59
127,"P2_TwilightStrand_1","Metadata/Terrain/Act6/Area1/Graphs/twilight_strand_01.tgr",105,70,100,[0],59
128,"P2_TwilightStrand_2","Metadata/Terrain/Act6/Area1/Graphs/twilight_strand_02.tgr",105,70,100,[0],59
129,"P2_TwilightStrand_3","Metadata/Terrain/Act6/Area1/Graphs/twilight_strand_03.tgr",105,70,100,[0],59
130,"P2_TwilightStrand_4","Metadata/Terrain/Act6/Area1/Graphs/twilight_strand_04.tgr",105,70,100,[0],59
131,"P2_Coast_1","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v1.tgr",100,50,100,[0],59
132,"P2_Coast_2","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v2.tgr",100,50,100,[0],59
133,"P2_Coast_3","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v3.tgr",100,50,100,[0],59
134,"P2_Coast_4","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v4.tgr",100,50,100,[0],59
135,"P2_Coast_5","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v5.tgr",100,50,100,[0],59
136,"P2_Coast_6","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v6.tgr",100,50,100,[0],59
137,"P2_Coast_7","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v7.tgr",100,50,100,[0],59
138,"P2_Coast_8","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v8.tgr",100,50,100,[0],59
139,"P2_Coast_9","Metadata/Terrain/Act6/Area2/Graphs/coast_p2_v9.tgr",100,50,100,[0],59
140,"P2_TidalIsland_1","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_01.tgr",105,100,100,[0],59
141,"P2_TidalIsland_2","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_02.tgr",105,100,100,[0],59
142,"P2_TidalIsland_3","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_03.tgr",105,100,100,[0],59
143,"P2_TidalIsland_4","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_04.tgr",105,100,100,[0],59
144,"P2_TidalIsland_5","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_05.tgr",105,100,100,[0],59
145,"P2_TidalIsland_6","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_06.tgr",105,100,100,[0],59
146,"P2_TidalIsland_7","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_07.tgr",105,100,100,[0],59
147,"P2_TidalIsland_8","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_08.tgr",105,100,100,[0],59
148,"P2_TidalIsland_9","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_09.tgr",105,100,100,[0],59
149,"P2_TidalIsland_10","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_10.tgr",105,100,100,[0],59
150,"P2_TidalIsland_11","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_11.tgr",105,100,100,[0],59
151,"P2_TidalIsland_12","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_12.tgr",105,100,100,[0],59
152,"P2_TidalIsland_13","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_13.tgr",105,100,100,[0],59
153,"P2_TidalIsland_14","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_14.tgr",105,100,100,[0],59
154,"P2_TidalIsland_15","Metadata/Terrain/Act6/Area3/Graphs/tidal_island_15.tgr",105,100,100,[0],59
155,"P2_MudFlats_1","Metadata/Terrain/Act6/Area4/Graphs/mud_flats_01.tgr",120,100,100,[0],59
156,"P2_MudFlats_2","Metadata/Terrain/Act6/Area4/Graphs/mud_flats_02.tgr",120,100,100,[0],59
157,"P2_MudFlats_3","Metadata/Terrain/Act6/Area4/Graphs/mud_flats_03.tgr",120,100,100,[0],59
158,"P2_MudFlats_4","Metadata/Terrain/Act6/Area4/Graphs/mud_flats_04.tgr",120,100,100,[0],59
159,"P2_MudFlats_5","Metadata/Terrain/Act6/Area4/Graphs/mud_flats_05.tgr",120,100,100,[0],59
160,"P2_MudFlats_6","Metadata/Terrain/Act6/Area4/Graphs/mud_flats_06.tgr",120,100,100,[0],59
161,"P2_MudFlats_7","Metadata/Terrain/Act6/Area4/Graphs/mud_flats_07.tgr",120,100,100,[0],59
162,"P2_KaruiFortress_1","Metadata/Terrain/Act6/Area5/Graphs/karui_fortress_01.dgr",120,100,75,[0],59
163,"P2_KaruiFortress_2","Metadata/Terrain/Act6/Area5/Graphs/karui_fortress_02.dgr",120,100,75,[0],59
164,"P2_Ridge_1","Metadata/Terrain/Act6/Area6/Graphs/ridge_01.tgr",85,50,100,[0],59
165,"P2_Ridge_2","Metadata/Terrain/Act6/Area6/Graphs/ridge_02.tgr",85,50,100,[0],59
166,"P2_Ridge_3","Metadata/Terrain/Act6/Area6/Graphs/ridge_03.tgr",85,50,100,[0],59
167,"P2_Ridge_4","Metadata/Terrain/Act6/Area6/Graphs/ridge_04.tgr",85,50,100,[0],59
168,"P2_PrisonersGate_1","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_01.tgr",105,100,100,[0],59
169,"P2_PrisonersGate_2","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_02.tgr",105,100,100,[0],59
170,"P2_PrisonersGate_3","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_03.tgr",105,100,100,[0],59
171,"P2_PrisonersGate_4","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_04.tgr",105,100,100,[0],59
172,"P2_PrisonersGate_5","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_05.tgr",105,100,100,[0],59
173,"P2_PrisonersGate_6","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_06.tgr",105,100,100,[0],59
174,"P2_PrisonersGate_7","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_07.tgr",105,100,100,[0],59
175,"P2_PrisonersGate_8","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_08.tgr",105,100,100,[0],59
176,"P2_PrisonersGate_9","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_09.tgr",105,100,100,[0],59
177,"P2_PrisonersGate_10","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_10.tgr",105,100,100,[0],59
178,"P2_PrisonersGate_11","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_11.tgr",105,100,100,[0],59
179,"P2_PrisonersGate_12","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_12.tgr",105,100,100,[0],59
180,"P2_PrisonersGate_13","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_13.tgr",105,100,100,[0],59
181,"P2_PrisonersGate_14","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_14.tgr",105,100,100,[0],59
182,"P2_PrisonersGate_15","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_15.tgr",105,100,100,[0],59
183,"P2_PrisonersGate_16","Metadata/Terrain/Act6/Area8/Graphs/prisoners_gate_16.tgr",105,100,100,[0],59
184,"P2_PrisonLower_1","Metadata/Terrain/Act6/Area7Level1/Graphs/prison_1_1.dgr",105,100,50,[0],59
185,"P2_PrisonLower_2","Metadata/Terrain/Act6/Area7Level1/Graphs/prison_1_2.dgr",105,100,50,[0],59
186,"P2_PrisonLower_3","Metadata/Terrain/Act6/Area7Level1/Graphs/prison_1_3.dgr",105,100,50,[0],59
187,"P2_PrisonLower_4","Metadata/Terrain/Act6/Area7Level1/Graphs/prison_1_4.dgr",105,100,50,[0],59
188,"P2_PrisonLower_5","Metadata/Terrain/Act6/Area7Level1/Graphs/prison_1_5.dgr",105,100,50,[0],59
189,"P2_PrisonUpper_1","Metadata/Terrain/Act6/Area7Level2/Graphs/prison_2_1.dgr",105,100,50,[0],59
190,"P2_PrisonUpper_2","Metadata/Terrain/Act6/Area7Level2/Graphs/prison_2_2.dgr",105,100,50,[0],59
191,"P2_PrisonUpper_3","Metadata/Terrain/Act6/Area7Level2/Graphs/prison_2_3.dgr",105,100,50,[0],59
192,"P2_WesternForest_1","Metadata/Terrain/Act6/Area9/Graphs/west_forest_01.tgr",130,100,100,[0],59
193,"P2_WesternForest_2","Metadata/Terrain/Act6/Area9/Graphs/west_forest_02.tgr",130,100,100,[0],59
194,"P2_WesternForest_3","Metadata/Terrain/Act6/Area9/Graphs/west_forest_03.tgr",130,100,100,[0],59
195,"P2_WesternForest_4","Metadata/Terrain/Act6/Area9/Graphs/west_forest_04.tgr",130,100,100,[0],59
196,"P2_Riverways_1","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_01.tgr",100,50,100,[0],59
197,"P2_Riverways_2","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_02.tgr",100,50,100,[0],59
198,"P2_Riverways_3","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_03.tgr",100,50,100,[0],59
199,"P2_Riverways_4","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_04.tgr",100,50,100,[0],59
200,"P2_Riverways_5","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_05.tgr",100,50,100,[0],59
201,"P2_Riverways_6","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_06.tgr",100,50,100,[0],59
202,"P2_Riverways_7","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_07.tgr",100,50,100,[0],59
203,"P2_Riverways_8","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_08.tgr",100,50,100,[0],59
204,"P2_Riverways_9","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_09.tgr",100,50,100,[0],59
205,"P2_Riverways_10","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_10.tgr",100,50,100,[0],59
206,"P2_Riverways_11","Metadata/Terrain/Act6/Area10/Graphs/river_crossing_11.tgr",100,50,100,[0],59
207,"P2_Wetlands_1","Metadata/Terrain/Act6/Area11/Graphs/wetlands_01.tgr",100,50,100,[0],59
208,"P2_Wetlands_2","Metadata/Terrain/Act6/Area11/Graphs/wetlands_02.tgr",100,50,100,[0],59
209,"P2_Wetlands_3","Metadata/Terrain/Act6/Area11/Graphs/wetlands_03.tgr",100,50,100,[0],59
210,"P2_Wetlands_4","Metadata/Terrain/Act6/Area11/Graphs/wetlands_04.tgr",100,50,100,[0],59
211,"P2_Wetlands_5","Metadata/Terrain/Act6/Area11/Graphs/wetlands_05.tgr",100,50,100,[0],59
212,"P2_Wetlands_6","Metadata/Terrain/Act6/Area11/Graphs/wetlands_06.tgr",100,50,100,[0],59
213,"P2_Wetlands_7","Metadata/Terrain/Act6/Area11/Graphs/wetlands_07.tgr",100,50,100,[0],59
214,"P2_Wetlands_8","Metadata/Terrain/Act6/Area11/Graphs/wetlands_08.tgr",100,50,100,[0],59
215,"P2_SouthernForest_1","Metadata/Terrain/Act6/Area12/Graphs/southern_forest_01.tgr",100,50,100,[0],59
216,"P2_SouthernForest_2","Metadata/Terrain/Act6/Area12/Graphs/southern_forest_02.tgr",100,50,100,[0],59
217,"P2_SouthernForest_3","Metadata/Terrain/Act6/Area12/Graphs/southern_forest_03.tgr",100,50,100,[0],59
218,"P2_CavernAnger_1","Metadata/Terrain/Act6/Area13/Graphs/cavern_anger_01.dgr",100,100,50,[0],59
219,"P2_CavernAnger_2","Metadata/Terrain/Act6/Area13/Graphs/cavern_anger_02.dgr",100,100,50,[0],59
220,"P2_CavernAnger_3","Metadata/Terrain/Act6/Area13/Graphs/cavern_anger_03.dgr",100,100,50,[0],59
221,"P2_CavernAnger_4","Metadata/Terrain/Act6/Area13/Graphs/cavern_anger_04.dgr",100,100,50,[0],59
222,"P2_Beacon_1","Metadata/Terrain/Act6/Area14/Graphs/beacon_1.tgr",110,100,100,[0],59
223,"P2_Beacon_2","Metadata/Terrain/Act6/Area14/Graphs/beacon_2.tgr",110,100,100,[0],59
224,"P2_Beacon_3","Metadata/Terrain/Act6/Area14/Graphs/beacon_3.tgr",110,100,100,[0],59
225,"P2_Beacon_4","Metadata/Terrain/Act6/Area14/Graphs/beacon_4.tgr",110,100,100,[0],59
226,"P2_BrineReef_1","Metadata/Terrain/Act6/Area15/Graphs/brine_reef_01.tgr",90,50,100,[0],59
227,"P2_BrineReef_2","Metadata/Terrain/Act6/Area15/Graphs/brine_reef_02.tgr",90,50,100,[0],59
228,"P2_BrineReef_3","Metadata/Terrain/Act6/Area15/Graphs/brine_reef_03.tgr",90,50,100,[0],59
229,"P2_BrineReef_4","Metadata/Terrain/Act6/Area15/Graphs/brine_reef_04.tgr",90,50,100,[0],59
