"rownum","Id","i32_8","Stats","StatsValues","CraftingItemType","i32_60","CorpsesNotConsumed","CraftingItemTypes","Achievements","MatchingMonsters"
67,"RarerAttributeModWeighting2",68,[19933],[300],"",0,"",[],"[10323,10337]",0
68,"RarerResistanceModWeighting1",69,[19934],[100],"",0,"",[],"[10323,10337]",0
69,"RarerResistanceModWeighting2",70,[19934],[300],"",0,"",[],"[10323,10337]",0
70,"RarerGemModWeighting1",71,[19935],[100],"",0,"",[],"[10323,10337]",0
71,"RarerGemModWeighting2",72,[19935],[300],"",0,"",[],"[10323,10337]",0
72,"RequiresStr",73,[19808],[1],"",0,"",[],[],0
73,"DoesntRequireStr",74,[19809],[1],"",0,"",[],[],0
74,"RequiresDex",75,[19810],[1],"",0,"",[],[],0
75,"DoesntRequireDex",76,[19811],[1],"",0,"",[],[],0
76,"RequiresInt",77,[19812],[1],"",0,"",[],[],0
77,"DoesntRequireInt",78,[19813],[1],"",0,"",[],[],0
78,"PhysicalModCondensing1",79,[19905],[50],"",0,"",[],"[10322,10336]",0
79,"PhysicalModCondensing2",80,[19905],[100],"",0,"",[],"[10322,10336]",0
80,"FireModCondensing1",81,[19906],[50],"",0,"",[],"[10322,10336]",0
81,"FireModCondensing2",82,[19906],[100],"",0,"",[],"[10322,10336]",0
82,"ColdModCondensing1",83,[19907],[50],"",0,"",[],"[10322,10336]",0
83,"ColdModCondensing2",84,[19907],[100],"",0,"",[],"[10322,10336]",0
84,"LightningModCondensing1",85,[19908],[50],"",0,"",[],"[10322,10336]",0
85,"LightningModCondensing2",86,[19908],[100],"",0,"",[],"[10322,10336]",0
86,"ChaosModCondensing1",87,[19909],[50],"",0,"",[],"[10322,10336]",0
87,"ChaosModCondensing2",88,[19909],[100],"",0,"",[],"[10322,10336]",0
88,"LifeModCondensing1",89,[19868],[50],"",0,"",[],"[10322,10336]",0
89,"LifeModCondensing2",90,[19868],[100],"",0,"",[],"[10322,10336]",0
90,"ManaModCondensing1",91,[19910],[50],"",0,"",[],"[10322,10336]",0
91,"ManaModCondensing2",92,[19910],[100],"",0,"",[],"[10322,10336]",0
92,"AttackModCondensing1",93,[19911],[25],"",0,"",[],"[10322,10336]",0
93,"AttackModCondensing2",94,[19911],[50],"",0,"",[],"[10322,10336]",0
94,"CasterModCondensing1",95,[19912],[25],"",0,"",[],"[10322,10336]",0
95,"CasterModCondensing2",96,[19912],[50],"",0,"",[],"[10322,10336]",0
96,"ElementalModCondensing1",97,[19867],[25],"",0,"",[],"[10322,10336]",0
97,"ElementalModCondensing2",98,[19867],[50],"",0,"",[],"[10322,10336]",0
98,"DefencesModCondensing1",99,[19913],[50],"",0,"",[],"[10322,10336]",0
99,"DefencesModCondensing2",100,[19913],[100],"",0,"",[],"[10322,10336]",0
100,"CriticalModCondensing1",101,[19914],[50],"",0,"",[],"[10322,10336]",0
101,"CriticalModCondensing2",102,[19914],[100],"",0,"",[],"[10322,10336]",0
102,"SpeedModCondensing1",103,[19915],[50],"",0,"",[],"[10322,10336]",0
103,"SpeedModCondensing2",104,[19915],[100],"",0,"",[],"[10322,10336]",0
104,"AttributeModCondensing1",105,[19916],[50],"",0,"",[],"[10322,10336]",0
105,"AttributeModCondensing2",106,[19916],[100],"",0,"",[],"[10322,10336]",0
106,"ResistanceModCondensing1",107,[19917],[50],"",0,"",[],"[10322,10336]",0
107,"ResistanceModCondensing2",108,[19917],[100],"",0,"",[],"[10322,10336]",0
108,"GemModCondensing1",109,[19918],[50],"",0,"",[],"[10322,10336]",0
109,"GemModCondensing2",110,[19918],[100],"",0,"",[],"[10322,10336]",0
110,"MinionModCondensing1",111,[19919],[50],"",0,"",[],"[10322,10336]",0
111,"MinionModCondensing2",112,[19919],[100],"",0,"",[],"[10322,10336]",0
112,"ReplaceWithRandomMod",113,[19851],[1],"",0,"",[],[],0
113,"Perandus1",114,[19878],[1],0,2,"",[],[],0
114,"Perandus2",115,[19879],[1],0,2,"",[],[],0
115,"Perandus3",116,[19880],[1],0,2,"",[],[],0
116,"Perandus4",117,[19881],[1],0,2,"",[],[],0
117,"AdditionalItemChance",118,[19896],[20],"",0,"",[],[],0
118,"RerollExplicitValuesKeepBest1",119,[19949],[3],"",0,"",[],"[10325,10339]",0
119,"RerollExplicitValuesKeepBest2",120,[19949],[6],"",0,"",[],"[10325,10339]",0
120,"RowEffect",121,[19975],[25],"",1,"",[],"[10320,10334]",0
121,"ColumnEffect",122,[19976],[25],"",1,"",[],"[10320,10334]",0
122,"Veruso1",123,[20009],[1],2,2,"",[],[],0
123,"Veruso2",124,[20010],[1],2,2,"",[],[],0
124,"Veruso3",125,[20011],[1],2,2,"",[],[],0
125,"Veruso4",126,[20012],[1],2,2,"",[],[],0
126,"Phrecia1",127,[20051],[1],1,2,"",[],[],0
127,"Phrecia2",128,[20052],[1],1,2,"",[],[],0
128,"Phrecia3",129,[20053],[1],1,2,"",[],[],0
129,"Phrecia4",130,[20054],[1],1,2,"",[],[],0
130,"Nevalius1",131,[20055],[1],3,2,"",[],[],0
131,"Nevalius2",132,[20056],[1],3,2,"",[],[],0
132,"Nevalius3",133,[20057],[1],3,2,"",[],[],0
133,"Nevalius4",134,[20058],[1],3,2,"",[],[],0
134,"Grattus1",135,[20059],[1],4,2,"",[],[],0
135,"Grattus2",136,[20060],[1],4,2,"",[],[],0
136,"Grattus3",137,[20061],[1],4,2,"",[],[],0
137,"Grattus4",138,[20062],[1],4,2,"",[],[],0
138,"MorePrefixWeighting1",139,[20016],[100],"",0,"",[],"[10318,10332]",0
139,"MorePrefixWeighting2",140,[20016],[300],"",0,"",[],"[10318,10332]",0
140,"MoreSuffixWeighting1",141,[20017],[100],"",0,"",[],"[10318,10332]",0
141,"MoreSuffixWeighting2",142,[20017],[300],"",0,"",[],"[10318,10332]",0
142,"ItemLevelPlus",143,[20018],[1],"",0,"",[],[],0
143,"BreachRing",144,[20031],[1],720,0,"",[],"[10316,10330]",0
144,"StygianVise",145,[20032],[1],721,0,"",[],"[10316,10330]",0
145,"RerollSockets1",146,[20033],[30],"",0,"",[],"[10324,10338]",0
146,"RerollSockets2",147,[20033],[200],"",0,"",[],"[10324,10338]",0
147,"RerollLinks1",148,[20034],[20],"",0,"",[],"[10324,10338]",0
148,"RerollLinks2",149,[20034],[200],"",0,"",[],"[10324,10338]",0
149,"RerollBaseDefences1",150,[20035],[3],"",0,"",[],[],0
150,"RerollBaseDefences2",151,[20035],[6],"",0,"",[],[],0
151,"RerollImplicits1",152,[20036],[3],"",0,"",[],"[10325,10339]",0
152,"RerollImplicits2",153,[20036],[6],"",0,"",[],"[10325,10339]",0
153,"ExclusiveMods1",154,"[20041,20040]","[1,50]","",0,"",[],"[10312,10326,10319,10333]",0
154,"ExclusiveMods2",155,"[20041,20040]","[1,150]","",0,"",[],"[10312,10326,10319,10333]",0
155,"RuthlessRing",156,[20048],[1],"",0,"",[7],[],0
156,"RuthlessAmulet",157,[20049],[1],"",0,"",[6],[],0
157,"RuthlessBelt",158,[20050],[1],"",0,"",[5],[],0
158,"RollBaseTypeHigherLevel",159,[20063],[5],"",0,"",[],[],0
159,"BeastCorpseEffect",160,[20093],[40],"",1,"",[],"[10320,10334]",0
160,"UndeadCorpseEffect",161,[20094],[40],"",1,"",[],"[10320,10334]",0
161,"HumanoidCorpseEffect",162,[20095],[40],"",1,"",[],"[10320,10334]",0
162,"ConstructCorpseEffect",163,[20096],[40],"",1,"",[],"[10320,10334]",0
163,"DemonCorpseEffect",164,[20097],[40],"",1,"",[],"[10320,10334]",0
164,"BeastCorpsesNotConsumed",165,[20098],[5],"",1,1,[],"[10313,10327]",0
165,"UndeadCorpsesNotConsumed",166,[20099],[5],"",1,1,[],"[10313,10327]",0
166,"HumanoidCorpsesNotConsumed",167,[20100],[5],"",1,1,[],"[10313,10327]",0
167,"ConstructCorpsesNotConsumed",168,[20101],[5],"",1,1,[],"[10313,10327]",0
168,"DemonCorpsesNotConsumed",169,[20102],[5],"",1,1,[],"[10313,10327]",0
169,"ReplaceWithRandomModAOE",170,[20103],[1],"",1,"",[],[],0
170,"Split",171,[20127],[25],"",0,"",[],"[10314,10328]",0
171,"CorruptWithImplicitOutcomeChance",172,"[20129,20128]","[1,50]","",0,"",[],"[10319,10333,10321,10335]",0
172,"Mirror",173,[20130],[25],"",0,"",[],"[10314,10328]",0
173,"Talisman",174,[20234],[1],722,0,"",[],"[10316,10330]",0
174,"BoneRing",175,[20235],[1],714,0,"",[],"[10316,10330]",0
175,"MinionWand",176,[],[],"",0,"",[],"[10316,10330]",0
176,"RitualArmour",177,[20237],[1],"",0,"","[0,2,3]","[10316,10330]",0
177,"WardArmour",178,[20238],[1],"",0,"","[0,2,3]","[10316,10330]",0
178,"HeistWeapon",179,[20239],[1],"",0,"","[22,8,9,21,15,17,12,13,10,19,20,16,18,14]","[10316,10330]",0
179,"ShaperElderInfluence",180,"[20242,20244]","[1,200]","",0,"",[],"[10317,10331,10319,10333]",0
180,"ConquerorInfluence",181,"[20243,20244]","[1,200]","",0,"",[],"[10317,10331,10319,10333]",0
181,"VermillionRingIfMatchingMonster",182,"[20254,20255]","[1,1]",715,0,"",[],"[10316,10330]",1
182,"SellPriceImplicitIf2MatchingMonsters",183,"[20256,20255]","[1,2]","",0,"",[],[],2
183,"MinSocketsUpTo4",184,[20258],[1],"",0,"",[],[],0
184,"MinSocketsUpTo5",185,[20259],[1],"",0,"",[],[],0
185,"MinSocketsUpTo6",186,[20260],[1],"",0,"",[],[],0
186,"SteelRingIfMatchingMonster",187,"[20272,20255]","[1,1]",716,0,"",[],"[10316,10330]",1
187,"OpalRingIfMatchingMonster",188,"[20273,20255]","[1,1]",717,0,"",[],"[10316,10330]",1
188,"IoliteRingIfMatchingMonster",189,"[20274,20255]","[1,1]",718,0,"",[],"[10316,10330]",1
189,"CeruleanRingIfMatchingMonster",190,"[20275,20255]","[1,1]",719,0,"",[],"[10316,10330]",1
190,"ModCondensing",191,[20312],[50],"",0,"",[],"[10322,10336]",0
191,"GraspingMail",192,[20316],[1],788,0,"",[],"[10316,10330]",0
192,"SacrificialGarb",193,[20315],[1],789,0,"",[],"[10316,10330]",0
