"rownum","Id","StoredItem","XOffset","YOffset","FirstSlotIndex","Width","Height","IsUpgradableEssenceSlot"
22,"Metadata/Items/Currency/CurrencyEssenceContempt2",116,408,111,22,1,1,1
23,"Metadata/Items/Currency/CurrencyEssenceContempt3",117,335,111,23,1,1,1
24,"Metadata/Items/Currency/CurrencyEssenceContempt4",118,263,111,24,1,1,1
25,"Metadata/Items/Currency/CurrencyEssenceContempt5",119,190,111,25,1,1,1
26,"Metadata/Items/Currency/CurrencyEssenceContempt6",120,117,111,26,1,1,1
27,"Metadata/Items/Currency/CurrencyEssenceContempt7",121,44,111,27,1,1,""
28,"Metadata/Items/Currency/CurrencyEssenceSorrow1",122,408,547,28,1,1,1
29,"Metadata/Items/Currency/CurrencyEssenceSorrow2",123,335,547,29,1,1,1
30,"Metadata/Items/Currency/CurrencyEssenceSorrow3",124,263,547,30,1,1,1
31,"Metadata/Items/Currency/CurrencyEssenceSorrow4",125,190,547,31,1,1,1
32,"Metadata/Items/Currency/CurrencyEssenceSorrow5",126,117,547,32,1,1,1
33,"Metadata/Items/Currency/CurrencyEssenceSorrow6",127,44,547,33,1,1,""
34,"Metadata/Items/Currency/CurrencyEssenceAnger1",128,408,402,34,1,1,1
35,"Metadata/Items/Currency/CurrencyEssenceAnger2",129,335,402,35,1,1,1
36,"Metadata/Items/Currency/CurrencyEssenceAnger3",130,263,402,36,1,1,1
37,"Metadata/Items/Currency/CurrencyEssenceAnger4",131,190,402,37,1,1,1
38,"Metadata/Items/Currency/CurrencyEssenceAnger5",132,117,402,38,1,1,1
39,"Metadata/Items/Currency/CurrencyEssenceAnger6",133,44,402,39,1,1,""
40,"Metadata/Items/Currency/CurrencyEssenceTorment1",134,408,474,40,1,1,1
41,"Metadata/Items/Currency/CurrencyEssenceTorment2",135,335,474,41,1,1,1
42,"Metadata/Items/Currency/CurrencyEssenceTorment3",136,263,474,42,1,1,1
43,"Metadata/Items/Currency/CurrencyEssenceTorment4",137,190,474,43,1,1,1
44,"Metadata/Items/Currency/CurrencyEssenceTorment5",138,117,474,44,1,1,1
45,"Metadata/Items/Currency/CurrencyEssenceTorment6",139,44,474,45,1,1,""
46,"Metadata/Items/Currency/CurrencyEssenceFear1",140,408,329,46,1,1,1
47,"Metadata/Items/Currency/CurrencyEssenceFear2",141,335,329,47,1,1,1
48,"Metadata/Items/Currency/CurrencyEssenceFear3",142,263,329,48,1,1,1
49,"Metadata/Items/Currency/CurrencyEssenceFear4",143,190,329,49,1,1,1
50,"Metadata/Items/Currency/CurrencyEssenceFear5",144,117,329,50,1,1,1
51,"Metadata/Items/Currency/CurrencyEssenceFear6",145,44,329,51,1,1,""
52,"Metadata/Items/Currency/CurrencyEssenceSuffering1",146,335,692,52,1,1,1
53,"Metadata/Items/Currency/CurrencyEssenceSuffering2",147,263,692,53,1,1,1
54,"Metadata/Items/Currency/CurrencyEssenceSuffering3",148,190,692,54,1,1,1
55,"Metadata/Items/Currency/CurrencyEssenceSuffering4",149,117,692,55,1,1,1
56,"Metadata/Items/Currency/CurrencyEssenceSuffering5",150,44,692,56,1,1,""
57,"Metadata/Items/Currency/CurrencyEssenceRage1",151,335,619,57,1,1,1
58,"Metadata/Items/Currency/CurrencyEssenceRage2",152,263,619,58,1,1,1
59,"Metadata/Items/Currency/CurrencyEssenceRage3",153,190,619,59,1,1,1
60,"Metadata/Items/Currency/CurrencyEssenceRage4",154,117,619,60,1,1,1
61,"Metadata/Items/Currency/CurrencyEssenceRage5",155,44,618,61,1,1,""
62,"Metadata/Items/Currency/CurrencyEssenceWrath1",156,335,764,62,1,1,1
63,"Metadata/Items/Currency/CurrencyEssenceWrath2",157,263,764,63,1,1,1
64,"Metadata/Items/Currency/CurrencyEssenceWrath3",158,190,764,64,1,1,1
65,"Metadata/Items/Currency/CurrencyEssenceWrath4",159,117,764,65,1,1,1
66,"Metadata/Items/Currency/CurrencyEssenceWrath5",160,44,764,66,1,1,""
67,"Metadata/Items/Currency/CurrencyEssenceDoubt1",161,335,837,67,1,1,1
68,"Metadata/Items/Currency/CurrencyEssenceDoubt2",162,263,837,68,1,1,1
69,"Metadata/Items/Currency/CurrencyEssenceDoubt3",163,190,837,69,1,1,1
70,"Metadata/Items/Currency/CurrencyEssenceDoubt4",164,117,837,70,1,1,1
71,"Metadata/Items/Currency/CurrencyEssenceDoubt5",165,44,837,71,1,1,""
72,"Metadata/Items/Currency/CurrencyEssenceAnguish1",166,613,182,72,1,1,1
73,"Metadata/Items/Currency/CurrencyEssenceAnguish2",167,685,182,73,1,1,1
74,"Metadata/Items/Currency/CurrencyEssenceAnguish3",168,760,182,74,1,1,1
75,"Metadata/Items/Currency/CurrencyEssenceAnguish4",169,833,182,75,1,1,""
76,"Metadata/Items/Currency/CurrencyEssenceLoathing1",170,613,38,76,1,1,1
77,"Metadata/Items/Currency/CurrencyEssenceLoathing2",171,685,38,77,1,1,1
78,"Metadata/Items/Currency/CurrencyEssenceLoathing3",172,760,38,78,1,1,1
79,"Metadata/Items/Currency/CurrencyEssenceLoathing4",173,833,38,79,1,1,""
80,"Metadata/Items/Currency/CurrencyEssenceSpite1",174,613,256,80,1,1,1
81,"Metadata/Items/Currency/CurrencyEssenceSpite2",175,686,256,81,1,1,1
82,"Metadata/Items/Currency/CurrencyEssenceSpite3",176,760,256,82,1,1,1
83,"Metadata/Items/Currency/CurrencyEssenceSpite4",177,833,256,83,1,1,""
84,"Metadata/Items/Currency/CurrencyEssenceZeal1",178,613,111,84,1,1,1
85,"Metadata/Items/Currency/CurrencyEssenceZeal2",179,686,111,85,1,1,1
86,"Metadata/Items/Currency/CurrencyEssenceZeal3",180,760,111,86,1,1,1
87,"Metadata/Items/Currency/CurrencyEssenceZeal4",181,833,111,87,1,1,""
88,"Metadata/Items/Currency/CurrencyEssenceMisery1",182,686,474,88,1,1,1
89,"Metadata/Items/Currency/CurrencyEssenceMisery2",183,760,474,89,1,1,1
90,"Metadata/Items/Currency/CurrencyEssenceMisery3",184,833,474,90,1,1,""
91,"Metadata/Items/Currency/CurrencyEssenceDread1",185,686,547,91,1,1,1
92,"Metadata/Items/Currency/CurrencyEssenceDread2",186,760,547,92,1,1,1
93,"Metadata/Items/Currency/CurrencyEssenceDread3",187,833,547,93,1,1,""
94,"Metadata/Items/Currency/CurrencyEssenceScorn1",188,686,329,94,1,1,1
95,"Metadata/Items/Currency/CurrencyEssenceScorn2",189,760,329,95,1,1,1
96,"Metadata/Items/Currency/CurrencyEssenceScorn3",190,833,329,96,1,1,""
97,"Metadata/Items/Currency/CurrencyEssenceEnvy1",191,686,402,97,1,1,1
98,"Metadata/Items/Currency/CurrencyEssenceEnvy2",192,760,402,98,1,1,1
99,"Metadata/Items/Currency/CurrencyEssenceEnvy3",193,833,402,99,1,1,""
100,"Metadata/Items/Currency/CurrencyEssenceHysteria1",194,833,838,100,1,1,""
101,"Metadata/Items/Currency/CurrencyEssenceInsanity1",195,833,620,101,1,1,""
102,"Metadata/Items/Currency/CurrencyEssenceHorror1",196,833,693,102,1,1,""
103,"Metadata/Items/Currency/CurrencyEssenceDelirium1",197,833,765,103,1,1,""
104,"GenericSlot0","",760,620,104,1,1,""
105,"GenericSlot1","",760,693,105,1,1,""
106,"GenericSlot2","",760,765,106,1,1,""
107,"GenericSlot3","",760,838,107,1,1,""
108,"CraftingSlot","",514,653,108,2,4,""
