"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool_16","bool_17","MinimapIconPointerMaxDistance","i32_22","bool_26"
170,"BetrayalSymbolCart",2,2,1,"",64000,0,""
171,"LegionInitiator",2,2,1,"",64000,0,""
172,"LegionGeneric",2,2,1,"",64000,0,""
173,"RewardAbyss",2,2,1,"",64000,0,""
174,"RewardArmour",2,2,1,"",64000,0,""
175,"RewardBestiary",2,2,1,"",64000,0,""
176,"RewardBreach",2,2,1,"",64000,0,""
177,"RewardCurrency",2,2,1,"",64000,0,""
178,"RewardDivinationCards",2,2,1,"",64000,0,""
179,"RewardEssences",2,2,1,"",64000,0,""
180,"RewardFossils",2,2,1,"",64000,0,""
181,"RewardFragments",2,2,1,"",64000,0,""
182,"RewardGems",2,2,1,"",64000,0,""
183,"RewardGenericItems",2,2,1,"",64000,0,""
184,"RewardHarbinger",2,2,1,"",64000,0,""
185,"RewardLabyrinth",2,2,1,"",64000,0,""
186,"RewardMaps",2,2,1,"",64000,0,""
187,"RewardPerandus",2,2,1,"",64000,0,""
188,"RewardProphecy",2,2,1,"",64000,0,""
189,"RewardScarabs",2,2,1,"",64000,0,""
190,"RewardTalisman",2,2,1,"",64000,0,""
191,"RewardJewellery",2,2,1,"",64000,0,""
192,"RewardUniques",2,2,1,"",64000,0,""
193,"RewardWeapons",2,2,1,"",64000,0,""
194,"RewardWeaponEnchants",2,2,1,"",64000,0,""
195,"BlightCore",2,2,1,"",64000,0,""
196,"BlightMonster",2,2,1,"",64000,0,""
197,"BlightSpawner",2,2,1,"",64000,256,""
198,"RewardBlight",2,2,1,"",64000,0,""
199,"BlightPath",1,1,1,1,64000,0,""
200,"BlightPathInactive",1,1,1,1,64000,0,""
201,"BlightBoss",3,3,1,"",64000,512,""
202,"BlightPortalFire",2,2,1,"",64000,256,""
203,"BlightPortalCold",2,2,1,"",64000,256,""
204,"BlightPortalLightning",2,2,1,"",64000,256,""
205,"BlightPortalMinion",2,2,1,"",64000,256,""
206,"BlightPortalPhysical",2,2,1,"",64000,256,""
207,"MetamorphosisMonster",2,2,1,"",64000,256,""
208,"MetamorphosisBoss",2,2,1,"",64000,512,""
209,"MetamorphosisFormedBoss",2,2,1,"",64000,0,""
210,"WatchstoneAltar",2,2,1,"",64000,0,""
211,"AfflictionInitiator",2,2,1,"",64000,0,""
212,"LootFilterLargeCyanCircle",2,2,1,"",64000,0,""
213,"LootFilterMediumCyanCircle",2,2,1,"",64000,0,""
214,"LootFilterSmallCyanCircle",2,2,1,"",64000,0,""
215,"LootFilterLargeGreyCircle",2,2,1,"",64000,0,""
216,"LootFilterMediumGreyCircle",2,2,1,"",64000,0,""
217,"LootFilterSmallGreyCircle",2,2,1,"",64000,0,""
218,"LootFilterLargeOrangeCircle",2,2,1,"",64000,0,""
219,"LootFilterMediumOrangeCircle",2,2,1,"",64000,0,""
220,"LootFilterSmallOrangeCircle",2,2,1,"",64000,0,""
221,"LootFilterLargePinkCircle",2,2,1,"",64000,0,""
222,"LootFilterMediumPinkCircle",2,2,1,"",64000,0,""
223,"LootFilterSmallPinkCircle",2,2,1,"",64000,0,""
224,"LootFilterLargePurpleCircle",2,2,1,"",64000,0,""
225,"LootFilterMediumPurpleCircle",2,2,1,"",64000,0,""
226,"LootFilterSmallPurpleCircle",2,2,1,"",64000,0,""
227,"LootFilterLargeCyanDiamond",2,2,1,"",64000,0,""
228,"LootFilterMediumCyanDiamond",2,2,1,"",64000,0,""
229,"LootFilterSmallCyanDiamond",2,2,1,"",64000,0,""
230,"LootFilterLargeGreyDiamond",2,2,1,"",64000,0,""
231,"LootFilterMediumGreyDiamond",2,2,1,"",64000,0,""
232,"LootFilterSmallGreyDiamond",2,2,1,"",64000,0,""
233,"LootFilterLargeOrangeDiamond",2,2,1,"",64000,0,""
234,"LootFilterMediumOrangeDiamond",2,2,1,"",64000,0,""
235,"LootFilterSmallOrangeDiamond",2,2,1,"",64000,0,""
236,"LootFilterLargePinkDiamond",2,2,1,"",64000,0,""
237,"LootFilterMediumPinkDiamond",2,2,1,"",64000,0,""
238,"LootFilterSmallPinkDiamond",2,2,1,"",64000,0,""
239,"LootFilterLargePurpleDiamond",2,2,1,"",64000,0,""
240,"LootFilterMediumPurpleDiamond",2,2,1,"",64000,0,""
241,"LootFilterSmallPurpleDiamond",2,2,1,"",64000,0,""
242,"LootFilterLargeCyanHexagon",2,2,1,"",64000,0,""
243,"LootFilterMediumCyanHexagon",2,2,1,"",64000,0,""
244,"LootFilterSmallCyanHexagon",2,2,1,"",64000,0,""
245,"LootFilterLargeGreyHexagon",2,2,1,"",64000,0,""
246,"LootFilterMediumGreyHexagon",2,2,1,"",64000,0,""
247,"LootFilterSmallGreyHexagon",2,2,1,"",64000,0,""
248,"LootFilterLargeOrangeHexagon",2,2,1,"",64000,0,""
249,"LootFilterMediumOrangeHexagon",2,2,1,"",64000,0,""
250,"LootFilterSmallOrangeHexagon",2,2,1,"",64000,0,""
251,"LootFilterLargePinkHexagon",2,2,1,"",64000,0,""
252,"LootFilterMediumPinkHexagon",2,2,1,"",64000,0,""
253,"LootFilterSmallPinkHexagon",2,2,1,"",64000,0,""
254,"LootFilterLargePurpleHexagon",2,2,1,"",64000,0,""
255,"LootFilterMediumPurpleHexagon",2,2,1,"",64000,0,""
256,"LootFilterSmallPurpleHexagon",2,2,1,"",64000,0,""
257,"LootFilterLargeCyanSquare",2,2,1,"",64000,0,""
258,"LootFilterMediumCyanSquare",2,2,1,"",64000,0,""
259,"LootFilterSmallCyanSquare",2,2,1,"",64000,0,""
260,"LootFilterLargeGreySquare",2,2,1,"",64000,0,""
261,"LootFilterMediumGreySquare",2,2,1,"",64000,0,""
262,"LootFilterSmallGreySquare",2,2,1,"",64000,0,""
263,"LootFilterLargeOrangeSquare",2,2,1,"",64000,0,""
264,"LootFilterMediumOrangeSquare",2,2,1,"",64000,0,""
265,"LootFilterSmallOrangeSquare",2,2,1,"",64000,0,""
266,"LootFilterLargePinkSquare",2,2,1,"",64000,0,""
267,"LootFilterMediumPinkSquare",2,2,1,"",64000,0,""
268,"LootFilterSmallPinkSquare",2,2,1,"",64000,0,""
269,"LootFilterLargePurpleSquare",2,2,1,"",64000,0,""
270,"LootFilterMediumPurpleSquare",2,2,1,"",64000,0,""
271,"LootFilterSmallPurpleSquare",2,2,1,"",64000,0,""
272,"LootFilterLargeCyanStar",2,2,1,"",64000,0,""
273,"LootFilterMediumCyanStar",2,2,1,"",64000,0,""
274,"LootFilterSmallCyanStar",2,2,1,"",64000,0,""
275,"LootFilterLargeGreyStar",2,2,1,"",64000,0,""
276,"LootFilterMediumGreyStar",2,2,1,"",64000,0,""
277,"LootFilterSmallGreyStar",2,2,1,"",64000,0,""
278,"LootFilterLargeOrangeStar",2,2,1,"",64000,0,""
279,"LootFilterMediumOrangeStar",2,2,1,"",64000,0,""
280,"LootFilterSmallOrangeStar",2,2,1,"",64000,0,""
281,"LootFilterLargePinkStar",2,2,1,"",64000,0,""
282,"LootFilterMediumPinkStar",2,2,1,"",64000,0,""
283,"LootFilterSmallPinkStar",2,2,1,"",64000,0,""
284,"LootFilterLargePurpleStar",2,2,1,"",64000,0,""
285,"LootFilterMediumPurpleStar",2,2,1,"",64000,0,""
286,"LootFilterSmallPurpleStar",2,2,1,"",64000,0,""
287,"LootFilterLargeCyanTriangle",2,2,1,"",64000,0,""
288,"LootFilterMediumCyanTriangle",2,2,1,"",64000,0,""
289,"LootFilterSmallCyanTriangle",2,2,1,"",64000,0,""
290,"LootFilterLargeGreyTriangle",2,2,1,"",64000,0,""
291,"LootFilterMediumGreyTriangle",2,2,1,"",64000,0,""
292,"LootFilterSmallGreyTriangle",2,2,1,"",64000,0,""
293,"LootFilterLargeOrangeTriangle",2,2,1,"",64000,0,""
294,"LootFilterMediumOrangeTriangle",2,2,1,"",64000,0,""
295,"LootFilterSmallOrangeTriangle",2,2,1,"",64000,0,""
296,"LootFilterLargePinkTriangle",2,2,1,"",64000,0,""
297,"LootFilterMediumPinkTriangle",2,2,1,"",64000,0,""
298,"LootFilterSmallPinkTriangle",2,2,1,"",64000,0,""
299,"LootFilterLargePurpleTriangle",2,2,1,"",64000,0,""
300,"LootFilterMediumPurpleTriangle",2,2,1,"",64000,0,""
301,"LootFilterSmallPurpleTriangle",2,2,1,"",64000,0,""
302,"LootFilterLargeBlueCross",2,2,1,"",64000,0,""
303,"LootFilterMediumBlueCross",2,2,1,"",64000,0,""
304,"LootFilterSmallBlueCross",2,2,1,"",64000,0,""
305,"LootFilterLargeGreenCross",2,2,1,"",64000,0,""
306,"LootFilterMediumGreenCross",2,2,1,"",64000,0,""
307,"LootFilterSmallGreenCross",2,2,1,"",64000,0,""
308,"LootFilterLargeBrownCross",2,2,1,"",64000,0,""
309,"LootFilterMediumBrownCross",2,2,1,"",64000,0,""
310,"LootFilterSmallBrownCross",2,2,1,"",64000,0,""
311,"LootFilterLargeRedCross",2,2,1,"",64000,0,""
312,"LootFilterMediumRedCross",2,2,1,"",64000,0,""
313,"LootFilterSmallRedCross",2,2,1,"",64000,0,""
314,"LootFilterLargeWhiteCross",2,2,1,"",64000,0,""
315,"LootFilterMediumWhiteCross",2,2,1,"",64000,0,""
316,"LootFilterSmallWhiteCross",2,2,1,"",64000,0,""
317,"LootFilterLargeYellowCross",2,2,1,"",64000,0,""
318,"LootFilterMediumYellowCross",2,2,1,"",64000,0,""
319,"LootFilterSmallYellowCross",2,2,1,"",64000,0,""
320,"LootFilterLargeCyanCross",2,2,1,"",64000,0,""
321,"LootFilterMediumCyanCross",2,2,1,"",64000,0,""
322,"LootFilterSmallCyanCross",2,2,1,"",64000,0,""
323,"LootFilterLargeGreyCross",2,2,1,"",64000,0,""
324,"LootFilterMediumGreyCross",2,2,1,"",64000,0,""
325,"LootFilterSmallGreyCross",2,2,1,"",64000,0,""
326,"LootFilterLargeOrangeCross",2,2,1,"",64000,0,""
327,"LootFilterMediumOrangeCross",2,2,1,"",64000,0,""
328,"LootFilterSmallOrangeCross",2,2,1,"",64000,0,""
329,"LootFilterLargePinkCross",2,2,1,"",64000,0,""
330,"LootFilterMediumPinkCross",2,2,1,"",64000,0,""
331,"LootFilterSmallPinkCross",2,2,1,"",64000,0,""
332,"LootFilterLargePurpleCross",2,2,1,"",64000,0,""
333,"LootFilterMediumPurpleCross",2,2,1,"",64000,0,""
334,"LootFilterSmallPurpleCross",2,2,1,"",64000,0,""
335,"LootFilterLargeBlueMoon",2,2,1,"",64000,0,""
336,"LootFilterMediumBlueMoon",2,2,1,"",64000,0,""
337,"LootFilterSmallBlueMoon",2,2,1,"",64000,0,""
338,"LootFilterLargeGreenMoon",2,2,1,"",64000,0,""
339,"LootFilterMediumGreenMoon",2,2,1,"",64000,0,""
340,"LootFilterSmallGreenMoon",2,2,1,"",64000,0,""
341,"LootFilterLargeBrownMoon",2,2,1,"",64000,0,""
342,"LootFilterMediumBrownMoon",2,2,1,"",64000,0,""
343,"LootFilterSmallBrownMoon",2,2,1,"",64000,0,""
344,"LootFilterLargeRedMoon",2,2,1,"",64000,0,""
345,"LootFilterMediumRedMoon",2,2,1,"",64000,0,""
346,"LootFilterSmallRedMoon",2,2,1,"",64000,0,""
347,"LootFilterLargeWhiteMoon",2,2,1,"",64000,0,""
348,"LootFilterMediumWhiteMoon",2,2,1,"",64000,0,""
349,"LootFilterSmallWhiteMoon",2,2,1,"",64000,0,""
350,"LootFilterLargeYellowMoon",2,2,1,"",64000,0,""
351,"LootFilterMediumYellowMoon",2,2,1,"",64000,0,""
352,"LootFilterSmallYellowMoon",2,2,1,"",64000,0,""
353,"LootFilterLargeCyanMoon",2,2,1,"",64000,0,""
354,"LootFilterMediumCyanMoon",2,2,1,"",64000,0,""
355,"LootFilterSmallCyanMoon",2,2,1,"",64000,0,""
356,"LootFilterLargeGreyMoon",2,2,1,"",64000,0,""
357,"LootFilterMediumGreyMoon",2,2,1,"",64000,0,""
358,"LootFilterSmallGreyMoon",2,2,1,"",64000,0,""
359,"LootFilterLargeOrangeMoon",2,2,1,"",64000,0,""
360,"LootFilterMediumOrangeMoon",2,2,1,"",64000,0,""
361,"LootFilterSmallOrangeMoon",2,2,1,"",64000,0,""
362,"LootFilterLargePinkMoon",2,2,1,"",64000,0,""
363,"LootFilterMediumPinkMoon",2,2,1,"",64000,0,""
364,"LootFilterSmallPinkMoon",2,2,1,"",64000,0,""
365,"LootFilterLargePurpleMoon",2,2,1,"",64000,0,""
366,"LootFilterMediumPurpleMoon",2,2,1,"",64000,0,""
367,"LootFilterSmallPurpleMoon",2,2,1,"",64000,0,""
368,"LootFilterLargeBlueRaindrop",2,2,1,"",64000,0,""
369,"LootFilterMediumBlueRaindrop",2,2,1,"",64000,0,""
370,"LootFilterSmallBlueRaindrop",2,2,1,"",64000,0,""
371,"LootFilterLargeGreenRaindrop",2,2,1,"",64000,0,""
372,"LootFilterMediumGreenRaindrop",2,2,1,"",64000,0,""
373,"LootFilterSmallGreenRaindrop",2,2,1,"",64000,0,""
374,"LootFilterLargeBrownRaindrop",2,2,1,"",64000,0,""
375,"LootFilterMediumBrownRaindrop",2,2,1,"",64000,0,""
376,"LootFilterSmallBrownRaindrop",2,2,1,"",64000,0,""
377,"LootFilterLargeRedRaindrop",2,2,1,"",64000,0,""
378,"LootFilterMediumRedRaindrop",2,2,1,"",64000,0,""
379,"LootFilterSmallRedRaindrop",2,2,1,"",64000,0,""
380,"LootFilterLargeWhiteRaindrop",2,2,1,"",64000,0,""
381,"LootFilterMediumWhiteRaindrop",2,2,1,"",64000,0,""
382,"LootFilterSmallWhiteRaindrop",2,2,1,"",64000,0,""
383,"LootFilterLargeYellowRaindrop",2,2,1,"",64000,0,""
384,"LootFilterMediumYellowRaindrop",2,2,1,"",64000,0,""
385,"LootFilterSmallYellowRaindrop",2,2,1,"",64000,0,""
386,"LootFilterLargeCyanRaindrop",2,2,1,"",64000,0,""
387,"LootFilterMediumCyanRaindrop",2,2,1,"",64000,0,""
388,"LootFilterSmallCyanRaindrop",2,2,1,"",64000,0,""
389,"LootFilterLargeGreyRaindrop",2,2,1,"",64000,0,""
390,"LootFilterMediumGreyRaindrop",2,2,1,"",64000,0,""
391,"LootFilterSmallGreyRaindrop",2,2,1,"",64000,0,""
392,"LootFilterLargeOrangeRaindrop",2,2,1,"",64000,0,""
393,"LootFilterMediumOrangeRaindrop",2,2,1,"",64000,0,""
394,"LootFilterSmallOrangeRaindrop",2,2,1,"",64000,0,""
395,"LootFilterLargePinkRaindrop",2,2,1,"",64000,0,""
396,"LootFilterMediumPinkRaindrop",2,2,1,"",64000,0,""
397,"LootFilterSmallPinkRaindrop",2,2,1,"",64000,0,""
398,"LootFilterLargePurpleRaindrop",2,2,1,"",64000,0,""
399,"LootFilterMediumPurpleRaindrop",2,2,1,"",64000,0,""
400,"LootFilterSmallPurpleRaindrop",2,2,1,"",64000,0,""
401,"LootFilterLargeBlueKite",2,2,1,"",64000,0,""
402,"LootFilterMediumBlueKite",2,2,1,"",64000,0,""
403,"LootFilterSmallBlueKite",2,2,1,"",64000,0,""
404,"LootFilterLargeGreenKite",2,2,1,"",64000,0,""
405,"LootFilterMediumGreenKite",2,2,1,"",64000,0,""
406,"LootFilterSmallGreenKite",2,2,1,"",64000,0,""
407,"LootFilterLargeBrownKite",2,2,1,"",64000,0,""
408,"LootFilterMediumBrownKite",2,2,1,"",64000,0,""
409,"LootFilterSmallBrownKite",2,2,1,"",64000,0,""
410,"LootFilterLargeRedKite",2,2,1,"",64000,0,""
411,"LootFilterMediumRedKite",2,2,1,"",64000,0,""
412,"LootFilterSmallRedKite",2,2,1,"",64000,0,""
413,"LootFilterLargeWhiteKite",2,2,1,"",64000,0,""
414,"LootFilterMediumWhiteKite",2,2,1,"",64000,0,""
415,"LootFilterSmallWhiteKite",2,2,1,"",64000,0,""
416,"LootFilterLargeYellowKite",2,2,1,"",64000,0,""
417,"LootFilterMediumYellowKite",2,2,1,"",64000,0,""
418,"LootFilterSmallYellowKite",2,2,1,"",64000,0,""
419,"LootFilterLargeCyanKite",2,2,1,"",64000,0,""
420,"LootFilterMediumCyanKite",2,2,1,"",64000,0,""
421,"LootFilterSmallCyanKite",2,2,1,"",64000,0,""
422,"LootFilterLargeGreyKite",2,2,1,"",64000,0,""
423,"LootFilterMediumGreyKite",2,2,1,"",64000,0,""
424,"LootFilterSmallGreyKite",2,2,1,"",64000,0,""
425,"LootFilterLargeOrangeKite",2,2,1,"",64000,0,""
426,"LootFilterMediumOrangeKite",2,2,1,"",64000,0,""
427,"LootFilterSmallOrangeKite",2,2,1,"",64000,0,""
428,"LootFilterLargePinkKite",2,2,1,"",64000,0,""
429,"LootFilterMediumPinkKite",2,2,1,"",64000,0,""
430,"LootFilterSmallPinkKite",2,2,1,"",64000,0,""
431,"LootFilterLargePurpleKite",2,2,1,"",64000,0,""
432,"LootFilterMediumPurpleKite",2,2,1,"",64000,0,""
433,"LootFilterSmallPurpleKite",2,2,1,"",64000,0,""
434,"LootFilterLargeBluePentagon",2,2,1,"",64000,0,""
435,"LootFilterMediumBluePentagon",2,2,1,"",64000,0,""
