"rownum","StatSet","GemLevel","PlayerLevelReq","SpellCritChance","AttackCritChance","BaseMultiplier","DamageEffectiveness","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues"
13,0,14,48,600,0,0,23000,"[429,643]",[13],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
14,0,15,52,600,0,0,24000,"[552,828]",[13],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
15,0,16,56,600,0,0,24000,"[707,1061]",[13],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
16,0,17,60,600,0,0,25000,"[903,1354]",[13],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
17,0,18,64,600,0,0,26000,"[1149,1723]",[14],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
18,0,19,67,600,0,0,26000,"[1374,2061]",[14],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
19,0,20,70,600,0,0,27000,"[1640,2460]",[14],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
20,0,21,72,600,0,0,27000,"[1845,2767]",[14],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
21,0,22,74,600,0,0,27000,"[2073,3110]",[15],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
22,0,23,76,600,0,0,27000,"[2328,3493]",[15],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
23,0,24,78,600,0,0,27000,"[2614,3921]",[15],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
24,0,25,80,600,0,0,27000,"[2933,4400]",[15],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
25,0,26,82,600,0,0,27000,"[3289,4934]",[15],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
26,0,27,84,600,0,0,27000,"[3687,5531]",[16],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
27,0,28,86,600,0,0,27000,"[4131,6197]",[16],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
28,0,29,88,600,0,0,27000,"[4627,6940]",[16],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
29,0,30,90,600,0,0,27000,"[5180,7770]",[16],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
30,0,31,91,600,0,0,27000,"[5480,8219]",[16],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
31,0,32,92,600,0,0,27000,"[5796,8694]",[16],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
32,0,33,93,600,0,0,27000,"[6131,9196]",[16],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
33,0,34,94,600,0,0,27000,"[6484,9726]",[17],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
34,0,35,95,600,0,0,27000,"[6856,10285]",[17],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
35,0,36,96,600,0,0,27000,"[7250,10875]",[17],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
36,0,37,97,600,0,0,27000,"[7665,11498]",[17],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
37,0,38,98,600,0,0,27000,"[8104,12156]",[17],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
38,0,39,99,600,0,0,27000,"[8567,12850]",[17],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
39,0,40,100,600,0,0,27000,"[9055,13583]",[17],[0],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
40,1,1,1,20,0,0,51000,"[11,16]","[9,-60]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
41,1,2,2,20,0,0,51000,"[13,19]","[9,-59]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
42,1,3,4,20,0,0,51000,"[16,25]","[10,-58]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
43,1,4,7,20,0,0,51000,"[24,36]","[10,-57]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
44,1,5,11,20,0,0,51000,"[37,55]","[10,-56]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
45,1,6,16,20,0,0,51000,"[61,91]","[11,-55]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
46,1,7,20,20,0,0,51000,"[88,132]","[11,-54]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
47,1,8,24,20,0,0,51000,"[125,187]","[11,-53]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
48,1,9,28,20,0,0,51000,"[175,262]","[11,-52]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
49,1,10,32,20,0,0,51000,"[242,363]","[12,-51]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
50,1,11,36,20,0,0,51000,"[332,498]","[12,-50]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
51,1,12,40,20,0,0,51000,"[453,679]","[12,-49]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
52,1,13,44,20,0,0,51000,"[613,919]","[12,-48]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
53,1,14,48,20,0,0,51000,"[825,1237]","[13,-47]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
54,1,15,52,20,0,0,51000,"[1105,1658]","[13,-46]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
55,1,16,56,20,0,0,51000,"[1474,2211]","[13,-45]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
56,1,17,60,20,0,0,51000,"[1960,2939]","[13,-44]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
57,1,18,64,20,0,0,51000,"[2596,3894]","[14,-43]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
58,1,19,67,20,0,0,51000,"[3200,4799]","[14,-42]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
59,1,20,70,20,0,0,51000,"[3937,5906]","[14,-41]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
60,1,21,72,20,0,0,51000,"[4518,6776]","[14,-40]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
61,1,22,74,20,0,0,51000,"[5181,7771]","[15,-39]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
62,1,23,76,20,0,0,51000,"[5937,8906]","[15,-38]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
63,1,24,78,20,0,0,51000,"[6801,10202]","[15,-37]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
64,1,25,80,20,0,0,51000,"[7786,11679]","[15,-36]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
65,1,26,82,20,0,0,51000,"[8910,13365]","[15,-35]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
66,1,27,84,20,0,0,51000,"[10191,15286]","[16,-34]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
67,1,28,86,20,0,0,51000,"[11650,17475]","[16,-33]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
68,1,29,88,20,0,0,51000,"[13313,19970]","[16,-32]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
69,1,30,90,20,0,0,51000,"[15207,22811]","[16,-31]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
70,1,31,91,20,0,0,51000,"[16250,24376]","[16,-30]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
71,1,32,92,20,0,0,51000,"[17363,26045]","[16,-29]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
72,1,33,93,20,0,0,51000,"[18551,27827]","[16,-28]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
73,1,34,94,20,0,0,51000,"[19818,29727]","[17,-27]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
74,1,35,95,20,0,0,51000,"[21169,31754]","[17,-26]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
75,1,36,96,20,0,0,51000,"[22611,33916]","[17,-25]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
76,1,37,97,20,0,0,51000,"[24149,36223]","[17,-24]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
77,1,38,98,20,0,0,51000,"[25788,38683]","[17,-23]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
78,1,39,99,20,0,0,51000,"[27537,41306]","[17,-22]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
79,1,40,100,20,0,0,51000,"[29402,44103]","[17,-21]",[1],[],"[1468,1469]","[0,0]","[18291,175]","[3,3,1,1]","[0.8,1.2]"
80,2,1,1,600,0,0,27000,"[9,14]",[9],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
81,2,2,2,600,0,0,27000,"[10,16]",[9],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
82,2,3,4,600,0,0,27000,"[13,20]",[10],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
83,2,4,7,600,0,0,27000,"[19,28]",[10],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
84,2,5,11,600,0,0,27000,"[28,42]",[10],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
85,2,6,16,600,0,0,27000,"[43,65]",[11],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
86,2,7,20,600,0,0,27000,"[60,91]",[11],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
87,2,8,24,600,0,0,27000,"[83,124]",[11],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
88,2,9,28,600,0,0,27000,"[111,167]",[11],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
89,2,10,32,600,0,0,27000,"[148,222]",[12],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
90,2,11,36,600,0,0,27000,"[195,292]",[12],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
91,2,12,40,600,0,0,27000,"[255,383]",[12],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
92,2,13,44,600,0,0,27000,"[332,498]",[12],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
93,2,14,48,600,0,0,27000,"[429,643]",[13],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
94,2,15,52,600,0,0,27000,"[552,828]",[13],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
95,2,16,56,600,0,0,27000,"[707,1061]",[13],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
96,2,17,60,600,0,0,27000,"[903,1354]",[13],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
97,2,18,64,600,0,0,27000,"[1149,1723]",[14],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
98,2,19,67,600,0,0,27000,"[1374,2061]",[14],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
99,2,20,70,600,0,0,27000,"[1640,2460]",[14],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
100,2,21,72,600,0,0,27000,"[1845,2767]",[14],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
101,2,22,74,600,0,0,27000,"[2073,3110]",[15],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
102,2,23,76,600,0,0,27000,"[2328,3493]",[15],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
103,2,24,78,600,0,0,27000,"[2614,3921]",[15],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
104,2,25,80,600,0,0,27000,"[2933,4400]",[15],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
105,2,26,82,600,0,0,27000,"[3289,4934]",[15],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
106,2,27,84,600,0,0,27000,"[3687,5531]",[16],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
107,2,28,86,600,0,0,27000,"[4131,6197]",[16],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
108,2,29,88,600,0,0,27000,"[4627,6940]",[16],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
109,2,30,90,600,0,0,27000,"[5180,7770]",[16],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
110,2,31,91,600,0,0,27000,"[5480,8219]",[16],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
111,2,32,92,600,0,0,27000,"[5796,8694]",[16],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
112,2,33,93,600,0,0,27000,"[6131,9196]",[16],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
113,2,34,94,600,0,0,27000,"[6484,9726]",[17],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
114,2,35,95,600,0,0,27000,"[6856,10285]",[17],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
115,2,36,96,600,0,0,27000,"[7250,10875]",[17],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
116,2,37,97,600,0,0,27000,"[7665,11498]",[17],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
117,2,38,98,600,0,0,27000,"[8104,12156]",[17],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
118,2,39,99,600,0,0,27000,"[8567,12850]",[17],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
119,2,40,100,600,0,0,27000,"[9055,13583]",[17],[2],[],"[1468,1469]","[0,0]",[18291],"[3,3,1]","[0.8,1.2]"
120,3,1,1,600,0,0,14000,"[11,16]",[5],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
121,3,2,2,600,0,0,14000,"[12,18]",[5],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
122,3,3,4,600,0,0,14000,"[15,23]",[6],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
123,3,4,7,600,0,0,14000,"[21,32]",[6],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
124,3,5,11,600,0,0,14000,"[31,46]",[6],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
125,3,6,16,600,0,0,14000,"[47,70]",[7],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
126,3,7,20,600,0,0,14000,"[63,95]",[7],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
127,3,8,24,600,0,0,14000,"[85,127]",[7],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
128,3,9,28,600,0,0,14000,"[111,167]",[7],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
129,3,10,32,600,0,0,14000,"[144,217]",[7],[3],[],"[1468,1469]","[0,0]",[5770],"[3,3,1]","[0.8,1.2]"
130,4,1,3,600,0,0,0,"[10,15]",[],[4],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
131,4,2,68,600,0,0,0,"[1810,2808]",[],[4],[],"[1468,1469]","[0,0]",[],"[3,3]","[1.94,3.01]"
132,5,1,3,600,0,0,0,"[10,15]",[],[5],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
133,5,2,68,600,0,0,0,"[1810,2808]",[],[5],[],"[1468,1469]","[0,0]",[],"[3,3]","[1.94,3.01]"
134,6,1,1,600,0,0,0,"[8,12]",[],[6],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
135,7,1,1,600,0,0,0,"[6,8]",[],[7],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
136,8,1,1,600,0,0,0,"[6,8]",[],[8],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
137,9,1,1,600,0,0,0,"[4,6]",[],[9],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
138,10,1,3,600,0,0,0,"[2,4]",[],[10],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
139,10,2,68,600,0,0,0,"[182,274]",[],[10],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
140,11,1,3,600,0,0,0,"[5,7]",[],[11],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
141,11,2,68,600,0,0,0,"[355,532]",[],[11],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
142,12,1,3,600,0,0,0,"[5,7]",[],[12],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
143,12,2,68,600,0,0,0,"[776,1202]",[],[12],[],"[1468,1469]","[0,0]",[],"[3,3]","[1.75,2.71]"
144,13,1,3,600,0,0,0,"[11,16]",[],[13],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
145,14,1,3,600,0,0,0,"[5,7]",[],[14],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
146,15,1,3,600,0,0,0,"[7,11]",[],[15],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
147,15,2,68,600,0,0,0,"[1291,2003]",[],[15],[],"[1468,1469]","[0,0]",[],"[3,3]","[1.94,3.01]"
148,16,1,3,600,0,0,0,"[6,10]",[],[16],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
149,16,2,68,600,0,0,0,"[1162,1803]",[],[16],[],"[1468,1469]","[0,0]",[],"[3,3]","[1.94,3.01]"
150,20,1,3,600,0,0,0,"[5,7]",[],[20],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
151,20,2,68,600,0,0,0,"[861,1336]",[],[20],[],"[1468,1469]","[0,0]",[],"[3,3]","[1.94,3.01]"
152,21,1,3,600,0,0,0,"[5,7]",[],[21],[],"[1468,1469]","[0,0]",[],"[3,3]","[0.8,1.2]"
153,21,2,68,600,0,0,0,"[861,1336]",[],[21],[],"[1468,1469]","[0,0]",[],"[3,3]","[1.94,3.01]"
154,22,1,3,600,0,0,0,"[5,7]",[3],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[0.8,1.2]"
155,22,2,5,600,0,0,0,"[14,22]",[5],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
156,22,3,8,600,0,0,0,"[19,30]",[8],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
157,22,4,12,600,0,0,0,"[28,43]",[12],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
158,22,5,15,600,0,0,0,"[35,55]",[15],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
159,22,6,19,600,0,0,0,"[48,74]",[19],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
160,22,7,20,600,0,0,0,"[52,80]",[20],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
161,22,8,21,600,0,0,0,"[55,86]",[21],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
162,22,9,26,600,0,0,0,"[78,121]",[26],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
163,22,10,30,600,0,0,0,"[101,157]",[30],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
164,22,11,34,600,0,0,0,"[130,202]",[34],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
165,22,12,38,600,0,0,0,"[166,257]",[38],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
166,22,13,43,600,0,0,0,"[222,345]",[43],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
167,22,14,45,600,0,0,0,"[249,387]",[45],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
168,22,15,53,600,0,0,0,"[389,604]",[53],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
169,22,16,58,600,0,0,0,"[510,791]",[58],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
170,22,17,62,600,0,0,0,"[630,977]",[62],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
171,22,18,63,600,0,0,0,"[664,1030]",[63],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
172,22,19,66,600,0,0,0,"[776,1204]",[66],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
173,22,20,67,600,0,0,0,"[817,1268]",[67],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
174,22,21,68,600,0,0,0,"[861,1336]",[68],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
175,22,22,69,600,0,0,0,"[906,1406]",[69],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
176,22,23,70,600,0,0,0,"[954,1480]",[70],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
177,22,24,71,600,0,0,0,"[1004,1558]",[71],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
178,22,25,72,600,0,0,0,"[1056,1639]",[72],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
179,22,26,73,600,0,0,0,"[1111,1724]",[73],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
180,22,27,74,600,0,0,0,"[1169,1814]",[74],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
181,22,28,75,600,0,0,0,"[1230,1908]",[75],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
182,22,29,76,600,0,0,0,"[1293,2006]",[76],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
183,22,30,77,600,0,0,0,"[1360,2110]",[77],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
184,22,31,78,600,0,0,0,"[1430,2218]",[78],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
185,22,32,79,600,0,0,0,"[1503,2332]",[79],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
186,22,33,80,600,0,0,0,"[1580,2451]",[80],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
187,22,34,81,600,0,0,0,"[1660,2576]",[81],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
188,22,35,82,600,0,0,0,"[1745,2707]",[82],[22],[],"[1468,1469]","[0,0]",[881],"[3,3,1]","[1.94,3.01]"
